id,title,authors,venue,year
5788,subject : a directory driven system for organizing and accessing large statistical databases,"p chan , a shoshani","vldb ,",1981.0
5789,data base research at berkeley,m stonebraker,"sigmod record ,",1990.0
5805,guest editorial,p aplin,,
5837,efficient and effective cluster method for spatial data mining,"r ng , j han","proceedings of the 20th international conference of very & hellip ; ,",
5838,a classifier for semi-structured documents,"j yi , n sundaresan",,
5867,opportunistic garbage collection,pr wilson,"acm sigplan notices ,",1988.0
5869,the x-tree : an index structure for highdimensional data . 22nd conf . on very large databases,"s berchtold , d keim , hp kriegel","bombay , india ,",
5877,buffer management algorithms for relational database management systems .,"mec hull , ff cai , d bell","information and software technology ,",1988.0
5884,the dynamic nature of msw management,m fehr,"journal of environmental systems ,",1999.0
5903,a taxonomy oftime in databases,"rt snodgrass , i ahn",acm sigmod international conference on the management of,
5930,"i 3 : intelligent , interactive investigation of olap cubes","s sarawagi , g sathe",proc . of the 2000 acm sigmod intâ ?? l conference on,
5935,the lord of the rings : efficient maintenance of views at data warehouses,"d agrawal , a mostefaoui , m raynal , m roy",,
5937,querying multidimensional databases,"l cabibbo , r torlone",,
5946,a performance analysis of alternative multi-attribute declustering strategies,"s ghandeharizadeh , dj dewitt , w qureshi",,
5948,a low overhead high performance buffer replacement algorithm,"t johnson , d shasha","proceedings of international conference on very large & hellip ; ,",
5970,"a shared , segmented memory system for an object-oriented database","mf hornick , sb zdonik","acm transactions on information systems ( tois ) ,",1987.0
5983,on random sampling over joins,"sc cmn , r motwani , vr narasayya",proceedings of the acm sigmod international conference on,
5987,â ?? the kdb tree : a search structure for large multidimensional dynamic indexes,jtr rob811,"proceedings of the 1981 acm-sigmod conference , april ,",11.0
6000,inc. â ?? dynamic content acceleration : a caching solution to enable scalable dynamic web page,c technologies,"proc . of the acm sigmod intl. conf . on mgmt . of data ,",
6003,guest editorial,"p atzeni , ao mendelzon","the vldb journal the international journal on very large & hellip ; ,",2000.0
6011,"gnutella , chapter 8 in peer-to-peer : harnessing the power of disruptive technologies",a oram,,2001.0
6016,mining multi-dimensional constrained gradients in data cubes,"d guozhu , h jiawei , j lam , p jean , w ke","vldb ,",2001.0
6020,the p operator : discovering and ranking on the semantic web,"k anyanwu , a sheth","sigmod record ,",2002.0
6025,searching on the secondary structure of protein sequences,"l hammel , jm patel","vldb ,",2002.0
6044,going public : open-source databases and database research,p bonnet,"sigmod conference ,",2002.0
6054,a data model and data structures for moving objects databases,"l forlizzi , rh guting , e nardelli , m schneider","sigmod record ,",2000.0
6056,distinct sampling for highly-accurate answers to distinct values queries and event reports,"b jawerth , w sweldens",,2001.0
6067,on extending the functions of a relational database system,"rl haskin , ra lorie",,
6070,query optimization for codasyl database systems,"u dayal , n goodman",,
6072,"o2 , an object oriented data model . in proc",c lecluseâ ? ¦,"acm sigmod ,",
6084,privacy preserving distributed data mining,c clifton,,
6093,the x-tree : an efficient and robust access method for points and rectangles,"s berchtold , d keim , hp kriegel",proc . 1996 int . conf . very large data,
6097,the case for enhanced abstract data types . 23rd vldb conf,"p seshadri , m livny , r ramakrishnan","athens , greece ,",
6101,building e-commerce applications from object-oriented conceptual models,"o pastor , s abrahã # o , j fons",,
6124,standard benchmarks for database systems,"c levine , jm stephens jr , d dewitt","acm sigmod ,",
6133,a survey of research and development in distributed database management,"jb rothnie , n goodman","vldb ,",1977.0
6141,history of programming languages,rl wexelblat,,1981.0
6148,range queries in olap data cubes,"h ch , r agrawal , n megiddo , r srikant","proc . acm sigmod int . conf . on management of data ,",
6154,deadlock prevention in a distributed database system,"pk reddy , s bhalla","acm sigmod record ,",1993.0
6159,range-sum queries in data cubes,"ct ho , r agrawal , r srikant",proc . of,
6168,fluxquery : an optimizing xquery processor for streaming xml data,"c koch , s scherzinger , n schweikardt , b stegmaier","proceedings of the international conference on very large & hellip ; ,",2004.0
6170,learning table access cardinalities with leo .,"v markl , gm lohman",,
6175,an architecture for in-internet hybrid services,"ca licciardi , g canal , a andreetto , p lago","computer networks ,",2001.0
6179,mining association rules from semi-structured data,"k maruyama , k uehara","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2000.0
6187,gigascope : high performance network monitoring with an sql interface . demonstration,"c cranor , y gao , t johnson , v shkapenyuk , o","proc . acm sigmod 2002 ,",
6191,statix : making xml count,"j freire , jr haritsa , m ramanath , p roy , j simeon",,
6201,flexible and recoverable interaction between applications and active databases,"en hanson , ic chen , r dastur , k engel , v ramaswamy","vldb journal ,",1997.0
6215,evaluation of remote backup algorithms for transaction-processing systems,"ca polyzois , h garcia-molina","acm transactions on database systems ,",1994.0
6218,web-site management with tiramisu,c anderson,,
6235,reducing multidatabase query response time by tree balancing,"w du , u dayal","sigmod conference ,",1995.0
6239,interoperability in multidatabase systems,"d mcleod , a sheth","tutorial notes-the 20th vldb conference , september ,",
6243,distributed deadlock detection,r obermarck,"acm transactions on database systems ,",
6250,a survey of approaches to automatic schema matching,"pa bernstein , e rahm","vldb journal ,",
6259,supex : a schema-guided path index for xml data,j wang,"proceedings of 28th vldb . hong kong , china , august ,",2002.0
6261,beyond market : generalizing association rules to correlations,"s brin , r motwani , c silverstein","processing of the acm sigmod conference ,",
6262,r. agrawal mining quantitative association rules in large relational tables,r srikant,proc . 1996 . i c. \ \ i-sig . \ \ iod int . c &#39; on f. . \ \ lanagernent of,
6266,untangling the web,"r wallach , l mccann","santa barbara : university of california , santa barbara , ( 1996 )",
6275,"data-driven , oneto-one web site generation for data-intensive applications","p fraternali , s ceri , s paraboschi",proc . 25th vldb,
6281,fast computation of sparse datacubes,"a kenneth , d srivastava",,
6283,implementation techniques for main memory databases,"dj dewitt , rh katz , f olken , l shapiro , m",proc . acm,
6286,object-oriented query language facilitating construction of new objects,"r alhajj , me arkun","information and software technology ,",1993.0
6288,declarative updates of relational databases,w chen,"acm transactions on database systems ,",1995.0
6291,a framework for understanding distributed ( deadlock detection ) algorithms,"hf korth , r krishnamurthy , a nigam , jt robinson","proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,",1983.0
6295,"maintaining consistency in partitioned , replicated databases","a el abadi , s toueg","acm transactions on database systems ,",
6300,data on the webâ '',"b nguyen , s abiteboul , g cobena , m preda , xml","proceedings of the acm-sigmod ,",
6312,guest editorial,"j mai , e marani , s hakomori","the histochemical journal ,",1992.0
6317,architectures for object data management,ja orenstein,,
6318,enabling technologies for electronic commerce,"g kappel , w retschitzegger , b schrã ¶ der",,
6326,performance analysis of a relational data base management system,"p hawthorn , m stonebraker",proceedings of the 1979 acm sigmod international conference,
6334,from browsing to interacting : dbms support for responsive websites,r ramakrishnan,"proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000.0
6343,the theory of joins in relational databases,"av ario , c beer , jd ullman","acm trans . database syst ,",
6348,editor 's notes,dw leslie,"new directions for higher education ,",
6351,workflow management with service quality guarantees ( sigmod02 ),"m gillmann , g weikum , w wonner",sigmod,
6353,heraclitus : elevating deltas to be first-class citizens in a database programming language,"c damerell , d giddings , b kisielewski , g lutz , g","acm transactions on database systems ,",1996.0
6373,2pxminer : an efficient two pass mining of frequent xml query patterns,"lh yang , ml lee , w hsu , x guo",,
6381,oodb bulk loading revisited : the partitioned-list approach,"jl wiener , jf naughton","proceedings of the international conference on very large & hellip ; ,",1995.0
6386,niagaracq : a scalable continuous query system for internet databases,"j chen , dj dewitt , f tian , y wang","sigmod conference ,",2000.0
6397,"support for polylingual persistence , interoperability and naming in object-oriented databases","a kaplan , jcp wileden","technical report tr-96-4 , university of massachusetts , computer",
6400,"garciaâ?º molina , h. ( 1995 ) . generalizing gloss to vectorâ?º space databases and broker hierarchies",l gravano,proc . 21st int . conf . on very large data,
6409,"metu object-oriented database system , demo description",a dogac,"proceedings of acm sigmod intl. conf . on management of data , & hellip ; ,",
6421,a theory of aspects,"d walker , s zdancewic , j ligatti",,
6422,concurrency control in group systems,"ca ellis , sj gibbs","sigmod record ( acm special interest group on management of & hellip ; ,",
6425,local verification of global integrity constraints in distributed databases,"a gupta , j widom",,
6428,"developing a high traffic , read-only web site","j nauman , r suorsa",,
6429,referential actions as logic rules,"b ludaescher , w may , g lausen","proceedings of the acm sigact sigmod sigart symposium on & hellip ; ,",1997.0
6430,understanding the global semantics of referential actions using logic rules,"w may , b ludascher","acm transactions on database systems ,",2002.0
6440,a conceptual architecture for semantic enabled web services,"c bussler , a maedche , d fensel","acm sigmod ,",
6442,transaction restarts in prolog database systems,"s acharya , gn buckley",,
6454,spatial operators,"e clementini , p di felice",,
6467,databaseprogramminginmachiavelliâ ?? apolymorphiclanguagewithstatictypeinference,"a ohori , p buneman , v breazu-tannen","acm sigmod intl. conf . on management of data , pages46â ?? 57 ,",
6468,overview of multidatabase transaction management,"y breitbart , h garcia-molina , a silberschatz","the vldb journal the international journal on very large & hellip ; ,",1992.0
6469,bifocal sampling for skew-resistant join size estimation,"s ganguly , pb gibbons , y matias , a silberschatz","sigmod conference ,",1996.0
6472,mil primitives for querying a fragmented world,"pa boncz , ml kersten","the vldb journal the international journal on very large & hellip ; ,",1999.0
6485,lore : a lightweight object repository for semistructured data,d quass,"proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
6489,enterprise information portals,m white,"electronic library ,",2000.0
6494,optimization techniques for queries with expensive methods,jm hellerstein,"acm transactions on database systems ,",1998.0
6512,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",,
6519,integration of spatial join algorithms for joining multiple inputs,"n mamoulis , d papadias","proc . sigmod intl. conf . on management of data ,",1999.0
6521,core competence management in business process reengineering,"zp fan , y li","proceedings of 1999 international conference of management & hellip ; ,",1999.0
6551,data grid management systems,"a rajasekar , a jagatheesan","proceedings of the 2003 acm sigmod international conference & hellip ; ,",
6555,"umform techniques for loop optimization , in proceedings of the acm international conference on",w pugh,,1991.0
6560,the ccube constraint object-oriented database system : an overview,"a brodsky , ve segal","proc . second international workshop on constraint database & hellip ; ,",
6561,the design and evaluation of a high-performance soft keyboard alternative to qwerty,"s mackenzie , sx zhang","proceedings of acm chi ,",
6574,efficient monitoring of database assertions,"m hammer , sk sarin",proceedings of the 1978 acm sigmod international conference,
6580,laser-produced ion streams useful for technological applications,"j wolowski , j badziak , fp boody , s gammino , k","proc . 28th eclim ,",
6596,an algorithm for answering queries efficiently using views,p mitra,,
6601,ofs : an integrated form management system,d tsichritzis,"vldb ,",1980.0
6617,improved query performance with variant indexes . sigmod intl. conf,"p ã?neill , d quass","on management of data , tucson ,",
6628,an information quality management framework for cooperative information systems,"p missier , c batini",,
6638,data integration and warehousing in telecom italia,s trisolini,"sigmod conference ,",1999.0
6642,madeus : an authoring enivironment interactive multimedia documents,"m jourdan , c roisin , l sabry-ismail , l tardif",proceedings of acm,
6663,access path selection in a relational database management,pg selingerâ ? ¦,"proc . of the acm sigmod conference on management of data ,",
6664,"rights of tods readers , authors and reviewers",rt snodgrass,"sigmod record ,",2002.0
6665,tree pattern aggregation for scalable xml data dissemination,"cy chan , w fan , p felber , mn garofalakis , r","vldb ,",2002.0
6673,"panel : future directions of database research-the vldb broadening strategy , part 1",hj schek,"proceedings of the international conference on very large & hellip ; ,",2000.0
6677,replicated data management in distributed database systems,sh son,"sigmod record ,",1988.0
6681,the asilomar report on database research,"p bernstein , m brodie , s ceri , d dewitt , mj","sigmod record ,",1998.0
6685,a schema partition for multimedia database management systems,v turau,,
6688,bidirectional expansion for keyword search on graph databases,"v kacholia , s pandit , s chakrabarti , s sudarshan ,","proceedings of the 31st international conference on very & hellip ; ,",2005.0
6703,book review column,k aberer,sigmod,2002.0
6706,rewering aggregate queries using views,"s cohen , w nutt , a serebrenik","proc of the 18th acm sigact sigmod sigart symp on principles & hellip ; ,",
6714,probabilistic optimization of top n queries,ddr ramakrishnan,,1999.0
6738,the hyperion project : from data integration to data coordination,m arenasâ ? ¦,"sigmod record ,",2003.0
6741,information integration : the momis project demonstration,"s bergamaschi , s castano , a corni , r guidetti , g",26th vldb : int . conf . on very large,
6742,approximate query processing : taming the terabytes !,a tutorial,,
6754,deadlock detection in distributed databases : a new algorithm and a comparative performance,"n krivokapãc , a kemper , e gudes","the vldb journal ,",
6775,the database research group at eth zurich,"mc norrie , s blott , hj schek , g weikum","sigmod record ,",1994.0
6780,y. 1990 . randomized algorithms for optimizing large join queries,"y ioannidis , cha kang",proc . acm sigmod int . conf . on management of,
6782,theoretically sound transformations for practical database design,"a rosenthal , ds reiner","proceedings of the sixth international conference on entity - & hellip ; ,",1987.0
6785,epidemic algorithms in replicated databases,r steinke,,
6792,approximate similarity search in high dimensions via hashing,"a gionis , p indyk , r motwani",,
6795,eddies : continuously adaptive query processing,"jm hellerstein , r avnur",proceedings of the acm sigmod international conference on,
6819,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"t yufei , d papadias",,2000.0
6844,web services and information delivering for diverse environments,"j freire , b kumar","vldb conference cairo , october ,",
6850,user adaptive exploration of olap data cubes,s sarawagi,proc . vldb,
6852,semantic adaptation of schema mappings when schemas evolve,"c yu , l popa","proceedings of the 31st international conference on very & hellip ; ,",2005.0
6868,an extensible compressor for xml data,"h liefke , d suciu","sigmod record ,",2000.0
6874,broadcast disks : data management for asymmetric communications environments,"sa vi , r alonso , m franklin , s zdonik",proceedings of the acm sigmod conference on management of,
6879,the r * - tree : an efficient and robust access mehod for points and rectangles,"t brinkhoff , hp kriegel , r schneider , b seeger","proc . acm sigmod ,",
6882,k. smith entity modeling in the mls relational model,m winslett,proceedings of the 18th international conference on,
6889,nulls in relational databases : revised,r kocharekar,"acm sigmod record ,",1989.0
6890,object-oriented querrying of existing relational databases,"da keim , hp kriegel , a miethsam",,
6891,"kweelt : more than just â ?? yet another framework to query xml!â ?? , sigmod demonstration session ,",a sahuguet,,
6892,infoharness : use ofautomatically generated metadata for search and retrieval ofheterogeneous,"l shkiar , a sheth , v kashyap , k shah",,
6899,the hybrid tree : an index structure for high dimensional feature spaces,"k chakrabarti , s mehrotra",,
6903,some efficient algorithms for rough set methods,"sh nguyen , hs nguyen",proc .,
6930,multi-table joins through bitmapped join indices,"on o'ngg95 patrick , g graefe","acm sigmod record ,",
6948,fast similarity search in the presence of longitudinal scaling in time series databases,ej keogh,,
6952,schneider m. realm-based spatial data types : the rose algebra,rh gtifing,,1995.0
6958,data partitioning and load balancing in parallel disk systems,"p scheuermann , g weikum , p zabback","the vldb journal the international journal on very large & hellip ; ,",1998.0
6969,fault-tolerant architectures for continuous media servers,", r rastogi , pj shenoy , a silberschatz","sigmod conference ,",1996.0
6984,sina : scalable incremental processing of continuous queries in spatio-temporal databases,"mf mokbel , x xiong , wg aref","proc . sigmod conf ,",2004.0
6998,freshness-driven adaptive caching for dynamic content web sites,"ws li , o po , wp hsiung , ks candan , d agrawal","data & knowledge engineering ,",2003.0
7001,an annotated bibliography of grasp,"p festa , mgc resende",operations research,
7004,": supplement to the proceedings of the 18th british national conference on databases at ral , 9-11",w id,,
7006,an extensible database system for spatio-temporal queries,"c chen , h wang , c zaniolo","submitted for publication ,",
7011,query by image and video content,"m flickner , h sawhney , w niblack , j ashley , q","ieee computer ,",
7012,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler","acm transactions on database systems ,",2005.0
7025,distributed deviation detection in sensor networks,"tpdpv kalogeraki , d gunopulos","sigmod record ,",2003.0
7033,quotient cube and qc-tree : efficient summarizations for semantic olap,y zhao,,2003.0
7041,temporal database bibliography update,"acms record , s record","sigmod record ,",1982.0
7046,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",
7065,scalable parallel data mining for association rules,eh hanâ ? ¦,"sigmod conference ,",1997.0
7066,xtract : a system for extracting document type descriptors from xml documents,"a gionis , m garofalakis , r rastogi , s seshadri , k","proc . of acmsigmod 2000 international conference on & hellip ; ,",
7071,grid and applications ( industrial session ),f leymann,"vldb ,",2003.0
7074,the nimble integration system,"d draper , ay halevy , ds weld","proc . of sigmod ,",
7089,incremental maintenance od externally materialized views,"m staudy , m jarke","the proceedings of the 22th very large database ( vldb ) & hellip ; ,",
7094,"bpredator : a resource for database research , â ?? â ??",p seshadri,sigmod,
7103,the implementation and performance of compressed databases,twd kossmann,,
7114,disjunctive queries in object bases,"a kemper , g moerkotte , k peithner , m steinbrunn","proc . of the acm sigmod conf . on management of data ,",
7115,"a study of concurrency control in real-time , active database systems","a datta , sh son","ieee transactions on knowledge and data engineering ,",2002.0
7117,"temporal coalescing with now , incomplete information , and granularity",ce dyreson,proceedings of,
7137,the knowledge based management systems project .,"g wiederhold , j kaplan , d sagalowicz","acm sigmod record ,",
7151,a data model and data structures for moving objects databases,"e nardelli , m schneider , l forlizzi , rh gã 1/4 ting","acm sigmod ,",
7163,srinivasan . accessing relational databases fromtheworld wide web,t nguyenandv,"proc . acm sigmod conference ,",
7195,implementation of an agent-based business process,g pang,,
7197,building distributed control systems using distributed active realtime databases,m lundin,,1998.0
7206,fast high-dimensional data search in incomplete databases,"bc ooi , ch goh , kl tan","vldb ,",1998.0
7208,eddies : continuous query optimization,"r avnur , j hellerstein","proceedings of sigmod ,",
7211,deriving production rules for incremental rule maintenance,"s ceri , j widom","proceedings of the 17th vldb conference ,",
7215,constraintlisp : an object-oriented constraint programming language ',"b liu , yw ku","acm sigplan notices ,",1992.0
7222,a general solution of the n-dimensional b-tree problem,m freeston,"sigmod conference ,",1995.0
7224,a graphical query language suplx ~ rting recursion,"if cruz , ao mendelzon , pt wood","proc . acm sigmod conf . on management of data ,",
7233,an empirical evaluation of defect testing techniques,"m roper , m wood , j miller","information and software technology ,",
7235,idi : informative summarization of differences in multidimensional aggregates,s sarawagi,,
7253,the impact of xml on databases and data sharing,"l seligman , a rosenthal",,
7260,"lof : identifying densitybased local outliers , acm sigmod conference , vol","mm breunig , hp kriegel , rt ng , j sander","dallas , tx , may ,",
7265,locking protocols for materialized aggregate join views,"g luo , jf naughton , cj ellmann , mw watzke","proceedings of the international conference on very large & hellip ; ,",2003.0
7268,the merge/purge problem for large databases,s stolfo,"proceedings of the acm sigmod conference on management of & hellip ; ,",1995.0
7272,on the performance of bitmap indices for high cardinality attributes,"k wu , e otoo , a shoshani","proceedings of the international conference on very large & hellip ; ,",2004.0
7274,an algebraic approach to rule analysis in expert database systems,"e baralis , j widom","proceedings of the international conference on very large & hellip ; ,",1994.0
7294,report on the edbtâ ?? 04 workshop on database technologies for handling xml information on the web,"m mesiti , b catania , g guerrini , a chaudhri","sigmod record ,",2004.0
7307,agent-based semantic interoperability in infosleuth .,acms anthology,"sigmod record ,",1999.0
7353,on the semantics of â ?? now ` in databases,rt snodgrass,"acm transactions on database systems ,",
7355,on the computation of relational view complements,"j lechtenborger , g vossen","acm transactions on database systems ,",2003.0
7363,metadata in video databases,"r jain , a hampapur","sigmod record ,",1994.0
7373,data stream management system for mavhome,"q jiang , s chakravarthy",,
7374,sequnce query processing,"p seshadri , m livny , r ramakrishnan","proc . of the acm sigmod conf. , pages430441 , minneapolis , mn , & hellip ; ,",
7386,odmg-93 : a standard for object-oriented dbmss,rgg cattell,,
7397,towards self-tuning data placement in parallel database systems,"ml lee , m kitsuregawa , bc ooi , kl tan , a mondal","sigmod conference ,",2000.0
7420,integrating spatial and temporal databases,s report,,
7424,managing a db2 parallel edition database,g fecteau,"proceedings of the international conference on very large & hellip ; ,",1995.0
7450,"role-based security , object oriented databases and separation of duty","m nyanchama , s osborn","acm sigmod record ,",1993.0
7459,microsoft . corn : a high-scale data management and transaction processing solution,s kennamer,"sigmod record ,",1998.0
7461,using semantic knowledge for transaction processing in a distributed database,h garcia-molina,"acm transactions on database systems ( tods ) ,",1983.0
7476,an interactive query language for external data bases,"fh lochovsky , d tsichritzis","vldb ,",1982.0
7478,"d. ( 1995 ) . fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and","c faloutsos , ki lin",proceedings of,
7492,"incremental maintenance of views with duplicates , '' in \ \ proceedings of acm-sigmod international","t griffin , l libkin","san jose , ca , may ,",
7500,an affiliated search system for an electronic commerce and software component architecture,"i paik , t han , d oh , s ha , d park","information and software technology ,",2003.0
7504,distributed transaction support for workflow management applications,"j vonk , p grefen , e boertjes , p apers","procs . 10th int . conf . on database and expert system & hellip ; ,",
7505,"vr ; agrawal , d. ; singh , ak dimensionality reduction for similarity searching in dynamic databases",k kanth,international conference on management of,
7509,temporal database system implementations,mh bohlen,"acm sigmod record ,",
7510,answering sql queries using views,"s dar , hv jagadish , ay levy , d srivastava","proc . of vldb ,",
7513,an alternative storage organization for rolap aggregate views based on cubetrees,"y kotidis , n roussopoulos","sigmod conference ,",1998.0
7518,mining system audit data : opportunitiesandchallenges,"w lee , w fan","sigmod record ,",
7522,objectglobe : ubiquitous query processing on the internet,"r braumandl , m keidl , a kemper , d kossmann , a","the vldb journal the international journal on very large & hellip ; ,",2001.0
7524,implementing total quality management : an overview,jr jablonski,,1991.0
7525,database systems : achievements and opportunities into the 21st century,"a silberschatz , m stonebraker , j ullman","sigmod record ,",
7529,index configuration in object-oriented databases,e bertino,"the vldb journal the international journal on very large & hellip ; ,",1994.0
7534,updating knowledge bases while maintaining consistency,"e teniente , a olivã ©",the vldb,
7543,optimizing location detection services in wireless sensor networks,"ic paschalidis , s ray",,
7546,the maxc systems,er fiala,"ieee computer ,",
7548,database research at arizona state university,"sd urban , sw dietrich , f golshani","sigmod record ,",1996.0
7552,semantic video indexing : approach and issues,a hampapur,"sigmod record ,",1999.0
7556,the cougar approach to innetwork query processing in sensor networks,"a wand , a chandrakasan","acm sigmod record ,",
7559,on the implementation of a simple class of logic queries for databases,d saccã,"proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,",1985.0
7560,dwms : data warehouse management system,n mohan,"proceedings of the international conference on very large & hellip ; ,",1996.0
7563,modular implementation of extended transaction models,"rs barga , c pu , a practical",proceedings of the 21th international conference on very,
7564,introduction to object-oriented databases,w kim,,
7572,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
7574,italian electronic identity card - principle and architecture,m gentili,"proceedings of the international conference on very large & hellip ; ,",2001.0
7594,a discussion of indices for the evaluation of fuzzy associations in relational databases,"d dubois , h prade , t sudkamp",,
7597,learning to match ontologies,"a doan , j madhavan , r dhamankar , p domingos , ay","vldb journal ,",
7601,"oo , what 's happening to db2 ?","m carey , d chamberlin","proc . acm sigmod int &#39; l conf . management of data ,",1999.0
7606,query cachingand optimization in distributed mediator systems,"s adali , ks candan , y papakonstantinou , vs","proceedingsof the acm sigmod conference ,",
7625,integrity constraints checking in deductive databases,vldb.org,"vldb ,",1991.0
7628,data streams : fresh current or stagnant backwater ? ( panel ),jm hellerstein,,
7643,database research activities at the university of vienna,"am tjoa , g vinek","acm sigmod record ,",1992.0
7654,what is the data warehousing problem,"a gupta , is mumick",are materialized views the,
7677,on similarity-based queries for time series data,d rafiei,,
7698,a shrinking-based approach for multi-dimensional data analysis,"y shi , y song , a zhang","proceedings of the international conference on very large & hellip ; ,",2003.0
7701,foreword,pa simon,"advances in space research ,",1984.0
7702,panel : real-time databases,k ramamritham,"proc . of the 17th intl. vldb conf. , barcelona , september ,",
7707,random data perturbation of non-normal data,"r sarathy , k muralidhar",,
7720,agent-based business process management,"nr jennings , p faratin , mj johnson , tj norman , me",,
7728,"change , k. , garcia-molina , h. , paepcke , a. : starts stanford proposal for internet meta-searching",l fravano,proceedings of the acm-sigmod international conference on,
7729,an introduction to deductive database languages and systems,"k ramamohanarao , j harland","the vldb journal the international journal on very large & hellip ; ,",1994.0
7751,the active database system manifesto : a rulebase of adbms features,"kr dittrich , s giatziu , a geppert","proc . ( rids ) , athens , greece , september ,",
7756,â ?? sim : a database system based on semantic model .,"d jagannathan , rl guck , bl fritchman , jp thompson ,",proceedings of sigmod international conference on management,
7760,valid-time indeterminacy,"ce dyreson , rt snodgrass",,
7776,logic and algebraic languages for interoperability in multidatabase systems,"lvs lakshmanan , f sadri , in subramanian",,
7781,"fast algorithms for mining association rules in large databasesâ '' , bocca jb , jarke m. , zaniolo c. ,","r agrawal , r srikant","& hellip ; conference on very large data bases ( vldbâ ?? 94 ) , santiago de",
7789,fast computation of sparse databases algorithms for materialized view design in data warehousing,"j yang , kk karlapalem , q li","proc . 23rd vldb conf. , athens , greece ,",
7797,statistical synopses for graph-structured data,"n polyzotis , m garofalakis","proceedings of sigmod ,",
7806,efficient user-adaptable similarity search in large multimedia databases,"s thomas , h kriegel","proc . 23th int . conf . on vldb ,",
7807,processing with possibly uncooperative local systems,"c yu , g philip , wmdtn query","technical report , dept. of cs , university of illinois at chicago",
7819,a multi-similarity algebra,"s adalä ± , p bonatti , ml sapino , vs subrahmanian","proc . of sigmod , l. haas and a. tiwary",
7823,"bw , and watson , v. system r relational approach to database management","mm astrarlan , mw blasgen , dd chamberlin , kp","acm trans database syst ,",
7842,algebraic manipulation of scientific datasets,b howe,"proceedings of the international conference on very large & hellip ; ,",2004.0
7844,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",,1994.0
7876,parallel query optimization for shared memory multiprocessors,"h lu , mc shan , kl tan","proceedings of 17th vldb conference , august ,",
7884,p. marron the multiview project : object-oriented view technology and applications,"e rundensteiner , h kuno , y ra , v crestana-taube , m",proc . of the acm sigmod international conference on,
7885,intelligent integration ofinformation,g wiederhold,& hellip ; the acm sigmod international conference on management of,
7886,"r. , et al. , 1994 , tsql2 language specification",s dgrass,acm sigmod,
7900,xirql-an esteoslon of xql for information retrieval paper presented at the acm sigir 2000 workshop,n fuhr,"athens . greece ,",
7904,a super scalar sort algorithm for risc urocessors,ca lami ramesh,"proc . sigmod intl. conf : on managâ ?? ement of data ,",
7905,"a query language and optimization techniques for unstructured data . university of pennsylvania ,","p buneman , s davidson , g hillebrand , d suciu","technical report ms-cis 96-09 ,",
7906,editorial,"p muschamp , j hill","bt technology journal ,",2004.0
7908,semistructured and structured data in the web : going back and forth,"p merialdo , p atzeni , g mecca","& hellip ; the management of semistructured data ( in conjunction with & hellip ; ,",
7916,guest editorial,c allocchio,"computer networks ,",2000.0
7917,mining sequential patterns across data streams,"g chen , x wu , x zhu",,
7934,the gmap : a versatile tool for physical data independence,"og tsatalos , mh solomon , ye ioannidis","the vldb journal the international journal on very large & hellip ; ,",1996.0
7945,data management for earth system science,"j frew , j dozier","sigmod record ,",1997.0
7950,representing and querying xml with incomplete information,"s abiteboul , l segoufin , v vianu",,
7951,efficient resumption of interrupted warehouse loads,"w labio , jl wiener , h garcia-molina , v gorelik","sigmod conference ,",2000.0
7954,on real-time transactions,jsw zhao,acm sigmod record ( mar. .,
7964,effective change detection using sampling ( extended version ),"j cho , a ntoulas","technical report , ucla computer science department ,",
7969,"trio : a system for integrated management of data , accuracy",j widom,"and lineage . technical report , stanford university , 2004 . http : /",
7970,a multi-purpose implementation of mandatory access control in relational database management systems,"w rjaibi , p bird","proceedings of the international conference on very large & hellip ; ,",2004.0
7995,the network measurement system,"md abrams , iw cotton , sw watkins , r rosenthal , de",submitted for,
7998,fast algorithmsforminingassociation rules,ra ramakrishnansrikant,"proceedings of the 20th vldb conference ,",
8003,integrating triggers and declarative constraints in sql database systems,"r cochrane , h pirahesh , nm mattos","vldb ,",1996.0
8017,a survey and critique of advanced transaction models,c mohan,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
8018,business process coordination : state of the art,"u dayal , m hsu , r ladin","trends and open issues . ( 2001 ) at proceedings of the 27th & hellip ; ,",
8019,virtual data technology,"a gupta , v harinarayan , a rajaraman","sigmod record ,",1997.0
8023,secure real-time transaction processing,"jr haritsa , b george",,
8027,ozone : integrating structured and semistructured data,"s abiteboul , r goldman , t lahiri , j mchugh , j","technical report , stanford university database group ,",
8031,databases for gis,"c bauzer medeiros , f pires",acm sigmod record 23,
8032,software risk management and insurance,"o raz , m shaw",,
