species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order,flavor_text,name
s_5ce1e269,3.0,id-320,161,2.0,3.0,7.0,4,60,50,0,40,0,6,0,0.0,0.0,,It can sometimes knock out opponentswith the shock created by breaching andcrashing its big body onto the water.,Wailord
s_5ce1e269,3.0,id-320,161,2.0,3.0,7.0,4,60,50,0,40,0,6,0,0.0,0.0,,Its immense size is the reason for its popularity.Wailord watching is a favorite sightseeingactivity in various parts of the world.,Wailord
s_e21f7721,3.0,,161,2.0,3.0,7.0,4,125,50,0,40,0,6,0,0.0,0.0,,It shows off by spraying jets of seawater fromthe nostrils above its eyes. It eats a solid ton ofWishiwashi every day.,Wailmer
s_e21f7721,3.0,,161,2.0,3.0,7.0,4,125,50,0,40,0,6,0,0.0,0.0,,"When it sucks in a large volume of seawater,it becomes like a big, bouncy ball. It eats a tonof food daily.",Wailmer
s_894c74d0,3.0,id-283,141,2.0,13.0,9.0,4,75,70,0,15,0,2,0,0.0,0.0,,MASQUERAIN intimidates enemies withthe eyelike patterns on its antennas.This POKéMON flaps its four wings tofreely fly in any direction - evensideways and backwards - as if it werea helicopter.,Masquerain
s_0a109f22,3.0,,142,3.0,7.0,2.0,4,255,70,0,15,0,6,0,0.0,0.0,,"SHROOMISH live in damp soil in the darkdepths of forests. They are oftenfound keeping still under fallen leaves.This POKéMON feeds on compost thatis made up of fallen, rotted leaves.",Shroomish
s_505b3578,3.0,id-285,142,5.0,6.0,2.0,4,90,70,0,15,0,6,0,0.0,0.0,,"BRELOOM closes in on its foe with lightand sprightly footwork, then throwspunches with its stretchy arms.This POKéMON’s fighting technique putsboxers to shame.",Breloom
s_a59c25d2,3.0,,143,3.0,8.0,2.0,4,255,70,0,15,0,1,0,0.0,0.0,,"SLAKOTH lolls around for over twentyhours every day. Because it moves solittle, it does not need much food.This POKéMON’s sole daily meal consistsof just three leaves.",Slakoth
s_2d388a54,3.0,,140,9.0,12.0,8.0,4,235,35,0,20,0,1,0,0.0,0.0,9.0,It is highly attuned to the emotions of peopleand Pokémon. It hides if it senses hostility.,Ralts
s_2d388a54,3.0,,140,9.0,12.0,8.0,4,235,35,0,20,0,1,0,0.0,0.0,9.0,"If its horns capture the warm feelings of peopleor Pokémon, its body warms up slightly.",Ralts
s_c9d0f40c,3.0,id-280,140,9.0,12.0,8.0,4,120,35,0,20,0,1,0,0.0,0.0,10.0,"If its Trainer becomes happy, it overflows withenergy, dancing joyously while spinning about.",Kirlia
s_c9d0f40c,3.0,id-280,140,9.0,12.0,8.0,4,120,35,0,20,0,1,0,0.0,0.0,10.0,It has a psychic power that enables it to distortthe space around it and see into the future.,Kirlia
s_ac09e1bc,3.0,id-328,166,5.0,13.0,6.0,4,120,50,0,20,0,4,0,0.0,0.0,,The ultrasonic waves it generates by rubbing itstwo wings together cause severe headaches.,Vibrava
s_ac09e1bc,3.0,id-328,166,5.0,13.0,6.0,4,120,50,0,20,0,4,0,0.0,0.0,,"To help make its wings grow, it dissolvesquantities of prey in its digestive juices andguzzles them down every day.",Vibrava
s_8531de6b,3.0,,141,2.0,14.0,9.0,4,200,70,0,15,0,2,0,0.0,0.0,,"From the tips of its feet, SURSKITsecretes an oil that enables it to walkon water as if it were skating.This POKéMON feeds on microscopicorganisms in ponds and lakes.",Surskit
s_4ed458af,6.0,,359,5.0,12.0,,4,100,50,0,20,0,2,0,0.0,0.0,,"It drives its opponents to exhaustion with its agilemaneuvers, then ends the fight with a flashyfinishing move.",Hawlucha
s_4ed458af,6.0,,359,5.0,12.0,,4,100,50,0,20,0,2,0,0.0,0.0,,It always strikes a pose before going for itsfinishing move. Sometimes opponents takeadvantage of that time to counterattack.,Hawlucha
s_31313ecb,4.0,id-447,232,2.0,6.0,,1,45,50,0,25,0,4,1,0.0,0.0,51.0,"It controls waves known as auras, which arepowerful enough to pulverize huge rocks.It uses these waves to take down its prey.",Lucario
s_31313ecb,4.0,id-447,232,2.0,6.0,,1,45,50,0,25,0,4,1,0.0,0.0,51.0,It can tell what people are thinking. Only Trainerswho have justice in their hearts can earn thisPokémon’s trust.,Lucario
s_8875ab88,4.0,,233,3.0,8.0,,4,140,50,0,30,1,1,0,0.0,0.0,,"It moves through the sands with its mouth open,swallowing sand along with its prey. It gets rid ofthe sand by spouting it from its nose.",Hippopotas
s_8875ab88,4.0,,233,3.0,8.0,,4,140,50,0,30,1,1,0,0.0,0.0,,This Pokémon is active during the day and passesthe cold desert nights burrowed snugly intothe sand.,Hippopotas
s_4416a76c,4.0,,72,1.0,12.0,,1,50,50,1,40,0,1,0,0.0,0.0,178.0,"Stuffing itself with vast amounts of food is itsonly concern. Whether the food is rotten orfresh, yummy or tasteless—it does not care.",Munchlax
s_4416a76c,4.0,,72,1.0,12.0,,1,50,50,1,40,0,1,0,0.0,0.0,178.0,"It stores food beneath its fur. It might sharejust one bite, but only if it really trusts you.",Munchlax
s_9670a524,4.0,,232,2.0,6.0,,1,75,50,1,25,0,4,0,0.0,0.0,50.0,"It’s exceedingly energetic, with enough staminato keep running all through the night. Taking itfor walks can be a challenging experience.",Riolu
s_9670a524,4.0,,232,2.0,6.0,,1,75,50,1,25,0,4,0,0.0,0.0,50.0,It can use waves called auras to gauge howothers are feeling. These same waves can also tellthis Pokémon about the state of the environment.,Riolu
s_696f4f05,4.0,id-443,230,2.0,6.0,,4,45,50,0,40,1,1,0,0.0,0.0,86.0,This Pokémon emits ultrasonic waves from aprotrusion on either side of its head to probepitch-dark caves.,Gabite
s_696f4f05,4.0,id-443,230,2.0,6.0,,4,45,50,0,40,1,1,0,0.0,0.0,86.0,"Jewels are buried in the caves these Pokémonnest in, but you’ll be torn apart by claws andfangs the moment you enter one of these caves.",Gabite
s_3fd57bc7,4.0,id-444,230,2.0,6.0,,4,45,50,0,40,1,1,1,0.0,0.0,87.0,"Garchomp makes its home in volcanic mountains.It flies through the sky as fast as a jet airplane,hunting down as much prey as it can.",Garchomp
s_3fd57bc7,4.0,id-444,230,2.0,6.0,,4,45,50,0,40,1,1,1,0.0,0.0,87.0,Garchomp is fast both underground and above.It can bring down prey and return to its denbefore its body has chilled from being outside.,Garchomp
s_efd8a369,4.0,,229,7.0,5.0,,4,100,50,0,30,0,2,0,0.0,0.0,187.0,Exactly 108 spirits gathered to become thisPokémon. Apparently there are some ill-naturedspirits in the mix.,Spiritomb
s_efd8a369,4.0,,229,7.0,5.0,,4,100,50,0,30,0,2,0,0.0,0.0,187.0,All Spiritomb’s mischief and misdeeds compelleda traveler to use a mysterious spell to bindSpiritomb to an odd keystone.,Spiritomb
s_60fa9201,4.0,,230,2.0,6.0,,4,45,50,0,40,1,1,0,0.0,0.0,85.0,"Gible prefers to stay in narrow holes in the sidesof caves heated by geothermal energy. This way,Gible can stay warm even during a blizzard.",Gible
s_60fa9201,4.0,,230,2.0,6.0,,4,45,50,0,40,1,1,0,0.0,0.0,85.0,"Gible attacks anything that moves, and it dragswhatever it catches into the crevice that is its lair.Despite the big mouth, Gible’s stomach is small.",Gible
s_88524577,4.0,,51,6.0,12.0,,8,130,140,1,40,0,3,0,0.0,0.0,,"Mimicking Chansey, Happiny will place an egg-shaped stone in its belly pouch. Happiny willtreasure this stone.",Happiny
s_88524577,4.0,,51,6.0,12.0,,8,130,140,1,40,0,3,0,0.0,0.0,,"Happiny’s willing to lend its precious round stoneto those it’s friendly with, but if the stone isn’treturned, Happiny will cry and throw a tantrum.",Happiny
s_fe978049,4.0,,228,1.0,9.0,,4,30,35,0,20,0,4,0,0.0,0.0,,"It can learn and speak humanwords. If they gather, they alllearn the same saying.",Chatot
s_e8899c57,3.0,id-265,135,9.0,1.0,2.0,4,120,70,0,15,0,2,0,0.0,0.0,,"SILCOON tethers itself to a tree branchusing silk to keep from falling. There, this POKéMON hangs quietly while itawaits evolution.It peers out of the silk cocoon througha small hole.",Silcoon
s_d71fe6f8,3.0,id-266,135,10.0,13.0,2.0,4,45,70,0,15,1,2,0,0.0,0.0,,"BEAUTIFLY’s favorite food is the sweetpollen of flowers. If you want to seethis POKéMON, just leave a pottedflower by an open window. BEAUTIFLYis sure to come looking for pollen.",Beautifly
s_cec0ddc5,3.0,id-263,134,9.0,8.0,3.0,4,90,50,0,15,0,2,0,0.0,0.0,,Its fur is strong and supple. Shaving brushesmade with shed Linoone hairs are highly prized.,Linoone
s_cec0ddc5,3.0,id-263,134,9.0,8.0,3.0,4,90,50,0,15,0,2,0,0.0,0.0,,It uses its explosive speed and razor-sharp clawsto bring down prey. Running along windingpaths is not its strong suit.,Linoone
s_2cba37ef,3.0,,135,8.0,14.0,2.0,4,255,70,0,15,0,2,0,0.0,0.0,,"Using the spikes on its rear end,  WURMPLE peels the bark off trees andfeeds on the sap that oozes out.This POKéMON’s feet are tipped withsuction pads that allow it to cling toglass without slipping.",Wurmple
s_f332cd1a,1.0,id-88,38,7.0,4.0,8.0,4,75,70,0,20,0,2,0,0.0,0.0,,"Thickly coveredwith a filthy,vile sludge. Itis so toxic, evenits footprintscontain poison.",Muk
s_f56885fa,1.0,,38,7.0,4.0,8.0,4,190,70,0,20,0,2,0,0.0,0.0,,Appears in filthyareas. Thrives bysucking uppolluted sludgethat is pumpedout of factories.,Grimer
s_dde2d74f,1.0,,49,7.0,1.0,8.0,4,190,50,0,20,0,2,0,0.0,0.0,,"Its body is full of poisonous gas. It floats intogarbage dumps, seeking out the fumes of raw,rotting trash.",Koffing
s_dde2d74f,1.0,,49,7.0,1.0,8.0,4,190,50,0,20,0,2,0,0.0,0.0,,It adores polluted air. Some claim that Koffingused to be more plentiful in the Galar regionthan they are now.,Koffing
s_abd11ea6,1.0,,48,6.0,6.0,3.0,4,45,50,0,20,0,2,0,0.0,0.0,,"If this Pokémon’s sticky saliva gets on you andyou don’t clean it off, an intense itch will set in.The itch won’t go away, either.",Lickitung
s_abd11ea6,1.0,,48,6.0,6.0,3.0,4,45,50,0,20,0,2,0,0.0,0.0,,"Bug Pokémon are Lickitung’s main food source.This Pokémon paralyzes its prey with a lick fromits long tongue, then swallows the prey whole.",Lickitung
s_596e29ef,1.0,id-84,36,3.0,7.0,3.0,4,45,70,0,20,1,2,0,0.0,0.0,,"Uses its threebrains to executecomplex plans.While two headssleep, one headstays awake.",Dodrio
s_a0de0224,1.0,,36,3.0,7.0,3.0,4,190,70,0,20,1,2,0,0.0,0.0,,A bird that makesup for its poorflying with itsfast foot speed.Leaves giantfootprints.,Doduo
s_5879c685,1.0,id-86,37,9.0,3.0,7.0,4,75,70,0,20,0,2,0,0.0,0.0,,Stores thermalenergy in itsbody. Swims at asteady 8 knotseven in intenselycold waters.,Dewgong
s_40a29b02,1.0,,37,9.0,3.0,7.0,4,190,70,0,20,0,2,0,0.0,0.0,,The protrudinghorn on its headis very hard.It is used forbashing throughthick ice.,Seel
s_79717875,1.0,,34,4.0,4.0,6.0,-1,190,50,0,20,0,2,0,0.0,0.0,,"At times, Magnemite runs out of electricity andends up on the ground. If you give batteries to agrounded Magnemite, it’ll start moving again.",Magnemite
s_79717875,1.0,,34,4.0,4.0,6.0,-1,190,50,0,20,0,2,0,0.0,0.0,,"It subsists on electricity. As Magnemite flies, itemits electromagnetic waves from the units oneach side of its body.",Magnemite
s_30067ed1,1.0,id-79,33,6.0,6.0,9.0,4,75,50,0,20,0,2,1,0.0,0.0,,Slowpoke became Slowbro when a Shellder biton to its tail. Sweet flavors seeping from the tailmake the Shellder feel as if its life is a dream.,Slowbro
s_30067ed1,1.0,id-79,33,6.0,6.0,9.0,4,75,50,0,20,0,2,1,0.0,0.0,,"Being bitten by a Shellder shocked this Pokémoninto standing on two legs. If the Shellder lets go,it seems Slowbro will turn back into a Slowpoke.",Slowbro
s_32c1e7de,1.0,,35,3.0,9.0,3.0,4,45,50,0,20,0,2,0,0.0,0.0,,"The stalk this Pokémon carries in its wings servesas a sword to cut down opponents. In a diresituation, the stalk can also serve as food.",Farfetch’d
s_32c1e7de,1.0,,35,3.0,9.0,3.0,4,45,50,0,20,0,2,0,0.0,0.0,,"They use a plant stalk as a weapon, but not allof them use it in the same way. Several distinctstyles of stalk fighting have been observed.",Farfetch’d
s_7f5deafc,1.0,id-81,34,4.0,11.0,6.0,-1,60,50,0,20,0,2,0,0.0,0.0,,This Pokémon is three Magnemite that havelinked together. Magneton sends out powerfulradio waves to study its surroundings.,Magneton
s_7f5deafc,1.0,id-81,34,4.0,11.0,6.0,-1,60,50,0,20,0,2,0,0.0,0.0,,This Pokémon is constantly putting out a powerfulmagnetic force. Most computers go haywire whena Magneton approaches.,Magneton
s_8f3eaa59,3.0,,179,4.0,1.0,3.0,4,45,70,0,25,0,2,1,0.0,0.0,,CASTFORM’s appearance changes withthe weather.This POKéMON gained the ability to usethe vast power of nature to protectits tiny body.,Castform
s_1fb87815,6.0,,344,9.0,4.0,,8,225,70,0,20,0,2,0,0.0,0.0,,It draws out and controls the hidden powerof flowers. The flower Flabébé holdsis most likely part of its body.,Flabébé
s_b2363edf,3.0,id-349,178,6.0,2.0,9.0,4,60,50,0,20,1,5,0,0.0,0.0,,Milotic has provided inspiration to many artists.It has even been referred to as the mostbeautiful Pokémon of all.,Milotic
s_b2363edf,3.0,id-349,178,6.0,2.0,9.0,4,60,50,0,20,1,5,0,0.0,0.0,,It’s said that a glimpse of a Milotic and its beautywill calm any hostile emotions you’re feeling.,Milotic
s_e3dc96e4,2.0,,97,1.0,9.0,2.0,4,30,35,0,20,1,4,0,0.0,0.0,,"Feared and loathedby many, it isbelieved to bringmisfortune to allthose who see itat night.",Murkrow
s_9970a4cb,2.0,id-79,33,6.0,6.0,9.0,4,70,50,0,20,0,2,0,0.0,0.0,,"Miraculously, this former Slowpoke’s latentintelligence was drawn out when Shellder poisonraced through its brain.",Slowking
s_9970a4cb,2.0,id-79,33,6.0,6.0,9.0,4,70,50,0,20,0,2,0,0.0,0.0,,"Slowking can solve any problem presented to it,but no one can understand a thing Slowking says.",Slowking
s_0f2f9322,2.0,,106,4.0,3.0,7.0,4,45,50,0,20,0,2,0,0.0,0.0,,"When faced with a larger opponent, it swallowsas much water as it can to match theopponent’s size.",Qwilfish
s_0f2f9322,2.0,,106,4.0,3.0,7.0,4,45,50,0,20,0,2,0,0.0,0.0,,The small spikes covering its body developedfrom scales. They inject a toxin that causes fainting.,Qwilfish
s_c8b8eafc,2.0,id-209,105,7.0,6.0,8.0,6,75,70,0,20,0,3,0,0.0,0.0,,"It is actuallytimid and easilyspooked. If at­tacked, it flailsabout to fend offits attacker.",Granbull
s_ab5fc35e,2.0,id-216,110,3.0,6.0,4.0,4,60,70,0,20,1,2,0,0.0,0.0,,"Although it is agood climber, itprefers to snaptrees with itsforelegs and eatfallen BERRIES.",Ursaring
s_c1009888,2.0,,110,3.0,6.0,4.0,4,120,70,0,20,0,2,0,0.0,0.0,,"If it finds honey,its crescent markglows. It alwayslicks its pawsbecause they aresoaked with honey.",Teddiursa
s_b5a5e4b9,2.0,,109,1.0,6.0,2.0,4,60,35,0,20,1,4,0,0.0,0.0,181.0,"Its paws conceal sharp claws. If attacked, itsuddenly extends the claws and startlesits enemy.",Sneasel
s_b5a5e4b9,2.0,,109,1.0,6.0,2.0,4,60,35,0,20,1,4,0,0.0,0.0,181.0,"It has a cunning yet savage disposition.It waits for parents to leave their nests,and then it sneaks in to steal their eggs.",Sneasel
s_57011ada,2.0,,108,2.0,12.0,2.0,4,45,50,0,25,1,1,1,0.0,0.0,,Heracross loves sweet sap and will go lookingthrough forests for it. The Pokémon uses its twoantennae to pick up scents as it searches.,Heracross
s_57011ada,2.0,,108,2.0,12.0,2.0,4,45,50,0,25,1,1,1,0.0,0.0,,"This Pokémon takes pride in its strength, whichallows it to lift things 100 times heavier thanitself with no trouble at all.",Heracross
s_a197caf5,2.0,,93,7.0,6.0,2.0,4,45,70,0,20,1,3,0,0.0,0.0,,Its tail is sopowerful that itcan use it to graba tree branch andhold itself up inthe air.,Aipom
s_23ee6f78,2.0,,94,10.0,1.0,3.0,4,235,70,0,20,0,4,0,0.0,0.0,,"It may drop out ofthe sky suddenly.If attacked by aSPEAROW, it willviolently shakeits leaves.",Sunkern
s_b242914d,2.0,id-191,94,10.0,12.0,3.0,4,120,70,0,20,0,4,0,0.0,0.0,,"It converts sun­light into energy.In the darknessafter sunset, itcloses its petalsand becomes still.",Sunflora
s_68c4ff61,2.0,,95,8.0,13.0,2.0,4,75,70,0,20,0,2,0,0.0,0.0,,"If it flaps itswings really fast,it can generateshock waves thatwill shatter win­dows in the area.",Yanma
s_7670d1fa,2.0,,96,2.0,7.0,9.0,4,255,50,0,20,1,2,0,0.0,0.0,18.0,This Pokémon lives in cold water. It will leave thewater to search for food when it gets cold outside.,Wooper
s_7670d1fa,2.0,,96,2.0,7.0,9.0,4,255,50,0,20,1,2,0,0.0,0.0,18.0,"When walking on land, it covers its body with apoisonous film that keeps its skin from dehydrating.",Wooper
s_92756eba,2.0,id-194,96,2.0,6.0,9.0,4,90,50,0,20,1,2,0,0.0,0.0,19.0,It has an easygoing nature. It doesn’t care if itbumps its head on boats and boulderswhile swimming.,Quagsire
s_92756eba,2.0,id-194,96,2.0,6.0,9.0,4,90,50,0,20,1,2,0,0.0,0.0,19.0,Its body is always slimy. It often bangs its headon the river bottom as it swims but seems notto care.,Quagsire
s_bdb0d1df,2.0,id-133,67,7.0,8.0,8.0,1,45,50,0,35,0,2,0,0.0,0.0,5.0,"By reading air currents, it can predict things suchas the weather or its foe’s next move.",Espeon
s_bdb0d1df,2.0,id-133,67,7.0,8.0,8.0,1,45,50,0,35,0,2,0,0.0,0.0,5.0,"It unleashes psychic power from the orb on itsforehead. When its power is exhausted, the orbgrows dull and dark.",Espeon
s_b617730d,2.0,id-133,67,1.0,8.0,8.0,1,45,35,0,35,0,2,0,0.0,0.0,6.0,"When this Pokémon becomes angry, its poressecrete a poisonous sweat, which it sprays atits opponent’s eyes.",Umbreon
s_b617730d,2.0,id-133,67,1.0,8.0,8.0,1,45,35,0,35,0,2,0,0.0,0.0,6.0,"On the night of a full moon, or when it getsexcited, the ring patterns on its body glow yellow.",Umbreon
s_5bd39535,1.0,id-66,28,4.0,12.0,4.0,2,90,50,0,20,0,4,0,0.0,0.0,99.0,"Its muscular body is so powerful, it must wear apower-save belt to be able to regulateits motions.",Machoke
s_5bd39535,1.0,id-66,28,4.0,12.0,4.0,2,90,50,0,20,0,4,0,0.0,0.0,99.0,Its formidable body never gets tired. It helpspeople by doing work such as the moving ofheavy goods.,Machoke
s_a31e0ed8,3.0,,185,9.0,8.0,4.0,4,30,35,0,25,0,4,1,0.0,0.0,,"Swift as the wind, Absol races through fields andmountains. Its curved, bow-like horn is acutelysensitive to the warning signs of natural disasters.",Absol
s_a31e0ed8,3.0,,185,9.0,8.0,4.0,4,30,35,0,25,0,4,1,0.0,0.0,,"Because of this Pokémon’s ability to detectdanger, people mistook Absol as a bringerof doom.",Absol
s_be5d3503,7.0,,389,7.0,5.0,,4,190,50,0,20,0,2,0,0.0,0.0,,Pokémon living in the forest eat thedelicious caps on Morelull’s head.The caps regrow overnight.,Morelull
s_be5d3503,7.0,,389,7.0,5.0,,4,190,50,0,20,0,2,0,0.0,0.0,,Morelull live in forests that stay dark evenduring the day. They scatter flickering sporesthat put enemies to sleep.,Morelull
s_dbd65ab5,1.0,,28,4.0,6.0,4.0,2,180,50,0,20,0,4,0,0.0,0.0,98.0,"Its whole body is composed of muscles.Even though it’s the size of a human child, it canhurl 100 grown-ups.",Machop
s_dbd65ab5,1.0,,28,4.0,6.0,4.0,2,180,50,0,20,0,4,0,0.0,0.0,98.0,"Always brimming with power, it passes time bylifting boulders. Doing so makes it even stronger.",Machop
s_bcd6f037,7.0,,416,9.0,12.0,,-1,45,0,0,120,0,1,0,0.0,0.0,,"One of the dangerous Ultra Beasts, it has beenspotted running across the land atterrific speeds.",Pheromosa
s_ee900f25,1.0,id-64,27,3.0,12.0,8.0,2,50,50,0,20,1,4,1,0.0,0.0,129.0,"It has an incredibly high level of intelligence.Some say that Alakazam remembers everythingthat ever happens to it, from birth till death.",Alakazam
s_ee900f25,1.0,id-64,27,3.0,12.0,8.0,2,50,50,0,20,1,4,1,0.0,0.0,129.0,Alakazam wields potent psychic powers. It’s saidthat this Pokémon used these powers to createthe spoons it holds.,Alakazam
s_1f4ed5c3,1.0,,6,3.0,9.0,2.0,4,255,70,0,15,0,4,0,0.0,0.0,,A common sight inforests and woods.It flaps itswings at groundlevel to kick upblinding sand.,Pidgey
s_91d668e0,1.0,id-16,6,3.0,9.0,2.0,4,120,70,0,15,0,4,0,0.0,0.0,,"Very protectiveof its sprawlingterritorial area,this POKéMON willfiercely peck atany intruder.",Pidgeotto
s_a90f76da,1.0,id-13,5,10.0,2.0,2.0,4,120,70,0,15,0,2,0,0.0,0.0,,"Almost incapableof moving, thisPOKéMON can onlyharden its shellto protect itselffrom predators.",Kakuna
s_2486a741,1.0,id-14,5,10.0,13.0,2.0,4,45,70,0,15,0,2,1,0.0,0.0,177.0,Flies at highspeed and attacksusing its largevenomous stingerson its forelegsand tail.,Beedrill
s_ebb43a4b,1.0,id-11,4,9.0,13.0,2.0,4,45,50,0,15,1,2,0,0.0,0.0,,"In battle, it flaps its wings at great speed torelease highly toxic dust into the air.",Butterfree
s_ebb43a4b,1.0,id-11,4,9.0,13.0,2.0,4,45,50,0,15,1,2,0,0.0,0.0,,It collects honey every day. It rubs honey ontothe hairs on its legs to carry it back to its nest.,Butterfree
s_e309fff3,1.0,,5,3.0,14.0,2.0,4,255,70,0,15,0,2,0,0.0,0.0,,"Often found inforests, eatingleaves.It has a sharpvenomous stingeron its head.",Weedle
s_9ae69dcb,1.0,,4,5.0,14.0,2.0,4,255,50,0,15,0,2,0,0.0,0.0,,"For protection, it releases a horrible stench fromthe antenna on its head to drive away enemies.",Caterpie
s_9ae69dcb,1.0,,4,5.0,14.0,2.0,4,255,50,0,15,0,2,0,0.0,0.0,,Its short feet are tipped with suction pads thatenable it to tirelessly climb slopes and walls.,Caterpie
s_0a6ec0fa,1.0,id-10,4,5.0,2.0,2.0,4,120,50,0,15,0,2,0,0.0,0.0,,"It is waiting for the moment to evolve. At thisstage, it can only harden, so it remainsmotionless to avoid attack.",Metapod
s_0a6ec0fa,1.0,id-10,4,5.0,2.0,2.0,4,120,50,0,15,0,2,0,0.0,0.0,,"Even though it is encased in a sturdy shell,the body inside is tender. It can’t withstand aharsh attack.",Metapod
s_391b555c,1.0,,27,3.0,6.0,8.0,2,200,50,0,20,0,4,0,0.0,0.0,127.0,This Pokémon uses its psychic powers while itsleeps. The contents of Abra’s dreams affect thepowers that the Pokémon wields.,Abra
s_391b555c,1.0,,27,3.0,6.0,8.0,2,200,50,0,20,0,4,0,0.0,0.0,127.0,"Abra can teleport in its sleep. Apparentlythe more deeply Abra sleeps, the farther itsteleportations go.",Abra
s_9738f68f,5.0,id-582,296,9.0,5.0,,4,120,50,0,20,0,1,0,0.0,0.0,,"By drinking pure water, it grows its icy body.This Pokémon can be hard to find on days withwarm, sunny weather.",Vanillish
s_9738f68f,5.0,id-582,296,9.0,5.0,,4,120,50,0,20,0,1,0,0.0,0.0,,"It blasts enemies with cold air reaching −148degrees Fahrenheit, freezing them solid. But itspares their lives afterward—it’s a kind Pokémon.",Vanillish
s_5828410c,7.0,,419,9.0,12.0,,-1,45,0,0,120,0,1,0,0.0,0.0,,"This Ultra Beast came from the Ultra Wormhole.It seems not to attack enemies on its own, butits sharp body is a dangerous weapon in itself.",Kartana
s_0c05a194,1.0,id-17,6,3.0,9.0,2.0,4,45,70,0,15,0,4,1,0.0,0.0,,"When hunting, itskims the surfaceof water at highspeed to pick offunwary prey suchas MAGIKARP.",Pidgeot
s_990b9a2b,1.0,,7,7.0,8.0,3.0,4,255,70,0,15,1,2,0,0.0,0.0,,"Bites anythingwhen it attacks.Small and veryquick, it is acommon sight inmany places.",Rattata
s_222c0b4f,5.0,,255,10.0,12.0,,-1,3,100,0,120,0,1,0,0.0,1.0,,"This Pokémon brings victory. It is saidthat Trainers with Victini always win,regardless of the type of encounter.",Victini
s_eeca1ff9,1.0,id-60,26,2.0,12.0,9.0,4,120,50,0,20,0,4,0,0.0,0.0,,Staring at the swirl on its belly causes drowsiness.This trait of Poliwhirl’s has been used in place oflullabies to get children to go to sleep.,Poliwhirl
s_eeca1ff9,1.0,id-60,26,2.0,12.0,9.0,4,120,50,0,20,0,4,0,0.0,0.0,,"This Pokémon’s sweat is a slimy mucus. Whencaptured, Poliwhirl can slither from its enemies’grasp and escape.",Poliwhirl
s_222761b8,1.0,,26,2.0,7.0,9.0,4,255,50,0,20,0,4,0,0.0,0.0,,"For Poliwag, swimming is easier than walking.The swirl pattern on its belly is actually part ofthe Pokémon’s innards showing through the skin.",Poliwag
s_222761b8,1.0,,26,2.0,7.0,9.0,4,255,50,0,20,0,4,0,0.0,0.0,,"In rivers with fast-flowing water, this Pokémon willcling to a rock by using its thick lips, which actlike a suction cup.",Poliwag
s_e5341cc7,7.0,,423,4.0,12.0,,-1,3,0,0,120,0,1,0,0.0,1.0,,"By slipping into the shadow of a martial artsmaster and copying their movements, thisPokémon learned the ultimate techniques.",Marshadow
s_e5341cc7,7.0,,423,4.0,12.0,,-1,3,0,0,120,0,1,0,0.0,1.0,,"This Pokémon can conceal itself in any shadow,so it went undiscovered for a long time.",Marshadow
s_d638dcbe,5.0,,296,9.0,5.0,,4,255,50,0,20,0,1,0,0.0,0.0,,"Unable to survive in hot areas, it makes itselfcomfortable by breathing out air cold enough tocause snow. It burrows into the snow to sleep.",Vanillite
s_d638dcbe,5.0,,296,9.0,5.0,,4,255,50,0,20,0,1,0,0.0,0.0,,"Supposedly, this Pokémon was born from anicicle. It spews out freezing air at −58 degreesFahrenheit to make itself more comfortable.",Vanillite
s_1f2cf55a,5.0,id-590,300,9.0,4.0,,4,75,50,0,20,0,2,0,0.0,0.0,,"This Pokémon puffs poisonous spores at its foes.If the spores aren’t washed off quickly, they’llgrow into mushrooms wherever they land.",Amoonguss
s_1f2cf55a,5.0,id-590,300,9.0,4.0,,4,75,50,0,20,0,2,0,0.0,0.0,,Amoonguss generally doesn’t move much. Ittends to stand still near Poké Balls that havebeen dropped on the ground.,Amoonguss
s_3f713328,7.0,,381,8.0,9.0,,6,45,70,0,20,0,2,0,0.0,0.0,,"It beats its wings together to create fire.As it moves in the steps of its beautiful dance,it bathes opponents in intense flames.",Oricorio
s_4d822a13,4.0,id-399,207,3.0,6.0,,4,127,70,0,15,1,2,0,0.0,0.0,30.0,It makes its nest by dammingstreams with bark and mud. It isknown as an industrious worker.,Bibarel
s_618225c1,4.0,,208,8.0,12.0,,4,255,70,0,15,1,4,0,0.0,0.0,,"It shakes its head back to front,causing its antennae to hit eachother and sound like a xylophone.",Kricketot
s_b585a420,8.0,,433,3.0,,,4,255,50,0,20,0,2,0,0.0,0.0,,"Found throughout the Galar region, this Pokémonbecomes uneasy if its cheeks are ever completelyempty of berries.",Skwovet
s_b585a420,8.0,,433,3.0,,,4,255,50,0,20,0,2,0,0.0,0.0,,"It eats berries nonstop—a habit that has madeit more resilient than it looks. It’ll show up onfarms, searching for yet more berries.",Skwovet
s_bd45b054,4.0,id-315,158,5.0,12.0,,4,75,50,0,20,1,4,0,0.0,0.0,,"After captivating opponents with its sweet scent,it lashes them with its thorny whips.",Roserade
s_bd45b054,4.0,id-315,158,5.0,12.0,,4,75,50,0,20,1,4,0,0.0,0.0,,The poison in its right hand is quick acting.The poison in its left hand is slow acting.Both are life threatening.,Roserade
