pokemon,version,item,rarity
p_cb847e73,13,i_fce29bba,5
p_7ebeff64,24,i_eb16fe3f,5
p_40826764,18,i_2b70e041,1
p_6859f497,29,i_15a3faba,5
p_9ae1627f,26,i_d3717ecd,5
p_16477544,18,i_6c73c223,5
p_53ca299a,15,i_0a24fd99,5
p_83ea2d3c,18,i_cde02c09,5
p_e8ce0640,16,i_78614607,5
p_e2a6cec8,29,i_99b2a2eb,5
p_43404e6a,29,i_dea3b0fa,5
p_d8129c9f,21,i_2e3fe24c,100
p_958d7898,23,i_50e94d9a,5
p_d79908d6,13,i_dfc3a7f2,100
p_aa4101ab,30,i_ed7a4c76,5
p_c75480a7,21,i_55fab7c5,1
p_8126f0ab,27,i_b197a352,50
p_59a221f5,18,i_ee882f4d,5
p_0bbc2d23,29,i_bf330222,5
p_663116d6,30,i_6def45e3,50
p_54f2578f,17,i_0f4f0193,5
p_30dbcc09,17,i_15a3faba,5
p_f0426e6b,9,i_f1fa21da,5
p_85758b11,29,i_2f745926,5
p_d959a43f,17,i_c0c4b257,5
p_68c8ccae,14,i_50e94d9a,5
p_84604db4,16,i_60ff0367,5
p_663ae284,30,i_99b2a2eb,5
p_327ee00f,12,i_15a3faba,5
p_b2950114,29,i_91b0d686,5
p_68c8ccae,17,i_0feaf28b,50
p_8563e62e,22,i_50e94d9a,5
p_6d2ecc60,12,i_1166af8a,5
p_48489334,10,i_cf07c155,5
p_f0426e6b,10,i_f1fa21da,5
p_663ae284,27,i_78614607,5
p_458edca8,23,i_85e6a040,5
p_79524aa5,10,i_20976a3d,5
p_83ea2d3c,13,i_cde02c09,5
p_b7f04058,26,i_91b0d686,5
p_db512e2e,22,i_998d0550,50
p_80935eee,29,i_aff3a027,5
p_cb847e73,28,i_3c7f57bc,5
p_7698f7ed,25,i_896a799b,5
p_a5a50bda,22,i_4c095955,5
p_4ced388a,23,i_dfc3a7f2,100
p_c4b14bb7,18,i_05a2225a,5
p_d959a43f,16,i_c0c4b257,5
p_b0b38613,24,i_0f4f0193,5
p_64a0e6a6,12,i_998d0550,5
p_a1371d89,30,i_78dc996a,5
p_dfb5ad05,26,i_944d0422,50
p_22ea1b7f,12,i_20976a3d,50
p_b7f04058,25,i_91b0d686,5
p_94ef28c9,23,i_aff3a027,5
p_16477544,21,i_99b2a2eb,50
p_1f98be64,18,i_dfc3a7f2,100
p_acd755ca,23,i_ed7a4c76,100
p_882215ab,18,i_2b7be1b9,5
p_54f2578f,15,i_0f4f0193,5
p_8e66e422,30,i_cac0d853,5
p_8339ffa1,27,i_db2ddf1f,5
p_8d7dfd5a,30,i_09a343d8,5
p_4772c9e3,26,i_aff3a027,5
p_f2845911,23,i_7f5e4898,5
p_53cc6d6e,21,i_0b594420,50
p_dc87d119,13,i_374d91e0,5
p_09461da7,17,i_24f45230,5
p_3ac396f6,22,i_91b0d686,5
p_7d66243c,21,i_998d0550,50
p_cdaac739,18,i_50e94d9a,5
p_4486ed4d,13,i_99b2a2eb,5
p_c7c3abe7,12,i_34b5197c,5
p_c108bae8,26,i_95160cca,5
p_7a2cf64f,29,i_cde02c09,5
p_c642aea1,17,i_ea645365,5
p_76c8ee3a,30,i_aff3a027,5
p_fe73762c,15,i_2f96e457,100
p_6b6bb0aa,10,i_cc695de0,5
p_328ddf0a,24,i_374d91e0,5
p_8b95902f,28,i_557922a7,5
p_b67ba255,7,i_998d0550,50
p_cb847e73,15,i_4c095955,5
p_f0426e6b,14,i_f1fa21da,5
p_fc796a8c,15,i_aff3a027,5
p_26f6f1c5,29,i_c0c4b257,5
p_3249f972,15,i_99b2a2eb,5
p_d356555b,16,i_6def45e3,50
p_2e7897ff,26,i_9004b872,5
p_5d3bbfa3,12,i_f952a504,5
p_f0fe5ea9,30,i_78dc996a,5
p_14950a7e,18,i_896a799b,5
p_6b6bb0aa,18,i_50e94d9a,5
p_30dbcc09,12,i_15a3faba,5
p_4f81ccee,25,i_cf07c155,5
p_f7484f9e,21,i_c0c4b257,5
p_f8169f06,30,i_2f96e457,5
p_83ea2d3c,18,i_ee882f4d,5
p_59a221f5,22,i_998d0550,50
p_8e66e422,15,i_cac0d853,5
p_f0fe5ea9,24,i_aff3a027,5
p_f510396e,23,i_cac0d853,5
p_958d7898,26,i_50e94d9a,5
p_3a168976,18,i_ea645365,5
p_8bb7bdd0,18,i_60ff0367,5
p_59a221f5,21,i_cde02c09,5
p_3e58e209,25,i_cac0d853,5
p_bba44793,14,i_2f745926,5
p_f0fe5ea9,13,i_aff3a027,5
p_85758b11,30,i_4e9a5220,5
p_3e9c4c96,28,i_3a465e6f,5
p_663116d6,12,i_6def45e3,50
p_32759e0d,27,i_cac0d853,5
p_2e4486ce,25,i_a765d6ed,5
p_376219a0,25,i_91b0d686,5
p_b49261ae,16,i_7d48cbd2,50
p_ee85c34a,21,i_998d0550,50
p_48489334,9,i_cf07c155,5
p_94ef28c9,21,i_78dc996a,50
p_11a8b705,18,i_3a472bb7,50
p_5b41a4ca,13,i_50e94d9a,5
p_3333452d,27,i_2f96e457,5
p_e6f20e53,13,i_3f64fa9e,100
p_3bec042a,14,i_cf07c155,5
p_53cc6d6e,28,i_69649e64,50
p_3a9ca283,12,i_e68e942d,5
p_3fc28e0d,26,i_15a3faba,5
p_3a168976,12,i_ea645365,5
p_cb847e73,12,i_4c095955,5
p_3249f972,13,i_78614607,5
p_223d7565,29,i_cac0d853,5
p_9990a3d1,16,i_20976a3d,5
p_223d7565,30,i_cac0d853,5
p_fc796a8c,7,i_aff3a027,5
p_c108bae8,30,i_0f4f0193,5
p_edb0f73f,9,i_3f64fa9e,100
p_ff786ea7,29,i_2f96e457,5
p_f0426e6b,12,i_f1fa21da,5
p_6a484dd8,21,i_aff3a027,5
p_41c077fa,25,i_7f5e4898,5
p_fe73762c,27,i_2f96e457,5
p_bba44793,30,i_2f745926,5
p_f7484f9e,13,i_c0c4b257,5
p_8d7dfd5a,27,i_09a343d8,5
p_abc5b04a,25,i_4240eaaa,50
p_be3fc5e5,14,i_cde02c09,5
p_6051ecec,24,i_0f4f0193,5
p_0edfd1ef,22,i_0b55be20,5
p_edb0f73f,15,i_3f64fa9e,100
p_83505ce3,25,i_0e959941,5
p_eaa52b33,9,i_daa28bd4,5
p_8d7dfd5a,15,i_09a343d8,100
p_e9b32add,24,i_cac0d853,5
p_3ac396f6,18,i_91b0d686,5
p_1209a97f,30,i_557922a7,5
p_127d13c3,24,i_cf07c155,5
p_2e7897ff,16,i_998d0550,5
p_34a4ece6,16,i_eb16fe3f,5
p_c7c3abe7,25,i_34b5197c,5
p_234ab411,30,i_b197a352,5
p_40826764,23,i_85e6a040,5
p_fa1185cb,27,i_75264736,5
p_f0fe5ea9,14,i_aff3a027,5
p_01908ab0,10,i_ac9cfa9e,5
p_4772c9e3,17,i_aff3a027,5
p_b32547b3,13,i_20976a3d,5
p_38f74fe5,13,i_38581fbc,5
p_eaa52b33,17,i_60ff0367,5
p_6051ecec,23,i_95160cca,5
p_7cc090f2,13,i_99b2a2eb,5
p_f0fe5ea9,23,i_aff3a027,5
p_223d7565,27,i_cac0d853,5
p_9c7d8f1c,25,i_95160cca,5
p_deb2713a,29,i_998d0550,50
p_abc602d1,25,i_b85dc72b,5
p_b49261ae,21,i_7d48cbd2,50
p_127d13c3,27,i_cf07c155,5
p_127d13c3,18,i_cf07c155,5
p_c44616f1,30,i_cc73b589,5
p_17a5935f,26,i_ed7a4c76,100
p_7fe3a274,25,i_462495a4,5
p_68c8ccae,22,i_50e94d9a,5
p_94ef28c9,23,i_aff3a027,5
p_acd755ca,10,i_ed7a4c76,100
p_fe73762c,21,i_2f96e457,100
p_abc5b04a,27,i_cc73b589,5
p_fc2d0ea8,30,i_caf2b77b,5
p_bf5d16c9,24,i_91b0d686,5
p_aa4101ab,18,i_ed7a4c76,100
p_abc602d1,21,i_b85dc72b,5
p_958d7898,24,i_50e94d9a,5
p_64a0e6a6,16,i_998d0550,5
p_f2e7cb20,7,i_34b5197c,5
p_16477544,21,i_99b2a2eb,50
p_bf5d16c9,23,i_91b0d686,5
p_a3f8a973,18,i_cac0d853,5
p_f0fe5ea9,17,i_aff3a027,5
p_958d7898,26,i_0feaf28b,50
p_54f2578f,24,i_0f4f0193,5
p_6c26ef32,18,i_d644a07c,50
p_d959a43f,28,i_c0c4b257,5
p_f838f141,24,i_eb16fe3f,5
p_978e4acf,16,i_b85dc72b,5
p_f0426e6b,24,i_f1fa21da,5
p_c75480a7,17,i_55fab7c5,1
p_958d7898,28,i_0feaf28b,50
p_b79f41b1,12,i_374d91e0,5
p_90e451d3,30,i_6def45e3,50
p_f389ec4f,30,i_3f5f8798,5
p_958d7898,17,i_50e94d9a,5
p_be3fc5e5,22,i_cde02c09,5
p_f7484f9e,16,i_c0c4b257,5
p_59590110,17,i_60ff0367,5
p_4066f3c3,14,i_2f745926,5
p_fbd17c82,27,i_99b2a2eb,5
p_1a804c5b,22,i_998d0550,50
p_958d7898,16,i_50e94d9a,5
p_8b95902f,27,i_557922a7,5
p_d356555b,10,i_6def45e3,50
p_6548a46c,28,i_85e6a040,5
p_c7c3abe7,13,i_34b5197c,5
p_f2462e65,24,i_aff3a027,5
p_9990a3d1,9,i_20976a3d,5
p_6e52d608,30,i_bf330222,5
p_59a221f5,23,i_cde02c09,5
p_b49261ae,27,i_7d48cbd2,50
p_c4b14bb7,9,i_cf07c155,5
p_b3191ba7,24,i_ed7a4c76,100
p_34a4ece6,23,i_eb16fe3f,5
p_0edfd1ef,18,i_0b55be20,5
p_d959a43f,17,i_c0c4b257,5
p_97dcf870,28,i_998d0550,5
p_f8169f06,26,i_2f96e457,100
p_ce8792ef,28,i_bf330222,5
p_1a804c5b,17,i_4bc710de,5
p_d215f036,22,i_cf07c155,5
p_dc87d119,26,i_374d91e0,5
p_c1d9b686,13,i_91b0d686,5
p_b87400a4,27,i_dfc3a7f2,5
p_4ced388a,14,i_dfc3a7f2,100
p_5b41a4ca,25,i_0feaf28b,50
p_2147dbe8,8,i_998d0550,5
p_85758b11,25,i_4e9a5220,5
p_b67ba255,8,i_ee882f4d,5
p_e9b32add,15,i_cac0d853,5
p_fc796a8c,24,i_78dc996a,50
p_9439fb29,12,i_b5905c09,5
p_f2e7cb20,14,i_34b5197c,5
p_b87400a4,14,i_dfc3a7f2,100
p_2147dbe8,13,i_998d0550,5
p_90e451d3,28,i_6def45e3,50
p_94ef28c9,17,i_aff3a027,5
p_d959a43f,14,i_c0c4b257,5
p_b49261ae,11,i_8572bcec,50
p_dbaa7864,26,i_4bcbc7db,5
p_53658daf,17,i_38581fbc,5
p_e6f20e53,29,i_3f64fa9e,5
p_34a4ece6,26,i_eb16fe3f,5
p_7cc090f2,22,i_78614607,5
p_b67ba255,16,i_ee882f4d,5
p_f510396e,24,i_cac0d853,5
p_389067eb,17,i_99b2a2eb,50
p_98b706f2,23,i_aff3a027,5
p_b65d33a8,26,i_d46bcc61,5
p_01550fd1,28,i_cac0d853,5
p_882215ab,17,i_2b7be1b9,5
p_7698f7ed,26,i_896a799b,5
p_8b660138,16,i_2e3fe24c,100
p_f800bef3,27,i_d3717ecd,5
p_7488e723,22,i_78614607,50
p_3e9c4c96,27,i_3a465e6f,5
p_cb847e73,15,i_fce29bba,5
p_6a484dd8,11,i_4be4a298,5
p_6bb0e03f,16,i_45079e11,5
p_3e58e209,27,i_cac0d853,5
p_ff786ea7,29,i_2f96e457,5
p_757aa842,27,i_99b2a2eb,5
p_abc5b04a,30,i_cc73b589,5
p_7d66243c,17,i_998d0550,50
p_acd755ca,26,i_ed7a4c76,100
p_6c26ef32,23,i_0e959941,5
p_eb011a63,28,i_91b0d686,5
p_c6384c0e,30,i_d3717ecd,5
p_3ac396f6,21,i_91b0d686,5
p_cdaac739,29,i_998d0550,50
p_e6f20e53,21,i_3f64fa9e,100
p_4485de56,16,i_20976a3d,5
p_e8ce0640,7,i_78614607,5
p_94ef28c9,15,i_78dc996a,50
p_dfb5ad05,25,i_ebf06369,5
p_94ef28c9,23,i_78dc996a,50
p_1f98be64,25,i_dfc3a7f2,100
p_6791e219,28,i_896a799b,5
p_a275f9c8,22,i_99b2a2eb,50
p_c108bae8,7,i_d46bcc61,5
p_9439fb29,17,i_b5905c09,5
p_7132156a,15,i_bbfff58d,100
p_06ad6607,16,i_24f45230,5
p_83ea2d3c,21,i_998d0550,50
p_c1d9b686,21,i_91b0d686,5
p_f8169f06,12,i_ed7a4c76,100
p_be3fc5e5,12,i_998d0550,50
p_54f2578f,27,i_0f4f0193,5
p_978e4acf,14,i_b85dc72b,5
p_24f77b9d,13,i_78614607,5
p_776419a4,21,i_78614607,50
p_458edca8,26,i_85e6a040,5
p_34a4ece6,26,i_eb16fe3f,5
p_abc602d1,14,i_b85dc72b,5
p_1f25ed0b,24,i_a06abd3d,5
p_d959a43f,9,i_c0c4b257,5
p_db512e2e,21,i_38581fbc,5
p_ef33364a,28,i_114796d1,5
p_7ebeff64,18,i_eb16fe3f,5
p_6bb0e03f,29,i_45079e11,5
p_b65d33a8,10,i_95160cca,5
p_3ac396f6,29,i_91b0d686,5
p_d08cce0d,26,i_cf07c155,5
p_f510396e,18,i_cac0d853,5
p_2be3d4b1,21,i_114796d1,5
p_51dab86e,11,i_896a799b,5
p_edb0f73f,30,i_3f64fa9e,5
p_1f98be64,21,i_dfc3a7f2,100
p_09461da7,14,i_24f45230,5
p_9990a3d1,13,i_20976a3d,5
p_f838f141,21,i_eb16fe3f,5
p_b94c4a50,28,i_645be888,5
p_5d3bbfa3,28,i_91b0d686,5
p_f8521602,15,i_db494a38,5
p_c1d9b686,10,i_91b0d686,5
p_01908ab0,26,i_ac9cfa9e,5
p_4cc0c12f,17,i_42849d21,5
p_b7f04058,23,i_91b0d686,5
p_127d13c3,14,i_cf07c155,5
p_958d7898,10,i_50e94d9a,5
p_f2e7cb20,23,i_34b5197c,5
p_7a2cf64f,14,i_50e94d9a,5
p_6051ecec,22,i_0f4f0193,5
p_e9b32add,12,i_cac0d853,5
p_56495143,21,i_f3d23950,50
p_b49261ae,15,i_8572bcec,50
p_4e2ca503,26,i_db2ddf1f,5
p_327ee00f,24,i_15a3faba,5
p_1209a97f,30,i_a765d6ed,5
p_54f2578f,23,i_95160cca,5
p_b3191ba7,28,i_2f96e457,5
p_54f2578f,30,i_95160cca,5
p_513f6866,25,i_d644a07c,5
p_4f8b0122,11,i_bc286c1f,5
p_5455442d,27,i_51599e4b,50
p_c1d9b686,30,i_91b0d686,5
p_e9b32add,14,i_cac0d853,5
p_deb2713a,7,i_50e94d9a,5
p_4066f3c3,15,i_2f745926,5
p_b3191ba7,23,i_ed7a4c76,100
p_f800bef3,26,i_4240eaaa,50
p_a1f64968,26,i_15a3faba,5
p_40ef56c0,12,i_0b594420,5
p_f8346600,26,i_cf07c155,5
p_cb847e73,25,i_3c7f57bc,5
p_f8521602,16,i_2b7be1b9,5
p_67102227,8,i_20976a3d,50
p_dfb5ad05,29,i_944d0422,50
p_c108bae8,13,i_0f4f0193,5
p_30dbcc09,13,i_15a3faba,5
p_b67ba255,18,i_cde02c09,5
p_9439fb29,16,i_b5905c09,5
p_94ef28c9,18,i_aff3a027,5
p_db0695da,28,i_42849d21,5
p_d0635c2d,25,i_4bcbc7db,5
p_1aafae5a,21,i_60ff0367,5
p_f2845911,16,i_7f5e4898,5
p_90e451d3,12,i_caf2b77b,5
p_3db511fb,18,i_275e64df,1
p_0d5631ae,27,i_f3d23950,5
p_1611715f,27,i_2f96e457,5
p_f838f141,17,i_45079e11,5
p_8339ffa1,7,i_db2ddf1f,5
p_882215ab,18,i_db494a38,5
p_6859f497,25,i_15a3faba,5
p_663116d6,26,i_6def45e3,50
p_c6ccdd5a,21,i_0b55be20,5
p_4729419d,27,i_cc73b589,5
p_d215f036,18,i_cf07c155,5
p_d215f036,29,i_cf07c155,5
p_e8ce0640,11,i_99b2a2eb,5
p_4772c9e3,18,i_aff3a027,5
p_fe73762c,7,i_ed7a4c76,100
p_90e451d3,23,i_caf2b77b,5
p_2f3dce1b,21,i_15a3faba,5
p_e5d60ad1,10,i_ee882f4d,5
p_a2552e68,8,i_998d0550,5
p_3249f972,21,i_99b2a2eb,5
p_47518ea0,29,i_b378c0f1,5
p_53ca299a,14,i_0a24fd99,5
p_f800bef3,17,i_d3717ecd,5
p_ff786ea7,27,i_ed7a4c76,5
p_34a4ece6,27,i_45079e11,5
p_48489334,11,i_cf07c155,5
p_f800bef3,30,i_d3717ecd,5
p_3bec042a,25,i_cf07c155,5
p_d83fa52e,29,i_b34f8200,50
p_72f099cc,29,i_bf330222,5
p_67102227,14,i_d9e2a6ab,5
p_a85558da,8,i_cf07c155,5
p_8b660138,7,i_2e3fe24c,100
p_cdaac739,12,i_50e94d9a,5
p_53ca299a,16,i_0a24fd99,5
p_59a221f5,29,i_998d0550,50
p_f389ec4f,7,i_425b56c1,100
p_7ebeff64,16,i_45079e11,5
p_d9ca6889,25,i_462495a4,100
p_2fe6bba7,15,i_7b5625b0,5
p_b49261ae,14,i_8572bcec,50
p_8bb7bdd0,8,i_daa28bd4,5
p_68c8ccae,7,i_50e94d9a,5
p_54cc7584,28,i_42849d21,5
p_aa4101ab,16,i_ed7a4c76,100
p_79352fb5,27,i_75264736,50
p_60739100,17,i_99b2a2eb,5
p_d356555b,25,i_6def45e3,50
p_6246e21e,23,i_d644a07c,5
p_26174be9,29,i_ed7a4c76,5
p_b67ba255,14,i_cde02c09,5
p_6b6bb0aa,14,i_50e94d9a,5
p_51dab86e,27,i_896a799b,5
p_3fc28e0d,15,i_15a3faba,5
p_a85558da,11,i_cf07c155,5
p_6051ecec,26,i_95160cca,5
p_b67ba255,22,i_998d0550,50
p_5c5ad1c8,13,i_20976a3d,5
p_a1f64968,30,i_15a3faba,5
p_83ea2d3c,12,i_998d0550,50
p_328ddf0a,30,i_374d91e0,5
p_a83bd130,29,i_91b0d686,5
p_f8521602,13,i_2b7be1b9,5
p_fe73762c,25,i_2f96e457,100
p_3ac396f6,29,i_91b0d686,5
p_546b622b,21,i_38581fbc,5
p_7488e723,21,i_99b2a2eb,50
p_4f8b0122,26,i_4ed4c8fa,5
p_0ae3b98f,22,i_d644a07c,5
p_def41a20,23,i_d3717ecd,5
p_3fc28e0d,18,i_15a3faba,5
p_c7c3abe7,10,i_34b5197c,5
p_958d7898,28,i_50e94d9a,5
p_26174be9,29,i_2f96e457,5
p_dc87d119,22,i_374d91e0,5
p_dbd7cf07,28,i_15a3faba,5
p_6b6bb0aa,27,i_0feaf28b,50
p_edb0f73f,21,i_3f64fa9e,100
p_a2552e68,7,i_998d0550,5
p_f2845911,28,i_7f5e4898,5
p_9ae1627f,29,i_cc73b589,5
p_79524aa5,16,i_20976a3d,5
p_b0b38613,24,i_95160cca,5
p_a85558da,21,i_05a2225a,5
p_c4b14bb7,25,i_05a2225a,5
p_376219a0,26,i_91b0d686,5
p_fbd17c82,29,i_78614607,5
p_546b622b,14,i_38581fbc,5
p_8d7dfd5a,23,i_09a343d8,100
p_ff786ea7,25,i_2f96e457,5
p_fd5f2c7c,14,i_374d91e0,5
p_c75480a7,22,i_e18519e8,1
p_f800bef3,24,i_4240eaaa,50
p_e8ce0640,15,i_78614607,5
p_1aafae5a,15,i_60ff0367,5
p_fc796a8c,18,i_aff3a027,5
p_aa4101ab,10,i_ed7a4c76,100
p_f510396e,21,i_cac0d853,5
p_98b706f2,30,i_aff3a027,5
p_6bb0e03f,29,i_eb16fe3f,5
p_7ebeff64,30,i_45079e11,5
p_f800bef3,24,i_d3717ecd,5
p_b65d33a8,21,i_d46bcc61,5
p_8bb7bdd0,13,i_60ff0367,5
p_6bb0e03f,30,i_eb16fe3f,5
p_83ea2d3c,10,i_998d0550,50
p_082a3ac8,16,i_4b1a6371,5
p_77caca15,30,i_cac0d853,5
p_fb41d29f,30,i_91b0d686,5
p_17a5935f,30,i_2f96e457,5
p_4e2ca503,28,i_db2ddf1f,5
p_a4eb936e,10,i_0f4f0193,5
p_c060b130,16,i_cf07c155,5
p_48489334,12,i_05a2225a,5
p_9d4ec58d,22,i_f3d23950,50
p_e8ce0640,7,i_78614607,5
p_34a4ece6,25,i_eb16fe3f,5
p_6ea5d789,26,i_944d0422,50
p_59a221f5,24,i_998d0550,50
p_3df8bef5,11,i_dfc3a7f2,100
p_d6935ca3,9,i_d46bcc61,5
p_f510396e,29,i_cac0d853,5
p_1611715f,28,i_ed7a4c76,5
p_ef33364a,26,i_114796d1,5
p_ca0bbeae,29,i_05a2225a,5
p_122d931d,14,i_91b0d686,5
p_8d63bdcb,29,i_cde02c09,5
p_c060b130,28,i_cf07c155,5
p_8b660138,18,i_2e3fe24c,100
p_d79908d6,17,i_dfc3a7f2,100
p_16477544,18,i_6c73c223,5
p_2147dbe8,12,i_998d0550,5
p_2a18b3d9,30,i_99b2a2eb,5
p_48489334,18,i_05a2225a,5
p_7a2cf64f,28,i_ee882f4d,5
p_546b622b,17,i_38581fbc,5
p_978e4acf,22,i_b85dc72b,5
p_90e451d3,10,i_6def45e3,50
p_48489334,17,i_05a2225a,5
p_eb27f9f8,27,i_462495a4,5
p_aa4101ab,14,i_2f96e457,100
p_5d3bbfa3,15,i_f952a504,5
p_6bb0e03f,17,i_45079e11,5
p_f838f141,27,i_45079e11,5
p_f389ec4f,9,i_425b56c1,100
p_59a221f5,26,i_ee882f4d,5
p_5b41a4ca,18,i_50e94d9a,5
p_2be3d4b1,27,i_114796d1,5
p_6bb0e03f,15,i_eb16fe3f,5
p_b469b677,15,i_ea645365,5
p_5d3bbfa3,10,i_91b0d686,5
p_127d13c3,15,i_cf07c155,5
p_fe73762c,9,i_2f96e457,100
p_53cc6d6e,28,i_0b594420,50
p_fc796a8c,17,i_78dc996a,50
p_b7f04058,28,i_91b0d686,5
p_376219a0,24,i_91b0d686,5
p_3cff6d4d,28,i_aff3a027,5
p_14950a7e,7,i_896a799b,5
p_a58f52d9,14,i_cf07c155,5
p_6791e219,27,i_896a799b,5
p_458edca8,21,i_2b70e041,1
p_8d63bdcb,28,i_ee882f4d,5
p_24f77b9d,10,i_99b2a2eb,5
p_6ea5d789,25,i_ebf06369,5
p_8840a4df,30,i_42849d21,5
p_85a6264e,15,i_d46bcc61,5
p_d79908d6,9,i_dfc3a7f2,100
p_f0426e6b,7,i_f1fa21da,5
p_abc5b04a,25,i_cc73b589,5
p_f800bef3,30,i_cc73b589,5
p_3e58e209,22,i_cac0d853,5
p_2f3dce1b,17,i_15a3faba,5
p_f389ec4f,12,i_3f5f8798,5
p_c7c3abe7,14,i_34b5197c,5
p_f8169f06,8,i_2f96e457,100
p_d6935ca3,18,i_d46bcc61,5
p_8339ffa1,22,i_db2ddf1f,5
p_5c5ad1c8,16,i_20976a3d,5
p_805fff30,26,i_7f5e4898,5
p_2a18b3d9,27,i_78614607,5
p_9ae1627f,27,i_d3717ecd,5
p_83ea2d3c,17,i_998d0550,50
p_17a5935f,26,i_2f96e457,100
p_d0a989de,28,i_d38360e0,5
p_64091f25,27,i_ac9cfa9e,5
p_b67ba255,22,i_cde02c09,5
p_17a5935f,25,i_2f96e457,100
p_80935eee,27,i_aff3a027,5
p_7fe3a274,26,i_462495a4,5
p_68c8ccae,11,i_50e94d9a,5
p_cb847e73,30,i_3c7f57bc,5
p_cb847e73,29,i_3c7f57bc,5
p_9ae1627f,26,i_cc73b589,5
p_fb41d29f,26,i_91b0d686,5
p_6051ecec,30,i_95160cca,5
p_d79908d6,16,i_dfc3a7f2,100
p_2fe6bba7,16,i_7b5625b0,5
p_24f77b9d,9,i_78614607,5
p_c1d9b686,16,i_91b0d686,5
p_abc5b04a,26,i_d3717ecd,5
p_fee0d597,30,i_d644a07c,50
p_c4b14bb7,27,i_05a2225a,5
p_ef33364a,25,i_114796d1,5
p_6a484dd8,23,i_aff3a027,5
p_2147dbe8,16,i_998d0550,5
p_4ad4cd92,27,i_78614607,5
p_59a221f5,27,i_cde02c09,5
p_d57c71c8,13,i_4bc710de,5
p_f955620f,29,i_51599e4b,5
p_a83bd130,17,i_91b0d686,5
p_d8129c9f,15,i_2e3fe24c,100
p_7a2cf64f,16,i_50e94d9a,5
p_605ef43c,21,i_c5fe5c07,5
p_805fff30,28,i_7f5e4898,5
p_4729419d,28,i_cc73b589,5
p_4ad4cd92,27,i_78614607,5
p_b49261ae,23,i_8572bcec,50
p_76c8ee3a,21,i_78dc996a,50
p_8d7dfd5a,26,i_09a343d8,100
p_d79908d6,12,i_dfc3a7f2,100
p_1611715f,26,i_ed7a4c76,5
p_6bb0e03f,25,i_eb16fe3f,5
p_c75480a7,18,i_e18519e8,1
p_59a221f5,21,i_998d0550,50
p_327ee00f,26,i_15a3faba,5
p_53658daf,18,i_38581fbc,5
p_68c8ccae,28,i_0feaf28b,50
p_126a2048,30,i_bf330222,5
p_8563e62e,26,i_50e94d9a,5
p_4772c9e3,28,i_aff3a027,5
p_85a6264e,11,i_95160cca,5
p_4772c9e3,28,i_aff3a027,5
p_acd755ca,22,i_ed7a4c76,100
p_605ef43c,22,i_c5fe5c07,5
p_88e9c5a8,17,i_2b70e041,1
p_2be3d4b1,16,i_114796d1,5
p_def41a20,14,i_cc73b589,5
p_663116d6,14,i_6def45e3,50
p_bf5d16c9,27,i_91b0d686,5
p_17a5935f,27,i_2f96e457,5
p_c4f35c50,30,i_d38360e0,5
p_76c8ee3a,14,i_78dc996a,50
p_24f77b9d,21,i_78614607,5
p_83505ce3,12,i_0e959941,5
p_c404d1e4,26,i_462495a4,5
p_abc602d1,30,i_b85dc72b,5
p_cdaac739,8,i_50e94d9a,5
p_8bb7bdd0,16,i_60ff0367,5
p_68c8ccae,21,i_0feaf28b,50
p_4486ed4d,13,i_99b2a2eb,5
p_882215ab,16,i_db494a38,5
p_126a2048,25,i_bf330222,5
p_6bb0e03f,25,i_45079e11,5
p_513f6866,26,i_d644a07c,5
p_e8ce0640,12,i_99b2a2eb,5
p_5d3bbfa3,29,i_91b0d686,5
p_34a4ece6,18,i_eb16fe3f,5
p_60739100,12,i_99b2a2eb,5
p_2147dbe8,18,i_998d0550,50
p_b79f41b1,27,i_374d91e0,5
p_b49261ae,28,i_8572bcec,50
p_c6384c0e,21,i_10131c19,1
p_d8082aaf,27,i_cc73b589,5
p_c4f35c50,29,i_d38360e0,5
p_a3f8a973,17,i_cac0d853,5
p_f2845911,24,i_7f5e4898,5
p_b65d33a8,23,i_d46bcc61,5
p_557a542a,17,i_4bc710de,5
p_a648da81,10,i_cde02c09,5
p_edb0f73f,14,i_3f64fa9e,100
p_a85558da,7,i_cf07c155,5
p_c7c3abe7,25,i_34b5197c,5
p_cb847e73,17,i_fce29bba,5
p_8563e62e,10,i_50e94d9a,5
p_cdaac739,13,i_50e94d9a,5
p_54f2578f,13,i_95160cca,5
p_b49261ae,8,i_8572bcec,50
p_7ebeff64,12,i_eb16fe3f,5
p_3bfc6080,21,i_d46bcc61,5
p_a69c3214,18,i_814e06ea,1
p_f8521602,16,i_db494a38,5
p_f2e7cb20,15,i_34b5197c,5
p_7ebeff64,17,i_45079e11,5
p_3333452d,29,i_ed7a4c76,5
p_8d7dfd5a,25,i_09a343d8,100
p_acd755ca,29,i_ed7a4c76,5
p_8840a4df,27,i_42849d21,5
p_b8d1b58f,23,i_b34f8200,5
p_b65d33a8,7,i_d46bcc61,5
p_f510396e,17,i_cac0d853,5
p_c1d9b686,27,i_91b0d686,5
p_2fe6bba7,11,i_998d0550,50
p_79524aa5,17,i_20976a3d,5
p_fe73762c,24,i_2f96e457,100
p_fc796a8c,14,i_78dc996a,50
p_5d3bbfa3,30,i_91b0d686,5
p_1a804c5b,22,i_4bc710de,5
p_deb2713a,9,i_50e94d9a,5
p_f812aee4,26,i_ab94d4d5,5
