pokemon,name,height,weight,base_experience,is_default
p_cc28c80c,lucario,12.0,540.0,184,1
p_ff4d1e4e,hippopotas,8.0,495.0,66,1
p_e6f20e53,munchlax,6.0,1050.0,78,1
p_083b23ee,riolu,7.0,202.0,57,1
p_36f75a00,gabite,14.0,560.0,144,1
p_1f8b3b12,garchomp,19.0,950.0,300,1
p_5dfc29e2,spiritomb,10.0,1080.0,170,1
p_565f4e4f,gible,7.0,205.0,60,1
p_40ef56c0,happiny,6.0,244.0,110,1
p_cc6c4e93,chatot,5.0,19.0,144,1
p_6f5fa1da,silcoon,6.0,100.0,72,1
p_8e66e422,beautifly,10.0,284.0,178,1
p_b67ba255,linoone,5.0,325.0,147,1
p_2e4486ce,wurmple,3.0,36.0,56,1
p_b0ee5bfc,muk,12.0,300.0,175,1
p_b7bd3e09,grimer,9.0,300.0,65,1
p_85c1c4a0,swampert,15.0,819.0,268,1
p_aa6a22f9,poochyena,5.0,136.0,56,1
p_90771f73,dodrio,18.0,852.0,165,1
p_e46df071,doduo,14.0,392.0,62,1
p_6478ec98,dewgong,17.0,1200.0,166,1
p_bc6a749e,seel,11.0,900.0,65,1
p_d5df5acf,magnemite,3.0,60.0,65,1
p_de82105f,slowbro,16.0,785.0,172,1
p_735181e2,farfetchd,8.0,150.0,132,1
p_611b1c4d,magneton,10.0,600.0,163,1
p_757aa842,rat'lcate-a1ola,7.0,,145,0
p_a2512708,murkrow,5.0,21.0,81,1
p_4106f58a,slowking,20.0,795.0,172,1
p_d1037b13,pikachu-world-cap,4.0,60.0,112,0
p_6a7eb5e8,flabebe,1.0,1.0,61,1
p_ac98fc65,farfetchd-galar,8.0,420.0,132,0
p_6b6fb291,weezing-galar,30.0,160.0,172,0
p_bc7c63ac,slowpoke-galar,12.0,360.0,63,0
p_b3bd6222,slowbro-galar,16.0,705.0,172,0
p_db4e574f,aipom,8.0,115.0,72,1
p_082a3ac8,sunkern,3.0,18.0,36,1
p_9cc7e0a1,sdoutland,,610.0,250,1
p_4066f3c3,yanma,12.0,380.0,78,1
p_e3ba3e2d,wooper,4.0,85.0,42,1
p_20888121,quagsire,14.0,750.0,151,1
p_9a670085,espeon,9.0,265.0,184,1
p_eaab2be7,umbreon,10.0,270.0,184,1
p_126a2048,oddi5b,5.0,,64,1
p_e0ae31bf,riolu,,202.0,57,1
p_b8613810,riolv,7.0,202.0,57,1
p_1cecd7d3,zacian-crowned,28.0,3550.0,360,0
p_e2a76a4d,zamazenta-crowned,29.0,7850.0,360,0
p_48ed165a,mudbrai,10.0,,77,1
p_db0695da,mudh4ay,,1100.0,77,1
p_8baedeab,stunfisk-galar,7.0,205.0,165,0
p_454216cf,zygarde-10,12.0,335.0,243,0
p_09791791,cramorant-gulping,8.0,180.0,166,0
p_fbae352a,cramorant-gorging,8.0,180.0,166,0
p_843e2cac,toxtricity-low-key,16.0,400.0,176,0
p_35ed34ec,eiscue-noice,14.0,890.0,165,0
p_e43dfab0,indeedee-female,9.0,280.0,166,0
p_bf469e28,morpeko-hangry,3.0,30.0,153,0
p_eeb3fb90,spr8tzee,2.0,5.0,68,1
p_cd98c58e,minior-orange-meteor,,,154,0
p_88c56d20,sanclile,7.0,152.0,58,1
p_87258758,camerupt-keka,,3205.0,196,0
p_5a5af76f,camerupt-ne9a,,3205.0,196,0
p_f6ad97b0,drac0zo1t,18.0,1900.0,177,1
p_77c3b77e,xatu,15.0,150.0,165,1
p_327ee00f,steelix,,4000.0,179,1
p_f1ab1fcc,mareep,6.0,78.0,56,1
p_61570bd4,krabby,4.0,65.0,65,1
p_c7d74294,kingler,13.0,600.0,166,1
p_3ed40554,swirl:x,4.0,,68,1
p_64a0e6a6,pichu,3.0,20.0,41,1
p_1e116de1,geodude-alola,4.0,203.0,60,0
p_8270be12,kliacor,,425.0,179,1
p_26be0430,gastly,13.0,1.0,62,1
p_761d35b7,haunter,16.0,1.0,142,1
p_d4c2ce7f,mantirie,21.0,2200.0,170,1
p_f46ef00f,mantine,21.0,,170,1
p_f955620f,jangmo-0,,297.0,60,1
p_53ca299a,slowpoje,12.0,360.0,63,1
p_eb27f9f8,fomanti5,3.0,,50,1
p_d58ec5f9,fomant'ks,,15.0,50,1
p_3937b865,espurr,,35.0,71,1
p_8b331de2,espvrr,3.0,35.0,71,1
p_0e6cbfbf,cutiefly,1.0,2.0,61,1
p_317636e0,pikachu-partner-cap,4.0,60.0,112,0
p_d253b18b,ckyurem-white,36.0,3250.0,350,0
p_23804fbb,buzzwole,,3336.0,285,1
p_9254b2cb,turisparce,15.0,,145,1
p_b1bb230e,centiskorch,30.0,1200.0,184,1
p_d39fb82a,sizzlipede,7.0,10.0,61,1
p_7759665e,grapploct,16.0,390.0,168,1
p_f6b7668c,clobbopus,6.0,40.0,62,1
p_5d927e94,polteageist,2.0,4.0,178,1
p_a3bd5651,sinistea,1.0,2.0,62,1
p_f04ca75c,hattrem,6.0,48.0,130,1
p_b60c4745,hatenna,4.0,34.0,53,1
p_9ad812a7,impidimp,4.0,55.0,53,1
p_bbdf15eb,hatterene,21.0,51.0,255,1
p_6548a46c,makvhita,10.0,,47,1
p_6e266805,makuhuta,,864.0,47,1
p_1c5b97b2,unfezant,12.0,290.0,244,1
p_a3c2abea,tranquill,6.0,150.0,125,1
p_3ba2c866,zebstrika,16.0,795.0,174,1
p_b3f1f2ca,blitzle,8.0,298.0,59,1
p_870be1ee,boldore,9.0,1020.0,137,1
p_f62dc024,roggenrola,4.0,180.0,56,1
p_33f48ea4,woobat,4.0,21.0,65,1
p_660bbb9e,gigalith,17.0,2600.0,258,1
p_cec76c79,drilbur,3.0,85.0,66,1
p_d9097c4c,swoobat,9.0,105.0,149,1
p_7f5f59c6,zweikous,14.0,,147,1
p_0c497dff,zweil9us,14.0,,147,1
p_4f8b0122,rejicangh,,234.0,170,1
p_06a12b08,minior-red-meteor,3.0,400.0,154,1
p_035dde54,komala,4.0,199.0,168,1
p_d7f251a7,bunbelby,4.0,,47,1
p_c75ba952,pinsir-jega,17.0,590.0,210,0
p_ad129141,gahimer-alola,7.0,420.0,65,0
p_bac81a50,mimikyu-disguised,2.0,7.0,167,1
p_b94c4a50,bruxish,9.0,190.0,166,1
p_f13b10dc,weexing-galar,30.0,,172,0
p_14c68c06,weejing-galar,,160.0,172,0
p_92b1a1b9,mudbray,10.0,1100.0,77,1
p_492f61d1,nosepass,10.0,970.0,75,1
p_c088c721,azurill,2.0,20.0,38,1
p_e50540a3,alrein,,1506.0,265,1
p_67c9d1c8,alrin,14.0,,265,1
p_62c2c145,whismur,6.0,163.0,48,1
p_f51d937a,shedinja,8.0,12.0,83,1
p_7c7e59d7,ninjask,8.0,120.0,160,1
p_abf4ea48,nincada,5.0,55.0,53,1
p_b9c10e38,hariyama,23.0,2538.0,166,1
p_4c8fa9a4,makuhita,10.0,864.0,47,1
p_f6b8126c,exploud,15.0,840.0,245,1
p_e67b6392,loudred,10.0,405.0,126,1
p_a924572d,snover,10.0,505.0,67,1
p_017d6fd1,mantyke,10.0,650.0,69,1
p_3ad2b091,carnivine,14.0,270.0,159,1
p_10ea2cd6,toxicroak,13.0,444.0,172,1
p_df880bcb,lumineon,12.0,240.0,161,1
p_557a542a,finneon,4.0,70.0,66,1
p_1cc20b48,skorupi,8.0,120.0,66,1
p_f7e90316,hippowdon,20.0,3000.0,184,1
p_96e505a9,croagunk,7.0,230.0,60,1
p_826bf6d6,drapion,13.0,615.0,175,1
p_2721938f,shiftry,13.0,596.0,240,1
p_646c471b,nuzleaf,10.0,280.0,119,1
p_f50aac19,swellow,7.0,198.0,159,1
p_0f6112b0,taillow,3.0,23.0,54,1
p_e8403e01,lombre,12.0,325.0,119,1
p_0f82a606,lotad,5.0,26.0,44,1
p_96ddbd3e,seedot,5.0,40.0,44,1
p_f636ec5f,ludicolo,15.0,550.0,240,1
p_d7608ab1,drowzee,10.0,324.0,66,1
p_83af0c39,hypno,16.0,756.0,169,1
p_0e9a4d44,gengar,15.0,405.0,250,1
p_0de2d509,onix,88.0,2100.0,77,1
p_3636f88c,pelipper,12.0,280.0,154,1
p_10db75e9,wingull,6.0,95.0,54,1
p_45db8d04,shellder,3.0,40.0,61,1
p_8563e62e,cloyster,15.0,1325.0,184,1
p_1bcb6686,hoppip,4.0,5.0,50,1
p_1556a1fc,politoed,11.0,339.0,250,1
p_3c10dd0d,sudowoodo,12.0,380.0,144,1
p_6e9efc46,azumarill,8.0,285.0,210,1
p_76c7544b,marill,4.0,85.0,88,1
p_0bbc2d23,bellossom,4.0,58.0,245,1
p_7797b0fb,ampharos,14.0,615.0,230,1
p_0251597a,flaaffy,8.0,133.0,128,1
p_93219ad6,jumpluff,8.0,30.0,207,1
p_edef180e,skiploom,6.0,10.0,119,1
p_4f9a92c7,linoone-galar,5.0,325.0,147,0
p_94bba9df,meowstic-male,6.0,85.0,163,1
p_7052e755,darmanitan-galar-standard,17.0,1200.0,168,0
p_861bf7c8,darumaka-galar,7.0,400.0,63,0
p_629abb38,moltres-galar,20.0,660.0,290,0
p_59188a72,zapdos-galar,16.0,582.0,290,0
p_39daae0c,corsola-galar,6.0,5.0,144,0
p_a2d39e11,slowking-galar,18.0,795.0,172,0
p_b1c6eab8,florges,11.0,100.0,248,1
p_9a496336,floette,2.0,9.0,130,1
p_37264b34,gogoat,17.0,910.0,186,1
p_f01160a9,skiddo,9.0,310.0,70,1
p_c59e8747,pangoro,21.0,1360.0,173,1
p_13707f5d,pancham,6.0,80.0,70,1
p_0e075c16,espurr,3.0,35.0,71,1
p_038d4142,furfrou,12.0,280.0,165,1
p_1c99d832,nidiking,14.0,620.0,253,1
p_c07cf29c,makamp,,1300.0,253,1
p_519049e9,calyrex-ice,24.0,8091.0,340,0
p_f3ff9cea,zarude-dada,18.0,700.0,300,0
p_095b14bb,urshifu-rapid-strike,19.0,1050.0,275,0
p_2c39f244,eternatus-eternamax,1000.0,0.0,563,0
p_9c1b40de,calyrex-shadow,24.0,536.0,340,0
p_3fc28e0d,magnexone,12.0,,268,1
p_5b42981f,granull,,487.0,158,1
p_f829df42,raik0u,19.0,,290,1
p_5ca0e957,zacian-crowned,28.0,,360,0
p_43e2d88c,meovvstic-female,6.0,,163,0
p_09159dbf,meowstiv-female,,85.0,163,0
p_3df8bef5,chikor:ta,9.0,64.0,64,1
p_39272a14,vurfrov,12.0,,165,1
p_76573da7,emboar,,1500.0,238,1
p_208d1bfb,emboar,16.0,,238,1
p_4de7ad1c,hydreigon,18.0,1600.0,300,1
p_8bc1f309,zakian,28.0,1100.0,335,1
p_92ef3a16,zacian,,1100.0,335,1
p_73944ff0,glalie-iiiega,21.0,,203,0
p_50a86fd6,obstsg0on,16.0,,260,1
p_26f6f1c5,marovva1<-totem,17.0,,149,0
p_4dd233d9,whirlipede,12.0,585.0,126,1
p_122d931d,bar'lette,,125.0,159,1
p_c1d9b686,banertw,,125.0,159,1
p_d0a989de,doduo,,392.0,62,1
p_3bfc6080,seaclra,12.0,,154,1
p_f494bed4,mudsdale,25.0,9200.0,175,1
p_3333452d,dewpider,3.0,40.0,54,1
p_f4b3e1a7,zweilous,14.0,500.0,147,1
p_bf5d16c9,banedte-mega,,130.0,194,0
p_c35dec28,poryg9n2,6.0,325.0,180,1
p_48dd526d,porygon2,,325.0,180,1
p_c6ec8f64,milcery,2.0,3.0,54,1
p_5e1a4e8b,alcremie,3.0,5.0,173,1
p_044681a8,cursola,10.0,4.0,179,1
p_71ca9670,sirfetchd,8.0,1170.0,177,1
p_127d13c3,tentskruel,,550.0,180,1
p_3bec042a,tentacruej,,550.0,180,1
p_fe6e2ac2,morgrem,8.0,125.0,130,1
p_a3da52c7,grimmsnarl,15.0,610.0,255,1
p_6617666d,obstagoon,16.0,460.0,260,1
p_0a3c571b,perrserker,8.0,280.0,154,1
p_822cd7f5,musharna,11.0,605.0,170,1
p_688f8a9c,pidove,3.0,21.0,53,1
p_db512e2e,simisear,10.0,280.0,174,1
p_ee85c34a,panpour,6.0,135.0,63,1
p_1a804c5b,simipour,10.0,290.0,174,1
p_5f90d022,munna,6.0,233.0,58,1
p_09a31d96,liepard,11.0,375.0,156,1
p_6bd4cb18,pansage,6.0,105.0,63,1
p_b09c5025,simisage,11.0,305.0,174,1
p_22308fcc,pansear,6.0,110.0,63,1
p_1a371be7,palojsand,13.0,2500.0,168,1
p_eb011a63,palos5and,13.0,2500.0,168,1
p_56495143,reunicoux,10.0,201.0,245,1
p_d59a3ae0,tundurus-thenan,,610.0,290,0
p_6dd89464,hoothoot,7.0,212.0,52,1
p_327b708e,togekiss,15.0,380.0,273,1
p_bba44793,yanmega,19.0,515.0,180,1
p_41c077fa,elekid,6.0,235.0,72,1
p_7b7e4da3,abomasnow,22.0,1355.0,173,1
p_76c8ee3a,weavile,11.0,340.0,179,1
p_1d082332,magnezone,12.0,1800.0,268,1
p_30643a25,lickilicky,17.0,1400.0,180,1
p_178de45c,rhyperior,24.0,2828.0,268,1
p_509ebd6d,tangrowth,20.0,1286.0,187,1
p_694a7703,electivire,18.0,1386.0,270,1
p_7999fb59,magmortar,16.0,680.0,270,1
p_c1bbbb42,magby,7.0,214.0,73,1
p_77ccac8c,miltank,12.0,755.0,172,1
p_bdb77fba,blissey,15.0,468.0,635,1
p_7efa2ba3,raikou,19.0,1780.0,290,1
p_5be788d6,entei,21.0,1980.0,290,1
p_0cd225f3,suicune,20.0,1870.0,290,1
p_82918f0b,larvitar,6.0,720.0,60,1
p_f9c75a11,pupitar,12.0,1520.0,144,1
p_538debc7,tyranitar,20.0,2020.0,300,1
p_dc7a6fa4,lugia,52.0,2160.0,340,1
p_7fe3a274,maractus,10.0,,161,1
p_c404d1e4,maraktus,10.0,280.0,161,1
p_de47a041,spectrier,,445.0,290,1
p_7365569d,zekrom,29.0,3450.0,340,1
p_6f2d1ad0,landorus-incarnate,15.0,680.0,300,1
p_1abdebcd,kyurem,30.0,3250.0,330,1
p_9829b5b3,keldeo-ordinary,14.0,485.0,290,1
p_0244e014,virizion,20.0,2000.0,290,1
p_3191cd4b,tornadus-incarnate,15.0,630.0,290,1
p_0f172982,thundurus-incarnate,15.0,610.0,290,1
p_d0635c2d,pikavhu-pht,,60.0,112,0
p_4c64f2e6,meloetta-aria,6.0,65.0,270,1
p_16b62d45,genesect,15.0,825.0,300,1
p_d73ef4d8,drakloak,14.0,110.0,144,1
p_bb404b90,dragapult,30.0,500.0,300,1
p_c83ff981,duraludon,18.0,400.0,187,1
p_f7f3b79f,dreepy,5.0,20.0,54,1
p_4261e120,dracovish,23.0,2150.0,177,1
p_7cc9e687,arctovish,20.0,1750.0,177,1
p_6cb4b3ee,dracozolt,18.0,1900.0,177,1
p_84c0a555,arctozolt,23.0,1500.0,177,1
p_d78209af,rotom-wash,3.0,3.0,182,0
p_2f5efa16,zacian,28.0,1100.0,335,1
p_d36c951e,zamazenta,29.0,2100.0,335,1
p_a18f5c66,cul>coo,,85.0,61,1
p_1110504a,pincurcbin,,10.0,152,1
p_4ad4cd92,yungoos,4.0,,51,1
p_32d6fe67,yungoost,4.0,60.0,51,1
p_35f4a831,rotom-heat,3.0,3.0,182,0
p_1704892d,froalcje,,70.0,63,1
p_7c03c49b,froakje,3.0,,63,1
p_3db511fb,crusgoe,14.0,,170,1
p_836a291c,liten,4.0,43.0,64,1
p_042087fd,kitten,4.0,43.0,64,1
p_87ada69f,rodom,,3.0,154,1
p_c6e7057d,rotprn,3.0,3.0,154,1
p_fcdc1fe7,frogqdier,,109.0,142,1
p_e7f7f842,frogat'ler,6.0,109.0,142,1
p_59a221f5,audijo,11.0,310.0,390,1
p_a638a22c,hippo3don,20.0,3000.0,184,1
p_92abab29,carracosta,,,173,1
p_06ad6607,explout,15.0,840.0,245,1
p_a87adfcf,hntall,,270.0,170,1
p_abc602d1,hinta'll,17.0,,170,1
p_fee0d597,rogjynrola,4.0,,56,1
p_6c26ef32,roggenrola,,,56,1
p_4cc0c12f,golet,10.0,,61,1
p_d83fa52e,muk-a2ola,10.0,,175,0
p_ab3b4800,lux:o,9.0,,127,1
p_fe3fb65b,prinariba,,440.0,265,1
p_f8346600,vespiquen,,385.0,166,1
p_a58f52d9,vespiwuej,,385.0,166,1
p_7488e723,palpiyowd,8.0,,134,1
p_dfeffeb3,charmander,6.0,85.0,62,1
p_e36789c2,charmeleon,11.0,190.0,142,1
p_1d9bb027,charizard,17.0,905.0,267,1
p_2c07b63c,squirtle,5.0,90.0,63,1
p_0a79f8ae,bulbasaur,7.0,69.0,64,1
p_e034cfd0,ivysaur,10.0,130.0,142,1
p_69a67bc8,venusaur,20.0,1000.0,263,1
p_58e9a2ae,wartortle,10.0,225.0,142,1
p_ec0d740a,blastoise,16.0,855.0,265,1
p_b7a53d3c,mudck'lp,4.0,,62,1
p_822ef31f,mudk9p,,76.0,62,1
p_676d9427,haunder,16.0,1.0,142,1
p_c2eafac8,deino,,,60,1
p_b7869d51,giratina-origjn,,6500.0,340,0
p_7072ae9e,giratina-orljin,,6500.0,340,0
p_30bdca02,meovvstic-male,6.0,,163,1
p_17cd159d,meow5tic-male,6.0,,163,1
p_0ef2a5ae,bunearie,4.0,55.0,70,1
p_d3a501bb,buneari,4.0,55.0,70,1
p_6739ee20,copperajah,30.0,6500.0,175,1
p_e42902eb,cufant,12.0,1000.0,66,1
p_72a9ad6d,frosmoth,13.0,420.0,166,1
p_c2e72210,snom,3.0,38.0,37,1
p_982be643,pincurchin,3.0,10.0,152,1
p_e355d359,falinks,30.0,620.0,165,1
p_2818acda,morpeko-full-belly,3.0,30.0,153,1
p_8a08fe1f,indeedee-male,9.0,280.0,166,1
p_51a11bab,eiscue-ice,14.0,890.0,165,1
p_c788530d,stonjourner,25.0,5200.0,165,1
p_75bacc45,purrloin,4.0,101.0,56,1
p_8bbbcbd2,stoutland,12.0,610.0,250,1
p_5ee8115b,samurott,15.0,946.0,238,1
p_6f29895f,dewott,8.0,245.0,145,1
p_ce84ba7d,oshawott,5.0,59.0,62,1
p_3ad56faa,emboar,16.0,1500.0,238,1
p_4016f070,herdier,9.0,147.0,130,1
p_00fdc688,lillipup,4.0,41.0,55,1
p_97217573,watchog,11.0,270.0,147,1
p_9c93f5b8,patrat,5.0,116.0,51,1
p_4b352a88,thievul,12.0,,159,1
p_2d348fa8,bevveaah,,1350.0,175,1
p_db73b692,bewewr,,1350.0,175,1
p_b2950114,dusknoir,22.0,1066.0,263,1
p_d91f31d3,probopass,14.0,3400.0,184,1
p_47f6872f,gallade,16.0,520.0,259,1
p_7cb58f2c,porygon-z,9.0,340.0,268,1
p_932674c5,mamoswine,25.0,2910.0,265,1
p_aa600ae0,gliscor,20.0,425.0,179,1
p_7401595b,glaceon,8.0,259.0,184,1
p_b111e07a,leafeon,10.0,255.0,184,1
p_2f3dce1b,bronxong,13.0,1870.0,175,1
p_30dbcc09,bron2ong,13.0,1870.0,175,1
p_d2b1ef1b,rotom,3.0,3.0,154,1
p_e80523c9,froslass,13.0,266.0,168,1
p_23155a65,ckirlia,8.0,202.0,97,1
p_df40c1d3,kirlia,,202.0,97,1
p_acd6f2ea,marshtomp,7.0,280.0,142,1
p_e5737439,mudkip,4.0,76.0,62,1
p_4718c422,blaziken,19.0,520.0,265,1
p_51e46b03,combusken,9.0,195.0,142,1
p_6e382039,torchic,4.0,25.0,62,1
p_a69e40b3,sceptile,17.0,522.0,265,1
p_306db3bf,grovyle,9.0,216.0,142,1
p_a0a24cf7,treecko,5.0,50.0,62,1
p_385eccba,celebi,6.0,50.0,300,1
p_bb536271,ho-oh,38.0,1990.0,340,1
p_b67eeeed,lucario-mega,13.0,,219,0
p_a3c867a8,artiduno,17.0,,290,1
p_50807741,fennekin,4.0,94.0,61,1
p_d8082aaf,shiinotic,10.0,115.0,142,1
p_fcffbcaf,quilladin,7.0,290.0,142,1
p_bfea4c71,chespin,4.0,90.0,63,1
p_1ad8e054,frogadier,6.0,109.0,142,1
p_151b27ad,froakie,3.0,70.0,63,1
p_461cdd49,delphox,15.0,390.0,240,1
p_b7a3d22d,salandit,6.0,48.0,64,1
p_545cc48b,bunnelby,4.0,50.0,47,1
p_87d6c5b9,greninja,15.0,400.0,239,1
p_d128f8d3,lurantis,9.0,185.0,168,1
p_94aa3751,regidrago,21.0,2000.0,290,1
p_210faeab,regieleki,12.0,1450.0,290,1
p_66eff00d,spectrier,20.0,445.0,290,1
p_4729419d,morelull,2.0,15.0,57,1
p_d0c78d1c,kubfu,6.0,120.0,77,1
p_0df6fa47,eternatus,200.0,9500.0,345,1
p_29c74197,zarude,18.0,700.0,300,1
p_360bf891,urshifu-single-strike,19.0,1050.0,275,1
p_26174be9,araquanid,18.0,820.0,159,1
p_cfdb94d6,calyrex,11.0,77.0,250,1
p_1d787a45,fomantis,3.0,15.0,50,1
p_daac84e1,eevee-starter,3.0,65.0,87,0
p_fcc7dfd7,pikachu-starter,4.0,60.0,86,0
p_1afff469,necrozma-ultra,75.0,2300.0,339,0
p_dbe93636,greeclemt,6.0,60.0,161,1
p_ab266131,greedemt,6.0,60.0,161,1
p_1caf0a35,necrozma-dawn,42.0,3500.0,340,0
p_1df0dcdc,ponyta-kalar,8.0,,82,0
p_a66d86b2,togedemaru-totem,6.0,130.0,152,0
p_ce6b15d7,pijachu-livre,4.0,,112,0
p_dbaa7864,pikachu-|ibre,4.0,,112,0
p_dbbfc728,dialia,54.0,6830.0,340,1
p_310fcb68,dia1ga,54.0,,340,1
p_d497187a,lycanroc-dusk,8.0,250.0,170,0
p_93bc2619,rockruff-own-tempo,5.0,92.0,56,0
p_499f8787,ribombee-totem,4.0,20.0,162,0
p_54f2578f,stalamerice,15.0,,300,1
p_e82620cc,garchomo-mega,19.0,950.0,315,0
p_0ea73a6d,garchornp-mega,19.0,950.0,315,0
p_c108bae8,shel9on,11.0,1105.0,147,1
p_50d5fbe8,armalflo,,682.0,173,1
p_d1d4fead,armaodo,15.0,,173,1
p_fd5f2c7c,dugdrio,7.0,333.0,149,1
p_ad77eb11,thwackey,,140.0,147,1
p_0dbd359d,thwakey,7.0,140.0,147,1
p_aee2c923,curaola,10.0,4.0,179,1
p_5790eae5,lediam,14.0,356.0,137,1
p_74c75553,sphea1,8.0,,58,1
p_47e4cafe,q7ilaya,,190.0,142,1
p_eaa52b33,glal:s,,2565.0,168,1
p_8bb7bdd0,glali,15.0,,168,1
p_7a1ab96d,arctovis,20.0,,177,1
p_ce64ffcd,perrzerier,8.0,280.0,154,1
p_35699f73,perr5ercker,8.0,280.0,154,1
p_6c3b80c0,regjce,,1750.0,290,1
p_c4b14bb7,cacn4a,4.0,513.0,67,1
p_48489334,cacnea,,,67,1
p_67102227,klefai4y,,75.0,113,1
p_e9c3d893,kllnklang,6.0,810.0,260,1
p_ad9003ca,klinklank,6.0,,260,1
p_d7463523,wishiwashi-school,82.0,,217,0
p_5b982f45,dott1er,4.0,195.0,117,1
p_e90a6754,pankham,,80.0,70,1
p_86defa97,delphox,,,240,1
p_77caca15,slikoo,8.0,,158,1
p_be3fc5e5,bibarel,10.0,315.0,144,1
p_6fbdce7c,ramparclos,16.0,,173,1
p_ae142d13,budew,2.0,12.0,56,1
p_fc796a8c,snez5el,,280.0,86,1
p_b1423aa9,sinistea,,2.0,62,1
p_b79f41b1,trapinc,7.0,150.0,58,1
p_4361bcd7,cinderace,14.0,330.0,265,1
p_49979249,glalie,15.0,2565.0,168,1
p_24441f1a,snorunt,7.0,168.0,60,1
p_23c3c22e,lux:0,9.0,305.0,127,1
p_abaf6f48,wynaut,6.0,140.0,52,1
p_14950a7e,sl0wbro,16.0,,172,1
p_bb864036,escavali3r,10.0,330.0,173,1
p_e52e15a5,escavalier,10.0,,173,1
p_dfb59552,huntail,17.0,270.0,170,1
p_38f7e8a8,morpeko-fj|l-belly,3.0,30.0,153,1
p_fda977aa,clamperl,4.0,525.0,69,1
p_e5d1e515,lunala,40.0,1200.0,340,1
p_10a4b987,nihilego,12.0,555.0,285,1
p_b27b461d,cosmoem,1.0,9999.0,140,1
p_d13d36af,solgaleo,34.0,2300.0,340,1
p_98f87550,xurkitree,38.0,1000.0,285,1
p_9123fbbb,celesteela,92.0,9999.0,285,1
p_3302abc5,buzzwole,24.0,3336.0,285,1
p_cf3c925a,pheromosa,18.0,250.0,285,1
p_aedc64dc,kartana,3.0,1.0,285,1
p_f39da835,guzzlord,55.0,8880.0,285,1
p_f838f141,kricketune,10.0,255.0,134,1
p_1f98e775,shinx,5.0,95.0,53,1
p_771027c5,ranpardos,16.0,,173,1
p_c05131a8,kricketot,3.0,22.0,39,1
p_059591c0,sin:stea,1.0,2.0,62,1
p_75142d8c,roserade,9.0,145.0,258,1
p_fe345963,luxio,9.0,305.0,127,1
p_98f45114,luxray,14.0,420.0,262,1
p_6fb62a10,cranidos,9.0,315.0,70,1
p_640119b2,rampardos,16.0,1025.0,173,1
p_79352fb5,golem-aoooa,17.0,,223,0
p_cdaac739,guloin,4.0,103.0,60,1
p_deb2713a,kulpin,4.0,103.0,60,1
p_67419f50,gourgeist-small,7.0,95.0,173,0
p_6b5791ff,gourgeist-large,11.0,140.0,173,0
p_c6d2686d,houndour,6.0,108.0,66,1
p_2eff5b16,venusaur-mega,24.0,1555.0,281,0
p_7fae587d,charizard-mega-x,17.0,1105.0,285,0
p_c444bf6a,charizard-mega-y,17.0,1005.0,285,0
p_55021023,blastoise-mega,16.0,1011.0,284,0
p_1911b151,alakazam-mega,12.0,480.0,270,0
p_e262c488,gengar-mega,14.0,405.0,270,0
p_5ac75991,remoraid,6.0,120.0,60,1
p_b8a38b86,swinub,4.0,65.0,50,1
p_f5f5b29a,piloswine,11.0,558.0,158,1
p_8fec0fe1,mantine,21.0,2200.0,170,1
p_8321c77e,skarmory,17.0,505.0,163,1
p_9d4497e0,octillery,9.0,285.0,168,1
p_91d7b50b,delibird,9.0,160.0,116,1
p_78dfb4bb,eeuee,,65.0,65,1
p_9735c679,vinzion,20.0,,290,1
p_cb23c445,virizi0n,20.0,2000.0,290,1
p_01550fd1,goomv,3.0,28.0,60,1
p_4f24813c,karraplazt,5.0,59.0,63,1
p_63340b47,minior-1>l8e,3.0,3.0,175,0
p_8e4b414e,minior-biue,3.0,,175,0
p_fed79c83,carvanha,8.0,208.0,61,1
p_c1b58d82,sharpedo,18.0,888.0,161,1
p_31555270,gulpin,4.0,103.0,60,1
p_7a2cf64f,swalot,17.0,800.0,163,1
p_1209a97f,illumise,6.0,177.0,151,1
p_519dbe3c,roselia,3.0,20.0,140,1
p_5ec2a6cf,minun,4.0,42.0,142,1
p_8b95902f,volbeat,7.0,177.0,151,1
p_8c338966,manectric,15.0,402.0,166,1
p_58ff1531,plusle,4.0,42.0,142,1
p_aacf7a04,flareon,9.0,250.0,184,1
p_a4008890,porygon,8.0,365.0,79,1
p_88e5df77,vaporeon,10.0,290.0,184,1
p_e831f4fe,jolteon,8.0,245.0,184,1
p_605ef43c,ditto,3.0,40.0,101,1
p_cfebe95d,eevee,3.0,65.0,65,1
p_01437f1d,gyarados,65.0,2350.0,189,1
p_ad806332,lapras,25.0,2200.0,187,1
p_943c6bb6,un0wm,5.0,,118,1
p_2b9356c2,unown,,,118,1
p_6eaef924,mismatius,9.0,,173,1
p_ed238d38,gourgeist-super,17.0,390.0,173,0
p_7fb751fe,omanyte,4.0,75.0,71,1
p_4ddc720a,omastar,10.0,350.0,173,1
p_ceacafed,houndoom,14.0,350.0,175,1
p_52de4e99,corsola,6.0,50.0,144,1
p_ce508a3e,kangaskhan-mega,22.0,1000.0,207,0
p_b16139bb,rotom-vva5h,3.0,,182,0
p_7896fa05,wipinbeol,,64.0,137,1
p_d09efd48,weepinbell,,64.0,137,1
p_70ae4590,drakloak,14.0,,144,1
p_a3edadba,drakbak,14.0,110.0,144,1
