recording,artist_credit
r1705,ac1987
r1706,ac1880
r1707,ac1948
r1708,ac3111
r1709,ac4447
r1710,ac160
r1711,ac4048
r1712,ac1961
r1713,ac472
r1714,ac4144
r1715,ac3874
r1716,ac3874
r1717,ac3874
r1718,ac4311
r1719,ac4585
r1720,ac2056
r1721,ac4585
r1722,ac4585
r1723,ac2877
r1724,ac527
r1725,ac4466
r1726,ac3362
r1727,ac2474
r1728,ac1593
r1729,ac2285
r1730,ac4319
r1731,ac3093
r1732,ac1234
r1733,ac510
r1734,ac2465
r1735,ac1374
r1736,ac3945
r1737,ac928
r1738,ac3730
r1739,ac86
r1740,ac1541
r1741,ac784
r1742,ac1605
r1743,ac1417
r1744,ac1415
r1745,ac2257
r1746,ac3661
r1747,ac1258
r1748,ac415
r1749,ac3958
r1750,ac473
r1751,ac1242
r1752,ac3629
r1753,ac1326
r1754,ac3989
r1755,ac1196
r1756,ac3089
r1757,ac1279
r1758,ac408
r1759,ac2099
r1760,ac2063
r1761,ac3346
r1762,ac2148
r1763,ac94
r1764,ac3346
r1765,ac4561
r1766,ac2474
r1767,ac250
r1768,ac1241
r1769,ac1319
r1770,ac1927
r1771,ac470
r1772,ac2271
r1773,ac2531
r1774,ac4561
r1775,ac949
r1776,ac2770
r1777,ac3421
r1778,ac4006
r1779,ac1084
r1780,ac1840
r1781,ac3886
r1782,ac207
r1783,ac935
r1784,ac1224
r1785,ac3241
r1786,ac3241
r1787,ac1516
r1788,ac2507
r1789,ac4409
r1790,ac2936
r1791,ac2997
r1792,ac39
r1793,ac2831
r1794,ac1602
r1795,ac4298
r1796,ac339
r1797,ac86
r1798,ac679
r1799,ac2566
r1800,ac2138
r1801,ac4524
r1802,ac2619
r1803,ac773
r1804,ac1569
r1805,ac2039
r1806,ac557
r1807,ac1426
r1808,ac4175
r1809,ac3266
r1810,ac2960
r1811,ac3312
r1812,ac504
r1813,ac2272
r1814,ac1038
r1815,ac4073
r1816,ac2039
r1817,ac1553
r1818,ac2434
r1819,ac857
r1820,ac2282
r1821,ac1398
r1822,ac3991
r1823,ac534
r1824,ac2707
r1825,ac3390
r1826,ac3342
r1827,ac365
r1828,ac3108
r1829,ac1939
r1830,ac2451
r1831,ac2266
r1832,ac684
r1833,ac103
r1834,ac103
r1835,ac4056
r1836,ac3639
r1837,ac3233
r1838,ac489
r1839,ac66
r1840,ac3435
r1841,ac2056
r1842,ac35
r1843,ac3298
r1844,ac2494
r1845,ac897
r1846,ac4329
r1847,ac417
r1848,ac1107
r1849,ac2513
r1850,ac440
r1851,ac1832
r1852,ac2763
r1853,ac3464
r1854,ac4494
r1855,ac1189
r1856,ac2298
r1857,ac2298
r1858,ac894
r1859,ac2841
r1860,ac4230
r1861,ac3752
r1862,ac927
r1863,ac3104
r1864,ac1903
r1865,ac184
r1866,ac658
r1867,ac1284
r1868,ac107
r1869,ac2624
r1870,ac902
r1871,ac1355
r1872,ac2560
r1873,ac578
r1874,ac1504
r1875,ac450
r1876,ac1743
r1877,ac970
r1878,ac1468
r1879,ac2818
r1880,ac3414
r1881,ac4517
r1882,ac3929
r1883,ac1538
r1884,ac3481
r1885,ac533
r1886,ac2219
r1887,ac1399
r1888,ac3035
r1889,ac968
r1890,ac3191
r1891,ac124
r1892,ac4101
r1893,ac3231
r1894,ac3208
r1895,ac3566
r1896,ac3515
r1897,ac2485
r1898,ac2156
r1899,ac1810
r1900,ac3678
r1901,ac561
r1902,ac1070
r1903,ac2800
r1904,ac4426
r1905,ac1758
r1906,ac158
r1907,ac377
r1908,ac2008
r1909,ac443
r1910,ac902
r1911,ac1553
r1912,ac2437
r1913,ac1211
r1914,ac4226
r1915,ac4068
r1916,ac2364
r1917,ac3202
r1918,ac3852
r1919,ac4461
r1920,ac4112
r1921,ac2309
r1922,ac3906
r1923,ac2852
r1924,ac3221
r1925,ac3221
r1926,ac2709
r1927,ac21
r1928,ac4052
r1929,ac4069
r1930,ac738
r1931,ac3770
r1932,ac4606
r1933,ac4094
r1934,ac923
r1935,ac848
r1936,ac1033
r1937,ac1567
r1938,ac193
r1939,ac2146
r1940,ac4481
r1941,ac739
r1942,ac2438
r1943,ac3337
r1944,ac3337
r1945,ac238
r1946,ac2844
r1947,ac1674
r1948,ac2895
r1949,ac1182
r1950,ac4474
r1951,ac312
r1952,ac2144
r1953,ac2018
r1954,ac3883
r1955,ac2353
r1956,ac2189
r1957,ac4510
r1958,ac2637
r1959,ac2258
r1960,ac1218
r1961,ac3425
r1962,ac2205
r1963,ac2517
r1964,ac2732
r1965,ac4218
r1966,ac2602
r1967,ac3938
r1968,ac3427
r1969,ac1324
r1970,ac3344
r1971,ac1698
r1972,ac3344
r1973,ac1931
r1974,ac1109
r1975,ac3365
r1976,ac1891
r1977,ac3527
r1978,ac2525
r1979,ac2511
r1980,ac4519
r1981,ac3509
r1982,ac2078
r1983,ac1667
r1984,ac4202
r1985,ac2505
r1986,ac1779
r1987,ac3474
r1988,ac794
r1989,ac2927
r1990,ac466
r1991,ac2513
r1992,ac2513
r1993,ac3346
r1994,ac2672
r1995,ac2429
r1996,ac1087
r1997,ac943
r1998,ac4575
r1999,ac2659
r2000,ac4264
r2001,ac1816
r2002,ac1230
r2003,ac2064
r2004,ac2845
r2005,ac1884
r2006,ac4394
r2007,ac1159
r2008,ac1260
r2009,ac1465
r2010,ac3398
r2011,ac4230
r2012,ac3398
r2013,ac2909
r2014,ac997
r2015,ac613
r2016,ac2034
r2017,ac403
r2018,ac3254
r2019,ac2151
r2020,ac2539
r2021,ac1376
r2022,ac2235
r2023,ac1757
r2024,ac3136
r2025,ac3388
r2026,ac1593
r2027,ac3240
r2028,ac2039
r2029,ac1066
r2030,ac4449
r2031,ac2758
r2032,ac3076
r2033,ac4516
r2034,ac2039
r2035,ac2758
r2036,ac618
r2037,ac1777
r2038,ac2518
r2039,ac4523
r2040,ac2162
r2041,ac1617
r2042,ac1041
r2043,ac1521
r2044,ac551
r2045,ac2556
r2046,ac925
r2047,ac1844
r2048,ac239
r2049,ac1402
r2050,ac1394
r2051,ac4028
r2052,ac4028
r2053,ac1041
r2054,ac2340
r2055,ac3618
r2056,ac361
r2057,ac2210
r2058,ac971
r2059,ac485
r2060,ac132
r2061,ac2102
r2062,ac452
r2063,ac4276
r2064,ac4213
r2065,ac3122
r2066,ac684
r2067,ac4349
r2068,ac4499
r2069,ac1505
r2070,ac863
r2071,ac3471
r2072,ac4471
r2073,ac2850
r2074,ac1186
r2075,ac4613
r2076,ac414
r2077,ac2476
r2078,ac3660
r2079,ac4207
r2080,ac3302
r2081,ac614
r2082,ac1989
r2083,ac4490
r2084,ac943
r2085,ac407
r2086,ac1425
r2087,ac337
r2088,ac3735
r2089,ac1583
r2090,ac428
r2091,ac3662
r2092,ac3123
r2093,ac4508
r2094,ac1197
r2095,ac345
r2096,ac3814
r2097,ac1197
r2098,ac326
r2099,ac326
r2100,ac3099
r2101,ac34
r2102,ac1315
r2103,ac1797
r2104,ac2742
r2105,ac4346
r2106,ac1413
r2107,ac1549
r2108,ac2849
r2109,ac256
r2110,ac4549
r2111,ac4264
r2112,ac3436
r2113,ac1425
r2114,ac3364
r2115,ac4372
r2116,ac2126
r2117,ac4167
r2118,ac4197
r2119,ac2149
r2120,ac1804
r2121,ac1975
r2122,ac3246
r2123,ac2174
r2124,ac2736
r2125,ac693
r2126,ac805
r2127,ac3069
r2128,ac4236
r2129,ac1064
r2130,ac3205
r2131,ac267
r2132,ac3203
r2133,ac983
r2134,ac2267
r2135,ac3153
r2136,ac1664
r2137,ac584
r2138,ac3808
r2139,ac2815
r2140,ac1171
r2141,ac3937
r2142,ac3619
r2143,ac148
r2144,ac4093
r2145,ac3262
r2146,ac939
r2147,ac564
r2148,ac3592
r2149,ac4311
r2150,ac4148
r2151,ac4339
r2152,ac1919
r2153,ac1705
r2154,ac2276
r2155,ac1246
r2156,ac1839
r2157,ac1234
r2158,ac1621
r2159,ac3504
r2160,ac1099
r2161,ac3841
r2162,ac4541
r2163,ac1397
r2164,ac4335
r2165,ac2696
r2166,ac807
r2167,ac1537
r2168,ac2630
r2169,ac1243
r2170,ac4081
r2171,ac2556
r2172,ac1685
r2173,ac1685
r2174,ac334
r2175,ac2363
r2176,ac2049
r2177,ac2901
r2178,ac3279
r2179,ac445
r2180,ac445
r2181,ac1645
r2182,ac820
r2183,ac3381
r2184,ac498
r2185,ac1424
r2186,ac2940
r2187,ac1515
r2188,ac3637
r2189,ac2587
r2190,ac4182
r2191,ac3212
r2192,ac3480
r2193,ac3045
r2194,ac149
r2195,ac3045
r2196,ac3836
r2197,ac3906
r2198,ac3906
r2199,ac3906
r2200,ac2079
r2201,ac1291
r2202,ac1811
r2203,ac1706
r2204,ac2041
r2205,ac1265
r2206,ac4219
r2207,ac4444
r2208,ac2445
r2209,ac4458
r2210,ac654
r2211,ac645
r2212,ac1545
r2213,ac3325
r2214,ac930
r2215,ac893
r2216,ac114
r2217,ac1986
r2218,ac812
r2219,ac410
r2220,ac3823
r2221,ac2375
r2222,ac3721
r2223,ac4451
r2224,ac1224
r2225,ac63
r2226,ac2035
r2227,ac280
r2228,ac4367
r2229,ac4078
r2230,ac3607
r2231,ac1499
r2232,ac2853
r2233,ac2384
r2234,ac2214
r2235,ac2543
r2236,ac4488
r2237,ac2360
r2238,ac2360
r2239,ac2817
r2240,ac301
r2241,ac3762
r2242,ac1734
r2243,ac967
r2244,ac2218
r2245,ac161
r2246,ac205
r2247,ac678
r2248,ac1891
r2249,ac614
r2250,ac4378
r2251,ac3583
r2252,ac444
r2253,ac1882
r2254,ac1882
r2255,ac1882
r2256,ac537
r2257,ac3936
r2258,ac4185
r2259,ac1908
r2260,ac1375
r2261,ac3542
r2262,ac3542
r2263,ac574
r2264,ac2546
r2265,ac2808
r2266,ac1868
r2267,ac1086
r2268,ac809
r2269,ac1882
r2270,ac2072
r2271,ac2874
r2272,ac735
r2273,ac851
r2274,ac4559
r2275,ac698
r2276,ac698
r2277,ac4041
r2278,ac3845
r2279,ac4283
r2280,ac2456
r2281,ac3585
r2282,ac1810
r2283,ac1459
r2284,ac3255
r2285,ac1316
r2286,ac1101
r2287,ac3293
r2288,ac4561
r2289,ac4599
r2290,ac1153
r2291,ac1584
r2292,ac938
r2293,ac2897
r2294,ac2516
r2295,ac3771
r2296,ac131
r2297,ac4132
r2298,ac2691
r2299,ac3754
r2300,ac3836
r2301,ac3641
r2302,ac3893
r2303,ac4545
r2304,ac2720
r2305,ac2569
r2306,ac2476
r2307,ac4234
r2308,ac34
r2309,ac2585
r2310,ac1266
r2311,ac2993
r2312,ac3529
r2313,ac1150
r2314,ac3304
r2315,ac2918
r2316,ac3790
r2317,ac1692
r2318,ac3650
r2319,ac909
r2320,ac3311
r2321,ac924
r2322,ac4056
r2323,ac1957
r2324,ac2450
r2325,ac2641
r2326,ac4005
r2327,ac2155
r2328,ac3775
r2329,ac1997
r2330,ac2006
r2331,ac1548
r2332,ac2850
r2333,ac3479
r2334,ac2021
r2335,ac1239
r2336,ac2736
r2337,ac3110
r2338,ac1278
r2339,ac1566
r2340,ac2812
r2341,ac1012
r2342,ac1012
r2343,ac734
r2344,ac880
r2345,ac631
r2346,ac1498
r2347,ac3502
r2348,ac487
r2349,ac172
r2350,ac4025
r2351,ac4025
r2352,ac3346
r2353,ac1028
r2354,ac3511
r2355,ac1734
r2356,ac4168
r2357,ac1890
r2358,ac4104
r2359,ac2419
r2360,ac3389
r2361,ac3418
r2362,ac4597
r2363,ac4261
r2364,ac2458
r2365,ac3702
r2366,ac2458
r2367,ac2573
r2368,ac1286
r2369,ac1286
r2370,ac1530
r2371,ac4076
r2372,ac1021
r2373,ac3768
r2374,ac3086
r2375,ac1526
r2376,ac2269
r2377,ac138
r2378,ac2076
r2379,ac2203
r2380,ac291
r2381,ac1308
r2382,ac3086
r2383,ac1483
r2384,ac1919
r2385,ac3346
r2386,ac4336
r2387,ac3456
r2388,ac1556
r2389,ac1965
r2390,ac4164
r2391,ac2106
r2392,ac2051
r2393,ac84
r2394,ac3882
r2395,ac1162
r2396,ac3038
r2397,ac3241
r2398,ac3557
r2399,ac4434
r2400,ac2846
r2401,ac1496
r2402,ac3256
r2403,ac3913
r2404,ac2237
r2405,ac3283
r2406,ac2347
r2407,ac3714
r2408,ac700
r2409,ac4324
r2410,ac778
r2411,ac2913
r2412,ac3975
r2413,ac1919
r2414,ac920
r2415,ac4620
r2416,ac898
r2417,ac2828
r2418,ac1022
r2419,ac3860
r2420,ac1375
r2421,ac665
r2422,ac3147
r2423,ac2110
r2424,ac1867
r2425,ac3976
r2426,ac4131
r2427,ac3226
r2428,ac3288
r2429,ac4258
r2430,ac551
r2431,ac4381
r2432,ac2331
r2433,ac304
r2434,ac554
r2435,ac1731
r2436,ac4562
r2437,ac3967
r2438,ac500
r2439,ac3219
r2440,ac103
r2441,ac9
r2442,ac3029
r2443,ac4121
r2444,ac344
r2445,ac1366
r2446,ac2305
r2447,ac1631
r2448,ac3899
r2449,ac3306
r2450,ac108
r2451,ac3471
r2452,ac2642
r2453,ac2700
r2454,ac362
r2455,ac1937
r2456,ac1366
r2457,ac500
r2458,ac3243
r2459,ac3243
r2460,ac364
r2461,ac4516
r2462,ac2558
r2463,ac881
r2464,ac1557
r2465,ac3696
r2466,ac2101
r2467,ac672
r2468,ac2862
r2469,ac2773
r2470,ac1086
r2471,ac717
r2472,ac1311
r2473,ac3258
r2474,ac2470
r2475,ac664
r2476,ac1206
r2477,ac896
r2478,ac2267
r2479,ac2594
r2480,ac4614
r2481,ac107
r2482,ac4297
r2483,ac4529
r2484,ac746
r2485,ac1200
r2486,ac1660
r2487,ac761
r2488,ac2272
r2489,ac1100
r2490,ac1090
r2491,ac4312
r2492,ac64
r2493,ac3701
r2494,ac14
r2495,ac64
r2496,ac658
r2497,ac658
r2498,ac4150
r2499,ac2577
r2500,ac1304
r2501,ac1304
r2502,ac3517
r2503,ac679
r2504,ac2876
r2505,ac4422
r2506,ac3581
r2507,ac1962
r2508,ac4021
r2509,ac1358
r2510,ac1681
r2511,ac4186
r2512,ac1864
r2513,ac2321
r2514,ac3361
r2515,ac1434
r2516,ac3400
r2517,ac4454
r2518,ac2130
r2519,ac1408
r2520,ac4261
r2521,ac2322
r2522,ac1210
r2523,ac2054
r2524,ac3894
r2525,ac3516
r2526,ac1085
r2527,ac157
r2528,ac3338
r2529,ac2757
r2530,ac3783
r2531,ac2667
r2532,ac4107
r2533,ac125
r2534,ac3131
r2535,ac4029
r2536,ac3831
r2537,ac1462
r2538,ac4196
r2539,ac4337
r2540,ac3828
r2541,ac1279
r2542,ac1368
r2543,ac3518
r2544,ac1441
r2545,ac3182
r2546,ac3744
r2547,ac3033
r2548,ac2880
r2549,ac723
r2550,ac1277
r2551,ac405
r2552,ac107
r2553,ac3217
r2554,ac2345
r2555,ac2819
r2556,ac1793
r2557,ac693
r2558,ac309
r2559,ac1443
r2560,ac4561
r2561,ac3789
r2562,ac2591
r2563,ac1945
r2564,ac395
r2565,ac3999
r2566,ac3045
r2567,ac982
r2568,ac2542
r2569,ac3369
r2570,ac3071
r2571,ac4341
r2572,ac2704
r2573,ac2261
r2574,ac289
r2575,ac37
r2576,ac1650
r2577,ac3921
r2578,ac1635
r2579,ac3980
r2580,ac4564
r2581,ac3494
r2582,ac2279
r2583,ac1043
r2584,ac3064
r2585,ac3006
r2586,ac2291
r2587,ac3572
r2588,ac3272
r2589,ac3709
r2590,ac2801
r2591,ac2199
r2592,ac4078
r2593,ac926
r2594,ac2711
r2595,ac3433
r2596,ac2671
r2597,ac2152
r2598,ac1975
r2599,ac681
r2600,ac3578
r2601,ac906
r2602,ac2540
r2603,ac2032
r2604,ac617
r2605,ac4551
r2606,ac3031
r2607,ac2215
r2608,ac2329
r2609,ac3775
r2610,ac376
r2611,ac517
r2612,ac162
r2613,ac3149
r2614,ac3949
r2615,ac816
r2616,ac4403
r2617,ac4180
r2618,ac4180
r2619,ac3260
r2620,ac597
r2621,ac1363
r2622,ac2856
r2623,ac1699
r2624,ac2605
r2625,ac2599
r2626,ac1494
r2627,ac387
r2628,ac223
r2629,ac3818
r2630,ac3124
r2631,ac2598
r2632,ac2672
r2633,ac2672
r2634,ac4360
r2635,ac889
r2636,ac1690
r2637,ac3337
r2638,ac4058
r2639,ac1565
r2640,ac3571
r2641,ac1786
r2642,ac330
r2643,ac2158
r2644,ac438
r2645,ac2604
r2646,ac568
r2647,ac3536
r2648,ac1786
r2649,ac1037
r2650,ac3207
r2651,ac1611
r2652,ac668
r2653,ac2369
r2654,ac2419
r2655,ac2475
r2656,ac2777
r2657,ac4567
r2658,ac4567
r2659,ac1226
r2660,ac968
r2661,ac3155
r2662,ac963
r2663,ac4195
r2664,ac3120
r2665,ac2678
r2666,ac3120
r2667,ac3090
r2668,ac91
r2669,ac2414
r2670,ac305
r2671,ac1778
r2672,ac1123
r2673,ac2914
r2674,ac3027
r2675,ac3728
r2676,ac4406
r2677,ac62
r2678,ac1063
r2679,ac626
r2680,ac1961
r2681,ac418
r2682,ac418
r2683,ac1810
r2684,ac3839
r2685,ac3851
r2686,ac820
r2687,ac2376
r2688,ac1197
r2689,ac278
r2690,ac26
r2691,ac844
r2692,ac331
r2693,ac3791
r2694,ac830
r2695,ac1006
r2696,ac3109
r2697,ac4623
r2698,ac328
r2699,ac3328
r2700,ac3075
r2701,ac1593
r2702,ac2443
r2703,ac3588
r2704,ac4382
r2705,ac2408
r2706,ac999
r2707,ac4628
r2708,ac4087
r2709,ac2154
r2710,ac3282
r2711,ac3868
r2712,ac3573
r2713,ac2543
r2714,ac4072
r2715,ac1336
r2716,ac2357
r2717,ac871
r2718,ac825
r2719,ac4133
r2720,ac736
r2721,ac348
r2722,ac4318
r2723,ac3346
r2724,ac2540
r2725,ac1327
r2726,ac4294
r2727,ac376
r2728,ac2583
r2729,ac562
r2730,ac3528
r2731,ac1715
r2732,ac3399
r2733,ac3001
r2734,ac3260
r2735,ac574
r2736,ac2270
r2737,ac3214
r2738,ac2190
r2739,ac4288
r2740,ac4127
r2741,ac1901
r2742,ac1504
r2743,ac2498
r2744,ac1982
r2745,ac1982
r2746,ac352
r2747,ac962
r2748,ac2606
r2749,ac3499
r2750,ac1149
r2751,ac4128
r2752,ac620
r2753,ac314
r2754,ac171
r2755,ac2386
r2756,ac4170
r2757,ac3075
r2758,ac2046
r2759,ac1126
r2760,ac1941
r2761,ac624
r2762,ac1328
r2763,ac1333
r2764,ac1832
r2765,ac3064
r2766,ac3807
r2767,ac1820
r2768,ac1864
r2769,ac4434
r2770,ac1591
r2771,ac2467
r2772,ac593
r2773,ac4607
r2774,ac3236
r2775,ac1043
r2776,ac3195
r2777,ac989
r2778,ac687
r2779,ac3173
r2780,ac3782
r2781,ac2280
r2782,ac1460
r2783,ac677
r2784,ac3333
r2785,ac1871
r2786,ac3527
r2787,ac1205
r2788,ac1828
r2789,ac4118
r2790,ac464
r2791,ac3952
r2792,ac1856
r2793,ac2984
r2794,ac1664
r2795,ac51
r2796,ac1785
r2797,ac2703
r2798,ac1117
r2799,ac4349
r2800,ac1007
r2801,ac2347
r2802,ac82
r2803,ac913
r2804,ac2890
r2805,ac4103
r2806,ac1850
r2807,ac4338
r2808,ac2770
r2809,ac1801
r2810,ac1733
r2811,ac1673
r2812,ac4411
r2813,ac3367
r2814,ac885
r2815,ac1594
r2816,ac1594
r2817,ac4463
r2818,ac3809
r2819,ac3809
r2820,ac2562
r2821,ac1543
r2822,ac2276
r2823,ac1604
r2824,ac1276
r2825,ac4106
r2826,ac1299
r2827,ac1278
r2828,ac1468
r2829,ac1191
r2830,ac1304
r2831,ac3312
r2832,ac2631
r2833,ac4516
r2834,ac715
r2835,ac2477
r2836,ac3753
r2837,ac4161
r2838,ac3554
r2839,ac4627
r2840,ac4358
r2841,ac1558
r2842,ac3550
r2843,ac3620
r2844,ac3123
r2845,ac3123
r2846,ac4048
r2847,ac3103
r2848,ac78
r2849,ac668
r2850,ac418
r2851,ac3468
r2852,ac3107
r2853,ac3115
r2854,ac930
r2855,ac77
r2856,ac668
r2857,ac4137
r2858,ac1109
r2859,ac1491
r2860,ac3866
r2861,ac3000
r2862,ac3214
r2863,ac521
r2864,ac1208
r2865,ac4532
r2866,ac158
r2867,ac1109
r2868,ac1082
r2869,ac2735
r2870,ac3514
r2871,ac3514
r2872,ac430
r2873,ac3215
r2874,ac3613
r2875,ac2203
r2876,ac2785
r2877,ac3555
r2878,ac3346
r2879,ac4322
r2880,ac895
r2881,ac2802
r2882,ac4477
r2883,ac203
r2884,ac3968
r2885,ac2777
r2886,ac4386
r2887,ac2286
r2888,ac2264
r2889,ac3802
r2890,ac2777
r2891,ac1295
r2892,ac2727
r2893,ac815
r2894,ac4572
r2895,ac3774
r2896,ac834
r2897,ac1738
r2898,ac1507
r2899,ac3677
r2900,ac1696
r2901,ac1519
r2902,ac3167
r2903,ac4020
r2904,ac4372
r2905,ac2901
r2906,ac4308
r2907,ac1766
r2908,ac4482
r2909,ac324
r2910,ac146
r2911,ac3674
r2912,ac3214
r2913,ac1825
r2914,ac1187
r2915,ac738
r2916,ac83
r2917,ac3110
r2918,ac2427
r2919,ac2202
r2920,ac2573
r2921,ac3059
r2922,ac1575
r2923,ac3365
r2924,ac3464
r2925,ac4131
r2926,ac16
r2927,ac2185
r2928,ac175
r2929,ac1834
r2930,ac2157
r2931,ac1499
r2932,ac402
r2933,ac1864
r2934,ac3750
r2935,ac1187
r2936,ac1043
r2937,ac969
r2938,ac811
r2939,ac1769
r2940,ac53
r2941,ac903
r2942,ac212
r2943,ac2228
r2944,ac4325
r2945,ac4333
r2946,ac556
r2947,ac2901
r2948,ac4077
r2949,ac2458
r2950,ac1193
r2951,ac2111
r2952,ac9
r2953,ac2380
r2954,ac2012
r2955,ac1768
r2956,ac3129
r2957,ac2055
r2958,ac1297
r2959,ac736
r2960,ac76
r2961,ac1313
r2962,ac801
r2963,ac924
r2964,ac4093
r2965,ac3601
r2966,ac653
r2967,ac1389
r2968,ac3460
r2969,ac3822
r2970,ac2815
r2971,ac1323
r2972,ac730
r2973,ac4352
r2974,ac2837
r2975,ac805
r2976,ac1281
r2977,ac2202
r2978,ac418
r2979,ac1669
r2980,ac2166
r2981,ac1963
r2982,ac718
r2983,ac1874
r2984,ac3079
r2985,ac3346
r2986,ac40
r2987,ac4257
r2988,ac1251
r2989,ac3346
r2990,ac3602
r2991,ac1766
r2992,ac3442
r2993,ac258
r2994,ac1745
r2995,ac3616
r2996,ac3217
r2997,ac824
r2998,ac2694
r2999,ac4099
r3000,ac2897
r3001,ac30
r3002,ac3240
r3003,ac845
r3004,ac1653
r3005,ac3212
r3006,ac299
r3007,ac4091
r3008,ac4606
r3009,ac1651
r3010,ac2791
r3011,ac739
r3012,ac3870
r3013,ac1489
r3014,ac4473
r3015,ac111
r3016,ac1238
r3017,ac3732
r3018,ac3208
r3019,ac3264
r3020,ac2783
r3021,ac369
r3022,ac3937
r3023,ac4354
r3024,ac3274
r3025,ac723
r3026,ac826
r3027,ac4140
r3028,ac58
r3029,ac1829
r3030,ac2568
r3031,ac1651
r3032,ac3002
r3033,ac3543
r3034,ac3002
r3035,ac3092
r3036,ac1438
r3037,ac1438
r3038,ac1335
r3039,ac1305
r3040,ac3032
r3041,ac1744
r3042,ac4509
r3043,ac3570
r3044,ac4156
r3045,ac4231
r3046,ac1497
r3047,ac3212
r3048,ac3468
r3049,ac3736
r3050,ac2851
r3051,ac424
r3052,ac424
r3053,ac2744
r3054,ac3601
r3055,ac1504
r3056,ac2234
r3057,ac2592
r3058,ac2493
r3059,ac2692
r3060,ac465
r3061,ac1633
r3062,ac181
r3063,ac2440
r3064,ac3318
r3065,ac1096
r3066,ac4115
r3067,ac4156
r3068,ac1366
r3069,ac629
r3070,ac760
r3071,ac1709
r3072,ac1788
r3073,ac4054
r3074,ac892
r3075,ac3370
r3076,ac2208
r3077,ac968
r3078,ac2469
r3079,ac732
r3080,ac454
r3081,ac3434
r3082,ac3509
r3083,ac2738
r3084,ac2738
r3085,ac159
r3086,ac3408
r3087,ac4426
r3088,ac3277
r3089,ac1032
r3090,ac3395
r3091,ac1663
r3092,ac1129
r3093,ac2481
r3094,ac1910
r3095,ac2212
r3096,ac154
r3097,ac2238
r3098,ac3094
r3099,ac3947
r3100,ac3349
r3101,ac2358
r3102,ac3453
r3103,ac490
r3104,ac4165
r3105,ac2147
r3106,ac439
r3107,ac542
r3108,ac2644
r3109,ac3586
r3110,ac2303
r3111,ac3238
r3112,ac3405
r3113,ac3900
r3114,ac1004
r3115,ac2003
r3116,ac1953
r3117,ac4221
r3118,ac1866
r3119,ac2335
r3120,ac3637
r3121,ac1649
r3122,ac3535
r3123,ac120
r3124,ac23
r3125,ac3341
r3126,ac22
r3127,ac1782
r3128,ac902
r3129,ac794
r3130,ac3341
r3131,ac355
r3132,ac1894
r3133,ac1554
r3134,ac2783
r3135,ac2004
r3136,ac3526
r3137,ac1616
r3138,ac3029
r3139,ac1065
r3140,ac2690
r3141,ac723
r3142,ac2522
r3143,ac2774
r3144,ac823
r3145,ac1294
r3146,ac3699
r3147,ac4602
r3148,ac1588
r3149,ac4298
r3150,ac2699
r3151,ac2487
r3152,ac3785
r3153,ac1810
r3154,ac3725
r3155,ac4504
r3156,ac2033
r3157,ac2303
r3158,ac2956
r3159,ac319
r3160,ac4042
r3161,ac3394
r3162,ac808
r3163,ac2061
r3164,ac6
r3165,ac4576
r3166,ac3762
r3167,ac1083
r3168,ac657
r3169,ac2795
r3170,ac2068
r3171,ac2926
r3172,ac1702
r3173,ac4357
r3174,ac2343
r3175,ac4239
r3176,ac1876
r3177,ac4138
r3178,ac2150
r3179,ac317
r3180,ac2341
r3181,ac1895
r3182,ac4017
r3183,ac166
r3184,ac4560
r3185,ac608
r3186,ac2196
r3187,ac1139
r3188,ac2650
r3189,ac2709
r3190,ac4385
r3191,ac1814
r3192,ac1786
r3193,ac1976
r3194,ac2249
r3195,ac438
r3196,ac4562
r3197,ac3171
r3198,ac3640
r3199,ac1976
r3200,ac3251
r3201,ac1687
r3202,ac1240
r3203,ac2066
r3204,ac2269
r3205,ac1062
r3206,ac1726
r3207,ac3797
r3208,ac3527
r3209,ac1019
r3210,ac3455
r3211,ac1043
r3212,ac3172
r3213,ac4531
r3214,ac2574
r3215,ac3492
r3216,ac2392
r3217,ac874
r3218,ac2673
r3219,ac4285
r3220,ac1007
r3221,ac1007
r3222,ac3782
r3223,ac4285
r3224,ac1078
r3225,ac4249
r3226,ac1078
r3227,ac3264
r3228,ac469
r3229,ac3646
r3230,ac2287
r3231,ac2293
r3232,ac3549
r3233,ac1267
r3234,ac2112
r3235,ac2983
r3236,ac841
r3237,ac368
r3238,ac2371
r3239,ac2424
r3240,ac3052
r3241,ac834
r3242,ac838
r3243,ac4188
r3244,ac3905
r3245,ac2758
r3246,ac2107
r3247,ac4187
r3248,ac3994
r3249,ac2897
r3250,ac264
r3251,ac1306
r3252,ac2768
r3253,ac614
r3254,ac3371
r3255,ac614
r3256,ac1094
r3257,ac376
r3258,ac1878
r3259,ac4270
r3260,ac905
r3261,ac3664
r3262,ac1569
r3263,ac493
r3264,ac1624
r3265,ac226
r3266,ac3358
r3267,ac2559
r3268,ac3358
r3269,ac1460
r3270,ac1684
r3271,ac2100
r3272,ac893
r3273,ac505
r3274,ac3599
r3275,ac3262
r3276,ac149
r3277,ac149
r3278,ac4567
r3279,ac3165
r3280,ac2141
r3281,ac2141
r3282,ac2898
r3283,ac1351
r3284,ac4381
r3285,ac1548
r3286,ac1548
r3287,ac1810
r3288,ac3487
r3289,ac3959
r3290,ac3959
r3291,ac660
r3292,ac4174
r3293,ac1746
r3294,ac2713
r3295,ac3522
