pokemon,version_group,move,pokemon_move_method,level,order
653,20,m532,4,0,
213,20,m820,4,0,
1309,20,m121,4,0,
430,20,m1027,4,0,
1014,20,m1174,4,0,
257,20,m835,4,0,
1010,20,m88,4,0,
91,20,m385,2,0,
497,20,m463,4,0,
845,20,m835,4,0,
586,20,m84,4,0,
1511,20,m264,4,0,
908,20,m274,4,0,
529,20,m445,4,0,
487,20,m595,1,1,2.0
443,20,m907,4,0,
1608,20,m907,4,0,
1346,20,m161,4,0,
530,20,m42,4,0,
1092,20,m14,3,0,
285,20,m139,1,1,2.0
116,20,m187,1,16,
1581,20,m907,4,0,
72,20,m121,4,0,
273,20,m377,4,0,
971,20,m755,1,1,1.0
1319,20,m273,4,0,
1076,20,m447,4,0,
241,20,m443,1,28,
506,20,m935,4,0,
996,20,m907,4,0,
1202,20,m274,4,0,
1430,20,m1167,2,0,
1213,20,m907,4,0,
1411,20,m665,4,0,
667,20,m289,2,0,
965,20,m1225,4,0,
741,20,m801,1,18,
923,20,m288,4,0,
163,20,m565,1,24,
387,20,m806,4,0,
501,20,m491,4,0,
1431,20,m866,4,0,
518,20,m274,4,0,
1214,20,m961,2,0,
1155,20,m121,4,0,
10,20,m405,4,0,
109,20,m269,1,28,
1328,20,m1037,1,30,
1439,20,m907,4,0,
1430,20,m390,2,0,
1193,20,m1029,4,0,
1443,20,m1111,4,0,
527,20,m900,4,0,
982,20,m842,1,1,2.0
364,20,m125,1,15,
85,20,m839,4,0,
424,20,m824,4,0,
418,20,m269,1,27,
1429,20,m14,3,0,
912,20,m266,1,35,
861,20,m814,4,0,
1151,20,m231,4,0,
256,20,m753,1,24,2.0
4,20,m661,4,0,
1380,20,m84,4,0,
1120,20,m759,4,0,
1510,20,m1027,4,0,
1072,20,m900,1,1,10.0
486,20,m274,4,0,
606,20,m661,4,0,
1443,20,m683,4,0,
769,20,m440,1,24,
861,20,m410,1,44,
1188,20,m121,4,0,
1247,20,m907,4,0,
1320,20,m237,1,1,10.0
125,20,m861,4,0,
1176,20,m1125,1,1,1.0
1415,20,m909,4,0,
1520,20,m135,4,0,
913,20,m1262,4,0,
880,20,m907,4,0,
422,20,m835,4,0,
1361,20,m1104,1,24,
503,20,m77,2,0,
1370,20,m835,1,50,
1144,20,m421,1,28,
364,20,m1181,1,1,6.0
964,20,m1144,4,0,
381,20,m829,4,0,
1031,20,m64,4,0,
1452,20,m1038,1,12,
271,20,m1127,4,0,
1220,20,m101,1,60,
956,20,m158,4,0,
492,20,m222,1,9,
1350,20,m818,4,0,
110,20,m369,1,40,
1419,20,m778,4,0,
1353,20,m491,4,0,
1481,20,m907,4,0,
1252,20,m266,4,0,
982,20,m489,4,0,
103,20,m1026,4,0,
1163,20,m665,4,0,
856,20,m1029,4,0,
1359,20,m1265,1,18,
1267,20,m657,4,0,
155,20,m1236,1,56,
1523,20,m804,1,1,2.0
784,20,m688,1,61,
687,20,m1027,4,0,
757,20,m907,4,0,
833,20,m1029,4,0,
317,20,m419,4,0,
801,20,m656,2,0,
1430,20,m438,1,1,2.0
1302,20,m685,4,0,
1507,20,m95,1,12,
132,20,m909,4,0,
1103,20,m907,4,0,
96,20,m271,4,0,
1418,20,m763,4,0,
1320,20,m1091,1,60,
637,20,m231,1,0,
1543,20,m1237,4,0,
971,20,m250,4,0,
300,20,m419,4,0,
655,20,m863,4,0,
568,20,m95,4,0,
608,20,m447,4,0,
255,20,m1081,1,36,2.0
1526,20,m34,4,0,
1289,20,m375,1,1,16.0
592,20,m447,1,36,
174,20,m447,4,0,
922,20,m985,1,15,
851,20,m835,4,0,
386,20,m322,4,0,
630,20,m900,4,0,
1202,20,m915,1,46,
1374,20,m1230,1,1,1.0
1522,20,m518,1,1,3.0
1233,20,m322,4,0,
476,20,m778,4,0,
1216,20,m1082,4,0,
491,20,m863,4,0,
1093,20,m137,1,1,6.0
664,20,m907,4,0,
1244,20,m900,4,0,
917,20,m598,1,48,
490,20,m909,4,0,
841,20,m41,4,0,
410,20,m1234,1,21,
1176,20,m1148,1,1,3.0
168,20,m559,3,0,
850,20,m1147,1,24,
595,20,m907,4,0,
884,20,m829,4,0,
1343,20,m840,4,0,
876,20,m998,4,0,
1256,20,m446,4,0,
477,20,m824,4,0,
9,20,m1144,4,0,
580,20,m421,1,12,
529,20,m948,4,0,
1320,20,m891,3,0,
903,20,m755,4,0,
862,20,m322,4,0,
1452,20,m683,4,0,
863,20,m828,4,0,
834,20,m759,4,0,
1322,20,m697,1,16,
1237,20,m445,4,0,
1224,20,m370,1,21,
70,20,m458,1,1,2.0
1443,20,m158,4,0,
495,20,m532,4,0,
378,20,m34,4,0,
810,20,m315,1,1,5.0
71,20,m121,4,0,
787,20,m835,4,0,
1542,20,m814,4,0,
963,20,m1147,4,0,
974,20,m907,4,0,
1256,20,m835,1,52,
1256,20,m652,4,0,
731,20,m447,4,0,
249,20,m368,4,0,
1216,20,m66,1,60,
668,20,m521,4,0,
859,20,m1021,4,0,
1376,20,m1225,4,0,
956,20,m63,4,0,
1209,20,m231,4,0,
917,20,m806,4,0,
707,20,m272,4,0,
1355,20,m697,4,0,
303,20,m272,4,0,
155,20,m274,4,0,
875,20,m1111,1,24,
1581,20,m665,4,0,
1205,20,m600,4,0,
1101,20,m108,1,40,
503,20,m22,1,12,
26,20,m746,4,0,
1217,20,m100,2,0,
730,20,m477,4,0,
1314,20,m88,4,0,
1419,20,m412,4,0,
246,20,m536,4,0,
1146,20,m128,4,0,
374,20,m661,4,0,
872,20,m778,4,0,
986,20,m1163,4,0,
1581,20,m82,1,1,3.0
1231,20,m1163,4,0,
1438,20,m495,4,0,
612,20,m591,4,0,
765,20,m484,4,0,
125,20,m128,4,0,
374,20,m907,4,0,
959,20,m243,1,41,
446,20,m759,4,0,
877,20,m158,4,0,
983,20,m1261,4,0,
688,20,m421,4,0,
789,20,m419,4,0,
851,20,m1212,4,0,
1108,20,m405,4,0,
1380,20,m1003,2,0,
83,20,m1215,1,69,
769,20,m461,4,0,
959,20,m161,4,0,
1636,20,m778,4,0,
230,20,m115,4,0,
706,20,m900,4,0,
102,20,m686,4,0,
49,20,m565,1,1,2.0
257,20,m446,4,0,
1199,20,m111,1,24,
620,20,m892,4,0,
481,20,m959,4,0,
1355,20,m565,4,0,
1213,20,m128,4,0,
1233,20,m657,4,0,
827,20,m905,3,0,
1518,20,m187,4,0,
1481,20,m405,4,0,
963,20,m405,4,0,
1294,20,m288,4,0,
1637,20,m915,1,12,
770,20,m139,4,0,
248,20,m536,1,0,
748,20,m907,4,0,
1420,20,m600,4,0,
661,20,m271,4,0,
622,20,m424,4,0,
377,20,m1111,4,0,
1529,20,m949,4,0,
922,20,m128,4,0,
1542,20,m419,4,0,
608,20,m905,3,0,
1260,20,m820,4,0,
101,20,m1174,4,0,
159,20,m512,4,0,
653,20,m785,1,28,
1543,20,m1258,4,0,
173,20,m835,4,0,
1309,20,m518,4,0,
499,20,m561,3,0,
1008,20,m82,4,0,
872,20,m279,2,0,
1002,20,m985,1,1,1.0
505,20,m697,4,0,
878,20,m395,1,1,5.0
124,20,m264,1,56,2.0
1096,20,m451,1,32,
834,20,m322,4,0,
608,20,m905,3,0,
1263,20,m907,4,0,
1318,20,m934,1,18,
908,20,m824,4,0,
856,20,m536,1,44,
1313,20,m434,2,0,
1632,20,m706,1,36,
1176,20,m682,4,0,
1369,20,m272,4,0,
1119,20,m950,1,75,
669,20,m179,4,0,
973,20,m361,4,0,
989,20,m396,1,1,3.0
1337,20,m350,4,0,
1618,20,m158,4,0,
1216,20,m907,4,0,
505,20,m121,4,0,
1615,20,m71,1,1,7.0
1211,20,m687,1,65,
260,20,m421,4,0,
1346,20,m1031,4,0,
626,20,m337,1,1,1.0
1311,20,m1233,1,20,
1095,20,m1053,4,0,
1136,20,m678,2,0,
1224,20,m405,4,0,
1492,20,m1226,2,0,
1620,20,m828,1,1,1.0
476,20,m313,3,0,
809,20,m469,4,0,
825,20,m121,4,0,
1108,20,m319,4,0,
1419,20,m1029,4,0,
762,20,m469,4,0,
968,20,m998,1,64,
1419,20,m1051,4,0,
1519,20,m641,4,0,
1115,20,m266,4,0,
1411,20,m225,4,0,
1290,20,m179,4,0,
1093,20,m438,1,1,4.0
63,20,m264,4,0,
192,20,m839,4,0,
421,20,m820,4,0,
819,20,m808,1,55,
507,20,m250,4,0,
603,20,m1010,4,0,
245,20,m596,1,43,
1297,20,m266,4,0,
658,20,m1255,4,0,
654,20,m1076,4,0,
509,20,m419,4,0,
262,20,m461,4,0,
1618,20,m288,4,0,
994,20,m33,4,0,
131,20,m737,2,0,
654,20,m516,1,40,
618,20,m804,2,0,
1471,20,m322,4,0,
63,20,m1029,4,0,
1509,20,m1148,1,10,
299,20,m1127,4,0,
1319,20,m839,4,0,
1188,20,m499,4,0,
1010,20,m554,4,0,
1517,20,m907,4,0,
985,20,m272,4,0,
117,20,m740,4,0,
1580,20,m1032,4,0,
172,20,m264,4,0,
1102,20,m1027,4,0,
1237,20,m274,1,25,
994,20,m103,1,12,
791,20,m322,4,0,
630,20,m78,4,0,
1357,20,m982,1,66,
792,20,m747,4,0,
20,20,m1147,4,0,
1141,20,m324,4,0,
23,20,m288,4,0,
1313,20,m158,4,0,
1142,20,m1159,1,1,16.0
667,20,m1163,4,0,
121,20,m1021,4,0,
914,20,m419,4,0,
123,20,m88,4,0,
689,20,m1027,4,0,
476,20,m412,4,0,
921,20,m907,4,0,
1439,20,m405,4,0,
1214,20,m398,1,29,
622,20,m401,1,1,2.0
673,20,m490,1,1,2.0
843,20,m239,1,9,
272,20,m424,4,0,
490,20,m277,3,0,
134,20,m271,4,0,
655,20,m905,3,0,
296,20,m905,3,0,
932,20,m820,4,0,
749,20,m1064,1,66,
618,20,m865,4,0,
1410,20,m907,4,0,
331,20,m139,4,0,
1369,20,m447,4,0,
845,20,m900,4,0,
664,20,m697,4,0,
18,20,m266,4,0,
1636,20,m159,4,0,
785,20,m447,4,0,
595,20,m1256,1,35,
214,20,m755,1,14,
892,20,m266,4,0,
879,20,m396,1,1,5.0
421,20,m271,4,0,
1206,20,m1038,1,35,2.0
654,20,m755,4,0,
1544,20,m657,4,0,
621,20,m288,4,0,
109,20,m824,4,0,
887,20,m467,4,0,
926,20,m393,2,0,
1528,20,m1064,1,43,
1229,20,m99,2,0,
1229,20,m30,2,0,
762,20,m266,4,0,
257,20,m353,4,0,
883,20,m1003,2,0,
1347,20,m419,4,0,
990,20,m755,4,0,
369,20,m22,1,10,
1359,20,m1027,4,0,
421,20,m109,4,0,
849,20,m863,4,0,
446,20,m234,1,1,3.0
91,20,m467,4,0,
1415,20,m835,4,0,
1439,20,m419,4,0,
810,20,m78,4,0,
1047,20,m1163,1,50,
69,20,m293,4,0,
802,20,m1029,4,0,
1297,20,m1215,1,69,
1096,20,m288,1,16,
899,20,m225,1,36,
56,20,m445,4,0,
977,20,m755,4,0,
1171,20,m330,1,54,
248,20,m741,4,0,
72,20,m998,4,0,
1311,20,m250,4,0,
799,20,m833,3,0,
1528,20,m948,4,0,
240,20,m685,1,30,
110,20,m1173,4,0,
924,20,m961,1,12,
1008,20,m461,4,0,
135,20,m907,4,0,
787,20,m839,4,0,
428,20,m665,4,0,
993,20,m1236,4,0,
655,20,m14,3,0,
626,20,m1029,4,0,
141,20,m532,4,0,
286,20,m1148,1,1,2.0
1135,20,m532,4,0,
242,20,m1003,1,32,
24,20,m42,4,0,
881,20,m419,4,0,
9,20,m581,4,0,
91,20,m1237,4,0,
122,20,m405,4,0,
1544,20,m165,4,0,
654,20,m91,4,0,
1629,20,m446,4,0,
1314,20,m271,4,0,
842,20,m137,2,0,
612,20,m266,4,0,
875,20,m445,4,0,
1254,20,m1237,1,15,
986,20,m1237,4,0,
1348,20,m77,1,8,
879,20,m351,1,44,
1312,20,m947,4,0,
261,20,m554,1,16,
1154,20,m532,1,20,2.0
814,20,m1125,1,55,
1629,20,m234,1,1,2.0
664,20,m71,1,38,
1188,20,m82,4,0,
1324,20,m212,1,44,
1175,20,m135,4,0,
873,20,m755,4,0,
249,20,m862,1,1,2.0
486,20,m445,4,0,
1237,20,m272,4,0,
881,20,m797,4,0,
281,20,m826,1,12,
1623,20,m697,4,0,
787,20,m158,4,0,
303,20,m905,3,0,
610,20,m285,2,0,
431,20,m319,4,0,
1205,20,m250,4,0,
74,20,m266,4,0,
879,20,m806,4,0,
1198,20,m419,4,0,
689,20,m128,4,0,
1474,20,m395,1,12,
121,20,m1001,1,1,6.0
154,20,m271,4,0,
446,20,m953,4,0,
203,20,m161,4,0,
1548,20,m951,1,4,
968,20,m1144,1,55,
956,20,m1027,4,0,
580,20,m445,4,0,
192,20,m521,4,0,
1234,20,m835,1,32,
120,20,m405,4,0,
372,20,m128,4,0,
1175,20,m412,4,0,
1082,20,m1147,4,0,
270,20,m907,4,0,
730,20,m600,4,0,
1214,20,m499,4,0,
1289,20,m606,4,0,
606,20,m118,3,0,
767,20,m686,4,0,
486,20,m818,4,0,
1246,20,m78,4,0,
490,20,m741,4,0,
257,20,m88,4,0,
81,20,m665,4,0,
489,20,m277,3,0,
20,20,m1131,4,0,
1439,20,m861,4,0,
1392,20,m823,1,5,
509,20,m907,4,0,
240,20,m273,4,0,
344,20,m905,3,0,
984,20,m288,4,0,
1404,20,m1031,4,0,
132,20,m532,4,0,
1226,20,m392,1,40,
154,20,m759,4,0,
1532,20,m535,1,1,3.0
863,20,m982,4,0,
977,20,m606,4,0,
483,20,m421,1,12,
1353,20,m87,4,0,
261,20,m1131,4,0,
103,20,m393,1,24,
949,20,m1131,1,36,
486,20,m446,4,0,
303,20,m478,1,72,
883,20,m557,3,0,
957,20,m158,4,0,
784,20,m470,1,1,4.0
474,20,m741,1,36,
270,20,m1174,4,0,
732,20,m84,4,0,
990,20,m532,4,0,
1416,20,m322,4,0,
851,20,m1063,1,72,
508,20,m673,1,36,
1090,20,m959,4,0,
1204,20,m907,4,0,
1224,20,m864,4,0,
261,20,m459,4,0,
1201,20,m234,2,0,
1009,20,m467,4,0,
1332,20,m1236,4,0,
892,20,m288,4,0,
941,20,m1001,1,20,
1481,20,m1226,2,0,
1009,20,m858,4,0,
374,20,m755,4,0,
1096,20,m532,4,0,
986,20,m1147,4,0,
1125,20,m1185,4,0,
689,20,m820,4,0,
996,20,m337,1,1,2.0
1324,20,m778,4,0,
633,20,m288,4,0,
1076,20,m459,4,0,
878,20,m128,4,0,
622,20,m532,4,0,
365,20,m288,4,0,
977,20,m959,4,0,
159,20,m379,4,0,
89,20,m277,3,0,
122,20,m532,4,0,
1370,20,m446,1,44,
507,20,m815,4,0,
879,20,m266,4,0,
130,20,m1147,4,0,
4,20,m753,1,20,
731,20,m637,1,31,
1126,20,m271,4,0,
39,20,m949,4,0,
1053,20,m1081,4,0,
501,20,m759,4,0,
410,20,m820,4,0,
424,20,m1031,4,0,
977,20,m1025,1,40,
1608,20,m829,4,0,
1210,20,m1029,4,0,
741,20,m250,4,0,
1526,20,m1125,1,42,
918,20,m906,4,0,
526,20,m959,4,0,
255,20,m1010,4,0,
810,20,m235,1,20,
131,20,m820,4,0,
653,20,m272,4,0,
290,20,m94,1,56,
530,20,m828,4,0,
1057,20,m518,1,32,
123,20,m542,1,56,1.0
848,20,m272,4,0,
253,20,m405,4,0,
1545,20,m41,4,0,
1191,20,m91,4,0,
630,20,m1164,1,4,
1550,20,m907,4,0,
982,20,m1163,1,68,
1053,20,m790,2,0,
859,20,m88,4,0,
260,20,m293,4,0,
1486,20,m279,1,20,
1608,20,m322,4,0,
486,20,m84,4,0,
463,20,m814,4,0,
176,20,m448,1,60,
443,20,m1032,4,0,
848,20,m517,2,0,
1229,20,m900,1,15,
261,20,m87,4,0,
470,20,m1043,1,30,
1620,20,m322,4,0,
807,20,m1237,4,0,
568,20,m611,1,1,3.0
125,20,m759,4,0,
630,20,m322,4,0,
1374,20,m78,1,42,
868,20,m30,1,12,
1416,20,m1206,1,8,
1581,20,m322,4,0,
474,20,m1081,4,0,
134,20,m1029,4,0,
381,20,m187,4,0,
1545,20,m1144,4,0,
212,20,m445,4,0,
749,20,m513,4,0,
681,20,m447,4,0,
949,20,m1111,4,0,
1191,20,m606,4,0,
155,20,m377,4,0,
580,20,m1076,1,30,
551,20,m272,4,0,
620,20,m1262,1,28,
490,20,m285,1,8,
443,20,m1006,1,45,
979,20,m909,4,0,
638,20,m288,4,0,
1008,20,m461,4,0,
226,20,m393,1,0,
858,20,m274,1,42,
786,20,m22,4,0,
1287,20,m657,4,0,
1470,20,m447,4,0,
81,20,m139,4,0,
483,20,m288,4,0,
474,20,m284,4,0,
433,20,m1184,1,0,
1329,20,m1237,4,0,
1530,20,m288,4,0,
110,20,m419,4,0,
430,20,m1131,4,0,
116,20,m234,1,12,
1347,20,m121,4,0,
8,20,m789,4,0,
1166,20,m324,4,0,
1550,20,m447,4,0,
123,20,m271,4,0,
1618,20,m438,1,1,1.0
461,20,m234,1,1,4.0
26,20,m467,1,50,
1373,20,m1003,2,0,
616,20,m266,4,0,
409,20,m128,4,0,
286,20,m818,4,0,
1091,20,m565,4,0,
1321,20,m1144,4,0,
1452,20,m264,4,0,
698,20,m1027,4,0,
619,20,m216,4,0,
434,20,m396,1,1,4.0
957,20,m1027,4,0,
792,20,m315,1,35,
1289,20,m350,4,0,
1154,20,m665,4,0,
879,20,m322,4,0,
117,20,m157,1,77,
1219,20,m277,3,0,
1548,20,m1181,1,1,6.0
121,20,m741,4,0,
854,20,m41,1,36,
850,20,m216,4,0,
316,20,m491,1,12,
476,20,m998,4,0,
48,20,m961,2,0,
1095,20,m900,4,0,
480,20,m900,4,0,
621,20,m959,4,0,
245,20,m469,4,0,
1621,20,m445,4,0,
1520,20,m322,4,0,
912,20,m419,4,0,
369,20,m322,4,0,
1374,20,m271,4,0,
1620,20,m458,1,1,4.0
1512,20,m41,1,39,
364,20,m459,4,0,
120,20,m237,1,1,7.0
869,20,m824,1,58,
588,20,m1111,4,0,
889,20,m396,1,10,
491,20,m759,4,0,
1471,20,m271,4,0,
526,20,m907,4,0,
1112,20,m451,1,1,1.0
342,20,m778,4,0,
1214,20,m746,4,0,
430,20,m565,4,0,
1432,20,m778,4,0,
271,20,m1081,4,0,
1201,20,m222,1,9,
924,20,m982,4,0,
69,20,m1163,1,41,
654,20,m778,4,0,
1100,20,m491,4,0,
490,20,m1031,4,0,
470,20,m1044,1,30,
271,20,m78,4,0,
911,20,m288,4,0,
807,20,m835,4,0,
661,20,m1029,4,0,
159,20,m319,1,12,
1430,20,m860,4,0,
480,20,m1032,4,0,
1202,20,m907,4,0,
905,20,m446,4,0,
1230,20,m271,4,0,
320,20,m1111,4,0,
446,20,m1225,4,0,
717,20,m419,4,0,
1619,20,m823,1,12,
1175,20,m682,4,0,
601,20,m269,2,0,
1628,20,m414,1,1,1.0
1337,20,m806,4,0,
1629,20,m1144,4,0,
10,20,m499,4,0,
506,20,m268,2,0,
1328,20,m840,1,39,
344,20,m121,4,0,
1633,20,m953,1,12,
1313,20,m947,4,0,
891,20,m470,4,0,
842,20,m424,4,0,
1458,20,m1131,4,0,
1202,20,m1027,4,0,
568,20,m561,3,0,
637,20,m161,4,0,
154,20,m685,4,0,
97,20,m1147,4,0,
1609,20,m1235,1,1,7.0
1300,20,m662,1,70,
880,20,m88,4,0,
858,20,m431,4,0,
802,20,m640,1,40,
474,20,m793,1,21,
1009,20,m740,4,0,
731,20,m841,1,54,
592,20,m1262,1,4,
1429,20,m532,4,0,
848,20,m1031,4,0,
1542,20,m884,4,0,
1154,20,m353,4,0,
592,20,m1237,4,0,
1267,20,m272,4,0,
1172,20,m458,1,1,9.0
129,20,m759,4,0,
981,20,m866,4,0,
123,20,m1224,4,0,
24,20,m22,4,0,
508,20,m271,4,0,
92,20,m1111,4,0,
849,20,m810,4,0,
813,20,m652,4,0,
1256,20,m1147,4,0,
461,20,m1032,4,0,
1148,20,m1144,4,0,
461,20,m322,4,0,
595,20,m463,4,0,
230,20,m829,4,0,
1387,20,m1029,4,0,
621,20,m1263,2,0,
1383,20,m928,1,32,
1184,20,m243,1,48,
213,20,m446,4,0,
1025,20,m907,4,0,
1531,20,m864,4,0,
211,20,m1144,1,40,
1221,20,m907,4,0,
275,20,m907,4,0,
40,20,m274,4,0,
958,20,m1159,1,60,
1621,20,m1262,4,0,
1518,20,m128,4,0,
1519,20,m812,1,52,
1337,20,m88,4,0,
989,20,m657,4,0,
737,20,m121,4,0,
619,20,m322,4,0,
122,20,m741,4,0,
1090,20,m1053,1,42,
1207,20,m909,4,0,
117,20,m22,4,0,
872,20,m891,3,0,
769,20,m959,4,0,
483,20,m1225,4,0,
963,20,m250,4,0,
1443,20,m789,4,0,
1421,20,m216,4,0,
1253,20,m665,4,0,
1290,20,m187,4,0,
747,20,m322,4,0,
123,20,m121,4,0,
176,20,m955,1,36,
503,20,m109,4,0,
1310,20,m499,4,0,
288,20,m759,4,0,
422,20,m100,2,0,
1213,20,m671,1,1,3.0
531,20,m1236,4,0,
930,20,m740,1,20,
1551,20,m288,4,0,
588,20,m237,2,0,
1320,20,m445,4,0,
1323,20,m158,4,0,
1093,20,m1257,1,34,
1245,20,m288,4,0,
117,20,m683,4,0,
1299,20,m536,4,0,
871,20,m900,4,0,
740,20,m755,4,0,
240,20,m459,4,0,
342,20,m447,4,0,
492,20,m953,4,0,
1175,20,m293,4,0,
1313,20,m309,4,0,
44,20,m835,4,0,
427,20,m121,4,0,
372,20,m1029,4,0,
608,20,m309,4,0,
1534,20,m128,4,0,
714,20,m272,4,0,
632,20,m610,4,0,
977,20,m652,4,0,
1209,20,m1127,4,0,
860,20,m532,4,0,
976,20,m128,4,0,
134,20,m22,4,0,
833,20,m264,4,0,
481,20,m121,4,0,
1229,20,m907,4,0,
619,20,m459,4,0,
1581,20,m82,4,0,
493,20,m495,4,0,
205,20,m1148,1,1,2.0
834,20,m554,4,0,
1265,20,m661,4,0,
851,20,m78,4,0,
1320,20,m322,4,0,
1221,20,m641,4,0,
619,20,m1147,4,0,
1294,20,m159,4,0,
858,20,m955,1,60,
141,20,m234,1,1,2.0
834,20,m563,1,24,
1259,20,m438,1,1,1.0
1540,20,m237,1,1,1.0
486,20,m964,4,0,
1471,20,m470,1,0,
174,20,m652,4,0,
1442,20,m959,4,0,
180,20,m949,1,63,
858,20,m128,4,0,
299,20,m806,4,0,
461,20,m88,4,0,
1085,20,m1003,2,0,
1176,20,m361,4,0,
789,20,m907,4,0,
985,20,m379,4,0,
1350,20,m434,1,36,
1636,20,m662,1,65,
507,20,m158,4,0,
1542,20,m964,4,0,
474,20,m633,1,15,
986,20,m810,4,0,
1165,20,m274,4,0,
959,20,m250,4,0,
1299,20,m662,1,70,
1095,20,m609,1,1,6.0
1522,20,m42,1,25,
469,20,m288,4,0,
926,20,m961,1,12,
619,20,m1059,1,16,
1429,20,m63,4,0,
503,20,m532,4,0,
1213,20,m579,4,0,
689,20,m748,3,0,
26,20,m421,1,30,
1028,20,m495,4,0,
1299,20,m481,3,0,
110,20,m1031,1,36,
787,20,m814,4,0,
1346,20,m139,4,0,
296,20,m1147,4,0,
243,20,m1029,4,0,
1512,20,m1237,4,0,
1314,20,m421,4,0,
24,20,m322,4,0,
884,20,m1236,4,0,
249,20,m1226,1,1,3.0
1214,20,m266,4,0,
11,20,m839,4,0,
1220,20,m288,4,0,
941,20,m820,4,0,
1055,20,m421,4,0,
964,20,m516,4,0,
39,20,m949,4,0,
248,20,m907,4,0,
1580,20,m421,4,0,
12,20,m266,4,0,
580,20,m1076,4,0,
1609,20,m835,4,0,
141,20,m374,1,8,
1452,20,m459,4,0,
530,20,m820,4,0,
608,20,m78,1,24,
875,20,m88,4,0,
262,20,m511,1,1,2.0
241,20,m324,4,0,
654,20,m998,4,0,
1312,20,m686,4,0,
709,20,m246,1,1,2.0
1377,20,m1131,4,0,
587,20,m859,2,0,
1224,20,m746,4,0,
1529,20,m907,4,0,
1636,20,m662,1,65,
108,20,m640,1,44,
1220,20,m961,1,25,
881,20,m789,4,0,
1210,20,m469,1,30,
376,20,m104,1,48,
1332,20,m1215,4,0,
1120,20,m272,4,0,
1015,20,m1026,1,50,
1090,20,m998,4,0,
874,20,m405,4,0,
971,20,m982,4,0,
608,20,m953,4,0,
658,20,m243,1,30,
255,20,m936,4,0,
877,20,m447,4,0,
989,20,m37,4,0,
1076,20,m1131,4,0,
785,20,m288,4,0,
873,20,m907,4,0,
996,20,m556,1,1,5.0
402,20,m447,4,0,
34,20,m1237,4,0,
1629,20,m907,4,0,
655,20,m448,1,55,
1637,20,m108,2,0,
913,20,m1081,4,0,
1010,20,m518,4,0,
271,20,m78,1,32,
930,20,m481,3,0,
1492,20,m467,4,0,
1213,20,m322,4,0,
983,20,m124,1,42,
1247,20,m225,4,0,
603,20,m569,4,0,
964,20,m863,1,72,
622,20,m250,4,0,
9,20,m293,4,0,
1094,20,m835,4,0,
509,20,m747,1,20,
47,20,m322,4,0,
1463,20,m820,4,0,
785,20,m1228,3,0,
875,20,m864,1,56,
977,20,m1025,1,40,
376,20,m1131,4,0,
1411,20,m642,4,0,
748,20,m231,4,0,
103,20,m709,4,0,
1179,20,m835,4,0,
1507,20,m778,4,0,
271,20,m250,4,0,
624,20,m82,1,33,
1637,20,m447,4,0,
1220,20,m737,2,0,
502,20,m755,4,0,
530,20,m963,1,27,
364,20,m293,4,0,
212,20,m1127,4,0,
992,20,m192,1,16,
96,20,m808,1,52,
1199,20,m864,4,0,
606,20,m95,4,0,
672,20,m271,4,0,
262,20,m216,4,0,
1252,20,m457,1,1,1.0
1430,20,m481,3,0,
103,20,m216,4,0,
907,20,m419,4,0,
787,20,m458,1,1,1.0
618,20,m368,4,0,
924,20,m747,4,0,
856,20,m87,4,0,
844,20,m951,1,15,
422,20,m17,4,0,
476,20,m234,1,1,2.0
481,20,m139,1,40,
1269,20,m1148,1,1,2.0
1420,20,m709,4,0,
421,20,m419,4,0,
503,20,m322,4,0,
501,20,m17,4,0,
592,20,m863,4,0,
695,20,m266,4,0,
672,20,m1160,1,1,1.0
1376,20,m459,4,0,
1313,20,m393,1,24,
959,20,m128,4,0,
255,20,m351,4,0,
1507,20,m950,4,0,
1216,20,m322,4,0,
587,20,m1225,4,0,
1232,20,m463,4,0,
134,20,m255,1,48,
1628,20,m814,1,1,4.0
1144,20,m322,4,0,
986,20,m1163,4,0,
977,20,m959,4,0,
192,20,m368,4,0,
1623,20,m1048,1,12,
655,20,m652,4,0,
630,20,m356,1,56,
792,20,m271,4,0,
1418,20,m322,4,0,
288,20,m1032,4,0,
428,20,m1144,4,0,
1019,20,m652,4,0,
487,20,m256,1,32,
749,20,m1131,4,0,
1224,20,m158,1,18,
1628,20,m637,1,31,
708,20,m778,4,0,
904,20,m17,4,0,
1310,20,m301,4,0,
618,20,m778,4,0,
476,20,m322,4,0,
730,20,m34,4,0,
1199,20,m532,4,0,
1010,20,m225,4,0,
476,20,m516,4,0,
195,20,m458,1,1,1.0
992,20,m1181,1,1,2.0
1208,20,m377,1,46,
740,20,m1203,4,0,
1102,20,m250,4,0,
103,20,m172,1,48,
714,20,m1230,1,1,8.0
545,20,m665,4,0,
655,20,m499,4,0,
1093,20,m565,4,0,
1330,20,m322,4,0,
741,20,m1051,4,0,
1513,20,m778,4,0,
1550,20,m447,1,52,
1095,20,m778,4,0,
241,20,m735,4,0,
518,20,m271,4,0,
619,20,m1167,1,36,
1418,20,m755,4,0,
501,20,m250,4,0,
8,20,m250,1,15,1.0
129,20,m1127,4,0,
1243,20,m1010,4,0,
123,20,m1082,1,88,
480,20,m34,4,0,
812,20,m953,4,0,
1295,20,m532,4,0,
30,20,m902,1,1,2.0
795,20,m959,4,0,
737,20,m177,1,28,
1370,20,m778,4,0,
