pokemon,name,species,height,weight,base_experience,is_default
691,taillow,id-276,3,23,54,1
692,lombre,id-271,12,325,119,1
693,lotad,id-270,5,26,44,1
694,seedot,id-273,5,40,44,1
695,ludicolo,id-272,15,550,240,1
696,drowzee,id-96,10,324,66,1
697,hypno,id-97,16,756,169,1
698,gengar,id-94,15,405,250,1
699,onix,id-95,88,2100,77,1
700,pelipper,id-279,12,280,154,1
701,wingull,id-278,6,95,54,1
702,shellder,id-90,3,40,61,1
703,cloyster,id-91,15,1325,184,1
704,hoppip,id-187,4,5,50,1
705,politoed,id-186,11,339,250,1
706,sudowoodo,id-185,12,380,144,1
707,azumarill,id-184,8,285,210,1
708,marill,id-183,4,85,88,1
709,bellossom,id-182,4,58,245,1
710,ampharos,id-181,14,615,230,1
711,flaaffy,id-180,8,133,128,1
712,jumpluff,id-189,8,30,207,1
713,skiploom,id-188,6,10,119,1
714,linoone-galar,id-264,5,325,147,0
715,meowstic-male,id-678,6,85,163,1
716,darmanitan-galar-standard,id-555,17,1200,168,0
717,darumaka-galar,id-554,7,400,63,0
718,moltres-galar,id-146,20,660,290,0
719,zapdos-galar,id-145,16,582,290,0
720,corsola-galar,id-222,6,5,144,0
721,slowking-galar,id-199,18,795,172,0
722,florges,id-671,11,100,248,1
723,floette,id-670,2,9,130,1
724,gogoat,id-673,17,910,186,1
725,skiddo,id-672,9,310,70,1
726,pangoro,id-675,21,1360,173,1
727,pancham,id-674,6,80,70,1
728,espurr,id-677,3,35,71,1
729,furfrou,id-676,12,280,165,1
730,nidiking,rec-34-dup-0,14,620,253,1
731,makamp,id-68,,1300,253,1
732,calyrex-ice,id-898,24,8091,340,0
733,zarude-dada,id-893,18,700,300,0
734,urshifu-rapid-strike,id-892,19,1050,275,0
735,eternatus-eternamax,id-890,1000,0,563,0
736,calyrex-shadow,id-898,24,536,340,0
737,magnexone,id-462,12,,268,1
738,granull,id-210,,487,158,1
739,raik0u,id-243,19,,290,1
740,zacian-crowned,rec-888-dup-0,28,,360,0
741,meovvstic-female,id-678,6,,163,0
742,meowstiv-female,id-678,,85,163,0
743,chikor:ta,rec-152-dup-0,9,64,64,1
744,vurfrov,id-676,12,,165,1
745,emboar,rec-500-dup-0,,1500,238,1
746,emboar,rec-500-dup-0,16,,238,1
747,hydreigon,id-635,18,1600,300,1
748,zakian,rec-888-dup-0,28,1100,335,1
749,zacian,rec-888-dup-0,,1100,335,1
750,glalie-iiiega,id-362,21,,203,0
751,obstsg0on,id-862,16,,260,1
752,marovva1<-totem,id-105,17,,149,0
753,whirlipede,id-544,12,585,126,1
754,bar'lette,id-354,,125,159,1
755,banertw,id-354,,125,159,1
756,doduo,rec-84-dup-0,,392,62,1
757,seaclra,id-117,12,,154,1
758,mudsdale,id-750,25,9200,175,1
759,dewpider,id-751,3,40,54,1
760,zweilous,id-634,14,500,147,1
761,banedte-mega,id-354,,130,194,0
762,poryg9n2,rec-233-dup-0,6,325,180,1
763,porygon2,rec-233-dup-0,,325,180,1
764,milcery,id-868,2,3,54,1
765,alcremie,id-869,3,5,173,1
766,cursola,id-864,10,4,179,1
767,sirfetchd,id-865,8,1170,177,1
768,tentskruel,id-73,,550,180,1
769,tentacruej,id-73,,550,180,1
770,morgrem,id-860,8,125,130,1
771,grimmsnarl,id-861,15,610,255,1
772,obstagoon,id-862,16,460,260,1
773,perrserker,id-863,8,280,154,1
774,musharna,id-518,11,605,170,1
775,pidove,id-519,3,21,53,1
776,simisear,id-514,10,280,174,1
777,panpour,id-515,6,135,63,1
778,simipour,id-516,10,290,174,1
779,munna,id-517,6,233,58,1
780,liepard,id-510,11,375,156,1
781,pansage,id-511,6,105,63,1
782,simisage,id-512,11,305,174,1
783,pansear,id-513,6,110,63,1
784,palojsand,rec-770-dup-0,13,2500,168,1
785,palos5and,rec-770-dup-0,13,2500,168,1
786,reunicoux,rec-579-dup-0,10,201,245,1
787,tundurus-thenan,id-642,,610,290,0
788,hoothoot,id-163,7,212,52,1
789,togekiss,id-468,15,380,273,1
790,yanmega,id-469,19,515,180,1
791,elekid,id-239,6,235,72,1
792,abomasnow,id-460,22,1355,173,1
793,weavile,id-461,11,340,179,1
794,magnezone,id-462,12,1800,268,1
795,lickilicky,id-463,17,1400,180,1
796,rhyperior,id-464,24,2828,268,1
797,tangrowth,id-465,20,1286,187,1
798,electivire,id-466,18,1386,270,1
799,magmortar,id-467,16,680,270,1
800,magby,id-240,7,214,73,1
801,miltank,id-241,12,755,172,1
802,blissey,id-242,15,468,635,1
803,raikou,id-243,19,1780,290,1
804,entei,id-244,21,1980,290,1
805,suicune,id-245,20,1870,290,1
806,larvitar,id-246,6,720,60,1
807,pupitar,id-247,12,1520,144,1
808,tyranitar,id-248,20,2020,300,1
809,lugia,id-249,52,2160,340,1
810,maractus,rec-556-dup-0,10,,161,1
811,maraktus,rec-556-dup-1,10,280,161,1
812,spectrier,rec-897-dup-0,,445,290,1
813,zekrom,id-644,29,3450,340,1
814,landorus-incarnate,id-645,15,680,300,1
815,kyurem,id-646,30,3250,330,1
816,keldeo-ordinary,id-647,14,485,290,1
817,virizion,id-640,20,2000,290,1
818,tornadus-incarnate,id-641,15,630,290,1
819,thundurus-incarnate,id-642,15,610,290,1
820,pikavhu-pht,id-25,,60,112,0
821,meloetta-aria,id-648,6,65,270,1
822,genesect,id-649,15,825,300,1
823,drakloak,id-886,14,110,144,1
824,dragapult,id-887,30,500,300,1
825,duraludon,id-884,18,400,187,1
826,dreepy,id-885,5,20,54,1
827,dracovish,id-882,23,2150,177,1
828,arctovish,id-883,20,1750,177,1
829,dracozolt,id-880,18,1900,177,1
830,arctozolt,id-881,23,1500,177,1
831,rotom-wash,id-479,3,3,182,0
832,zacian,id-888,28,1100,335,1
833,zamazenta,id-889,29,2100,335,1
834,cul>coo,id-613,,85,61,1
835,pincurcbin,id-871,,10,152,1
836,yungoos,rec-734-dup-0,4,,51,1
837,yungoost,rec-734-dup-0,4,60,51,1
838,rotom-heat,id-479,3,3,182,0
839,froalcje,id-656,,70,63,1
840,froakje,id-656,3,,63,1
841,crusgoe,id-558,14,,170,1
842,liten,rec-725-dup-0,4,43,64,1
843,kitten,rec-725-dup-0,4,43,64,1
844,rodom,id-479,,3,154,1
845,rotprn,id-479,3,3,154,1
846,frogqdier,id-657,,109,142,1
847,frogat'ler,id-657,6,109,142,1
848,audijo,rec-531-dup-0,11,310,390,1
849,hippo3don,rec-450-dup-0,20,3000,184,1
850,carracosta,id-565,,,173,1
851,explout,rec-295-dup-0,15,840,245,1
852,hntall,id-367,,270,170,1
853,hinta'll,id-367,17,,170,1
854,rogjynrola,id-524,4,,56,1
855,roggenrola,id-524,,,56,1
856,golet,id-622,10,,61,1
857,muk-a2ola,id-89,10,,175,0
858,lux:o,id-404,9,,127,1
859,prinariba,id-730,,440,265,1
860,vespiquen,rec-416-dup-0,,385,166,1
861,vespiwuej,id-416,,385,166,1
862,palpiyowd,id-536,8,,134,1
863,charmander,id-4,6,85,62,1
864,charmeleon,id-5,11,190,142,1
865,charizard,id-6,17,905,267,1
866,squirtle,id-7,5,90,63,1
867,bulbasaur,id-1,7,69,64,1
868,ivysaur,id-2,10,130,142,1
869,venusaur,id-3,20,1000,263,1
870,wartortle,id-8,10,225,142,1
871,blastoise,id-9,16,855,265,1
872,mudck'lp,id-258,4,,62,1
873,mudk9p,id-258,,76,62,1
874,haunder,rec-93-dup-0,16,1,142,1
875,deino,id-633,,,60,1
876,giratina-origjn,id-487,,6500,340,0
877,giratina-orljin,id-487,,6500,340,0
878,meovvstic-male,id-678,6,,163,1
879,meow5tic-male,id-678,6,,163,1
880,bunearie,rec-427-dup-1,4,55,70,1
881,buneari,rec-427-dup-0,4,55,70,1
882,copperajah,id-879,30,6500,175,1
883,cufant,id-878,12,1000,66,1
884,frosmoth,id-873,13,420,166,1
885,snom,id-872,3,38,37,1
886,pincurchin,id-871,3,10,152,1
887,falinks,id-870,30,620,165,1
888,morpeko-full-belly,id-877,3,30,153,1
889,indeedee-male,id-876,9,280,166,1
890,eiscue-ice,id-875,14,890,165,1
891,stonjourner,id-874,25,5200,165,1
892,purrloin,id-509,4,101,56,1
893,stoutland,id-508,12,610,250,1
894,samurott,id-503,15,946,238,1
895,dewott,id-502,8,245,145,1
896,oshawott,id-501,5,59,62,1
897,emboar,id-500,16,1500,238,1
898,herdier,id-507,9,147,130,1
899,lillipup,id-506,4,41,55,1
900,watchog,id-505,11,270,147,1
901,patrat,id-504,5,116,51,1
902,thievul,rec-828-dup-0,12,,159,1
903,bevveaah,id-760,,1350,175,1
904,bewewr,id-760,,1350,175,1
905,dusknoir,id-477,22,1066,263,1
906,probopass,id-476,14,3400,184,1
907,gallade,id-475,16,520,259,1
908,porygon-z,id-474,9,340,268,1
909,mamoswine,id-473,25,2910,265,1
910,gliscor,id-472,20,425,179,1
911,glaceon,id-471,8,259,184,1
912,leafeon,id-470,10,255,184,1
913,bronxong,rec-437-dup-0,13,1870,175,1
914,bron2ong,rec-437-dup-0,13,1870,175,1
915,rotom,id-479,3,3,154,1
916,froslass,id-478,13,266,168,1
917,ckirlia,rec-281-dup-0,8,202,97,1
918,kirlia,rec-281-dup-0,,202,97,1
919,marshtomp,id-259,7,280,142,1
920,mudkip,id-258,4,76,62,1
921,blaziken,id-257,19,520,265,1
922,combusken,id-256,9,195,142,1
923,torchic,id-255,4,25,62,1
924,sceptile,id-254,17,522,265,1
925,grovyle,id-253,9,216,142,1
926,treecko,id-252,5,50,62,1
927,celebi,id-251,6,50,300,1
928,ho-oh,id-250,38,1990,340,1
929,lucario-mega,rec-448-dup-0,13,,219,0
930,artiduno,id-144,17,,290,1
931,fennekin,id-653,4,94,61,1
932,shiinotic,id-756,10,115,142,1
933,quilladin,id-651,7,290,142,1
934,chespin,id-650,4,90,63,1
935,frogadier,id-657,6,109,142,1
936,froakie,id-656,3,70,63,1
937,delphox,id-655,15,390,240,1
938,salandit,id-757,6,48,64,1
939,bunnelby,id-659,4,50,47,1
940,greninja,id-658,15,400,239,1
941,lurantis,id-754,9,185,168,1
942,regidrago,id-895,21,2000,290,1
943,regieleki,id-894,12,1450,290,1
944,spectrier,id-897,20,445,290,1
945,morelull,id-755,2,15,57,1
946,kubfu,id-891,6,120,77,1
947,eternatus,id-890,200,9500,345,1
948,zarude,id-893,18,700,300,1
949,urshifu-single-strike,id-892,19,1050,275,1
950,araquanid,id-752,18,820,159,1
951,calyrex,id-898,11,77,250,1
952,fomantis,id-753,3,15,50,1
953,eevee-starter,id-133,3,65,87,0
954,pikachu-starter,id-25,4,60,86,0
955,necrozma-ultra,id-800,75,2300,339,0
956,greeclemt,id-820,6,60,161,1
957,greedemt,id-820,6,60,161,1
958,necrozma-dawn,id-800,42,3500,340,0
959,ponyta-kalar,id-77,8,,82,0
960,togedemaru-totem,id-777,6,130,152,0
961,pijachu-livre,id-25,4,,112,0
962,pikachu-|ibre,id-25,4,,112,0
963,dialia,id-483,54,6830,340,1
964,dia1ga,id-483,54,,340,1
965,lycanroc-dusk,id-745,8,250,170,0
966,rockruff-own-tempo,id-744,5,92,56,0
967,ribombee-totem,id-743,4,20,162,0
968,stalamerice,id-373,15,,300,1
969,garchomo-mega,rec-445-dup-0,19,950,315,0
970,garchornp-mega,rec-445-dup-0,19,950,315,0
971,shel9on,rec-372-dup-0,11,1105,147,1
972,armalflo,id-348,,682,173,1
973,armaodo,id-348,15,,173,1
974,dugdrio,rec-51-dup-0,7,333,149,1
975,thwackey,rec-811-dup-0,,140,147,1
976,thwakey,rec-811-dup-1,7,140,147,1
977,curaola,rec-864-dup-0,10,4,179,1
978,lediam,rec-166-dup-1,14,356,137,1
979,sphea1,id-363,8,,58,1
980,q7ilaya,id-156,,190,142,1
981,glal:s,id-362,,2565,168,1
982,glali,id-362,15,,168,1
983,arctovis,id-883,20,,177,1
984,perrzerier,id-863,8,280,154,1
985,perr5ercker,id-863,8,280,154,1
986,regjce,id-378,,1750,290,1
987,cacn4a,rec-331-dup-0,4,513,67,1
988,cacnea,id-331,,,67,1
989,klefai4y,id-35,,75,113,1
990,kllnklang,rec-601-dup-0,6,810,260,1
991,klinklank,id-601,6,,260,1
992,wishiwashi-school,rec-746-dup-0,82,,217,0
993,dott1er,rec-825-dup-0,4,195,117,1
994,pankham,id-674,,80,70,1
995,delphox,id-655,,,240,1
996,slikoo,id-705,8,,158,1
997,bibarel,id-400,10,315,144,1
998,ramparclos,id-409,16,,173,1
999,budew,id-406,2,12,56,1
1000,snez5el,id-215,,280,86,1
1001,sinistea,rec-854-dup-0,,2,62,1
1002,trapinc,rec-328-dup-0,7,150,58,1
1003,cinderace,id-815,14,330,265,1
1004,glalie,id-362,15,2565,168,1
1005,snorunt,id-361,7,168,60,1
1006,lux:0,id-404,9,305,127,1
1007,wynaut,id-360,6,140,52,1
1008,sl0wbro,id-80,16,,172,1
1009,escavali3r,rec-589-dup-0,10,330,173,1
1010,escavalier,rec-589-dup-0,10,,173,1
1011,huntail,id-367,17,270,170,1
1012,morpeko-fj|l-belly,id-877,3,30,153,1
1013,clamperl,id-366,4,525,69,1
1014,lunala,id-792,40,1200,340,1
1015,nihilego,id-793,12,555,285,1
1016,cosmoem,id-790,1,9999,140,1
1017,solgaleo,id-791,34,2300,340,1
1018,xurkitree,id-796,38,1000,285,1
1019,celesteela,id-797,92,9999,285,1
1020,buzzwole,id-794,24,3336,285,1
1021,pheromosa,id-795,18,250,285,1
1022,kartana,id-798,3,1,285,1
1023,guzzlord,id-799,55,8880,285,1
1024,kricketune,id-402,10,255,134,1
1025,shinx,id-403,5,95,53,1
1026,ranpardos,id-409,16,,173,1
1027,kricketot,id-401,3,22,39,1
1028,sin:stea,rec-854-dup-0,1,2,62,1
1029,roserade,id-407,9,145,258,1
1030,luxio,id-404,9,305,127,1
1031,luxray,id-405,14,420,262,1
1032,cranidos,id-408,9,315,70,1
1033,rampardos,id-409,16,1025,173,1
1034,golem-aoooa,id-76,17,,223,0
1035,guloin,rec-316-dup-1,4,103,60,1
1036,kulpin,rec-316-dup-1,4,103,60,1
1037,gourgeist-small,id-711,7,95,173,0
1038,gourgeist-large,id-711,11,140,173,0
1039,houndour,id-228,6,108,66,1
1040,venusaur-mega,id-3,24,1555,281,0
1041,charizard-mega-x,id-6,17,1105,285,0
1042,charizard-mega-y,id-6,17,1005,285,0
1043,blastoise-mega,id-9,16,1011,284,0
1044,alakazam-mega,id-65,12,480,270,0
1045,gengar-mega,id-94,14,405,270,0
1046,remoraid,id-223,6,120,60,1
1047,swinub,id-220,4,65,50,1
1048,piloswine,id-221,11,558,158,1
1049,mantine,id-226,21,2200,170,1
1050,skarmory,id-227,17,505,163,1
1051,octillery,id-224,9,285,168,1
1052,delibird,id-225,9,160,116,1
1053,eeuee,id-133,,65,65,1
1054,vinzion,id-640,20,,290,1
1055,virizi0n,rec-640-dup-0,20,2000,290,1
1056,goomv,rec-704-dup-0,3,28,60,1
1057,karraplazt,id-588,5,59,63,1
1058,minior-1>l8e,id-774,3,3,175,0
1059,minior-biue,id-774,3,,175,0
1060,carvanha,id-318,8,208,61,1
1061,sharpedo,id-319,18,888,161,1
1062,gulpin,id-316,4,103,60,1
1063,swalot,id-317,17,800,163,1
1064,illumise,id-314,6,177,151,1
1065,roselia,id-315,3,20,140,1
1066,minun,id-312,4,42,142,1
1067,volbeat,id-313,7,177,151,1
1068,manectric,id-310,15,402,166,1
1069,plusle,id-311,4,42,142,1
1070,flareon,id-136,9,250,184,1
1071,porygon,id-137,8,365,79,1
1072,vaporeon,id-134,10,290,184,1
1073,jolteon,id-135,8,245,184,1
1074,ditto,id-132,3,40,101,1
1075,eevee,id-133,3,65,65,1
1076,gyarados,id-130,65,2350,189,1
1077,lapras,id-131,25,2200,187,1
1078,un0wm,id-201,5,,118,1
1079,unown,id-201,,,118,1
1080,mismatius,id-429,9,,173,1
1081,gourgeist-super,id-711,17,390,173,0
1082,omanyte,id-138,4,75,71,1
1083,omastar,id-139,10,350,173,1
1084,houndoom,id-229,14,350,175,1
1085,corsola,id-222,6,50,144,1
1086,kangaskhan-mega,id-115,22,1000,207,0
1087,rotom-vva5h,id-479,3,,182,0
1088,wipinbeol,id-70,,64,137,1
1089,weepinbell,id-70,,64,137,1
1090,drakloak,rec-886-dup-0,14,,144,1
1091,drakbak,rec-886-dup-0,14,110,144,1
1092,gabide,id-444,,560,144,1
1093,corfiknigt,id-823,22,,248,1
1094,tornadus-incwrnate,rec-641-dup-1,15,630,290,1
1095,milod:c,id-350,62,,189,1
1096,mizotic,id-350,,1620,189,1
1097,leavanriy,id-542,12,,225,1
1098,motiiii,id-414,,233,148,1
1099,minior-viilet,id-774,3,,175,0
1100,zapros-9alar,id-145,16,,290,0
1101,zapdoj-galar,id-145,,582,290,0
1102,squirtile,rec-7-dup-0,5,90,63,1
1103,meltan,rec-808-dup-0,2,,150,1
1104,trevenant,id-709,15,710,166,1
1105,mewtwo-mega-y,id-150,15,330,351,0
1106,ckyogre-primal,rec-382-dup-0,98,4300,347,0
1107,meowth-alola,rec-52-dup-1,,42,58,0
1108,meowrh-alola,rec-52-dup-0,4,42,58,0
1109,darmanitan-standard,id-555,13,929,168,1
1110,sliggoo,id-705,8,175,158,1
1111,goomy,id-704,3,28,60,1
1112,goodra,id-706,20,1505,300,1
1113,tepi9,id-498,5,,62,1
1114,ribombee-tot4m,rec-743-dup-0,4,20,162,0
1115,dhelmise,id-781,39,2100,181,1
1116,drampa,id-780,30,1850,170,1
1117,hakamo-o,id-783,12,470,147,1
1118,jangmo-o,id-782,6,297,60,1
1119,tapu-koko,id-785,18,205,285,1
1120,kommo-o,id-784,16,782,300,1
1121,tapu-bulu,id-787,19,455,285,1
1122,tapu-lele,id-786,12,186,285,1
1123,cosmog,id-789,2,1,40,1
1124,tapu-fini,id-788,13,212,285,1
1125,sigilvph,id-561,14,,172,1
1126,sigilyp,id-561,14,,172,1
1127,wormadam-plant,id-413,5,65,148,1
1128,burmy,id-412,2,34,45,1
1129,combee,id-415,3,55,49,1
1130,mothim,id-414,9,233,148,1
1131,pachirisu,id-417,4,39,142,1
1132,vespiquen,id-416,12,385,166,1
1133,floatzel,id-419,11,335,173,1
1134,buizel,id-418,7,295,66,1
1135,wishiwashi-solo,rec-746-dup-0,,3,61,1
1136,chewdle,id-833,3,,57,1
1137,kyurem-white,id-646,36,3250,350,0
1138,smoochum,id-238,4,60,61,1
1139,landorus-therian,id-645,13,680,300,0
1140,thundurus-therian,id-642,30,610,290,0
1141,pumpkaboo-small,id-710,3,35,67,0
1142,aegislash-blade,id-681,17,530,250,0
1143,meowstic-female,id-678,6,85,163,0
1144,keldeo-resolute,id-647,14,485,290,0
1145,phanpy,id-231,5,335,66,1
1146,kingdra,id-230,18,1520,270,1
1147,porygon2,id-233,6,325,180,1
1148,pumpkaboo-large,id-710,5,75,67,0
1149,smeargle,id-235,12,580,88,1
1150,stantler,id-234,14,712,163,1
1151,hitmontop,id-237,14,480,159,1
1152,tyrogue,id-236,7,210,42,1
1153,kornaia,id-775,4,,168,1
1154,snoriaecs,id-143,21,,189,1
1155,electrike,id-309,6,152,59,1
1156,medicham,id-308,13,315,144,1
1157,mamkev,id-56,,280,61,1
1158,manbey,id-56,5,280,61,1
1159,meditite,id-307,6,112,56,1
1160,aggron,id-306,21,3600,265,1
1161,delcatty,id-301,11,326,140,1
1162,skitty,id-300,6,110,52,1
1163,mawile,id-303,6,115,133,1
1164,sableye,id-302,5,110,133,1
1165,electabuzz,id-125,11,300,172,1
1166,jynx,id-124,14,406,159,1
1167,pinsir,id-127,15,550,175,1
1168,magmar,id-126,13,445,173,1
1169,starmie,id-121,11,800,182,1
1170,staryu,id-120,8,345,68,1
1171,froslaa,id-478,13,266,168,1
1172,fro5lass,id-478,13,,168,1
1173,magikarp,id-129,9,100,40,1
1174,tauros,id-128,14,884,172,1
1175,rhyperl0r,id-464,,2828,268,1
1176,rhypetkor,id-464,,2828,268,1
1177,tynamo,id-602,,,55,1
1178,gengar-nega,id-94,,405,270,0
1179,mr-rime,id-866,15,582,182,1
1180,snorlax,id-143,21,4600,189,1
1181,runerigus,id-867,16,666,169,1
1182,minior-yellow,id-774,3,3,175,0
1183,volcarona,id-637,16,460,275,1
1184,larvesta,id-636,11,288,72,1
1185,heatmor,id-631,14,580,169,1
1186,mandibuzz,id-630,12,395,179,1
1187,deino,id-633,8,173,60,1
1188,muna,id-517,,233,58,1
1189,durant,id-632,3,330,169,1
1190,h-oh,id-250,38,,340,1
1191,onastar,id-139,10,,173,1
1192,omasttar,id-139,10,350,173,1
1193,dragonite,id-149,22,2100,300,1
1194,minior-green-meteor,id-774,3,400,154,0
1195,minior-violet-meteor,id-774,3,400,154,0
1196,minior-indigo-meteor,id-774,3,400,154,0
1197,starzvia,rec-397-dup-1,6,155,119,1
1198,cofagrigus,rec-563-dup-0,17,,169,1
1199,cofagrigus,rec-563-dup-0,,765,169,1
1200,mr-mime-galar,id-122,14,568,161,0
1201,sdunlcy,id-434,4,192,66,1
1202,gotborita,id-575,,180,137,1
1203,gotjorita,id-575,,180,137,1
1204,lopuny,id-428,12,,168,1
1205,lopunv,id-428,,333,168,1
1206,shuckle,id-213,6,205,177,1
1207,ahra,id-63,9,,62,1
1208,electibire,id-466,,1386,270,1
1209,scizor,id-212,18,1180,175,1
1210,l<adabra,id-64,13,,140,1
1211,pawniard,id-624,5,102,68,1
1212,kec0eon,id-352,,220,154,1
1213,solgsle9,id-791,34,2300,340,1
1214,cuh0ne,id-104,4,,64,1
1215,thuncluruz-therian,id-642,30,,290,0
1216,kaprast,id-131,25,,187,1
1217,lapraz,id-131,25,,187,1
1218,flaloebe,rec-669-dup-0,1,1,61,1
1219,inteleon,id-818,19,452,265,1
1220,farfetcbd-9alar,id-83,8,420,132,0
1221,amoongiss,rec-591-dup-0,6,105,162,1
1222,lopunny,id-428,12,333,168,1
1223,mismagius,id-429,9,44,173,1
1224,seedod,id-273,5,,44,1
1225,ambipom,id-424,12,203,169,1
1226,drifloon,id-425,4,12,70,1
1227,drifblim,id-426,12,150,174,1
1228,buneary,id-427,4,55,70,1
1229,cherubi,id-420,4,33,55,1
1230,cherrim,id-421,5,93,158,1
1231,shellos,id-422,3,63,65,1
1232,gastrodon,id-423,9,299,166,1
1233,basculin-blue-striped,id-550,10,180,161,0
1234,darmanitan-zen,id-555,13,929,189,0
1235,castform-rainy,id-351,3,8,147,0
1236,castform-snowy,id-351,3,8,147,0
1237,rotom-mow,id-479,3,3,182,0
1238,castform-sunny,id-351,3,8,147,0
1239,rotom-frost,id-479,3,3,182,0
1240,rotom-fan,id-479,3,3,182,0
1241,meloetta-pirouette,id-648,6,65,270,0
1242,tornadus-therian,id-641,14,630,290,0
1243,fulpix-alola,rec-37-dup-1,6,99,60,0
1244,binacle,id-688,5,310,61,1
1245,barbaracle,id-689,13,960,175,1
1246,doublade,id-680,8,45,157,1
1247,aegislash-shield,id-681,17,530,250,1
1248,spritzee,id-682,2,5,68,1
1249,aromatisse,id-683,8,155,162,1
1250,swirlix,id-684,4,35,68,1
1251,slurpuff,id-685,8,50,168,1
1252,inkay,id-686,4,35,58,1
1253,malamar,id-687,15,470,169,1
1254,solrock,id-338,12,1540,161,1
1255,barboach,id-339,4,19,58,1
1256,flygon,id-330,20,820,260,1
1257,cacnea,id-331,4,513,67,1
1258,cacturne,id-332,13,774,166,1
1259,swablu,id-333,4,12,62,1
1260,altaria,id-334,11,206,172,1
1261,zangoose,id-335,13,403,160,1
1262,seviper,id-336,27,525,160,1
1263,lunatone,id-337,10,1680,161,1
1264,weezing,id-110,12,95,172,1
1265,rhyhorn,id-111,10,1150,69,1
1266,rhydon,id-112,19,1200,170,1
1267,chansey,id-113,11,346,395,1
1268,tangela,id-114,10,350,87,1
1269,kangaskhan,id-115,22,800,172,1
1270,horsea,id-116,4,80,59,1
1271,seadra,id-117,12,250,154,1
1272,goldeen,id-118,6,150,64,1
1273,seaking,id-119,13,390,158,1
1274,sunfbra,id-192,,85,149,1
1275,magcargo,id-219,8,550,151,1
1276,pineco,id-204,6,72,58,1
1277,forretress,id-205,12,1258,163,1
1278,dunsparce,id-206,15,140,145,1
1279,gligar,id-207,11,648,86,1
1280,misdreavus,id-200,7,10,87,1
1281,unown,id-201,5,50,118,1
1282,wobbuffet,id-202,13,285,142,1
1283,girafarig,id-203,15,415,159,1
1284,steelix,id-208,92,4000,179,1
1285,snubbull,id-209,6,78,60,1
1286,salazzle,id-758,12,222,168,1
1287,stufful,id-759,5,68,68,1
1288,slugma,id-218,7,350,50,1
1289,starmie,rec-121-dup-0,11,,182,1
1290,starmiw,rec-121-dup-0,11,800,182,1
1291,pidgeltto,id-17,,300,122,1
1292,pitkeotto,id-17,,300,122,1
1293,snunbull,id-209,,78,60,1
1294,bis1>arp,id-625,,700,172,1
1295,bisbaro,id-625,16,,172,1
1296,eiectrode,rec-101-dup-0,12,666,172,1
1297,crobat,id-169,18,750,268,1
1298,grimer-alola,id-88,7,420,65,0
1299,yve1tal,id-717,58,,340,1
1300,yve|tal,id-717,,2030,340,1
1301,greninja-battle-bond,id-658,15,400,239,0
1302,rillaboom,id-812,21,900,265,1
1303,qwilf:ah,id-211,,39,88,1
1304,qwilf8sh,id-211,5,,88,1
1305,arceuj,id-493,,3200,324,1
1306,furret,id-162,18,325,145,1
1307,kricket0t,rec-401-dup-0,3,22,39,1
1308,kricl<etot,rec-401-dup-0,3,22,39,1
1309,mimikyu-busyed,rec-778-dup-1,2,7,167,0
1310,tamgroth,id-465,,1286,187,1
1311,tangroth,id-465,,1286,187,1
1312,skarnory,id-227,,505,163,1
1313,skarnory,id-227,17,,163,1
1314,crawcaubt,id-342,,328,164,1
1315,gumsols-totem,id-735,14,600,146,0
1316,reshiram,id-643,32,3300,340,1
1317,zalamdit,id-757,6,,64,1
1318,trubbix,rec-568-dup-0,6,310,66,1
1319,trubbish,rec-568-dup-1,6,,66,1
1320,silvally,rec-773-dup-1,,1005,285,1
1321,silually,rec-773-dup-0,23,1005,285,1
1322,eternatus-etrrnamax,id-890,,0,563,0
1323,eteahnatua-eternamax,id-890,1000,0,563,0
1324,diglett,rec-50-dup-1,,8,53,1
1325,diglett,rec-50-dup-0,2,,53,1
1326,ambip0m,id-424,,203,169,1
1327,psytuck,rec-54-dup-0,8,196,64,1
1328,psyduck,rec-54-dup-0,,196,64,1
1329,sandygast,id-769,5,700,64,1
1330,dustkill,id-355,8,150,59,1
1331,gallade-mega,id-475,16,564,278,0
1332,wimpod,id-767,5,120,46,1
1333,sableye-mega,id-302,5,1610,168,0
1334,oranguru,id-765,15,760,172,1
1335,mime-jr,id-439,6,130,62,1
1336,bonsly,id-438,5,150,58,1
1337,celsl>i,id-251,6,,300,1
1338,chingling,id-433,2,6,57,1
1339,purugly,id-432,10,438,158,1
1340,glameow,id-431,5,39,62,1
1341,honchkrow,id-430,9,273,177,1
1342,bronzong,id-437,13,1870,175,1
1343,bronzor,id-436,5,605,60,1
1344,skuntank,id-435,10,380,168,1
1345,stunky,id-434,4,192,66,1
1346,ladio5,id-381,,600,300,1
1347,bounsweet,id-761,3,32,42,1
1348,yamasl<,id-562,5,,61,1
1349,yamasdk,id-562,,15,61,1
1350,mandibujz,id-630,,395,179,1
1351,tyrantrum,id-697,25,2700,182,1
1352,tyrunt,id-696,8,260,72,1
1353,heliolisk,id-695,10,210,168,1
1354,helioptile,id-694,5,60,58,1
1355,clawitzer,id-693,13,353,100,1
1356,clauncher,id-692,5,83,66,1
1357,dragalge,id-691,18,815,173,1
1358,skrelp,id-690,5,73,64,1
1359,axww,id-610,6,,64,1
1360,aurorus,id-699,27,2250,104,1
1361,amaura,id-698,13,252,72,1
1362,spinda,id-327,11,50,126,1
