pokemon,version,item,rarity
1505,7,i1756,5
459,11,i2003,5
621,28,i1342,5
1306,7,i681,5
968,25,i1895,5
989,18,i1462,1
1303,18,i1499,5
1459,18,i518,1
486,30,i2137,5
498,18,i18,50
1190,15,i2072,100
387,15,i1526,100
996,27,i2395,5
1598,25,i682,5
1035,9,i887,5
497,15,i1030,5
1214,13,i262,5
608,21,i2312,5
388,18,i222,50
1432,16,i2236,5
1612,17,i1463,1
913,22,i2312,5
989,21,i1462,1
497,21,i1030,5
642,29,i1851,5
1063,7,i887,5
854,22,i2003,5
527,21,i1850,1
1399,25,i2137,100
1535,29,i837,50
1290,29,i1029,50
1289,25,i1030,5
1438,28,i2002,5
1162,7,i1761,5
8,7,i1661,5
1435,14,i2164,5
1035,14,i887,5
258,29,i859,5
86,8,i2015,5
1024,16,i423,5
1306,17,i682,5
810,23,i2002,5
881,22,i18,50
524,22,i17,50
411,18,i17,50
1598,30,i682,5
368,12,i2395,5
0,15,i423,5
655,16,i1834,5
1002,24,i2004,5
989,12,i844,5
460,24,i1836,5
1197,17,i2328,5
1273,26,i1162,5
1533,27,i887,5
1208,22,i725,5
1399,26,i2137,100
1325,12,i2004,5
1348,27,i899,5
1236,13,i1163,100
1505,16,i1756,5
861,30,i1499,5
1290,27,i1029,50
1217,28,i1163,5
1172,18,i2165,5
853,22,i1841,5
13,30,i1162,5
1097,23,i873,5
422,15,i1761,5
1546,16,i835,5
1432,25,i2236,5
77,25,i2318,5
880,13,i1406,5
1520,24,i2003,5
1024,24,i423,5
1161,18,i1761,5
852,17,i1841,5
1154,23,i1873,100
1289,28,i1029,50
115,29,i837,50
1304,25,i1499,5
848,21,i681,5
1515,13,i1759,5
1214,24,i262,5
361,15,i2166,5
761,30,i899,5
1221,23,i2015,5
1432,28,i2236,5
968,25,i1896,5
1448,26,i899,5
159,18,i1756,5
1535,8,i643,5
1208,26,i725,5
1214,8,i262,5
793,15,i1756,5
1530,11,i222,5
1212,8,i1525,5
1145,18,i181,5
1161,13,i1761,5
555,17,i681,5
555,22,i681,5
1447,7,i1162,100
388,18,i222,50
12,23,i2395,5
790,28,i1109,5
982,12,i2165,5
115,17,i887,5
1520,30,i2003,5
1337,21,i2137,100
1303,23,i1499,5
1000,28,i1756,5
1210,29,i2169,5
987,13,i835,5
498,21,i1499,5
914,26,i2312,5
756,15,i1502,5
1098,16,i2305,5
1164,27,i1109,5
620,28,i2066,5
1221,27,i843,50
836,30,i17,5
1337,13,i2137,100
492,12,i18,5
950,27,i1163,5
968,26,i1896,5
1399,27,i2137,5
1620,30,i1500,50
1390,10,i222,50
1628,25,i1837,5
2,8,i1281,50
962,25,i1735,5
1479,11,i222,50
1304,29,i1499,5
1002,30,i2004,5
386,18,i1526,100
1199,23,i899,5
769,22,i1499,5
551,13,i1140,5
586,28,i1509,5
1208,27,i725,5
1212,9,i1525,5
1035,27,i222,50
1205,14,i1406,5
971,28,i1896,5
1290,11,i1030,5
385,21,i18,5
1199,29,i899,5
326,16,i2166,5
757,12,i1740,5
1547,30,i835,5
703,29,i887,5
526,21,i17,50
1199,22,i899,5
880,15,i1406,5
997,21,i681,5
0,26,i423,5
914,24,i2312,5
2,15,i1281,50
987,14,i835,5
26,17,i1850,1
974,18,i2004,5
134,28,i1180,5
1000,21,i1231,50
115,11,i837,50
1154,14,i1873,100
116,22,i887,5
1541,24,i2305,5
115,29,i887,5
1524,16,i2330,5
703,18,i887,5
811,29,i2002,5
880,16,i1406,5
848,28,i682,5
662,27,i1226,5
971,26,i1896,5
1541,23,i2305,5
1445,14,i899,5
1162,18,i1761,5
1533,11,i643,5
1236,23,i1163,100
855,21,i2003,5
1261,29,i1756,5
1221,28,i2015,5
613,18,i222,50
2,22,i1281,50
149,29,i2137,5
1307,24,i423,5
1628,29,i1837,5
1338,16,i1760,5
1308,13,i423,5
1515,26,i1839,5
1235,11,i1163,100
2,23,i1281,50
1201,22,i17,5
0,18,i422,5
268,25,i1841,5
1319,22,i1340,5
1000,22,i1756,5
971,18,i1896,5
1221,25,i2014,5
1000,14,i1756,5
497,18,i1029,50
1064,25,i2077,5
0,14,i422,5
709,25,i1509,5
422,15,i1761,5
1208,29,i725,5
987,17,i835,5
1598,26,i681,5
1162,22,i18,50
116,25,i887,5
761,25,i899,5
860,28,i1499,5
586,26,i1509,5
116,13,i887,5
737,28,i2312,5
1510,30,i1231,5
784,28,i899,5
1000,26,i1756,5
2,29,i1282,50
1235,30,i1163,5
1348,22,i899,5
1201,16,i18,5
1416,13,i2162,5
1063,12,i887,5
1546,22,i835,5
793,12,i1231,50
757,22,i1740,5
854,17,i2003,5
115,24,i887,5
134,30,i1180,5
655,12,i1834,5
777,17,i2242,5
1516,22,i1760,5
1216,29,i1163,5
1324,24,i2004,5
257,13,i859,5
793,16,i1756,5
981,11,i1500,5
536,27,i2015,5
1319,30,i1497,5
968,12,i1895,5
848,23,i222,50
387,22,i1526,100
1337,25,i2137,100
1440,30,i2305,5
790,12,i948,5
1172,21,i2165,5
106,13,i2395,5
1582,11,i222,5
489,18,i1896,5
139,27,i1662,5
811,23,i2002,5
1507,12,i222,50
1208,15,i725,5
115,10,i887,5
854,28,i2003,5
89,17,i1740,5
810,24,i2002,5
1267,24,i1140,50
769,30,i1499,5
790,18,i948,5
971,25,i1895,5
968,26,i1896,5
1598,27,i222,50
989,26,i844,5
555,9,i682,5
968,15,i1895,5
1307,15,i423,5
1318,26,i1340,5
554,25,i2395,5
841,29,i2003,5
360,10,i681,5
1505,28,i1231,5
755,7,i899,5
1262,25,i2395,5
880,17,i1406,5
1201,14,i18,5
8,18,i1661,5
982,15,i2165,5
493,22,i17,5
1637,18,i1340,5
1431,17,i2165,5
777,21,i2242,5
1261,18,i1756,5
1330,25,i899,5
613,8,i222,5
1289,15,i1029,50
1145,13,i181,5
446,30,i2066,5
854,21,i1836,50
115,23,i887,5
1164,26,i948,5
1238,9,i1162,100
841,21,i1878,1
1235,13,i1162,100
848,28,i222,50
703,27,i887,5
1214,22,i262,5
1000,13,i1756,5
1510,28,i1231,5
311,30,i682,5
476,22,i1740,5
1474,18,i1463,1
1505,9,i1756,5
1036,25,i681,5
1518,28,i677,50
1541,30,i2305,5
1035,28,i681,5
412,28,i1435,5
266,30,i1030,5
1524,30,i2015,5
855,17,i2003,5
1024,28,i423,5
555,17,i222,50
88,7,i1740,5
1609,10,i222,50
1318,18,i1340,5
1520,11,i2003,5
1190,29,i2072,5
581,26,i1109,5
1203,21,i1525,50
87,25,i2014,5
1134,15,i760,5
1623,22,i1499,5
855,18,i2003,5
1348,29,i899,5
761,26,i899,5
116,15,i837,50
997,22,i681,5
988,13,i835,5
1541,15,i2305,5
0,28,i423,5
756,14,i1502,5
608,11,i2312,5
122,29,i1025,5
755,9,i899,5
384,16,i17,5
25,21,i1851,5
26,28,i1851,5
1623,21,i1499,5
579,13,i1688,5
1206,30,i875,5
115,15,i887,5
317,26,i2169,5
848,22,i682,5
1348,22,i899,5
768,25,i1499,5
1432,17,i2236,5
1236,16,i1162,100
989,16,i1761,50
1447,7,i1163,100
385,22,i18,5
554,16,i2395,5
968,28,i1896,5
87,16,i2014,5
989,17,i844,5
1612,7,i1761,50
1598,25,i681,5
860,29,i1499,5
1448,28,i899,5
1582,22,i222,5
1516,17,i1759,5
793,26,i1756,5
1267,17,i1141,50
855,29,i2003,5
317,13,i2169,5
1207,26,i2169,5
1064,28,i2078,5
486,27,i2137,5
1637,12,i1340,5
852,12,i1841,5
478,21,i1662,100
777,22,i2242,5
1621,30,i1500,50
1214,29,i262,5
1207,8,i2169,5
608,18,i2312,5
159,22,i1756,5
361,17,i2166,5
1445,24,i899,5
691,16,i1249,5
1546,8,i1499,5
579,15,i1691,5
409,29,i1509,5
393,29,i1398,5
1208,21,i725,5
1319,27,i1497,5
249,14,i1756,5
1280,9,i899,5
26,21,i1851,5
368,18,i2395,5
1337,17,i2137,100
1205,21,i18,50
115,27,i837,50
0,15,i422,5
1505,15,i1756,5
1133,13,i761,5
1290,12,i1030,5
968,17,i1895,5
1000,25,i1756,5
581,12,i948,5
1582,17,i222,5
1637,26,i1340,5
655,14,i1834,5
36,28,i1895,5
0,17,i422,5
88,30,i1740,5
1108,29,i1756,5
642,30,i1851,5
1420,13,i1841,5
1008,27,i859,5
106,16,i2395,5
556,26,i2078,5
1304,13,i1499,5
1214,22,i262,5
621,8,i859,5
410,27,i1509,5
1035,28,i682,5
555,13,i222,50
476,15,i1740,5
1348,21,i899,5
1303,24,i1499,5
981,14,i2165,5
1440,17,i2305,5
1035,29,i682,5
1207,30,i2169,5
1036,30,i682,5
1440,14,i2305,5
856,25,i1180,5
782,21,i2171,5
36,16,i1895,5
555,21,i222,50
526,22,i18,50
1445,7,i899,5
989,22,i1462,1
115,8,i887,5
761,28,i899,5
455,30,i1896,5
1063,13,i887,5
989,9,i1761,50
545,26,i1873,100
1063,28,i222,50
1533,14,i887,5
1217,24,i1162,100
116,26,i837,50
1377,11,i262,5
1063,10,i887,5
1197,13,i2328,5
1390,10,i681,5
368,13,i2395,5
1319,21,i919,1
489,25,i1895,5
257,9,i859,5
1533,29,i837,50
310,27,i222,5
325,18,i2166,5
974,15,i2004,5
1420,24,i1841,5
769,15,i1499,5
1432,27,i2236,5
790,26,i1109,5
971,26,i1896,5
1264,15,i586,5
1074,24,i2244,5
1236,28,i1162,5
1172,22,i2165,5
1208,30,i725,5
662,29,i1226,5
1306,17,i681,5
913,29,i2312,5
496,26,i1836,5
115,25,i887,5
317,10,i2169,5
1205,15,i1406,5
1108,27,i1756,5
273,7,i222,5
368,23,i2395,5
1547,29,i835,5
89,15,i1740,5
159,24,i1756,5
989,7,i1761,50
248,21,i2374,1
0,29,i423,5
881,21,i18,50
1198,17,i899,5
1199,26,i899,5
989,22,i1463,1
989,22,i1462,1
273,9,i222,5
139,30,i1662,5
1289,28,i1030,5
1435,21,i1525,50
12,28,i2395,5
841,21,i1878,1
87,14,i2015,5
856,29,i1180,5
1534,14,i1756,5
1534,26,i1756,5
1036,21,i887,5
455,27,i1896,5
1000,17,i1231,50
1349,21,i899,5
1308,12,i423,5
1318,28,i1497,5
249,17,i1756,5
555,16,i682,5
1254,18,i1463,1
421,13,i1761,5
1289,14,i1029,50
269,27,i2002,5
1474,17,i1463,1
459,28,i1836,5
496,23,i1836,5
1373,27,i586,5
757,16,i1740,5
1208,27,i725,5
1154,25,i1873,100
1024,21,i423,5
793,21,i1756,5
1267,23,i1140,50
1254,21,i1462,1
1517,25,i677,50
13,27,i1163,5
258,14,i859,5
2,14,i1282,50
1261,12,i1756,5
968,18,i1896,5
1459,25,i2014,5
1459,22,i2014,5
854,29,i2003,5
1524,30,i843,50
602,30,i1030,5
1120,28,i2066,50
1582,7,i222,5
497,21,i1029,50
1510,27,i1231,5
446,29,i2066,5
86,11,i2014,5
1459,30,i2015,5
755,23,i899,5
1593,27,i17,5
989,11,i844,5
841,17,i2003,5
8,11,i1661,5
249,14,i1756,5
116,9,i837,50
997,13,i222,50
1637,22,i1340,5
1235,30,i1162,5
1535,9,i643,5
360,11,i222,50
493,17,i18,5
1308,15,i423,5
1439,29,i2002,5
848,21,i682,5
790,29,i1109,5
2,7,i1282,50
737,22,i2312,5
1267,22,i1141,50
106,16,i2395,5
1064,29,i2077,5
769,24,i1499,5
591,29,i1180,5
267,28,i1841,5
1390,11,i222,50
768,23,i1499,5
306,28,i17,5
87,7,i2014,5
784,30,i899,5
1002,8,i2004,5
1067,26,i2077,5
1208,23,i725,5
982,7,i1500,5
1236,11,i1162,100
1447,18,i1163,100
974,28,i2004,5
1162,11,i1761,5
982,17,i2165,5
1290,10,i1030,5
393,27,i1398,5
368,30,i2395,5
854,26,i1836,50
1533,26,i887,5
1134,18,i761,5
621,22,i1342,5
1193,11,i1896,5
1163,22,i2171,5
852,15,i1841,5
793,24,i1231,50
1524,29,i2014,5
1432,16,i2236,5
1507,15,i222,50
1108,28,i1756,5
852,16,i1841,5
249,15,i1756,5
115,21,i887,5
1199,21,i899,5
2,11,i1282,50
641,30,i1851,5
149,27,i2137,5
762,10,i1498,100
608,28,i2312,5
1432,21,i2236,5
1008,9,i859,5
1000,9,i1756,5
848,21,i222,50
386,8,i1526,100
1623,24,i1499,5
1154,22,i1873,100
1307,17,i422,5
662,29,i1225,5
360,14,i2166,5
1524,14,i2330,5
854,29,i1836,50
1235,10,i1162,100
2,21,i1282,50
1306,21,i681,5
498,18,i17,50
913,26,i2312,5
1307,25,i422,5
1238,22,i1163,100
1535,12,i887,5
1416,14,i2162,5
1206,13,i222,100
1534,12,i1231,50
1438,24,i2002,100
497,13,i1030,5
623,28,i2002,5
159,21,i1756,5
497,23,i1029,50
1533,12,i887,5
492,14,i17,5
85,27,i1509,5
1165,25,i725,5
554,18,i2395,5
1306,16,i222,50
249,23,i1756,5
1313,29,i2312,5
1474,8,i1761,50
987,15,i835,5
1534,14,i1756,5
981,8,i1500,5
1414,14,i2242,5
106,14,i2395,5
703,12,i887,5
139,29,i1662,5
386,14,i1526,100
497,17,i1030,5
1165,30,i725,5
1440,13,i2305,5
1161,22,i17,50
1208,16,i725,5
905,26,i899,5
1204,22,i17,50
994,26,i873,5
1547,14,i835,5
1221,17,i518,1
731,29,i1837,5
974,16,i2004,5
834,22,i1526,50
143,26,i2312,5
1263,21,i1463,1
1000,8,i1756,5
0,16,i422,5
1289,12,i1030,5
87,9,i2014,5
1515,18,i1759,5
387,14,i1526,100
1097,29,i873,5
1035,26,i682,5
1024,23,i423,5
768,13,i1499,5
913,25,i2312,5
1306,10,i681,5
1380,28,i1591,5
87,14,i2014,5
1377,26,i262,5
106,26,i2395,5
1208,13,i725,5
87,26,i2015,5
988,28,i835,5
446,28,i2066,5
2,23,i1281,50
317,24,i2169,5
1212,18,i1525,5
1210,26,i2169,5
1307,18,i423,5
317,14,i2169,5
87,12,i2015,5
1335,12,i1761,5
994,23,i873,5
1306,11,i681,5
492,17,i17,5
1338,21,i1760,5
1224,28,i1182,5
968,23,i1896,5
1208,17,i725,5
368,13,i2395,5
1390,11,i681,5
622,28,i2002,5
1505,8,i1756,5
116,30,i837,50
1524,29,i2014,5
106,30,i2395,5
905,27,i899,5
1520,26,i2003,5
258,7,i859,5
1254,17,i1462,1
1098,24,i2305,5
994,29,i873,5
555,15,i682,5
1035,10,i887,5
2,14,i1281,50
1289,13,i1029,50
493,12,i17,5
0,30,i423,5
89,8,i1740,5
1267,25,i1140,50
1432,18,i2236,5
149,30,i2137,5
1161,14,i1761,5
790,14,i1109,5
274,9,i222,5
361,10,i682,5
1541,28,i2305,5
855,24,i2003,5
769,26,i1499,5
133,28,i1503,5
555,9,i222,50
536,25,i2015,5
384,10,i17,5
968,14,i1896,5
1236,18,i1162,100
1036,30,i682,5
1206,8,i222,100
1036,28,i222,50
790,15,i948,5
620,28,i2066,5
1325,25,i2004,5
1207,7,i2169,5
1238,13,i1162,100
1035,25,i682,5
555,12,i681,5
1133,15,i761,5
421,18,i1761,5
1612,17,i1761,50
1440,23,i2305,5
1515,28,i1839,5
1307,28,i423,5
881,14,i1406,5
1432,26,i2236,5
36,14,i1896,5
551,16,i1140,5
1303,30,i1499,5
1623,27,i1499,5
88,18,i1740,5
1520,13,i2003,5
387,8,i1526,100
486,7,i2137,100
784,27,i899,5
1036,15,i887,5
613,13,i222,5
860,14,i1499,5
264,28,i1030,5
140,30,i1662,5
968,16,i1896,5
996,27,i2395,5
86,26,i2015,5
861,25,i1499,5
982,9,i1500,5
1377,15,i262,5
1163,18,i2171,5
1221,21,i2015,5
176,22,i2395,5
348,30,i2066,50
1000,8,i1756,5
987,24,i835,5
968,24,i1895,5
579,17,i1688,5
1530,29,i950,5
1098,18,i2305,5
497,16,i1030,5
1221,23,i843,50
2,16,i1281,50
13,30,i1162,5
1221,17,i843,50
1516,21,i1760,5
761,26,i899,5
971,23,i1896,5
524,21,i18,50
848,26,i682,5
1036,25,i222,50
608,10,i2312,5
586,30,i1509,5
1306,11,i682,5
1533,29,i887,5
1162,17,i1761,5
489,25,i1896,5
0,23,i423,5
1507,18,i222,50
86,27,i2015,5
836,28,i17,5
1024,16,i422,5
1206,27,i875,5
1035,21,i887,5
361,11,i681,5
1447,30,i1163,5
855,25,i1836,50
1373,25,i586,5
159,17,i1756,5
971,15,i1895,5
478,22,i1662,100
1290,23,i1030,5
1534,24,i1231,50
981,13,i2165,5
1199,18,i899,5
756,30,i1502,5
116,12,i887,5
851,11,i1661,5
837,27,i18,5
581,27,i1109,5
756,12,i1502,5
1235,27,i1163,5
981,21,i2165,5
1212,12,i1525,5
1459,21,i2015,5
1598,28,i682,5
1235,28,i1163,5
1056,27,i2395,5
1337,28,i2137,5
257,30,i859,5
368,28,i2395,5
25,29,i1851,5
496,21,i1836,5
274,17,i222,50
874,11,i899,5
579,12,i1688,5
1420,28,i1841,5
1535,26,i837,50
968,22,i1895,5
974,24,i2004,5
1154,7,i1873,100
1235,11,i1162,100
489,30,i1896,5
257,26,i859,5
1008,15,i859,5
1210,17,i2169,5
86,10,i2014,5
192,27,i1499,5
1264,12,i586,5
581,12,i1109,5
1448,27,i899,5
317,23,i2169,5
1535,29,i887,5
854,25,i1836,50
106,27,i2395,5
554,22,i2395,5
385,13,i17,5
1002,14,i2004,5
913,14,i2312,5
1324,16,i2004,5
1330,28,i899,5
273,9,i222,5
86,17,i2014,5
1516,26,i1839,5
1201,18,i18,5
1629,30,i1837,5
1074,10,i2244,5
1214,27,i262,5
1216,23,i1162,100
13,28,i1163,5
421,14,i1761,5
581,25,i948,5
489,26,i1895,5
1349,28,i899,5
1238,23,i1163,100
1533,13,i887,5
1377,7,i262,5
2,24,i1281,50
971,16,i1896,5
1217,30,i1163,5
1264,29,i586,5
1546,13,i835,5
1330,22,i2162,5
1598,25,i222,50
87,23,i2014,5
1163,17,i2171,5
1634,18,i181,5
1440,12,i2305,5
1524,25,i2014,5
1628,27,i1837,5
105,29,i2395,5
1154,29,i1873,5
786,22,i1525,50
1318,23,i1340,5
317,27,i2169,5
981,12,i2165,5
249,23,i1756,5
1289,30,i1030,5
1373,24,i586,5
968,11,i1740,5
364,17,i2239,5
1440,15,i2305,5
1399,17,i2137,100
690,17,i1249,5
781,22,i2171,5
159,23,i1756,5
848,26,i682,5
258,23,i859,5
1420,17,i1841,5
621,27,i1342,5
1593,29,i17,5
1377,8,i262,5
105,7,i2305,5
660,29,i1340,5
1612,8,i1761,50
945,30,i2014,5
1517,29,i677,50
1074,16,i2244,5
258,9,i859,5
1306,16,i681,5
1520,14,i2003,5
1349,21,i899,5
1317,30,i586,5
258,17,i859,5
811,30,i2002,5
731,10,i1837,5
1518,25,i677,50
106,30,i2395,5
769,16,i1499,5
1236,8,i1162,100
1036,24,i222,5
1221,22,i843,50
778,21,i2242,5
1097,25,i873,5
176,24,i2395,5
556,26,i2077,5
655,21,i1834,5
418,27,i1509,5
641,29,i1851,5
1221,21,i2014,5
852,25,i1841,5
269,29,i2002,5
1217,25,i1162,100
1098,13,i2305,5
557,22,i688,1
388,21,i222,50
121,30,i1025,5
1264,24,i586,5
754,15,i899,5
1056,29,i2395,5
856,24,i1180,5
1154,13,i1873,100
1262,30,i2395,5
1609,11,i222,50
880,22,i17,50
86,7,i2015,5
579,16,i1688,5
86,7,i2014,5
1445,26,i899,5
88,21,i1740,5
476,23,i1740,5
498,28,i1499,5
317,11,i2169,5
1036,17,i887,5
501,30,i2001,5
1207,10,i2169,5
496,17,i1836,5
1325,17,i2004,5
1235,21,i1163,100
971,9,i1740,5
368,22,i2395,5
536,28,i2014,5
348,28,i2066,50
36,18,i1895,5
257,28,i859,5
1549,13,i2164,5
1199,28,i899,5
2,29,i1281,50
1520,22,i2003,5
1235,9,i1162,100
1207,24,i2169,5
810,28,i2002,5
1067,25,i2078,5
691,22,i1249,5
115,22,i837,50
1307,25,i423,5
1435,12,i2164,5
1154,16,i1873,100
971,30,i1896,5
569,29,i18,5
860,16,i1499,5
1063,25,i682,5
2,18,i1282,50
1308,23,i422,5
142,27,i2312,5
1208,21,i725,5
848,22,i681,5
1390,10,i682,5
603,28,i2001,5
249,13,i1756,5
1261,21,i1756,5
486,25,i2137,100
1290,28,i1029,50
86,12,i2014,5
968,16,i1895,5
1002,11,i2004,5
853,29,i1841,5
268,28,i1841,5
105,11,i2305,5
1319,24,i1340,5
36,17,i1895,5
989,16,i1761,50
1264,23,i586,5
1304,26,i1499,5
384,13,i17,5
1164,25,i948,5
793,16,i1231,50
1198,30,i899,5
1165,27,i725,5
476,21,i1740,5
1510,12,i1756,5
1238,9,i1163,100
1534,27,i1756,5
88,23,i1740,5
1337,12,i2137,100
569,28,i17,5
961,26,i1735,5
25,24,i1851,5
1330,7,i899,5
1280,11,i899,5
994,25,i873,5
360,10,i222,50
1261,25,i1756,5
1520,29,i2003,5
143,30,i2312,5
905,25,i899,5
116,17,i887,5
422,7,i1761,5
754,14,i899,5
1307,13,i422,5
989,21,i1761,50
1238,25,i1162,100
1432,7,i2236,5
603,30,i2001,5
754,23,i899,5
545,22,i1873,100
1337,30,i2137,5
1304,23,i1499,5
460,8,i1836,5
1440,29,i2305,5
790,27,i1109,5
1307,22,i422,5
8,15,i1661,5
257,17,i859,5
87,22,i2015,5
971,16,i1895,5
1325,18,i2004,5
755,17,i899,5
3,30,i1162,5
703,7,i887,5
981,18,i2165,5
852,26,i1841,5
1035,12,i887,5
412,30,i1435,5
1445,25,i899,5
848,29,i222,50
621,18,i1342,5
1063,9,i887,5
1221,27,i2015,5
1549,18,i2164,5
1533,13,i887,5
1067,28,i2077,5
1145,16,i181,5
982,11,i1500,5
0,13,i423,5
1214,18,i262,5
1199,30,i899,5
1414,22,i2242,5
608,27,i2312,5
1206,18,i875,100
1422,30,i2318,5
1315,28,i17,5
1612,12,i1761,50
1308,24,i422,5
581,14,i1109,5
1516,18,i1760,5
386,13,i1526,100
1238,8,i1162,100
36,29,i1895,5
841,22,i1877,1
1035,17,i887,5
1534,9,i1756,5
1214,10,i262,5
1533,21,i887,5
1035,30,i681,5
26,30,i1851,5
364,15,i2239,5
1154,30,i1873,5
1154,27,i1873,5
1000,14,i1231,50
848,30,i222,50
1612,22,i1462,1
1474,13,i1761,50
989,17,i1462,1
754,10,i899,5
361,11,i682,5
389,18,i181,5
1210,24,i2169,5
12,24,i2395,5
1338,18,i1759,5
997,17,i222,50
159,12,i1756,5
971,13,i1895,5
26,18,i1850,1
655,23,i1834,5
261,24,i859,5
159,22,i1756,5
389,22,i181,5
122,28,i1025,5
586,28,i1509,5
1459,22,i2015,5
105,16,i2395,5
257,8,i859,5
1157,13,i2163,5
1024,14,i422,5
1290,14,i1030,5
1303,28,i1499,5
317,21,i2169,5
115,13,i887,5
851,14,i1661,5
249,27,i1756,5
555,17,i682,5
1098,15,i2305,5
1479,10,i222,50
1035,16,i887,5
364,12,i2239,5
348,27,i2066,50
690,16,i1249,5
1206,7,i222,100
997,18,i222,50
811,24,i2002,5
579,14,i1691,5
1206,9,i222,100
361,11,i222,50
1416,28,i899,5
133,23,i1503,5
478,18,i1662,100
393,27,i1399,5
1445,18,i899,5
384,11,i18,5
1440,22,i2305,5
1308,14,i422,5
586,26,i1509,5
1467,29,i1231,5
1303,22,i1499,5
1337,23,i2137,100
1206,29,i875,5
249,25,i1756,5
1205,17,i1406,5
555,16,i222,50
989,18,i1761,50
116,13,i837,50
545,12,i1873,100
848,26,i222,50
945,29,i2014,5
1546,7,i1499,5
1214,10,i262,5
13,28,i1162,5
987,30,i835,5
793,29,i1756,5
1074,26,i2244,5
1216,27,i1162,5
1190,17,i2072,100
317,30,i2169,5
1000,16,i1756,5
81,11,i222,50
1337,8,i2137,100
1307,23,i423,5
690,22,i1249,5
112,11,i682,5
258,13,i859,5
249,16,i1756,5
841,27,i2003,5
536,26,i2015,5
1337,10,i2137,100
3,29,i1162,5
1534,12,i1756,5
1330,21,i2162,5
2,12,i1281,50
1289,21,i1030,5
526,22,i17,50
731,30,i1837,5
848,18,i682,5
620,27,i2066,5
460,18,i1836,5
1000,24,i1231,50
1447,13,i1163,100
1254,22,i1462,1
1535,22,i887,5
968,28,i1895,5
267,30,i1841,5
968,30,i1895,5
914,18,i2312,5
1289,23,i1030,5
1373,30,i586,5
1447,28,i1162,5
757,8,i1740,5
1435,18,i2164,5
1289,10,i1030,5
1205,16,i1406,5
945,27,i2014,5
989,21,i1761,50
422,17,i1761,5
769,23,i1499,5
527,22,i1850,1
579,13,i1691,5
1431,27,i1422,5
579,14,i1688,5
1063,25,i222,50
994,24,i873,5
368,16,i2395,5
613,9,i222,5
754,16,i899,5
1074,30,i2244,5
913,28,i2312,5
112,11,i222,50
105,28,i2395,5
459,13,i1836,5
1002,28,i2004,5
1534,9,i1756,5
1036,11,i887,5
1210,9,i2169,5
1598,29,i682,5
116,9,i887,5
836,28,i18,5
365,29,i1500,5
26,24,i1851,5
1306,13,i681,5
89,16,i1740,5
860,24,i1499,5
364,12,i2239,5
752,30,i262,5
854,17,i1836,50
971,15,i1895,5
1161,12,i1761,5
88,10,i1895,5
1337,18,i2137,100
364,18,i2239,5
989,17,i1761,50
1518,27,i677,50
1221,17,i2015,5
968,27,i1895,5
841,23,i2003,5
1337,8,i2137,100
971,18,i1895,5
988,25,i835,5
1210,22,i2169,5
497,22,i1029,50
455,28,i1896,5
1158,12,i2163,5
1318,21,i919,1
460,23,i1836,5
1304,21,i1499,5
1290,29,i1030,5
1158,13,i2163,5
1000,30,i1756,5
989,17,i1463,1
1205,17,i1406,5
496,29,i1836,5
133,25,i1503,5
683,15,i2242,5
1307,25,i423,5
997,15,i682,5
968,30,i1896,5
1438,29,i2002,5
1207,26,i2169,5
1035,28,i222,50
1204,12,i1406,5
1337,22,i2137,100
660,28,i1340,5
1527,17,i17,5
496,28,i1836,5
86,17,i2015,5
545,24,i1873,100
176,26,i2395,5
36,16,i1896,5
326,17,i2166,5
459,15,i1836,5
1205,14,i1406,5
421,15,i1761,5
1534,29,i1756,5
1533,17,i887,5
310,29,i222,5
36,27,i1896,5
1377,28,i262,5
1303,26,i1499,5
1154,17,i1873,100
492,12,i18,5
1313,10,i1502,5
811,28,i2002,5
1290,7,i1030,5
1459,28,i2014,5
545,17,i1873,100
1533,16,i887,5
105,28,i2395,5
1414,22,i2242,5
1306,7,i682,5
498,26,i1499,5
1425,27,i1502,5
1415,30,i1735,5
754,12,i899,5
1416,11,i899,5
385,10,i18,5
1325,22,i2004,5
581,30,i1109,5
1289,8,i1030,5
1235,12,i1163,100
1206,14,i222,100
364,16,i2239,5
1036,18,i887,5
1036,11,i887,5
997,13,i681,5
988,21,i835,5
2,27,i1282,50
861,29,i1499,5
384,14,i18,5
545,30,i1873,5
86,17,i518,1
1516,21,i1759,5
385,18,i18,5
89,11,i1895,5
1035,30,i222,50
1154,22,i1873,100
1439,23,i2002,100
555,11,i222,50
1208,29,i725,5
1236,7,i1162,100
1235,16,i1163,100
1280,10,i899,5
556,25,i17,50
1214,24,i262,5
1238,23,i1162,100
1217,26,i1162,100
848,30,i682,5
1193,11,i1895,5
118,22,i1662,50
1024,17,i422,5
1416,9,i899,5
489,29,i1895,5
1447,8,i1163,100
769,27,i1499,5
1212,22,i1525,5
776,17,i222,50
2,25,i1281,50
492,18,i17,5
1238,13,i1163,100
996,28,i2395,5
1206,21,i875,100
848,29,i681,5
1335,16,i1761,5
1307,12,i423,5
86,11,i2015,5
1235,7,i1162,100
2,18,i1281,50
974,30,i2004,5
1002,16,i2004,5
754,27,i899,5
1330,30,i899,5
761,28,i899,5
1416,25,i899,5
1624,28,i18,5
412,27,i1435,5
1221,25,i2014,5
603,27,i2001,5
1423,29,i2318,5
556,28,i18,50
257,18,i859,5
856,22,i1180,5
756,27,i1502,5
