recording,artist
id-17795650,id-1478943
id-9017782,id-597175
rec-1892136-dup-0,rec-31534-dup-1
rec-5750841-dup-1,id-805693
rec-26549740-dup-0,id-486950
id-3733228,id-376747
id-7796916,id-1211592
id-20943230,id-2001420
id-308480,id-31154
rec-2097260-dup-2,id-4915
rec-10093079-dup-1,id-41239
id-8806005,id-582429
id-12868046,id-152048
rec-9885262-dup-0,id-162937
rec-10440222-dup-2,id-821473
rec-10440222-dup-1,id-821473
rec-10440222-dup-0,id-821473
id-24247507,id-2375442
id-7358160,id-306
rec-23271280-dup-0,rec-3214141-dup-0
id-3811252,id-239056
id-8049815,id-357268
id-66169,id-5170
rec-11507296-dup-0,id-879831
id-12616409,id-122247
id-12550304,id-734410
id-10720736,id-169464
id-10602999,id-686331
rec-2272482-dup-1,rec-3418-dup-0
id-23271280,id-3214141
id-7853763,id-47914
id-1720844,id-40073
rec-13748118-dup-0,id-532524
id-1688146,id-34586
rec-1788277-dup-0,id-22420
id-4931242,id-100291
rec-10687847-dup-2,id-226974
rec-24284560-dup-0,rec-54-dup-0
id-674525,id-67853
rec-16230228-dup-0,id-425389
id-11824125,id-404810
id-8376439,id-421477
id-29083882,id-2935428
id-13792874,id-367119
rec-16274388-dup-2,id-334801
rec-4670704-dup-0,id-39182
id-6403292,id-404057
rec-544783-dup-0,id-45713
id-4994842,id-23845
id-14362088,id-70356
id-7936564,id-518333
id-3543274,id-223167
id-5561137,id-140514
rec-13104969-dup-0,id-908693
id-14529604,id-335701
rec-11886090-dup-0,id-7262
id-461371,id-32566
rec-10829698-dup-1,rec-705359-dup-0
id-47615,id-2997
rec-9180786-dup-2,rec-553379-dup-0
rec-26517020-dup-0,rec-1497997-dup-0
id-9682426,id-381176
rec-5551768-dup-0,id-181847
id-9937078,id-653522
rec-661930-dup-0,id-504
id-9216489,id-2351885
id-24284560,id-54
id-7130283,id-436813
rec-8695258-dup-0,rec-141159-dup-0
rec-1981370-dup-0,rec-37250-dup-0
rec-10791427-dup-0,id-417266
id-26523254,id-2050140
id-9558401,id-630404
rec-1704994-dup-0,id-5251
id-3644636,id-221402
id-11445203,id-893649
rec-11497644-dup-2,id-844857
id-13521747,id-976473
rec-11497644-dup-0,id-844857
rec-11497644-dup-1,id-844857
rec-12350479-dup-0,id-379483
rec-5169373-dup-2,id-21240
id-6307555,id-397426
id-9694273,id-186645
id-29085892,id-5345
id-2152919,id-55592
id-556707,id-30179
id-11904830,id-2779
id-3300802,id-91659
id-7753259,id-505414
id-25292578,id-116496
id-10643632,id-823507
id-13255493,id-529997
id-12154691,id-187
id-3037096,id-9758
rec-17850612-dup-0,rec-1486894-dup-1
id-402520,id-222194
id-29084947,id-2935568
id-18934186,id-101016
id-11349821,id-737349
rec-26571124-dup-0,id-2653183
id-10632315,id-61383
id-10834744,id-705713
id-5653505,id-1161827
id-3796575,id-1136111
rec-6771943-dup-1,id-103922
rec-4160374-dup-0,id-261289
rec-4160374-dup-1,id-261289
id-20980152,id-434964
id-454258,id-39293
id-13073062,id-903874
rec-1294649-dup-0,id-2236
id-7232597,id-462877
id-8191559,id-84597
id-25252646,id-2484935
id-6771943,id-103922
id-9851133,id-648484
id-12357843,id-546970
id-2847660,id-156
rec-1328931-dup-0,rec-108000-dup-0
id-3988201,id-101721
rec-13503227-dup-0,id-974338
id-7257670,id-41195
id-7182491,id-199
rec-10358205-dup-1,id-2132260
id-9453797,id-623691
id-7542049,id-200866
id-7694477,id-117130
rec-7322702-dup-0,id-469503
rec-13490303-dup-0,rec-972994-dup-0
id-865379,id-64641
rec-1887362-dup-0,id-5198
id-6898929,id-120914
rec-5226508-dup-0,id-293706
id-7228884,id-462489
id-12532361,id-713238
id-29713256,id-85659
id-14581528,id-96222
id-11273870,id-731040
rec-15335933-dup-0,rec-216930-dup-0
id-8868389,id-586325
id-10083370,id-140170
id-6144912,id-366942
rec-7728762-dup-0,id-503520
rec-7728762-dup-1,id-503520
rec-7728762-dup-2,id-503520
rec-9192409-dup-0,rec-407989-dup-1
id-674014,id-52502
id-11146171,id-459435
id-14283389,id-48584
id-5114789,id-66398
id-27980080,id-2822231
id-2304164,id-93819
id-1240509,id-97868
id-11632083,id-886636
id-8100388,id-530510
id-7799311,id-508834
id-10162483,id-122594
id-14613353,id-1129903
rec-6241450-dup-0,id-348650
id-13942386,id-1043913
id-29085837,id-491611
id-9311396,id-615788
id-53790,id-4628
id-13558342,id-2421153
id-8937342,id-413539
rec-4740185-dup-0,rec-297088-dup-0
id-2074736,id-92289
rec-1913479-dup-1,rec-67118-dup-0
id-30270514,id-3277
rec-5634441-dup-0,id-167549
rec-5634441-dup-1,id-167549
id-7507630,id-466224
id-7700792,id-464740
rec-7836403-dup-1,id-1181
id-3627243,id-227517
id-6704458,id-861705
id-11667696,id-152446
id-11547124,id-744770
id-5864749,id-362264
id-45504,id-4323
rec-11007275-dup-0,id-657951
id-9379419,id-338980
rec-29112011-dup-2,id-2938179
rec-29112011-dup-1,id-2938179
rec-29112011-dup-0,id-2938179
id-9665522,id-637572
rec-12357843-dup-0,rec-546970-dup-0
rec-8161303-dup-0,id-535220
rec-20943230-dup-1,id-2001420
rec-8571665-dup-0,id-566481
rec-6571277-dup-0,rec-415170-dup-0
id-13605179,id-989482
rec-13264247-dup-0,rec-765043-dup-1
id-4152141,id-1890
id-11259168,id-137596
id-6186669,id-436282
rec-4893823-dup-0,id-3942
rec-4893823-dup-1,id-3942
id-4049295,id-10157
rec-2996724-dup-0,id-42565
id-2751371,id-165187
rec-26563016-dup-0,id-587603
id-4496704,id-22301
id-5429711,id-49369
id-14190121,id-773770
id-161113,id-62
rec-12883862-dup-0,id-3331
rec-11368893-dup-0,id-738588
id-8035127,id-111875
id-9786365,id-242684
id-18173019,id-1526978
id-9888969,id-37921
id-16182445,id-556358
id-12034701,id-360482
rec-4636401-dup-0,id-63903
id-4966449,id-63480
rec-27980080-dup-2,id-2822231
id-12441973,id-384102
rec-8029555-dup-0,id-525727
id-22638734,id-2212132
id-4239546,id-266471
id-20989299,id-385113
id-30258477,id-3072653
id-1583535,id-50353
id-7832421,id-511082
id-545022,id-30965
id-13314782,id-951300
rec-7104111-dup-1,id-452943
id-5299958,id-9854
rec-4683354-dup-1,rec-60-dup-0
id-26549740,id-486950
id-10530076,id-196032
id-8774347,id-40571
id-6330361,id-301865
rec-3470808-dup-0,id-168370
id-9018491,id-597204
rec-11533105-dup-0,id-247354
id-15366796,id-194645
id-9197815,id-609056
id-2984638,id-1517
rec-29124042-dup-0,id-221542
rec-10726958-dup-0,rec-659497-dup-0
id-4778333,id-481
id-14671999,id-1136302
id-7182687,id-233747
id-3238339,id-810578
id-29725304,id-904732
rec-1790267-dup-1,id-2546
rec-1790267-dup-0,id-2546
rec-14812500-dup-0,id-2302503
id-7321958,id-12640
id-24764518,id-1674801
id-21940460,id-2135366
id-8202718,id-542277
id-9578061,id-298218
id-299361,id-30080
id-5938247,id-366906
id-11704546,id-435499
id-30271907,id-648247
rec-5099221-dup-0,id-1048590
id-9036714,id-100968
id-10092833,id-817102
id-9898113,id-1373
rec-7752630-dup-1,id-346340
id-3470808,id-168370
rec-8395062-dup-0,rec-520314-dup-0
rec-8395062-dup-1,id-520314
rec-7752630-dup-0,id-346340
id-12847776,id-719957
id-5482096,id-99605
rec-4818777-dup-0,id-52572
rec-17880574-dup-0,id-1490687
rec-17880574-dup-1,id-1490687
id-20982808,id-1110
rec-10038443-dup-0,id-709749
id-270931,id-17
id-13371755,id-45730
rec-3517288-dup-0,id-66983
id-8542819,id-578662
rec-24729669-dup-0,rec-2060126-dup-0
rec-3554723-dup-0,rec-817769-dup-0
id-17820347,id-1482641
rec-13940996-dup-0,rec-86876-dup-0
id-10184338,id-445878
id-12575563,id-839916
id-10215987,id-666844
id-11610625,id-260648
id-4557548,id-108251
id-10585204,id-238570
rec-10681066-dup-2,rec-698519-dup-0
id-9429276,id-87893
id-12567304,id-435011
id-1125402,id-40294
id-9803182,id-457299
id-17846873,id-1484149
id-8417653,id-237851
rec-21950414-dup-2,id-1172968
id-29731414,id-395467
id-10505485,id-817538
id-7869398,id-120423
id-7727326,id-503379
id-6941519,id-439892
id-11424789,id-258989
rec-8044618-dup-0,id-281507
rec-8044618-dup-1,id-281507
id-14569534,id-1125580
id-3338105,id-20217
id-8916816,id-527350
id-13944318,id-1044143
rec-3185906-dup-0,id-73082
id-29124042,id-221542
rec-10829698-dup-0,id-705359
rec-25653706-dup-2,id-453522
rec-25653706-dup-0,rec-453522-dup-0
id-2804524,id-10356
id-7885649,id-514731
id-5269774,id-325536
id-7113236,id-41543
id-14917656,id-1166337
id-14235769,id-1085443
id-5573540,id-23320
id-10220447,id-49233
id-2631836,id-4841
rec-5750841-dup-0,id-805693
id-2097260,id-4915
id-6475842,id-40280
id-11243492,id-14549
rec-5743388-dup-1,id-327384
id-6593507,id-160210
id-8121176,id-1044322
id-14575196,id-1125717
id-10910338,id-708755
id-10955726,id-711515
id-7114859,id-2001679
id-13502339,id-1315
rec-1854390-dup-1,id-190
rec-1854390-dup-0,rec-190-dup-0
id-3528167,id-41711
rec-13043305-dup-0,id-514082
id-2425154,id-125164
id-2407097,id-1030
id-15103746,id-432637
id-22039340,id-1434102
rec-8404626-dup-1,id-23465
rec-11704998-dup-1,id-37444
rec-11704998-dup-0,rec-37444-dup-0
id-10940672,id-382832
id-5626083,id-118559
id-5132060,id-59387
rec-973375-dup-0,id-74156
id-1484705,id-12598
rec-26521164-dup-2,id-2647267
rec-15179212-dup-0,id-30544
rec-12596851-dup-0,id-842630
id-15234007,id-1211294
id-6876375,id-423843
rec-7588790-dup-1,id-492027
id-12304686,id-797091
id-2909361,id-387
id-7418159,id-21949
rec-7298587-dup-1,id-467585
id-3310840,id-37938
rec-8952713-dup-0,rec-592528-dup-1
id-11098585,id-717105
id-3638850,id-6874
id-6693462,id-60661
id-21978757,id-175905
rec-8182011-dup-0,rec-536958-dup-0
id-14773723,id-1147959
id-11902201,id-97699
rec-3164387-dup-1,id-33363
id-7563571,id-226854
id-9175207,id-87222
rec-11661328-dup-0,id-1309450
id-410805,id-824483
id-8574275,id-566606
id-14894170,id-145273
id-3672847,id-229912
id-272237,id-2394
id-6946204,id-185622
rec-8528156-dup-0,rec-1097-dup-0
id-299956,id-1804
id-10963898,id-711388
rec-1854390-dup-2,id-190
rec-526887-dup-0,id-44520
id-4804480,id-822
id-6478808,id-4292
id-4834098,id-302903
id-20991797,id-1420849
rec-9439699-dup-2,id-490857
rec-9439699-dup-0,id-490857
id-7071118,id-450416
id-7254783,id-72104
id-3231664,id-184
id-13103989,id-22597
id-3249900,id-114058
rec-11337889-dup-0,id-2784
id-4830550,id-90086
rec-2139937-dup-1,id-148344
id-8979127,id-86461
id-13464975,id-969660
rec-112489-dup-0,id-4991
id-11839473,id-769157
id-14933892,id-1137513
id-12193701,id-790727
id-501570,id-42560
rec-2916886-dup-1,id-189182
id-3694971,id-231026
id-28377,id-61506
id-13155741,id-930960
id-14923041,id-942062
id-6057321,id-376292
id-27946261,id-2817831
id-14578256,id-1125967
id-12612400,id-1174721
rec-11610625-dup-0,rec-260648-dup-0
rec-11610625-dup-1,id-260648
rec-13769952-dup-0,id-1017503
id-30265347,id-3073787
rec-12341310-dup-1,id-148712
rec-12341310-dup-0,id-148712
rec-1528888-dup-0,rec-376676-dup-1
id-7578162,id-491218
rec-6330361-dup-1,id-301865
id-7614484,id-32763
rec-25292578-dup-0,id-116496
id-3719908,id-253
rec-9217075-dup-0,id-160765
rec-9217075-dup-1,id-160765
id-7343284,id-54427
id-29133504,id-2931223
rec-11235861-dup-0,rec-325165-dup-0
id-11540474,id-748849
id-7043071,id-349638
id-2951569,id-992751
id-1485168,id-117238
id-5099989,id-276570
id-10310037,id-278444
id-15728482,id-919462
id-15051590,id-189446
rec-1485168-dup-0,id-117238
rec-25255955-dup-0,id-388
id-8342028,id-69475
id-4222655,id-11203
rec-7322702-dup-1,id-469503
id-10813410,id-495111
rec-6693462-dup-0,id-60661
id-3385232,id-38905
id-3161770,id-96958
id-8659998,id-572130
id-22633521,id-312917
rec-14417950-dup-1,id-245106
rec-14417950-dup-0,id-245106
id-8181600,id-48039
id-7099402,id-452663
id-4654072,id-20688
rec-13166596-dup-0,rec-878172-dup-0
rec-8220526-dup-0,id-539847
rec-8196085-dup-1,id-296923
id-3804624,id-11522
id-587066,id-25
rec-14630343-dup-0,rec-38110-dup-0
id-14014195,id-250445
id-6241450,id-348650
id-31571366,id-3222138
rec-8161303-dup-2,id-535220
id-4750627,id-12616
id-213800,id-14679
id-14797034,id-426871
id-33044853,id-2611921
id-5713091,id-351790
id-7572443,id-820141
id-13418307,id-963089
rec-11346193-dup-0,id-24587
rec-11346193-dup-1,id-24587
id-2609022,id-823341
id-1526514,id-119323
rec-25253179-dup-1,id-2484968
rec-11604171-dup-0,rec-1107091-dup-0
id-210524,id-1616
id-3239465,id-206514
id-11152174,id-1466340
id-2695990,id-177459
id-29126992,id-8818
id-10914567,id-1463399
rec-8453297-dup-0,rec-557547-dup-1
id-9814681,id-335114
id-9126349,id-2109
rec-13760652-dup-1,id-3140050
id-14127821,id-1072166
id-4529462,id-299405
rec-14874652-dup-0,id-1165039
id-3031623,id-2147162
id-6977619,id-281399
id-342468,id-89
rec-1663014-dup-0,id-1968
id-31558096,id-3220286
rec-1663014-dup-2,id-1968
id-13418623,id-59092
id-1734596,id-129334
rec-13909796-dup-0,id-43503
rec-8300687-dup-2,id-546136
id-3780610,id-1122397
id-6359672,id-401207
rec-3136243-dup-0,id-79575
id-2212422,id-122543
id-8274276,id-5160
rec-2004850-dup-1,rec-35453-dup-0
id-2855239,id-40780
id-14630343,id-38110
id-4426490,id-277835
id-11859347,id-127523
id-281053,id-12679
id-3544050,id-4539
rec-6131017-dup-0,rec-382553-dup-0
rec-20982808-dup-1,id-1110
rec-8049815-dup-0,id-357268
id-3210083,id-49690
rec-8049815-dup-2,id-357268
id-6775872,id-90312
id-3314370,id-39099
id-24735434,id-2423352
id-14504492,id-526299
id-1904941,id-137894
id-13028512,id-895593
rec-25241633-dup-2,id-93
id-10489961,id-815954
id-25255160,id-866411
rec-6824420-dup-1,id-432508
rec-6824420-dup-0,id-432508
id-2206763,id-57306
id-17797371,id-400653
rec-2435917-dup-0,id-832662
id-7516154,id-1549733
id-12740477,id-278946
id-24752798,id-2425010
rec-25253179-dup-0,id-2484968
id-5463542,id-336875
rec-1484705-dup-0,id-12598
id-11074645,id-666847
id-8327843,id-12151
id-8202146,id-470256
id-23466799,id-1960
id-14356943,id-1001914
rec-10559249-dup-1,id-97880
id-5819676,id-141756
rec-9863041-dup-1,id-64925
id-12112715,id-470716
id-17128729,id-1387999
id-7683271,id-1815
id-11720031,id-365078
id-15065800,id-1174745
id-11914377,id-774371
id-9110647,id-32837
id-14640227,id-1133071
id-14124803,id-392074
id-13642316,id-41158
rec-7783430-dup-1,id-176277
id-4928861,id-2623199
id-8572099,id-566490
id-11046795,id-97546
rec-10870990-dup-0,id-2535
id-9714719,id-353796
id-12883862,id-3331
rec-12327087-dup-0,id-798566
rec-7694477-dup-0,rec-117130-dup-0
id-8841320,id-1137448
rec-17826910-dup-0,rec-1483876-dup-0
id-29079244,id-3461
id-1913479,id-67118
rec-19003824-dup-1,rec-1622468-dup-0
id-6212204,id-280735
id-1312686,id-53043
id-4278698,id-35749
rec-14250085-dup-0,id-498012
id-12517390,id-833317
rec-12612400-dup-0,id-1174721
id-7172433,id-124472
id-27925276,id-2815207
id-8411245,id-336924
id-14827396,id-1154209
rec-10040508-dup-0,rec-2234-dup-0
id-4219962,id-200478
id-2640928,id-968692
id-3519572,id-222040
id-16189761,id-170778
id-1738659,id-129490
rec-11824125-dup-0,id-404810
id-27980957,id-2822231
id-27929349,id-2044879
id-10786498,id-499983
id-7114824,id-140460
id-20968679,id-2005099
rec-37235-dup-0,id-3990
rec-11561345-dup-0,id-548450
id-10219980,id-666736
id-1030421,id-9579
id-6084398,id-138160
id-6046715,id-268184
id-6485732,id-685
rec-2097260-dup-1,id-4915
rec-2097260-dup-0,id-4915
id-10074531,id-180966
id-3612357,id-8551
id-8453297,id-557547
id-7039731,id-50397
rec-10200199-dup-0,rec-659338-dup-0
rec-3024583-dup-0,id-64561
rec-3024583-dup-1,id-64561
id-22644681,id-2213078
id-5526541,id-387
id-9608909,id-145491
rec-259573-dup-2,id-21240
id-8491494,id-560570
id-10687847,id-226974
id-7556146,id-178843
id-9539887,id-34560
id-1686077,id-119584
rec-7800339-dup-0,id-299526
id-8940228,id-268096
id-24268356,id-2377683
rec-10358205-dup-0,id-2132260
id-7401997,id-267507
rec-24247507-dup-0,id-2375442
id-5142312,id-130380
id-8356994,id-544852
id-19153100,id-1639359
id-7300038,id-467758
id-15376388,id-93651
id-27920169,id-1665840
id-6848705,id-433936
rec-4740185-dup-1,id-297088
id-3647706,id-136401
id-21948083,id-56695
id-9254917,id-612447
id-3034971,id-89817
rec-6153947-dup-0,id-223799
rec-13874511-dup-1,id-1040649
id-11945423,id-59646
id-592573,id-9125
id-13769952,id-1017503
id-14654702,id-1049972
rec-9230055-dup-0,id-164913
id-551400,id-112603
rec-12298250-dup-0,id-244460
id-3167609,id-31878
rec-409913-dup-1,rec-36961-dup-0
rec-11704546-dup-0,id-435499
id-13189943,id-935684
rec-13752485-dup-0,id-56535
rec-13874511-dup-0,rec-1040649-dup-0
id-10025550,id-553560
rec-8411245-dup-0,id-336924
id-1663014,id-1968
id-9726892,id-641639
id-13136441,id-922443
rec-4981468-dup-0,id-1338
id-7968157,id-294012
id-24248758,id-2375501
id-8744961,id-107434
id-2082295,id-44245
id-183880,id-11564
rec-6330361-dup-0,id-301865
id-5992175,id-12078
rec-8402790-dup-0,id-553678
id-4901076,id-306650
id-267033,id-12119
id-9350,id-236
id-27361674,id-1414011
id-21940945,id-3331
rec-13122514-dup-1,id-1060377
rec-7992916-dup-0,id-5633
id-14081926,id-569117
rec-11026605-dup-0,id-313146
rec-24289162-dup-0,id-2379733
rec-24289162-dup-1,id-2379733
rec-24289162-dup-2,id-2379733
id-13357214,id-32737
rec-5065571-dup-2,id-157915
rec-16396417-dup-1,id-1337456
rec-5065571-dup-0,id-157915
rec-5065571-dup-1,id-157915
id-6518420,id-1908719
id-3468330,id-122400
id-103394,id-1207775
id-5127137,id-318011
rec-8917413-dup-1,id-121770
rec-26562314-dup-1,id-2651960
id-15145623,id-46373
id-2728774,id-597116
id-14625342,id-9152
rec-12598190-dup-0,id-842775
id-13833957,id-3395390
id-27978928,id-2550641
id-29094143,id-176300
rec-11667893-dup-0,rec-599427-dup-0
id-13200740,id-1740628
id-7478465,id-470993
id-2394219,id-24288
id-5984007,id-168462
id-2694564,id-99709
id-2066122,id-96432
rec-12441973-dup-1,rec-384102-dup-1
rec-12441973-dup-0,rec-384102-dup-0
id-7945139,id-518958
id-33031065,id-3394662
id-12860708,id-873152
id-10560135,id-689965
id-10698143,id-192540
id-30265609,id-1528672
id-5618952,id-346433
id-4872768,id-34886
id-14286233,id-644827
id-620215,id-49799
id-223649,id-47
id-8660367,id-465343
rec-4595999-dup-0,id-11750
id-10249255,id-350212
id-1826093,id-133691
id-12367706,id-30697
id-12907331,id-97546
id-12394316,id-803047
id-7523745,id-486172
id-12388186,id-97546
rec-5169373-dup-1,id-21240
id-8917413,id-121770
rec-26541211-dup-0,id-2490429
id-7384021,id-171378
id-15706709,id-1261415
id-5291545,id-251315
id-170321,id-817
id-3901192,id-149983
id-1853774,id-82218
rec-5169373-dup-0,id-21240
id-29122247,id-49612
rec-11544266-dup-0,id-168945
id-9354232,id-938
rec-13878394-dup-0,id-854602
id-11483115,id-745555
id-13639320,id-996908
id-5628055,id-46743
rec-13490059-dup-0,id-972981
id-8834031,id-584020
id-20205890,id-1821448
rec-10529473-dup-1,id-491315
rec-10529473-dup-0,id-491315
id-9916135,id-48979
id-11385932,id-739618
rec-8274276-dup-0,id-5160
rec-10198676-dup-0,rec-41249-dup-0
id-1356288,id-54762
id-21248793,id-504144
rec-3287434-dup-0,id-209179
id-2444468,id-247640
rec-2435917-dup-1,id-832662
id-2775163,id-46201
id-3866019,id-24288
rec-9267321-dup-1,id-94745
id-6168281,id-244528
rec-8733621-dup-0,id-399604
id-9074456,id-600831
rec-5062926-dup-0,rec-314629-dup-0
id-10932802,id-5882
id-3873194,id-3356
rec-7710230-dup-1,id-478503
id-2049071,id-69363
id-10453882,id-818762
id-587075,id-25
id-9165742,id-1993203
id-6684065,id-53275
id-3136243,id-79575
id-8349221,id-549809
id-752101,id-1261448
id-10181181,id-805842
id-2820977,id-184621
id-7710230,id-478503
id-5280314,id-326052
rec-2859865-dup-0,rec-30869-dup-0
id-10661781,id-696994
id-8404626,id-23465
id-5754622,id-839547
rec-27942497-dup-0,rec-955512-dup-1
rec-14578256-dup-0,rec-1125967-dup-1
id-8472528,id-113441
id-7112177,id-383346
id-10134222,id-1081208
id-17786967,id-1273852
id-11667893,id-599427
id-13991932,id-49247
rec-12042339-dup-0,rec-5880-dup-1
rec-14472112-dup-0,rec-1918-dup-0
id-6887732,id-436292
rec-32260841-dup-0,id-3303008
rec-32260841-dup-1,id-3303008
rec-13211926-dup-1,id-172464
id-2052945,id-67631
rec-11702564-dup-0,id-346396
id-25284773,id-2488489
rec-9505199-dup-0,id-1528
id-4051208,id-135098
rec-16396417-dup-0,id-1337456
id-11451440,id-183473
rec-6391590-dup-0,rec-62373-dup-1
id-11950503,id-60783
id-2340623,id-43810
id-2622092,id-147952
id-8803023,id-290640
id-25820337,id-508365
id-4929752,id-36327
id-11736263,id-556943
rec-4818590-dup-2,id-160408
rec-11581261-dup-0,id-139206
id-21956703,id-10302
id-7815637,id-296152
id-3760406,id-287087
rec-9419925-dup-0,id-622089
rec-9419925-dup-1,id-622089
id-25271551,id-317583
id-14288750,id-652187
id-590230,id-15177
id-7883984,id-16332
rec-13768085-dup-1,id-1017212
id-9317500,id-124471
rec-9885262-dup-1,id-162937
id-27950291,id-9098
rec-2631836-dup-2,id-4841
id-4238214,id-940326
rec-20943230-dup-0,id-2001420
id-13748118,id-532524
rec-6685496-dup-1,id-183568
id-20953391,id-20770
id-9927601,id-653020
id-10939979,id-710630
id-11432642,id-197
id-29090186,id-2936280
rec-1749591-dup-2,rec-40230-dup-1
id-8687782,id-569781
id-2427199,id-89
id-10023226,id-352920
id-7234586,id-1872117
id-6954161,id-362053
id-6941319,id-116489
id-912398,id-51817
id-21999317,id-1682279
id-14623560,id-999877
id-27314763,id-748814
id-29119202,id-2938903
id-6935072,id-421484
rec-4492078-dup-0,id-281816
id-3024583,id-64561
id-2944227,id-9655
id-13321434,id-621221
id-6941793,id-2119938
id-33027638,id-3151190
id-3539621,id-57000
id-9620195,id-634481
id-7937006,id-174573
id-1160234,id-89655
rec-412989-dup-0,id-187
id-11014827,id-806311
id-13062322,id-902346
rec-2977500-dup-0,id-191673
id-17807935,id-1213310
rec-10477176-dup-0,id-412311
id-10022886,id-808163
id-8353979,id-339983
id-11994145,id-77277
rec-7796916-dup-0,rec-1211592-dup-0
id-3045370,id-21238
rec-6685496-dup-2,id-183568
rec-5280314-dup-0,id-326052
id-31581294,id-3223421
id-17861579,id-3452
id-5925683,id-108064
id-66795,id-5209
id-13349357,id-101040
id-6105601,id-2346
rec-9807659-dup-1,id-7999
rec-9344506-dup-0,id-116043
rec-29713256-dup-1,id-85659
rec-29713256-dup-0,rec-85659-dup-0
id-6526322,id-411947
rec-10083370-dup-0,rec-140170-dup-0
rec-10417094-dup-0,id-543482
rec-10417094-dup-1,id-543482
id-21940316,id-1710
id-13704556,id-189646
id-9672336,id-5028
id-8432746,id-335423
rec-10170021-dup-1,id-141658
id-7230134,id-462569
rec-29708673-dup-1,id-3005240
id-541467,id-36594
id-8675977,id-98609
id-794924,id-60
id-19822,id-1615
id-14949681,id-85961
rec-9555517-dup-0,id-154853
id-14730210,id-205252
id-8395062,id-520314
id-3954665,id-508224
id-11508984,id-666836
rec-29096807-dup-1,id-2750999
rec-29096807-dup-0,id-2750999
id-5027935,id-312700
id-31576731,id-241126
id-10440222,id-821473
id-7737972,id-34797
id-4792213,id-133717
id-796457,id-24465
id-3250851,id-53507
id-9276145,id-156524
id-5046077,id-123898
id-8666269,id-572546
id-9425620,id-41728
rec-8298029-dup-0,id-545963
id-10386753,id-14904
id-576266,id-23924
id-5420990,id-334221
id-11235861,id-325165
rec-9512308-dup-0,rec-84146-dup-0
rec-11353601-dup-0,rec-262429-dup-0
rec-11353601-dup-1,id-262429
id-7505127,id-291927
id-14250085,id-498012
id-4110375,id-258213
rec-7885649-dup-0,id-514731
id-13059743,id-135547
id-9306307,id-22458
rec-3270460-dup-2,id-103924
id-7393859,id-474636
rec-3270460-dup-0,id-103924
id-2937782,id-189994
id-7836403,id-1181
id-10681066,id-698519
rec-16181730-dup-0,id-7935
rec-10954428-dup-1,id-711620
id-1306089,id-32837
id-7122034,id-181824
id-17196298,id-185898
rec-8550946-dup-0,id-259771
rec-13136441-dup-1,rec-922443-dup-1
id-3185906,id-73082
rec-4331733-dup-0,rec-272152-dup-0
id-3461870,id-219134
rec-3272374-dup-0,id-146374
id-391960,id-36220
rec-13443981-dup-1,id-966791
id-1383273,id-46776
rec-7799311-dup-0,id-508834
rec-4929752-dup-1,id-36327
rec-4929752-dup-0,id-36327
id-3981538,id-97546
id-3728520,id-2571
id-6965207,id-47366
rec-1633229-dup-0,id-61362
rec-10489961-dup-0,id-815954
id-14712730,id-687682
rec-6746347-dup-0,id-94695
id-25283363,id-413959
id-14137560,id-1073203
id-9282116,id-147599
rec-1974828-dup-0,rec-74319-dup-0
id-9419394,id-78251
id-11336738,id-112783
id-14874652,id-1165039
id-14898400,id-132698
id-13428722,id-297138
id-24726361,id-2422278
rec-8774347-dup-0,id-40571
rec-590230-dup-0,id-15177
rec-8774347-dup-2,id-40571
rec-3260130-dup-0,id-12078
rec-3260130-dup-1,rec-12078-dup-0
id-14031095,id-1056378
id-4346796,id-128737
rec-16274388-dup-1,id-334801
rec-16274388-dup-0,rec-334801-dup-0
id-7720834,id-2601
id-1908193,id-112128
id-2772529,id-85366
rec-2002839-dup-0,id-123387
id-3868403,id-243181
id-2859865,id-30869
id-994535,id-75514
id-26562314,id-2651960
rec-15691507-dup-0,id-109878
rec-7710230-dup-2,id-478503
id-2881128,id-110322
id-2534640,id-135849
rec-6653804-dup-2,id-182567
id-705403,id-53908
rec-2339734-dup-2,id-2920
rec-7710230-dup-0,id-478503
rec-6653804-dup-1,id-182567
id-14745117,id-584584
id-27967248,id-2820346
id-29127594,id-12441
rec-7401997-dup-1,id-267507
id-8905446,id-250079
id-12735217,id-54410
id-1777292,id-36415
id-6765185,id-82317
id-29126261,id-31535
rec-2375325-dup-0,id-4825
id-14500604,id-1118974
id-7442759,id-10193
rec-14283389-dup-0,rec-48584-dup-1
id-4926769,id-844
id-10386664,id-2486522
rec-14658431-dup-2,id-1134928
rec-14658431-dup-0,id-1134928
id-1777296,id-36415
rec-2292559-dup-0,rec-40061-dup-0
rec-25255160-dup-0,id-866411
id-8191349,id-289220
id-4168457,id-261703
id-12804160,id-395884
rec-2909361-dup-1,id-387
rec-2909361-dup-0,rec-387-dup-0
rec-7071118-dup-1,id-450416
id-18890309,id-1524576
id-2299368,id-1165071
id-3627129,id-227524
id-17820792,id-461087
rec-6887732-dup-0,id-436292
id-7222423,id-461864
id-8541815,id-563984
id-14934957,id-1527797
id-12250331,id-118912
rec-6589713-dup-1,id-2644
id-9596159,id-595981
id-1570224,id-1224
rec-2182561-dup-0,rec-82973-dup-1
id-26564302,id-2246404
rec-27948539-dup-1,rec-2117648-dup-1
rec-1595212-dup-1,id-97970
id-4588632,id-33040
