track,artist
t1405,a3048
t1405,a2762
t1406,a3048
t1406,a2762
t1407,a3773
t1408,a4377
t1409,a2262
t1410,a4395
t1410,a2380
t1410,a2382
t1410,a4565
t1411,a3795
t1412,a646
t1413,a646
t1414,a4275
t1415,a4657
t1416,a3323
t1417,a14
t1418,a331
t1419,a3796
t1419,a4428
t1419,a4429
t1420,a2720
t1421,a3925
t1421,a4418
t1421,a768
t1422,a3065
t1423,a2499
t1423,a2498
t1424,a3776
t1424,a3093
t1425,a3200
t1425,a33
t1425,a8
t1425,a158
t1426,a2230
t1426,a567
t1427,a2843
t1428,a3511
t1429,a229
t1430,a229
t1431,a4003
t1432,a1636
t1433,a1591
t1434,a2904
t1434,a3278
t1435,a3672
t1435,a3681
t1435,a2464
t1436,a4198
t1437,a1633
t1438,a1980
t1439,a3499
t1440,a4481
t1440,a2036
t1440,a2387
t1440,a2037
t1441,a3491
t1442,a3406
t1443,a1639
t1443,a2851
t1443,a2852
t1444,a351
t1445,a3807
t1446,a2431
t1447,a3600
t1448,a3874
t1449,a4752
t1449,a4760
t1449,a1903
t1450,a1894
t1451,a2681
t1452,a1414
t1452,a657
t1452,a656
t1453,a1414
t1453,a657
t1453,a656
t1454,a1414
t1454,a657
t1454,a656
t1455,a1688
t1456,a890
t1457,a4476
t1458,a1239
t1458,a2914
t1458,a1243
t1458,a4824
t1458,a1440
t1458,a4596
t1458,a1605
t1458,a1439
t1459,a2577
t1460,a237
t1461,a168
t1461,a3828
t1461,a3829
t1461,a3665
t1462,a1932
t1463,a4137
t1464,a4423
t1464,a163
t1464,a3604
t1464,a1034
t1465,a3575
t1466,a1278
t1466,a2539
t1466,a3883
t1467,a58
t1468,a4656
t1469,a1438
t1470,a1820
t1470,a2882
t1470,a2116
t1470,a103
t1471,a638
t1471,a2970
t1472,a2959
t1473,a1444
t1474,a1468
t1475,a4220
t1476,a663
t1477,a3292
t1477,a2039
t1478,a137
t1479,a2443
t1480,a3499
t1481,a3995
t1482,a632
t1482,a1275
t1483,a652
t1484,a3168
t1485,a4038
t1486,a909
t1486,a1634
t1486,a1635
t1487,a1095
t1488,a2376
t1489,a4161
t1489,a3450
t1489,a4808
t1489,a4846
t1490,a4434
t1491,a1028
t1492,a1475
t1493,a2962
t1493,a94
t1493,a95
t1494,a287
t1494,a2832
t1495,a4006
t1495,a4523
t1495,a3973
t1495,a3970
t1496,a1228
t1496,a2750
t1496,a2751
t1496,a3145
t1497,a1494
t1498,a3751
t1499,a197
t1499,a2220
t1499,a2340
t1500,a2218
t1500,a716
t1501,a1153
t1502,a254
t1503,a4197
t1504,a965
t1504,a884
t1505,a3216
t1505,a1224
t1506,a4764
t1506,a1180
t1506,a2224
t1506,a1179
t1507,a4637
t1507,a3756
t1507,a3755
t1508,a2527
t1509,a4362
t1510,a4139
t1510,a3122
t1511,a4591
t1512,a2314
t1513,a2654
t1513,a3135
t1513,a3169
t1513,a3146
t1514,a4197
t1515,a3407
t1516,a4109
t1517,a232
t1518,a3468
t1518,a4279
t1518,a1445
t1519,a2925
t1519,a1270
t1520,a4061
t1521,a3124
t1522,a3165
t1523,a2149
t1523,a891
t1524,a1239
t1524,a2914
t1524,a1243
t1524,a4824
t1524,a1440
t1524,a4596
t1524,a1605
t1524,a1439
t1525,a1153
t1526,a850
t1527,a2912
t1528,a1713
t1529,a3964
t1530,a1310
t1531,a2558
t1532,a220
t1533,a2451
t1534,a2451
t1535,a3999
t1535,a4864
t1536,a2372
t1536,a3570
t1536,a2786
t1536,a3569
t1537,a505
t1537,a1240
t1537,a3421
t1537,a46
t1538,a2753
t1539,a2643
t1539,a3120
t1539,a4203
t1540,a2737
t1541,a164
t1542,a3791
t1543,a4057
t1543,a2582
t1544,a3452
t1544,a605
t1545,a1377
t1545,a3647
t1546,a1020
t1547,a4837
t1548,a597
t1548,a4339
t1548,a1842
t1548,a4340
t1549,a926
t1549,a1513
t1549,a333
t1549,a260
t1550,a4401
t1551,a1025
t1552,a546
t1553,a512
t1553,a3148
t1554,a4693
t1555,a4512
t1556,a3861
t1556,a4174
t1557,a735
t1558,a952
t1559,a821
t1560,a3825
t1561,a3980
t1562,a1314
t1563,a915
t1564,a1921
t1565,a1654
t1566,a1820
t1566,a2882
t1566,a2116
t1566,a103
t1567,a4119
t1568,a2777
t1569,a963
t1570,a818
t1571,a3042
t1572,a452
t1573,a735
t1574,a3268
t1575,a3403
t1575,a215
t1575,a3259
t1575,a2741
t1576,a743
t1577,a2840
t1578,a2702
t1579,a3939
t1580,a2805
t1581,a1982
t1581,a3764
t1582,a640
t1582,a808
t1583,a1599
t1584,a3357
t1585,a2188
t1586,a197
t1586,a2220
t1586,a2340
t1587,a2188
t1588,a1488
t1589,a738
t1590,a1706
t1591,a157
t1592,a4301
t1593,a653
t1594,a3727
t1595,a1952
t1595,a3232
t1595,a3361
t1596,a653
t1597,a2606
t1598,a1264
t1599,a3980
t1600,a3317
t1600,a782
t1601,a3758
t1602,a4179
t1603,a1429
t1604,a4216
t1604,a2632
t1605,a1269
t1605,a4578
t1605,a3542
t1606,a4098
t1607,a4602
t1608,a871
t1608,a1588
t1608,a1589
t1609,a2056
t1610,a3161
t1611,a586
t1611,a960
t1611,a399
t1612,a2580
t1613,a2580
t1614,a973
t1615,a196
t1616,a3006
t1617,a606
t1617,a1326
t1617,a4249
t1617,a2330
t1617,a2022
t1618,a852
t1619,a433
t1620,a4852
t1620,a3242
t1620,a38
t1620,a1061
t1621,a196
t1622,a3645
t1623,a4098
t1624,a1196
t1625,a1720
t1625,a2846
t1625,a2489
t1626,a231
t1627,a3431
t1628,a868
t1629,a1040
t1630,a4694
t1630,a1412
t1631,a566
t1632,a47
t1633,a2924
t1634,a3499
t1635,a2996
t1636,a3091
t1636,a4116
t1636,a1500
t1637,a3958
t1637,a4703
t1637,a4702
t1637,a4701
t1638,a3671
t1639,a1661
t1640,a3953
t1641,a1181
t1641,a3704
t1642,a418
t1643,a2709
t1644,a4029
t1644,a1967
t1644,a3330
t1645,a4400
t1646,a382
t1646,a340
t1646,a2294
t1647,a382
t1647,a340
t1647,a2294
t1648,a4097
t1649,a769
t1649,a2651
t1650,a3226
t1651,a1511
t1652,a54
t1653,a2553
t1653,a4796
t1653,a4791
t1654,a4008
t1654,a2388
t1655,a3965
t1656,a808
t1656,a640
t1657,a4526
t1658,a3763
t1658,a1441
t1659,a4497
t1660,a4497
t1661,a939
t1662,a2700
t1662,a4351
t1663,a4751
t1664,a3728
t1665,a180
t1666,a3785
t1667,a3785
t1668,a2188
t1669,a1354
t1669,a2845
t1669,a703
t1669,a3553
t1670,a4468
t1671,a1410
t1671,a1190
t1671,a169
t1671,a1152
t1672,a1965
t1673,a1631
t1674,a1631
t1675,a1080
t1676,a1803
t1677,a2454
t1678,a3992
t1678,a2801
t1678,a2871
t1678,a2870
t1679,a512
t1679,a3148
t1680,a2229
t1681,a385
t1682,a2087
t1683,a1999
t1684,a1183
t1685,a645
t1686,a4379
t1687,a4800
t1688,a2572
t1689,a2572
t1690,a4638
t1691,a3536
t1692,a3125
t1693,a147
t1693,a3463
t1693,a675
t1694,a3821
t1695,a3125
t1696,a2404
t1697,a2404
t1698,a4699
t1699,a3426
t1700,a3426
t1701,a4841
t1702,a3695
t1703,a4208
t1704,a4800
t1705,a1892
t1706,a3875
t1707,a2505
t1708,a2505
t1709,a3175
t1710,a3175
t1711,a166
t1711,a528
t1711,a2975
t1712,a4270
t1713,a3237
t1713,a1378
t1713,a4450
t1714,a4558
t1714,a1962
t1715,a3387
t1716,a10
t1717,a2855
t1718,a4740
t1719,a3499
t1720,a4229
t1721,a2194
t1722,a380
t1723,a2166
t1724,a2599
t1725,a857
t1726,a2964
t1727,a4486
t1727,a16
t1728,a1118
t1729,a3291
t1730,a2494
t1731,a2027
t1732,a4036
t1732,a4037
t1732,a4035
t1733,a3229
t1733,a4302
t1733,a4303
t1733,a4304
t1734,a4769
t1735,a1728
t1736,a4050
t1736,a2287
t1737,a3717
t1737,a371
t1738,a3742
t1739,a618
t1740,a4706
t1740,a713
t1741,a2525
t1742,a2718
t1743,a4038
t1744,a4716
t1744,a2506
t1745,a1124
t1746,a2808
t1746,a1562
t1746,a4005
t1746,a1522
t1747,a4379
t1748,a37
t1749,a387
t1749,a851
t1750,a1915
t1751,a3338
t1752,a4441
t1753,a617
t1754,a1668
t1755,a2196
t1756,a4770
t1757,a739
t1757,a2806
t1758,a4460
t1759,a3614
t1760,a3438
t1760,a3603
t1760,a2312
t1760,a2225
t1761,a3529
t1762,a4085
t1763,a3826
t1764,a2397
t1764,a2973
t1764,a2981
t1764,a2563
t1765,a4652
t1766,a2490
t1767,a3501
t1768,a1422
t1769,a4434
t1770,a887
t1771,a4434
t1772,a2344
t1772,a4348
t1772,a461
t1773,a4513
t1774,a4745
t1775,a1239
t1775,a2914
t1775,a1243
t1775,a4824
t1775,a1440
t1775,a4596
t1775,a1605
t1775,a1439
t1776,a2376
t1777,a475
t1778,a439
t1778,a2063
t1778,a2547
t1778,a2064
t1779,a3452
t1779,a605
t1780,a588
t1781,a67
t1781,a414
t1782,a4310
t1783,a387
t1783,a851
t1784,a2586
t1785,a1852
t1786,a4660
t1787,a2820
t1788,a3728
t1789,a308
t1790,a4261
t1791,a3754
t1792,a2101
t1793,a1145
t1794,a4526
t1795,a2270
t1796,a1820
t1796,a2882
t1796,a2116
t1796,a103
t1797,a1820
t1797,a2882
t1797,a2116
t1797,a103
t1798,a3443
t1799,a3555
t1800,a3592
t1801,a1459
t1802,a1678
t1802,a4747
t1802,a1948
t1802,a1813
t1803,a2669
t1804,a777
t1805,a1915
t1806,a633
t1807,a3641
t1808,a2639
t1808,a2621
t1808,a1727
t1809,a2639
t1809,a2621
t1809,a1727
t1810,a4616
t1810,a4142
t1811,a2219
t1812,a197
t1812,a2220
t1812,a2340
t1813,a4020
t1814,a1
t1815,a3152
t1816,a915
t1817,a3192
t1817,a4534
t1817,a4535
t1817,a4533
t1818,a2341
t1819,a1236
t1820,a532
t1821,a114
t1822,a4851
t1823,a4815
t1824,a4014
t1825,a4508
t1826,a2655
t1827,a3166
t1828,a938
t1829,a4278
t1830,a573
t1830,a2600
t1831,a3901
t1831,a3636
t1832,a3158
t1832,a4519
t1832,a4101
t1832,a4685
t1832,a4723
t1833,a3224
t1834,a2133
t1835,a329
t1836,a3228
t1836,a564
t1836,a642
t1836,a683
t1837,a2962
t1837,a94
t1837,a95
t1838,a3230
t1839,a2940
t1840,a332
t1841,a2819
t1841,a1744
t1841,a1966
t1842,a1915
t1843,a4277
t1844,a2298
t1845,a4708
t1846,a2428
t1847,a4413
t1848,a4658
t1849,a1410
t1849,a1190
t1849,a169
t1849,a1152
t1850,a1953
t1851,a3715
t1852,a3090
t1853,a2612
t1854,a822
t1855,a4144
t1856,a1912
t1856,a3040
t1857,a3430
t1858,a1865
t1859,a4444
t1860,a2360
t1861,a3395
t1862,a1112
t1862,a4552
t1862,a3722
t1863,a3857
t1864,a2608
t1865,a1980
t1866,a234
t1866,a4225
t1866,a1191
t1867,a645
t1868,a3021
t1869,a3699
t1870,a164
t1871,a3731
t1872,a1889
t1873,a3461
t1874,a1808
t1875,a4444
t1876,a4559
t1876,a2258
t1876,a4421
t1877,a4283
t1878,a1910
t1879,a2615
t1880,a161
t1881,a1200
t1882,a2273
t1883,a2293
t1884,a1036
t1884,a2605
t1884,a2604
t1885,a3321
t1886,a1656
t1886,a4218
t1887,a3687
t1887,a2318
t1888,a261
t1889,a1987
t1890,a3307
t1890,a4004
t1890,a4002
t1890,a3707
t1891,a578
t1892,a2988
t1893,a1797
t1894,a2236
t1895,a919
t1896,a2077
t1897,a4744
t1898,a1389
t1899,a4802
t1900,a2151
t1901,a2140
t1901,a4465
t1902,a2156
t1903,a453
t1904,a2119
t1905,a863
t1905,a4619
t1906,a2925
t1906,a1270
t1907,a2483
t1907,a2910
t1907,a2903
t1908,a1290
t1909,a4399
t1909,a4611
t1910,a3078
t1911,a2015
t1912,a2015
t1913,a1496
t1914,a4293
t1915,a4488
t1916,a3956
t1917,a449
t1917,a3282
t1917,a4105
t1918,a660
t1919,a4223
t1920,a3315
t1921,a67
t1921,a414
t1922,a517
t1923,a1786
t1924,a4157
t1925,a2021
t1926,a513
t1927,a3480
t1928,a2784
t1928,a2622
t1929,a4173
t1929,a302
t1929,a1274
t1930,a3285
t1931,a1091
t1932,a3241
t1933,a827
t1934,a2946
t1935,a148
t1936,a4550
t1937,a3380
t1937,a264
t1937,a1699
t1937,a1351
t1938,a2052
t1939,a2680
t1940,a3205
t1940,a1231
t1940,a4089
t1940,a4091
t1941,a1273
t1942,a2406
t1943,a3505
t1944,a902
t1945,a1606
t1946,a1013
t1946,a2412
t1947,a4836
t1948,a3824
t1949,a801
t1950,a9
t1950,a2221
t1950,a1248
t1951,a3783
t1951,a3376
t1951,a3770
t1951,a3769
t1952,a4223
t1953,a4637
t1953,a3756
t1953,a3755
t1954,a1362
t1955,a2130
t1956,a2775
t1956,a4664
t1957,a3091
t1957,a4116
t1957,a1500
t1958,a140
t1959,a2131
t1959,a2596
t1959,a2595
t1959,a2593
t1960,a4081
t1960,a1086
t1960,a1087
t1961,a4081
t1961,a1086
t1961,a1087
t1962,a2298
t1963,a2567
t1964,a2784
t1964,a2622
t1965,a2476
t1966,a3364
t1967,a1742
t1967,a3985
t1968,a4415
t1969,a877
t1970,a2476
t1971,a4521
t1972,a4354
t1973,a3785
t1974,a4052
t1974,a4419
t1974,a2559
t1975,a1796
t1976,a2218
t1976,a716
t1977,a2350
t1978,a4045
t1979,a744
t1980,a3067
t1981,a3518
t1981,a3780
t1981,a3779
t1981,a3778
t1982,a296
t1982,a2002
t1983,a4154
t1984,a4732
t1985,a2866
t1986,a3843
t1986,a700
t1986,a4254
t1987,a454
t1988,a2699
t1988,a2756
t1988,a2755
t1989,a596
t1990,a588
t1991,a434
t1991,a1499
t1991,a3440
t1992,a1104
t1993,a3873
t1993,a501
t1993,a3855
t1994,a3855
t1995,a3818
t1995,a3908
t1995,a1283
t1996,a3818
t1996,a3908
t1996,a1283
t1997,a3854
t1998,a3514
t1999,a2578
t2000,a2578
t2001,a2578
t2002,a1576
t2003,a908
t2004,a4616
t2004,a4142
t2005,a4616
t2005,a4142
t2006,a2437
t2006,a3202
t2007,a4438
t2008,a3337
t2009,a1026
t2010,a1304
t2011,a3324
t2011,a4408
t2011,a4411
t2011,a1489
t2012,a3738
t2013,a499
t2014,a2835
t2015,a3324
t2015,a4408
t2015,a4411
t2015,a1489
t2016,a1779
t2017,a404
t2018,a2877
t2019,a631
t2019,a409
t2020,a4566
t2021,a1322
t2022,a2125
t2023,a1438
t2024,a212
t2025,a1693
t2026,a4098
t2027,a1642
t2027,a2231
t2027,a115
t2027,a1421
t2028,a4476
t2029,a4365
t2030,a2531
t2031,a1095
t2032,a4098
t2033,a824
t2034,a1100
t2035,a2913
t2036,a4626
t2037,a2834
t2038,a2355
t2039,a1571
t2039,a2241
t2039,a730
t2039,a729
t2039,a731
t2040,a2833
t2040,a1566
t2041,a1876
t2042,a2885
t2042,a2776
t2043,a2031
t2044,a3742
t2045,a1341
t2046,a4801
t2046,a3880
t2046,a4292
t2046,a4272
t2047,a424
t2048,a1814
t2048,a3355
t2049,a4071
t2050,a60
t2051,a3558
t2052,a1144
t2053,a4286
t2053,a4287
t2054,a122
t2055,a448
t2056,a3525
t2057,a2164
t2057,a2118
t2058,a1905
t2058,a3483
t2058,a3484
t2059,a3499
t2060,a1223
t2061,a1820
t2061,a2882
t2061,a2116
t2061,a103
t2062,a1957
t2062,a3207
t2063,a1591
t2064,a3509
t2065,a525
t2066,a1265
t2067,a2557
t2068,a3096
t2069,a4745
t2070,a3472
t2071,a330
t2072,a2455
t2072,a2826
t2072,a2828
t2072,a2825
t2073,a3886
t2074,a1250
t2075,a167
t2076,a3183
t2077,a167
t2078,a1030
t2078,a826
t2079,a4606
t2080,a737
t2081,a4015
t2082,a4015
t2083,a2990
t2084,a2397
t2084,a2973
t2084,a2981
t2084,a2563
t2085,a2397
t2085,a2973
t2085,a2981
t2085,a2563
t2086,a2397
t2086,a2973
t2086,a2981
t2086,a2563
t2087,a3524
t2088,a3524
t2089,a4397
t2090,a961
t2090,a1877
t2090,a1370
t2090,a1387
t2091,a2035
t2092,a1725
t2092,a4449
t2092,a3955
t2093,a3523
t2094,a3523
t2095,a176
t2095,a177
t2096,a1067
t2097,a4433
t2098,a2687
t2098,a1038
t2099,a2508
t2099,a1413
t2099,a1281
t2100,a69
t2100,a3004
t2100,a378
t2101,a2895
t2102,a3905
t2102,a4493
t2103,a4410
t2104,a2681
t2105,a1520
t2106,a2373
t2107,a2454
t2108,a2976
t2109,a4681
t2109,a2909
t2110,a4830
t2111,a93
t2112,a987
t2112,a3405
t2113,a1341
t2114,a3682
t2115,a4640
t2115,a3816
t2116,a3357
t2117,a3342
t2118,a4583
t2119,a3381
t2120,a3454
t2121,a1674
t2122,a2645
t2123,a76
t2124,a613
t2125,a76
t2126,a806
t2127,a3387
t2128,a368
t2129,a739
t2129,a2806
t2130,a2274
t2131,a2274
t2132,a2500
t2133,a4661
t2134,a1755
t2135,a4497
t2136,a3961
t2136,a300
t2137,a3635
t2138,a4813
t2139,a10
t2140,a2859
t2141,a2322
t2142,a4393
t2143,a4393
t2144,a3590
t2144,a2501
t2144,a1159
t2145,a3813
t2146,a2683
t2147,a596
t2148,a1350
t2149,a1736
t2149,a2905
t2149,a1868
t2150,a2619
t2151,a4176
t2151,a105
t2151,a1204
t2152,a166
t2152,a528
t2152,a2975
t2153,a1006
t2154,a3229
t2154,a4302
t2154,a4303
t2154,a4304
t2155,a3231
t2156,a540
t2157,a1196
t2158,a558
t2159,a2954
t2160,a3180
t2161,a2055
t2162,a79
t2163,a2071
t2164,a2497
t2165,a4707
t2165,a1768
t2166,a3637
t2167,a2561
t2168,a597
t2168,a4339
t2168,a1842
t2168,a4340
t2169,a2523
t2169,a1376
t2169,a1192
t2169,a880
t2170,a1479
t2171,a34
t2172,a3981
t2173,a776
t2174,a398
t2175,a1242
t2176,a525
t2177,a2070
t2178,a3166
t2179,a2891
t2180,a3580
t2181,a2531
t2182,a4195
t2182,a3449
t2183,a1680
t2184,a1429
t2185,a2190
t2186,a3565
t2187,a3803
t2188,a2872
t2189,a1188
t2190,a192
t2190,a2173
t2191,a697
t2192,a457
t2193,a3154
t2194,a2513
t2195,a3576
t2196,a41
t2197,a2505
t2198,a2811
t2199,a1615
t2200,a1507
t2201,a1694
t2201,a4093
t2202,a3957
t2203,a98
t2204,a2245
t2205,a3196
t2206,a1392
t2207,a3565
t2208,a4038
t2209,a1264
t2210,a571
t2211,a2924
t2212,a4242
t2213,a4669
t2214,a3922
t2215,a2570
t2216,a3930
t2217,a3783
t2217,a3376
t2217,a3770
t2217,a3769
t2218,a917
t2219,a1375
t2220,a2777
t2221,a556
t2221,a3236
t2222,a2536
t2223,a2201
t2223,a3073
t2224,a4354
t2225,a1393
t2225,a2206
t2225,a1246
t2225,a2590
t2226,a1864
t2227,a3612
t2227,a4793
t2227,a3074
t2228,a1714
t2229,a3886
t2230,a195
t2231,a3137
t2232,a4296
t2233,a3110
t2234,a1668
t2235,a1668
t2236,a3574
t2237,a1960
t2238,a4052
t2238,a4419
t2238,a2559
t2239,a4052
t2239,a4419
t2239,a2559
t2240,a1357
t2241,a3642
t2242,a1215
t2243,a1941
t2244,a1215
t2245,a1819
t2246,a2701
t2247,a2771
t2248,a4460
t2249,a3539
t2249,a944
t2249,a4576
t2250,a1567
t2251,a2396
t2252,a2780
t2252,a781
t2252,a3492
t2253,a2243
t2254,a4044
t2254,a1778
t2255,a398
t2256,a418
t2257,a2685
t2258,a1043
t2259,a418
t2260,a3210
t2260,a175
t2260,a173
t2260,a174
t2261,a153
t2262,a4433
t2263,a2897
t2264,a1316
t2264,a2763
t2264,a2764
t2265,a1618
t2266,a1166
t2267,a1166
t2268,a1166
t2269,a269
t2269,a3062
t2270,a1082
t2271,a908
t2272,a2048
t2273,a1659
t2274,a1110
t2275,a2030
t2276,a2458
t2277,a3914
t2277,a1716
t2278,a4117
t2279,a2273
t2280,a2273
t2281,a1082
t2282,a3652
t2283,a429
t2284,a4283
t2285,a3493
t2286,a4862
t2287,a1584
t2288,a3881
t2289,a1751
t2290,a637
t2290,a4151
t2290,a458
t2290,a2613
t2291,a1675
t2292,a1257
t2293,a4387
t2294,a162
t2295,a3012
t2296,a1294
t2296,a1262
t2297,a547
t2298,a702
t2298,a3896
t2299,a4639
t2300,a1091
t2301,a959
t2301,a2850
t2302,a3719
t2303,a3583
t2303,a3197
t2304,a3263
t2305,a226
t2305,a227
t2306,a2024
t2307,a3606
t2308,a1881
t2309,a770
t2310,a393
t2311,a3258
t2312,a3497
t2312,a1385
t2312,a2774
t2313,a4244
t2314,a3699
t2315,a4677
t2316,a4677
t2317,a3210
t2317,a175
t2317,a173
t2317,a174
t2318,a2212
t2319,a1310
t2320,a3699
t2321,a721
t2322,a512
t2322,a3148
t2323,a745
t2324,a3998
t2324,a3747
t2324,a1569
t2324,a3746
t2325,a56
t2326,a4239
t2327,a4715
t2328,a3171
t2329,a3852
t2329,a2757
t2330,a1169
t2331,a747
t2332,a2728
t2333,a4182
t2334,a591
t2335,a2044
t2336,a2157
t2337,a4095
t2338,a784
t2339,a423
t2340,a1450
t2341,a2323
t2342,a1049
t2342,a4768
t2342,a3548
t2343,a3561
t2344,a3969
t2345,a4049
t2346,a2010
t2346,a1940
t2347,a653
t2348,a10
t2349,a3868
t2350,a3868
t2351,a950
t2352,a4413
t2353,a1714
t2354,a1208
t2355,a3321
t2356,a545
t2356,a3844
t2356,a3845
t2357,a3838
t2358,a1615
t2359,a4569
t2360,a4360
t2361,a3901
t2361,a3636
t2362,a3901
t2362,a3636
t2363,a2576
t2364,a4133
t2365,a3768
t2366,a168
t2366,a3828
t2366,a3829
t2366,a3665
t2367,a294
t2368,a3313
t2369,a4567
t2370,a310
t2371,a1253
t2371,a4500
t2372,a535
t2373,a3091
t2373,a4116
t2373,a1500
t2374,a84
t2375,a1514
t2375,a1461
t2375,a1457
t2375,a3458
t2376,a284
t2377,a3091
t2377,a4116
t2377,a1500
t2378,a1548
t2379,a2912
t2380,a1961
t2380,a2445
t2380,a4759
t2381,a4273
t2381,a848
t2381,a485
t2382,a1845
t2382,a2331
t2383,a1941
t2384,a1941
t2385,a2034
t2386,a2960
t2387,a328
t2388,a892
t2389,a1932
t2390,a3044
t2391,a1801
t2391,a1964
t2391,a2994
t2392,a1580
t2393,a2246
t2394,a285
t2394,a2932
t2394,a2931
t2395,a2015
t2396,a433
t2397,a3924
t2398,a1516
t2398,a1723
t2399,a2026
t2399,a1147
t2399,a1704
t2400,a817
t2401,a2026
t2401,a1147
t2401,a1704
t2402,a187
t2403,a187
t2404,a1810
t2405,a2005
t2406,a4646
t2406,a2979
t2406,a2650
t2407,a1360
t2407,a4148
t2407,a4147
t2407,a4149
t2408,a3943
t2409,a2205
t2410,a1955
t2411,a3589
t2412,a1751
t2413,a1478
t2414,a303
t2414,a2511
t2415,a2061
t2415,a4394
t2416,a2061
t2416,a4394
t2417,a2540
t2418,a111
t2419,a1980
t2420,a376
t2421,a87
t2422,a1238
t2423,a3499
t2424,a764
t2424,a1109
t2424,a4532
t2425,a2210
t2425,a3545
t2426,a635
t2426,a3005
t2426,a3415
t2427,a2252
t2428,a1018
t2429,a1554
t2430,a4274
t2431,a1094
t2432,a541
t2433,a3802
t2434,a958
t2435,a3565
t2436,a746
t2437,a3831
t2438,a3188
t2439,a929
t2440,a65
t2441,a3731
t2442,a2040
t2443,a3692
t2444,a3743
t2445,a1754
t2446,a1031
t2447,a1941
t2448,a4643
t2448,a123
t2449,a1705
t2450,a3683
t2451,a4384
t2452,a1031
t2453,a2187
t2454,a2187
t2455,a2233
t2456,a552
t2457,a1157
t2458,a3866
t2459,a4192
t2459,a3061
t2459,a4590
t2460,a3403
t2460,a215
t2460,a3259
t2460,a2741
t2461,a148
t2462,a1278
t2462,a2539
t2462,a3883
t2463,a3916
t2464,a926
t2464,a1513
t2464,a333
t2464,a260
t2465,a3757
t2465,a252
t2466,a1534
t2466,a1933
t2467,a3621
t2468,a2211
t2469,a2746
t2470,a1941
t2471,a149
t2472,a1327
t2473,a1786
t2474,a3686
t2475,a890
t2476,a3848
t2477,a1161
t2478,a905
t2479,a63
t2480,a2700
t2480,a4351
t2481,a249
t2482,a2117
t2483,a3018
t2483,a4668
t2483,a462
t2484,a3730
t2485,a3499
t2486,a2478
t2487,a3443
t2488,a1393
t2488,a2206
t2488,a1246
t2488,a2590
t2489,a4504
t2490,a1639
t2490,a2851
t2490,a2852
t2491,a1336
t2491,a1334
t2491,a1335
t2492,a1947
t2493,a2276
t2493,a3585
t2493,a3408
t2493,a1691
t2494,a1066
t2495,a3367
t2496,a802
t2497,a453
t2498,a2503
t2498,a1305
t2498,a3316
t2499,a403
t2500,a4265
t2501,a463
t2501,a1996
t2501,a2141
t2501,a2138
t2502,a463
t2502,a1996
t2502,a2141
t2502,a2138
t2503,a1533
t2503,a350
t2503,a2020
t2504,a1533
t2504,a350
t2504,a2020
t2505,a1533
t2505,a350
t2505,a2020
t2506,a135
t2507,a200
t2508,a2883
t2509,a2898
t2510,a4661
t2511,a4661
t2512,a2624
t2513,a2290
t2514,a805
t2515,a3811
t2516,a2612
t2517,a4347
t2518,a1525
t2519,a2505
t2520,a816
t2520,a78
t2520,a1811
t2521,a4522
t2522,a574
t2523,a4636
t2523,a342
t2524,a1610
t2525,a3369
t2525,a1747
t2526,a1974
t2527,a1113
t2528,a2754
t2528,a1403
t2529,a1797
t2530,a3992
t2530,a2801
t2530,a2871
t2530,a2870
t2531,a3803
t2532,a1417
t2533,a2580
t2534,a2643
t2534,a3120
t2534,a4203
t2535,a1805
t2536,a4690
t2537,a274
t2538,a1476
t2539,a3499
t2540,a2508
t2540,a1413
t2540,a1281
t2541,a3706
t2542,a1227
t2542,a2724
t2542,a2414
t2543,a856
t2544,a2968
t2545,a3192
t2545,a4534
t2545,a4535
t2545,a4533
t2546,a3192
t2546,a4534
t2546,a4535
t2546,a4533
t2547,a1211
t2548,a597
t2548,a4339
t2548,a1842
t2548,a4340
t2549,a3102
t2550,a2985
t2551,a955
t2551,a2432
t2551,a5
t2552,a735
t2553,a1889
t2554,a2512
t2555,a2495
t2555,a4159
t2556,a3762
t2557,a4753
t2558,a1104
t2559,a3680
t2560,a541
t2561,a763
t2561,a2282
t2562,a923
t2563,a445
t2564,a3650
t2564,a970
t2564,a969
t2565,a2083
t2566,a2468
t2567,a2816
t2568,a415
t2569,a1003
t2570,a66
t2571,a1717
t2572,a588
t2573,a2656
t2573,a4598
t2574,a2663
t2575,a1375
t2576,a865
t2577,a879
t2578,a3273
t2579,a526
t2580,a1606
t2581,a3761
t2581,a2915
t2581,a2008
t2582,a4823
t2583,a3223
t2584,a3075
t2585,a2140
t2585,a4465
t2586,a1514
t2586,a1461
t2586,a1457
t2586,a3458
t2587,a4044
t2587,a1778
t2588,a735
t2589,a852
t2590,a4444
t2591,a1282
t2592,a2147
t2592,a2148
t2592,a787
t2593,a2472
t2594,a1941
t2595,a2059
t2596,a3742
t2597,a1557
t2598,a1557
t2599,a4009
t2600,a3966
t2601,a3538
t2602,a1878
t2603,a910
t2604,a1088
t2605,a285
t2605,a2932
t2605,a2931
t2606,a3917
t2606,a2452
t2606,a2011
t2606,a4697
t2606,a100
t2607,a3106
t2608,a2570
t2609,a3562
t2610,a4185
t2611,a1876
t2612,a2840
t2613,a91
t2614,a160
t2615,a4425
t2616,a3050
t2617,a649
t2618,a3157
t2619,a2716
t2620,a2451
t2621,a710
t2622,a864
t2623,a1338
