track,recording,medium,position,number,name,length,is_data_track
id-744056,id-838905,id-52866,6,6,Acrobat,210866.0,f
id-5483795,id-6657841,id-238657,9,9,Reclusion,211080.0,f
id-6409766,id-7667953,id-1016616,10,10,혼자짓는 미소,263400.0,f
rec-14712073-dup-0,id-1202413,id-1262774,5,5,Se Suits Me to a T,270000.0,f
id-12622338,id-591471,id-384802,1,1,Soul and Fire,227213.0,f
rec-1473126-dup-0,id-19153100,id-977975,9,9,Concerto No 5 in B major BWV 1050 III Alegro,311573.0,f
id-1945919,id-2318403,id-253200,1,A1,The Vortex Void of Inhumanity,141026.0,f
rec-7145816-dup-2,id-8456284,id-1175539,10,10,Joy Juise,168533.0,f
id-34231978,id-29079244,id-3254757,5,5,The BeBop Irishman,218000.0,f
id-810796,id-918440,id-2509,14,14,Serious,233400.0,f
id-11988310,id-11810213,id-1146866,2,2,ロストジェネレーション replay,246000.0,f
id-4724117,id-5820420,id-148449,10,10,Ujo poika,162893.0,f
rec-9040057-dup-0,rec-10495686-dup-0,id-650320,2,2,Wanderin9 Memory,1795053.0,f
id-12844134,id-13776338,id-1200099,5,5,In Place,259000.0,f
id-38681564,id-32275279,id-3768258,8,8,OSOBOWY DO ZAGÓRZA,,f
id-6496899,id-7762786,id-359547,2,2,Baneful Skies,300506.0,f
id-12214447,id-13481841,id-1164240,8,8,Hallelujah,184360.0,f
id-570824,id-643721,id-149522,10,10,Oh Yeah,346693.0,f
rec-600299-dup-0,rec-674525-dup-1,id-879445,10,10,Tarik,248600.0,f
id-34273870,id-29111418,id-3259186,1,1,A la vie à la danse Lets Dance Tonight Girl Version Club,370000.0,f
id-257277,id-299361,id-42930,16,16,På TV,261279.0,f
id-17288,id-27591,id-979355,7,7,You Really Got a Hold on Me,326000.0,f
rec-18757291-dup-1,rec-17846873-dup-0,id-1698333,6,6,Dra9gin Tale,112000.0,f
rec-3953460-dup-0,id-4817572,rec-71317-dup-0,6,6,Morgvray,219000.0,f
id-5705623,id-6907606,id-1006029,9,9,Live Like Were Alive,223546.0,f
id-40677,id-54097,id-871005,5,5,Can I Know Your Name,182000.0,f
rec-999013-dup-0,id-1166592,id-9568,26,26,Entahacte Caesar  Cleopatra,154640.0,f
id-23104092,id-21003329,id-2113851,8,8,Miami,247404.0,f
rec-9578750-dup-0,id-11067318,id-695712,26,26,Invinity,29000.0,f
id-5782223,id-6989446,id-446713,7,7,Waiting for the Dawn,107000.0,f
rec-11398629-dup-0,id-12953423,id-1103045,13,13,Keep It Simpile,259000.0,f
id-2215262,id-2646417,id-573082,4,4,Ich möcht ein Haarem Hamn,274520.0,f
id-5605250,id-6799014,id-252086,2,2,Sing Through Me,279586.0,f
rec-7864075-dup-1,rec-9230055-dup-0,id-526085,5,5,Wintersomg,255333.0,f
id-18801601,id-17879753,id-1702539,2,2,Bebop,138760.0,f
rec-1675520-dup-1,rec-1981370-dup-0,id-903161,14,14,SOS Fire in the Sjy,241360.0,f
id-6523360,id-7790919,id-1018568,15,15,Cétait toi cétait moi cétait nous Yester Me Yester You Yesterday 1969,170000.0,f
rec-8114670-dup-1,rec-9498551-dup-0,rec-554424-dup-0,9,9,Final Wae,430000.0,f
id-5968336,id-7189405,id-300278,10,10,Lyrische Suite für Orchester Op 54 III Notturno,260600.0,f
rec-12103172-dup-2,id-13415748,id-1155982,3,3,Alk My Lies,245000.0,f
rec-7295050-dup-0,id-8616568,id-998978,7,7,Un árigel llora,257000.0,f
id-2885619,id-3470808,id-413247,8,8,You Make Me Feel Brand New,312106.0,f
rec-9316860-dup-1,id-10792274,id-678366,22,22,Up to the Minvte narration,60000.0,f
id-13788365,id-14306490,id-1259551,17,17,HipHop,244025.0,f
id-30658094,id-26525448,id-2865903,11,11,Bruce And Annette Jazz,175000.0,f
id-11311480,id-3125664,id-1094308,12,12,Der Kuss,111000.0,f
rec-6381321-dup-0,id-7637438,id-344418,6,6,American Insomnia Drean Complex,256360.0,f
rec-10009204-dup-0,id-11542688,id-747615,8,8,Berrivile,124000.0,f
rec-13752595-dup-0,id-14286233,rec-1257367-dup-0,9,9,Lazy Summer Day Clearwater Beach clel Mar Bar mix,438000.0,f
id-2175818,id-2597533,id-885420,8,8,Give Me the Music,355000.0,f
id-10420982,id-11996467,id-790811,12,12,ElectroFried,45000.0,f
id-13509417,id-14137560,id-1240255,3,3,Khazad Dum,665000.0,f
rec-9980345-dup-0,id-11508984,id-743953,32,32,Get Out Now 30 second verslon,30000.0,f
id-804711,id-912398,id-984411,4,4,Caravan,214400.0,f
id-9477080,id-10959811,id-690728,30,30,Killer Groove,29000.0,f
rec-12855269-dup-0,rec-13306614-dup-1,rec-1143052-dup-0,1,A1,Hu5sjöröveri,,f
id-7724014,id-9082457,id-509457,5,5,WahnSinn,280506.0,f
id-5968239,id-7189290,id-297000,17,17,Твои глаза зелёные,243853.0,f
id-19115021,id-18114172,id-1732547,3,3,Highly Strung Richard Barbieri remix alt,120000.0,f
rec-4423810-dup-0,id-5452985,rec-111154-dup-0,3,3,Wild Mountain Tbyme,156000.0,f
rec-8595440-dup-2,id-10023226,id-608445,6,6,Stitdhing Time,436320.0,f
id-32715367,id-15199540,id-3088996,2,2,I doubt it,205000.0,f
id-1693708,id-2004850,id-235115,2,2,Thats Easy for You to Say,192866.0,f
id-9448147,id-10930300,id-688564,4,4,Guinness,141000.0,f
id-13395406,id-14078366,id-1233324,6,6,Rompecabezas,219847.0,f
id-754666,id-855108,id-374816,11,11,Rhode Trip,76240.0,f
id-15214297,id-15163043,id-1358940,18,18,Skitaggrossismen,283000.0,f
rec-11568661-dup-0,id-13086622,rec-1117494-dup-0,1,1,Bik Kariba,202000.0,f
rec-12790591-dup-0,id-13757513,id-1197559,9,9,Vibe Wjth Ya,204390.0,f
rec-12790591-dup-1,id-13757513,id-1197559,9,9,Vibe Wlth Ya,204390.0,f
id-2667584,id-3201415,id-460593,5,5,The Names,225320.0,f
rec-37677750-dup-0,id-17871941,id-3651037,116,116,Ruh Lucifer,208399.0,f
rec-14399976-dup-2,id-1975752,id-1311348,14,14,Something Beautiful,227746.0,f
id-8645044,id-10074531,id-610877,29,29,Autumn Moon,162000.0,f
id-999013,id-1166592,id-9568,26,26,Entracte Caesar  Cleopatra,154640.0,f
id-893592,id-1041459,id-375336,4,4,Jacks Slumber Party,270400.0,f
id-4047355,id-4942217,id-262051,9,9,Intro,116920.0,f
id-14763351,id-518607,id-1328562,13,13,Threnody The Spirit Never Dies,270000.0,f
rec-24467863-dup-2,rec-1539509-dup-0,id-2249181,5,5,If Youre Gonna Play in Texas You Gota Have a Fiddle in the Band,268026.0,f
id-6601731,id-7874998,id-371933,1,A,IOU,470000.0,f
rec-24467863-dup-0,rec-1539509-dup-0,id-2249181,5,5,If Youre Gona Play in Texas You Gotta Have a Fiddle in the Band,268026.0,f
id-10456516,id-12034701,id-793611,17,17,アキハバラマーチ,122000.0,f
id-6433511,id-7694477,id-350863,12,12,Me and My Horses,388280.0,f
id-10955555,id-12567304,id-1059585,9,9,If Youre Seeking Freedom,146573.0,f
id-4880935,id-6000710,id-169341,16,16,Jungle Kitty,180133.0,f
id-3495397,id-2996724,id-907428,7,7,Just Ask Your Heart,149600.0,f
rec-25380035-dup-1,rec-263138-dup-0,id-2339567,9,9,Time ro Go Home,260093.0,f
id-3965845,id-4832961,id-967576,8,8,Link n Continental,243666.0,f
id-2003658,id-8436035,id-734669,5,5,Biosphere,310666.0,f
rec-7462786-dup-0,id-8798962,id-479056,2,2,Fire5,259000.0,f
rec-4542607-dup-0,id-5613731,id-979042,2,2,Contigo Na Distânc9a,166160.0,f
rec-1881302-dup-0,id-2242456,id-906012,6,6,Ana Aybi Li Habibi,348440.0,f
rec-24004494-dup-1,rec-21653396-dup-0,rec-2203224-dup-0,8,8,Chaptrr A,12000.0,f
rec-2234179-dup-0,rec-2669778-dup-0,id-916677,3,3,Hämnden Gällifarevisan,164293.0,f
id-12350714,id-2859865,id-717189,11,11,Melt,327040.0,f
rec-24004494-dup-0,rec-21653396-dup-0,rec-2203224-dup-0,8,8,Chaptee A,12000.0,f
id-8506068,id-9927601,id-601978,7,7,Oprofessionell,280000.0,f
id-16614239,id-5984007,id-1491435,2,2,Swap original mix,390000.0,f
rec-479031-dup-0,id-551400,id-265329,3,3,An Onkoming Train,234000.0,f
id-16611605,id-15305825,id-1491205,5,5,Symphony no 5 in Eflat major op 82 I Tempo molto moderato,801000.0,f
rec-479031-dup-2,id-551400,id-265329,3,3,An Oncomjng Train,234000.0,f
id-1852160,id-2207324,id-13998,6,6,Sodom  Begorra,216266.0,f
id-12151641,id-13443981,id-1159471,6,6,Angel Eyes Delusion Inc remix,353000.0,f
id-13126799,id-13926528,id-1215824,6,6,Cocula,180000.0,f
rec-28963359-dup-0,id-25284773,rec-2696736-dup-0,5,5,Crowbait Bewt,123000.0,f
id-3442524,id-4169152,id-171787,11,11,Tranquila,247133.0,f
id-38669844,id-26537969,id-3766687,6,6,Entertain,176933.0,f
rec-8595440-dup-0,id-10023226,id-608445,6,6,Stitchirig Time,436320.0,f
id-14898455,id-12770558,id-1082635,6,6,22 dní,205000.0,f
rec-7639384-dup-0,id-8990916,rec-499579-dup-0,16,16,Ole dole cloff,130693.0,f
id-34259809,id-29101379,id-3257609,14,14,I Dont Know Officer,272640.0,f
id-1901304,id-2265925,id-1301580,5,5,A Touch of Henry Moore,217306.0,f
id-9329377,id-10805176,id-678874,52,52,Swirly Gates narration,30000.0,f
id-1702634,id-2016637,id-1001954,3,3,Oxygene,233400.0,f
id-10020331,id-11554591,id-748563,6,6,Pump full mix,97000.0,f
id-6524731,id-7792358,id-363125,2,2,Jazz  Drums,215000.0,f
id-5770863,id-6977619,id-273662,1,1,One Fine Morning,263000.0,f
id-4114648,id-5036083,id-972064,8,8,Ten Second News,,f
id-39775073,id-33050143,id-3904549,1,A,No More Love,,f
id-23439210,id-21248793,id-2146771,9,9,Sandalia quebrada,340000.0,f
id-11152236,id-12731367,id-1078093,2,2,Runnin Through the Night,207000.0,f
id-8142500,id-9530023,id-557995,10,10,Looking at You live,354000.0,f
id-14013268,id-14457482,id-1275681,30,30,Sweet Betsy From Pike traditional version,96000.0,f
id-7258878,id-8578110,id-454452,1,1,Brighter Tomorrow,206000.0,f
rec-3457022-dup-1,id-1038409,rec-75702-dup-0,2,2,Adom Bomb Atomix 1,340240.0,f
id-14459874,id-14745117,id-1307409,2,2,Feel the Pain,233351.0,f
id-9688737,id-11186442,id-707208,8,8,Walkabout Warrior,188986.0,f
id-30647850,id-26517020,id-2864702,3,3,Around The World,243000.0,f
id-9826776,id-11336738,id-725474,3,3,Si jétais président,226986.0,f
id-3974606,id-4844374,id-73377,25,25,Float Super 4,,f
id-11281817,id-12842833,id-1091097,1,1,A escondidas,262000.0,f
id-14223705,id-213800,id-1289994,12,12,Crouching Tiger Hidden Dragon film score Sorrow,239000.0,f
rec-18760899-dup-0,rec-13330276-dup-0,rec-1698609-dup-0,17,17,Opu5 37,322000.0,f
rec-18760899-dup-1,rec-13330276-dup-0,rec-1698609-dup-0,17,17,Opus 27,322000.0,f
id-5308585,id-4967597,id-1138073,2,2,Winter Wonderland,129386.0,f
id-18677887,id-17788612,id-1691147,1,A,GIGN,218000.0,f
id-8764255,id-10198939,id-620382,31,31,At Peace 60 second version,60000.0,f
id-8987965,id-10440222,id-645085,63,63,Tout Va Bien B,60000.0,f
id-6194148,id-7433458,id-321355,5,5,Zihuatanejo,782720.0,f
id-9574232,id-11061766,id-695637,19,19,Ides of March,29000.0,f
id-8497811,id-9918473,id-601248,2,2,My Car Wont Go,167000.0,f
id-6487497,id-7752630,id-358180,11,11,Prickel Pit live,219000.0,f
rec-7978894-dup-0,id-9353739,rec-1039814-dup-0,10,10,Miranta,251600.0,f
id-18760899,id-13330276,id-1698609,17,17,Opus 37,322000.0,f
id-15124628,id-270931,id-1350796,6,6,Drifters Escape,172160.0,f
rec-10335430-dup-1,id-11904830,id-782295,18,18,Where the Rose Is Sown sinkle version,251093.0,f
id-15914079,id-15695459,id-1424819,1,A,That Old Feeling,169000.0,f
id-531797,id-604387,id-533785,15,15,MatthäusPassion BWV 244 Teil I No 15 Choral Erkenne mich mein Hüter,59600.0,f
rec-597830-dup-0,rec-671950-dup-0,id-53869,1,1,Done Gone Blue,230813.0,f
id-1670728,id-1975003,id-736612,3,A3,Renard gadget,136933.0,f
id-6452635,id-7714990,id-353207,1,1,Time Holes,351000.0,f
rec-2988658-dup-1,id-3598743,id-211855,3,3,Nev4r Stop,176466.0,f
rec-2988658-dup-0,id-3598743,id-211855,3,3,Neveah Stop,176466.0,f
rec-9906285-dup-1,id-11424789,id-787623,2,2,Alwavs,217400.0,f
id-2255221,id-2694564,id-917204,12,12,Song Cycle,330066.0,f
rec-5832036-dup-2,id-7043071,id-280830,7,7,Sin peahdón,306000.0,f
id-718736,id-806781,id-687203,4,4,Wild Man Blues,200600.0,f
id-11966395,id-13328380,id-1145362,4,4,Dagny,201573.0,f
rec-15350718-dup-0,id-2033530,id-1372045,12,12,Proyeus,259760.0,f
id-11228330,id-12796602,id-1085690,2,2,How pleasant is this flowery plain and grove Z 543,478000.0,f
id-8663666,id-10093863,id-611918,25,25,NewBorn 29,29000.0,f
id-8132118,id-9518754,id-556538,3,A3,Its Gotta Be Love,,f
id-38660005,id-32260841,id-3765303,10,10,Sunset Riders,185000.0,f
id-1032460,id-1206473,id-1024547,17,17,Fat Beats,36520.0,f
id-9631097,id-11124312,id-700712,4,A4,Bibou blues,214000.0,f
id-14396940,id-14707118,id-1302920,4,B4,Temptation  Theme From a Summer Place,183000.0,f
rec-27569149-dup-0,id-2239781,rec-2556877-dup-0,2,2,Playground Battie,201906.0,f
rec-14266430-dup-0,id-14625342,id-1293043,20,20,Danc3 With the Guitar Man,158000.0,f
rec-30658094-dup-0,rec-26525448-dup-0,id-2865903,11,11,Bruce And Annette Jaz2,175000.0,f
id-4128892,id-5056232,id-85268,9,9,Frühling,217693.0,f
id-9751255,id-11254753,id-715318,1,1,Overture,333000.0,f
rec-10060117-dup-0,id-11599171,id-759157,4,4,Glass Bottom B0at,101760.0,f
rec-5102645-dup-0,id-6249327,rec-688890-dup-0,1,1,All Dre5sed Up,219640.0,f
id-3358300,id-4059529,id-977277,16,16,A Bench in the Park take 2,,f
id-2613975,id-3136243,id-1035425,17,17,Blues in the Night,270640.0,f
id-10512277,id-4750627,id-800429,7,C7,Move Any Mountain Land of Oz,344000.0,f
id-15236650,id-2414569,id-1361074,12,12,Penthouse Party,74133.0,f
id-3151879,id-3804624,id-38317,3,3,Flashdance original club mix UK radio version,405826.0,f
rec-8944088-dup-0,id-10391486,rec-640278-dup-0,9,9,Te Blessing Song,364000.0,f
rec-37712329-dup-0,id-31581294,id-3655314,7,7,Doyce Nuit,,f
id-15897271,id-15682128,id-1423268,4,4,Boom Zen Mechanics remix,588000.0,f
id-9502988,id-10985835,id-692752,18,18,Floatin Down to Cotton Town,139000.0,f
id-7639384,id-8990916,id-499579,16,16,Ole dole doff,130693.0,f
id-4101135,id-5017344,id-817421,10,10,Magie,261800.0,f
id-14376297,id-14693500,id-1301421,10,10,Me Voy,,f
id-9921310,id-11443497,id-846924,4,4,Poison,368000.0,f
id-5413141,id-6591477,id-230887,11,11,You Make Me Feel Alive Ganymede mix,257000.0,f
id-7917851,id-9288335,id-532336,1,1,Maybe Im a Fool,185000.0,f
id-1879135,id-2239582,id-183126,9,9,Play the Piano With Style,210573.0,f
id-9920045,id-1913479,id-736992,13,13,How Sweet It Is,210040.0,f
id-8747323,id-10181181,id-618816,22,22,Nabuchodonosor,231826.0,f
id-10930433,id-12545950,id-1057009,2,2,Cuban Overture,618000.0,f
id-13559457,id-6301613,id-602488,9,9,Love is the Only Way,264000.0,f
id-7483740,id-8822766,id-481197,6,6,Marys Boy Child,223000.0,f
id-10318651,id-11885906,id-780318,20,20,Das Horn von Töle,72000.0,f
id-35849685,id-30258477,id-3437210,8,8,The Postman Chapter 1 Part 28,314514.0,f
rec-39767059-dup-0,rec-541467-dup-0,id-3903572,9,9,On With tne Show,243613.0,f
id-8230230,id-9627808,id-568943,3,3,Zahir Diperbatasan,354000.0,f
rec-13736959-dup-0,id-14275803,id-1256226,2,2,How Many Infqnts Died In The Dryer,154947.0,f
rec-35864213-dup-0,id-30269813,rec-3438856-dup-0,50,50,Vir9in,352000.0,f
id-499713,id-573048,id-43694,6,6,Anatolian Delux ethnic mix,278013.0,f
id-11458382,id-13010675,id-1108780,10,10,La nave live,155000.0,f
id-6994847,id-8298029,id-423661,4,4,Pack a Cellphone Full of Explosives,115000.0,f
id-2480649,id-2975221,id-535208,4,4,Give Me Time,190626.0,f
id-14441061,id-9217822,id-1306158,1,1,LAffiche rouge,244160.0,f
id-11084502,id-11497644,id-800760,4,4,Princess Ida Act III When anger spreads his wing Chorus,80200.0,f
id-5046824,id-6186669,id-190248,4,4,Historic Site Of Scenic Beauty 1,179960.0,f
rec-8667914-dup-0,id-10098042,rec-612035-dup-0,5,5,Pujch for Power b,60000.0,f
id-35115646,id-29731134,id-3355927,3,3,Here for Love  An Erotic End of Times Remix,307000.0,f
rec-19178142-dup-0,id-25819942,id-1738682,9,9,Let5 Get Lost,193000.0,f
rec-14178571-dup-0,rec-14570572-dup-0,id-1286704,5,5,Always Up t9 No Good underscore 60 second version,60000.0,f
id-6498552,id-7764342,id-359751,1,1,Its That Time Again,75000.0,f
rec-1199808-dup-0,id-1420048,id-83283,9,9,Shivering Kihg,359906.0,f
id-14053799,id-14484331,id-1278725,1,1,FOAD,166000.0,f
id-9846625,id-11358731,id-727967,4,4,Romane,179000.0,f
rec-10848443-dup-2,rec-12471405-dup-0,id-1047997,7,7,Titi Ro5e au cœur,218000.0,f
id-9017571,id-10471645,id-647570,11,11,Toinen aikakirja 2 Aik 21 Joram Juudan kuninkaana,251400.0,f
id-14591802,id-14827396,id-1317151,3,3,Der Gruftwächter,546000.0,f
id-5583847,id-6775872,id-1001786,15,15,Leave Me Alone,249000.0,f
id-2016486,id-2403837,id-736309,6,6,A Rockin Good Way To Mess Around and Fall in Love,148560.0,f
id-56382,id-70808,id-867275,7,7,Amazing Grace,321000.0,f
rec-12330598-dup-0,id-13541634,id-1171084,1,1,小判一両 出囃子「宮神楽」〜笊屋と小判,496000.0,f
rec-9316860-dup-0,id-10792274,id-678366,22,22,Up to the Minute naahration,60000.0,f
id-3059093,id-3686357,id-937097,6,6,untitled,122974.0,f
id-2547888,id-3055866,id-923510,4,4,Accidental Seabirds,227333.0,f
id-10344385,id-11914377,id-792792,13,13,La Figuereta,136000.0,f
rec-9448147-dup-0,id-10930300,id-688564,4,4,Guinnejs,141000.0,f
id-7100322,id-8411245,id-436072,1,1,Principe de los dolidos,263000.0,f
id-2125216,id-2534640,id-913450,4,4,La Fiesta,445200.0,f
rec-12527683-dup-1,rec-1159813-dup-0,id-20481,5,5,JDubst,133000.0,f
rec-4570398-dup-2,id-5646143,id-687471,3,3,Ciao Baloy,40440.0,f
id-9082763,id-10540909,id-851653,4,4,Mirror,238973.0,f
id-5371150,id-6544731,id-226074,5,5,Make the Change,260000.0,f
id-19529513,id-18416054,id-1772099,9,9,LApprenti sorcier extract,226600.0,f
id-12927589,id-13812094,id-1204496,4,4,Twerk acapella version,207146.0,f
rec-14832666-dup-0,id-14934957,id-1332404,3,3,Wo war ich stehengebl:eben,547000.0,f
id-13748648,id-14283389,id-1257051,3,3,Breath of Heaven,324653.0,f
id-9814211,id-11322680,id-723764,14,14,Clearing the Lake,104000.0,f
rec-14042181-dup-0,rec-112489-dup-0,rec-255839-dup-1,5,5,Joyr'lde,94226.0,f
id-9639081,id-11132229,id-701470,8,8,Sommerlied,218000.0,f
id-405205,id-466087,id-503166,7,7,Vibes From the Tribe 8track version,506960.0,f
id-9222462,id-10692651,id-671650,4,4,Prelude To A Kiss,226440.0,f
id-11047365,id-12641970,id-1068298,1,1,Intro,91000.0,f
id-2436407,id-2916886,id-920631,14,14,Take My Hand Precious Lord,181840.0,f
id-5832885,id-7043957,id-280943,13,13,Evelina,189066.0,f
id-35113123,id-29729506,id-3355654,6,6,Voice of Heart オリジナルカラオケ,317146.0,f
id-6068517,id-7298587,id-1010963,9,9,Sweets for My Sweet,,f
id-10070257,id-11610625,id-752819,4,4,Schaukelschiff,269493.0,f
rec-14338053-dup-1,rec-10870990-dup-0,id-683762,6,B1,Concert for Munich,295000.0,f
rec-14338053-dup-0,rec-10870990-dup-0,id-683762,6,B1,Concert fir Munich,295000.0,f
id-13414965,id-2292559,id-1234687,8,8,Wondrous Place,144000.0,f
id-13834294,id-14338705,id-1262747,6,6,Who Needs Vocals Anyway,456341.0,f
rec-893592-dup-2,id-1041459,id-375336,4,4,Jaks Slumber Party,270400.0,f
id-24382716,id-1412793,id-2240774,10,10,Canzone della bambina portoghese,,f
id-8750159,id-10184338,id-619144,17,17,黒衣の男,131000.0,f
id-8777120,id-10211898,id-620820,44,44,On the Limit 30 second version,30000.0,f
id-9313711,id-10789074,id-678299,49,49,A Clowns Lost Love stinger,15000.0,f
id-15098516,id-15074905,id-1348293,3,3,After All This Time,215000.0,f
id-25381865,id-22638734,id-2339769,7,7,Slowly,212000.0,f
rec-2654514-dup-0,rec-3185906-dup-0,id-916420,1,1,Fil The Way I Do,246160.0,f
id-4509535,id-5573540,id-591293,14,14,Luna de cabotaje,269266.0,f
id-13063413,id-13889778,id-1211515,6,6,El charro chino,,f
rec-4276153-dup-0,rec-5263562-dup-0,id-97619,7,7,Magnetic Anam0ly,344613.0,f
rec-24398815-dup-0,id-21940316,id-2242356,13,13,Too Much Money Busimess,166000.0,f
rec-1846169-dup-2,rec-2200110-dup-0,rec-1030666-dup-2,2,2,Say Id Isnt So,181000.0,f
rec-1846169-dup-0,rec-2200110-dup-0,rec-1030666-dup-0,2,2,Say It Iznt So,181000.0,f
rec-37688409-dup-0,id-31565787,id-3652310,10,10,Human 98 Resistsnce D Extended Mix,277693.0,f
id-3750094,id-4557548,id-1212787,7,7,Intro,107360.0,f
id-10122050,id-11667696,id-757394,3,3,untitled,30000.0,f
rec-861896-dup-1,id-994535,rec-884526-dup-0,8,8,Send Me an Ang4l,239360.0,f
id-7116908,id-8428666,id-438085,13,13,Voodoo Child,221000.0,f
id-9475106,id-10957859,id-690675,32,32,Satch,29000.0,f
rec-14788165-dup-0,id-13021852,id-1110046,7,7,Give Id Up,240000.0,f
id-6110078,id-7343284,id-312066,13,13,Im Sorry,180000.0,f
id-4252451,id-5231369,id-95751,17,17,silence,4000.0,f
rec-18728534-dup-0,rec-17826910-dup-0,id-1695974,3,3,Right lr Wrong,158000.0,f
id-18719707,id-17820347,id-1695198,10,B5,Taikausko,253000.0,f
id-28235458,id-24766977,id-2622853,7,7,いつものパーティー,,f
rec-24426678-dup-1,id-1313020,id-2245091,3,A3,Kosin5ki,232000.0,f
id-1876534,id-2236347,id-422094,1,1,Bioman,177066.0,f
id-10518043,id-12103732,id-801360,14,14,Anything for You,286253.0,f
id-34279374,id-29115586,id-3259867,12,12,Followers Divas Theme,290000.0,f
rec-30658094-dup-2,rec-26525448-dup-0,id-2865903,11,11,Bruce And Anriette Jazz,175000.0,f
id-12108255,id-13418623,id-1156355,7,7,Wir gehörn doch zusammen,205000.0,f
id-16568553,id-380190,id-1486965,6,6,Dont Release Me,255893.0,f
id-2638794,id-3166073,id-148158,3,3,Tossed Up,239000.0,f
id-2707136,id-3250851,id-928050,6,6,Livre de 1706 Gigue,150600.0,f
rec-18779988-dup-0,id-17864413,id-1700411,4,4,Theste Memories,,f
rec-2953729-dup-0,rec-3554723-dup-0,id-239533,12,12,Åt zamma håll,,f
rec-80947-dup-2,id-97852,id-879370,2,2,Kidduzh,163000.0,f
id-5559077,id-6750248,id-1008881,18,18,Sahek Ota,146000.0,f
id-34298810,id-29130800,id-3262179,1,1,Barren,362603.0,f
id-14845216,id-12767746,id-1082330,1,1,Everything Is Borrowed live on Jools Holland 0908,212000.0,f
id-12173641,id-2640928,id-151709,3,3,This Is the Carter,276080.0,f
id-2775998,id-446663,id-904424,20,20,In the Wee Small Hours of the Morning,162186.0,f
id-15268631,id-15205292,id-1364166,11,11,Oops the Troops  Away We Go  Shiftycraft  Dead for Real,212000.0,f
rec-14804768-dup-0,id-14933892,id-1330512,8,8,Mouin On,,f
rec-14804768-dup-1,id-14933892,id-1330512,8,8,Mobin On,,f
id-14234788,id-7759148,id-359054,3,3,Blood,196000.0,f
rec-13289542-dup-0,id-14014195,id-1226053,4,4,Du Reisst Mir Meirie Federn Aus,229000.0,f
rec-13289542-dup-1,id-14014195,id-1226053,4,4,Du Reisst Mir Meime Federn Aus,229000.0,f
id-38677628,id-32272330,id-3767781,4,4,Prélude op 1 no 1,119213.0,f
id-13672400,id-14236008,id-1251708,7,7,Nijntje gaat logeren,,f
rec-14123738-dup-2,rec-3780610-dup-0,rec-942133-dup-0,1,1,Taksi fahrn 9n Istanbul,188426.0,f
rec-14123738-dup-1,rec-3780610-dup-0,rec-942133-dup-0,1,1,Takji fahrn in Istanbul,188426.0,f
rec-14123738-dup-0,rec-3780610-dup-0,rec-942133-dup-0,1,1,Taksi farn in Istanbul,188426.0,f
id-10578192,id-12171027,id-807566,4,4,Ce garçonlà,207306.0,f
id-8779529,id-10214293,id-620888,10,10,Life Science,182000.0,f
id-24533838,id-9898113,id-2255244,4,4,Tear the Place Up,179000.0,f
id-2260329,id-2700973,id-970341,9,9,Sky Dancer,,f
rec-3933690-dup-0,id-4792213,rec-69651-dup-0,4,4,Life in 645 min libe,404560.0,f
rec-32660205-dup-1,rec-27942497-dup-0,id-3082921,5,5,Cloues,196000.0,f
id-9092296,id-10551743,id-656274,16,16,Αυτός που σέρνει το χορό,194000.0,f
id-338217,id-394179,id-294712,6,6,Magic Theatre,158733.0,f
id-7778781,id-9139806,id-515949,3,B2,Universo House version,,f
id-10240561,id-11798852,id-772076,15,15,Vivisection live,197253.0,f
rec-10955555-dup-2,rec-12567304-dup-2,id-1059585,9,9,Iv Youre Seeking Freedom,146573.0,f
id-15190503,id-15145623,id-1356807,28,28,Schools Out,34000.0,f
id-9373143,id-10850647,id-682856,20,20,Capri full mix,30000.0,f
rec-7715367-dup-0,id-9073473,rec-787278-dup-0,8,8,The Sound of San Francisco 5hort Progressive mix,218000.0,f
id-3782648,id-4598557,id-62141,14,14,Zviedru vārti,236840.0,f
id-10658116,id-12258546,id-816552,14,14,Айда,233000.0,f
id-1179431,id-1396868,id-979111,11,11,Confessions of a Futon‐Revolutionist,134480.0,f
rec-12451085-dup-0,rec-13606877-dup-0,id-1179542,5,5,Dat Nig9a Dere,220000.0,f
id-5057677,id-6198754,id-191680,7,7,Time Will Show the Wiser,218000.0,f
id-9429015,id-10910338,id-978821,6,6,Uti vaar Hage,163000.0,f
id-13944641,id-14411945,id-1270441,13,B5,Rovaniemen markkinoilla,,f
id-5008688,id-6144912,id-931797,15,15,En jager gik at jage,146000.0,f
id-256062,id-298004,id-1037609,6,6,Close to You,258040.0,f
rec-34890267-dup-0,rec-23213198-dup-0,rec-3330762-dup-0,4,4,ホトトギス,184000.0,f
id-403451,id-464252,id-87694,9,9,Sally Cant Dance,176240.0,f
id-8375978,id-9786365,id-586538,4,4,BBoy on Wax instrumental,246960.0,f
rec-4628754-dup-1,rec-5713091-dup-0,id-135658,10,10,Trapped Under dhe Sky,303000.0,f
rec-5318139-dup-2,id-6485732,id-523579,12,12,Firet Up,206000.0,f
id-30648972,id-26518086,id-2864814,6,6,Winter Cookies,227773.0,f
rec-5318139-dup-0,id-6485732,id-523579,12,12,Fires Up,206000.0,f
id-24431368,id-21963848,id-2245500,16,16,Ape Shit,211000.0,f
