pub_id,author_list
423,"['b1b567eb-e43f-402f-b8b8-4bc6805cbefa', '1c5b4ae1-6e3f-4ae3-a150-8d78a6cadc14', '05938d20-2f11-4587-b2dd-4339fcb019bb']"
426,['fa7be9a7-1670-46d4-b8e7-c69fdf67bd5f']
429,"['2bbd0258-9f61-401e-a25f-a95447f5a4ed', 'c87c3fa9-f62b-4e1d-b5f6-a636d5a934c5', '048bd636-c920-4a75-961d-f545017bc44c', '60041e52-e0f4-4b81-ae36-9d89f801897b']"
430,"['40042e55-327e-4acc-bcb1-9403bee01ffc', '3eed7b12-24af-4bc3-8b8e-d3a5030c6188']"
433,"['c35c9292-9a88-4f1c-a3ab-b9a35585f089', 'c251b68c-f416-4ee5-8864-00e5d619fab3', '3d515334-f93b-45b4-8f73-21f51701a35f', '396b893b-4a1f-4e97-a952-9e7cdc8b025f']"
434,"['e2810af0-bfd0-4bfd-b546-2e603d8ae64b', 'a04f504b-046a-458f-9b26-46363c1e374d', 'f4be45f5-fb8e-443e-bee5-ab7823620e2a', 'b53bfce7-f976-430f-b576-190b766b8ba0', '1becbbfa-db67-4c27-9dc9-320bdb487830', '57189974-6a4c-4d1a-8805-df44f3194e14', 'c81a9715-c12f-4bac-9184-732868debf00', '67d4d5dc-4fc7-4b6e-b640-33d2a83fa53c']"
438,"['74fbb69d-ada7-4269-b5ec-35eaa293ebe7', 'cc136402-ab95-454c-9ddc-a77ee1a75020']"
439,"['da52acec-c56f-4760-a66a-dfc53f13b4c8', 'e2297593-ad9c-4a65-841d-6ba5b396614e']"
441,"['85cfff12-c523-41e1-9aae-f40e92492886', '81a75a6e-b2c4-4614-9adf-73b6609045fe', '8ce9a2b7-3662-4002-bc00-ab57cb293f3a']"
442,"['f74e86c3-1e88-4eda-9bd3-e6adf53f9c25', '999656d7-554d-40d2-a7a1-ea13c7d132bd', '1a4be87f-204d-4533-8ced-e9eb5e968b1a']"
444,"['9ae8e889-05c7-419e-9c58-f708600f50df', '110813b0-3259-47f0-a5e3-493cc2cc60d5']"
445,"['f4202148-b4d8-44ef-9e0d-9e2e0ca0875f', '369ff1fd-9f1d-4710-b794-a915104ff902', 'b4e25ab2-8525-44d4-8569-76bc87725eaf', '9ddac3a2-29a5-46dc-80c1-39ff2d19e98f', 'aadb79a4-51e8-4c3e-8aba-005edd553017', '968424a1-c895-466e-a21c-93c53ca296c1']"
447,['5b2310db-9295-4cf1-a6d4-5c24b71f721c']
448,"['41459302-b84e-4e04-8c97-bfb8ffb9ba2e', '248d49d1-bd7b-4881-9f83-d38ec2c2095c']"
449,"['bbfe5636-e580-4578-a630-75582d45c598', 'a7c3f0ca-0a52-4c56-9cab-39f1ac5b6f3b', '67e9e496-93e1-46fe-bb14-79321a529e80', '5dff75ca-ae1f-4fa3-8bd6-e37fb18ce919']"
451,"['7e33af62-44ca-4d6f-9adb-341bde1e50d2', 'c8e8755c-03e0-4d1d-bd8d-d77fc333e606']"
452,"['f69bc0b4-a5d2-4a2f-876f-96ccc3ab048a', 'd0899ebf-f33c-46bc-bbe2-9a747f337ad1']"
458,"['cf3081c4-b325-4ada-835e-0e8f7db19eab', '5447c857-733f-48c6-a368-25ce7e2afa30', 'd83ee788-e388-4390-a958-87dd488ba20f']"
461,['b3843edf-7620-4eb4-a0dd-a0c8d3034ae6']
468,"['77c3a9ed-1216-4740-8ee4-2592a9dca59c', 'be6c50a9-c5ce-42a1-9800-463573e4ce12', '758d7d00-4b10-4aad-9d0c-413863916037']"
472,"['17dee078-90be-4e49-bf64-0f7ec2efd636', '548d0b71-e5bc-47bf-8b2e-ac8118940989', '975abeda-9ae2-433d-b83a-d201defd8b38', 'cf0fc9f8-49d8-4409-83c6-dc6c5d594fa5']"
473,"['e66f32d2-d797-41a9-8d40-c715917818be', 'a5de553f-3fc1-4101-a1a5-dc0331fefc83', '721a2298-801c-42be-b8ad-8b3d09b6ed36', 'da507163-edff-472c-bc4e-b809993b4452']"
474,"['b1d540c4-d639-4752-9d89-9d67d33cf57b', 'fc25f765-d77d-4945-9e04-c159bd97b12a', 'e7efefe7-5865-49c7-a361-cd4f1f1ce091', 'f99f3b88-5edf-47b0-8e0d-0b2e31c3622e', 'af23dae1-c098-449d-8672-df2dfb9a2ffc', '6ee407a7-4037-49d4-80a0-c015eeb0f388', 'ce4adb06-1aa2-48e3-9c1e-5daea5ff561a', '18c8087b-24b3-4bf3-841a-56f0db1b90dc']"
477,['3b35a57b-1eda-4ac5-bf7b-878829107bc7']
478,"['22702fc6-9054-480f-8f63-b54785e8679c', '08c23f80-38eb-49e3-88fe-2fb1feea92c7', '43efb659-2e80-4959-9fff-f81372b8b87f', '24ba1cc1-5d47-4e99-aee7-1113d5746cc6', '7803abc4-1309-4655-af76-73347311d969', 'b64f2b5a-c380-48b2-9bb9-c56510f6e905']"
482,"['70ee9efe-ab3e-4d24-ac9d-384cd345cbc3', '02aa86b9-5174-48cb-90c1-9436c8774173']"
484,['3c3f6075-a7f2-4bf6-bf40-8593e8780f2a']
485,"['42a5cfc8-21ba-4617-a31a-816fe2a97124', 'c1357092-f012-437f-aff9-bb72ea683ab6', '077ff452-cbe4-430e-848d-a8953d2d0fa7', '27b954ba-0b4d-4c51-954d-00d5ef27baed', '8e6949d0-721c-4f2b-9627-6208925f0a70', '3da5c845-4be8-477c-9fe6-9f50d3fb52c1', '225f426a-5d46-4329-b9e5-61a73c3ea1bb']"
486,"['273a2d42-ee21-4a20-8452-764b12cf322f', '0475c620-9334-4afe-a78a-1c24ed3c7e55', '8df3812f-2dbc-4bb4-b533-75ad9a86aa37', 'ffb6b9c6-b9e4-4977-b828-92a28784d9b2', '5807118a-24e2-4f5a-9250-dcafc53275b0', 'f4de4c56-0a96-4aba-8ca2-0d7355068966', 'ebe0601f-b0d4-47b5-b672-6e6460dde7eb', '937e9b2f-1586-40bf-b2fd-ee4805fa10d8', '4bdd861a-f5d4-4141-b995-6d9d5904d35e', '63af7268-b99e-4e60-abcd-c80d008fbfd2', '2e8af559-1416-4662-b97f-d17789a742c3', '43a62761-fa71-4fb6-be51-158376964d88', '5c58bb0a-7ae5-467c-bbff-029469e247de', '3c1cedc3-1ca2-46c6-9d31-c1a53de1224f']"
489,['77eb8a09-2d40-4411-9212-67fbcff911ab']
490,"['b0bb945d-7f01-4747-9fe1-c3285d55be14', '2910041e-cc81-4030-ad92-5b8fb288dce9']"
493,"['7616bed0-e91e-4543-8617-cf19018e7ca1', '2886aa19-ddee-4049-af99-496562474ab7', 'a30ee65b-7e1a-449f-afcf-d98eadffb316']"
495,"['3a3a9b86-0766-4c3f-b087-0e5aa6e33877', '2b3c3b4f-ad07-4e8f-93c7-2f4ad058fed7', '1c2864dd-8ccc-4047-a6a0-ab69d6575e7b', '68697c48-000f-4d6c-a42f-f18c111f8f57', '6729dd55-51d7-477a-8e05-f3528c6975c8', 'ccea3afe-387b-4a4a-860c-9c85c3c6e3a8']"
497,"['b1c3cbda-07ec-4bb7-8f37-9f18f11fc9ec', '1f92bc62-ccd5-41b1-bd2c-69a8a524766f', '02badcb1-3cac-4364-a851-cb3d8fe090eb']"
502,"['a00556b4-a734-47ed-9178-bae534448150', 'c4541ac1-0ac2-44ca-86ce-0cc2506a4d80', '3dba84ed-c0a5-4fa9-9252-698c14e52d45', 'a68f7af6-fc56-434c-bc1e-9ddc39576bb6']"
503,['93580da1-e929-4467-8e52-c14f5a5f63b4']
506,['69798458-a29f-4a70-8f9c-a7e8f3b724e1']
512,"['cd8576d3-7cee-444f-9004-f591943a1eb7', 'a89d368e-4713-4794-a0d9-811954fbf8e6', 'db776e73-7626-4102-99e5-a13850ada8b9', '77305d83-dc53-40e0-9ec3-b3748916e42e', '8e32de5f-c3ae-4b44-bffa-b6ea898cf2f9', 'e56e0e58-5910-4625-8737-a569920f754f']"
518,"['92e2afed-12ee-41e1-8d9b-4c81785fff1c', 'bda458b3-0e08-4bf6-bf60-ed37357be13e']"
523,"['21b37cb3-b1bf-4cbf-8d5d-0ed108651def', '48cb6565-2420-4047-842d-0a7ea0a01804', 'd954851a-1f3e-44dd-9018-d93a2f2ac599']"
524,"['e362a7d0-8768-4e90-aa92-7a4b12356adf', '17a80f7f-f896-4f29-ab39-a0062b03f08b']"
525,"['7d3c99d1-204d-44c8-813d-4345c24ef718', '11d73e1e-c408-4256-808b-e394baf16351']"
526,"['bfa177e2-c68f-4508-a930-74c5b78e5e67', 'faf1e90e-2300-4f28-a5a8-4306e9c30865', '94e84a6e-d035-4b33-9bde-4b1c7d06a819', 'dbfc01e2-d23d-42f5-951e-cba720c59fe2', 'e5c843cb-f578-4625-8ce3-2662a2b6f083', '3f311157-da65-4335-b999-c064517c7669']"
527,"['0768b31e-20b8-4888-b5ba-729265220231', '8c5ebd06-f187-4f31-ace1-130d2a6ff61d', '445cc295-48cc-4d2e-b036-e63eb181882f']"
529,"['d74438b9-fb13-4b78-a7d0-3f6918853805', '39d95b5e-bc8f-4fef-95cf-7ba71bc4d79c', 'bdae8bdc-debc-4825-b693-8bec09bb05c2', 'a955ca6b-f14c-45c1-a763-d3619e8bc72f', 'dc5c25a8-7bcb-4051-addc-204109fd2680', '2d67e155-ed45-42a2-be07-53001fa8cff8', 'b26584a2-f669-43cc-a3c8-940425eab285']"
532,"['4c98da2f-32c3-4a9b-a4d9-247e2f7d20f0', '9f07073f-cfdf-4a0b-a66a-6a0c5f137226', 'd32fd58e-32a8-4f5a-a3f0-b106680a6839']"
536,"['23e343bd-4908-4d8f-8d8f-a4c945df5208', '2905fd67-1f6b-441f-8b3d-7e617a9b6b77']"
539,"['4655b0a8-0c3f-49e2-bb53-87b86bbd6011', '50e159c2-99f8-4b1d-bbf5-7ccda6f48309', 'd61c8b43-d551-4a8a-b716-e5cfcf3a4bdf']"
542,['2592bc19-e36b-475f-9a1c-39565d746cc2']
543,"['79a6d581-f116-46de-88a5-f575bff45f74', '363974d6-e349-452e-9ae9-94d93d095a7f', '9a7b86bb-c1fb-42d8-846e-28fec6393f65']"
544,"['9a743da7-e350-4b6c-a744-9a4d376e60a7', '7bcd4317-d107-4068-86a1-c05bd958aae3']"
550,"['3f98a94b-7f4f-46a2-b7cc-eec51c663d10', '73d16f2f-3c12-4489-9e49-2de3944bf5bf']"
551,"['062ab11c-dc22-419a-a735-f25ff3a7ab1a', '9e9f89d1-5d76-4e76-a844-0750c68058b9', '651ae383-fa34-4a48-b419-34fc9b35b0e4', 'a8d321fc-3099-43d6-9d16-123fdd64798d']"
553,"['b586fe03-a55a-4622-a5f7-40e23ab54e6a', 'f27b514f-7788-467b-aedb-bcfa72e24cb0', 'cdc6313d-9c30-41b3-ab6b-28109952e55a']"
555,"['a0f97f84-e80a-416c-bc16-75aa9509ec9d', '96877689-7c0d-497b-9109-70ad628cc697']"
556,"['86d1db57-9882-4517-b0cf-cb2df5b701e2', '6c7c92f8-ffa7-4988-becf-6e7219f8d097', '6a70a45f-0768-4e3f-9d3f-40af2d46d2fd', '2a394612-9703-4403-93dd-90ae88130988', '5d3aa410-ccd8-4e8f-b04a-f6eac0b1ee48', '2b5a1592-2f0f-4bd5-bddb-1a5b7062d2aa', '6113d699-bfac-4891-8e77-33eaf1acaac4', 'fb42d533-7ba8-4633-b48d-67b55246ce21']"
561,"['70fa0aeb-c02e-4044-a40c-3bf4f2bd3629', '6bdaa35d-0610-45d2-a2dd-e37db1ea51f5', '57e6d9dc-b576-446a-bb30-b6ce0447f7d5', '529dda1e-a4aa-48f5-b129-a9eeefebef0a', '09a4b797-ec8d-437f-9a28-adad0669f959', '2abf941f-a9a5-42de-b8cc-60d25a1b6cc7']"
562,['2c86d279-e363-4ec9-a29b-f7d2d14cb11c']
563,"['594da5b6-7448-452a-b5a6-997cba1217fd', '2f31a8fe-e1fe-4d12-938e-cdbd3e4ba37f']"
565,"['3bea5fbd-48e8-4b82-b91a-88da16ed740f', '263e46b6-8352-4c3d-9385-c116dcf662ec']"
566,"['567639cc-b80a-4758-a41b-80f739536e42', '0bb73149-5e90-46fa-a661-5815b37331c6']"
567,"['cee058e4-3cbe-49c7-9db1-357008f9c793', 'dfb95b66-686b-4e4d-b4cf-e48e94c14f79', '91a98649-2b26-4388-9e92-b2ce2c643a67', '1eecc4d8-b108-497e-80d5-3e1481026e29', 'b1db021d-39bf-46e0-94ed-cb6620e7e774']"
570,"['fead0663-b683-4b0e-b933-004194477153', '60ad824b-1077-44bd-b76b-9c7e70a3c3bb', 'b9c70f2f-5d3f-4239-b399-2a666d4799af', '79eb38df-df98-4a83-98eb-eed73a6c4be6', 'b6f15429-4a18-41cd-bada-950b34af92e6']"
571,"['642a9ebd-9705-483b-af0c-59077c55299e', '64aed8df-7af1-470a-8504-45e04706c501']"
572,"['c7690d7b-8e70-4abd-a3a5-323314cb4176', 'fff2a5c8-5690-43e8-9fd4-520edd7f0289', 'bdbc8c8b-5c5a-4a2d-b014-dec0253a58dd', 'a297a0b6-5f75-4e87-b1d8-fc302f90794e']"
582,"['8ffa1ecf-df19-4905-b227-23f1f706c362', 'fe6857ae-f370-492b-a9d2-a3a9731208f6', 'bd380d75-139c-4152-ac92-d4385c114e54', '7ccb7cb7-bd0e-44cb-b834-cc25a4c5eeb3']"
584,"['9fa31fdf-7593-4608-9735-7d3ddd324be2', '7cc1e4be-6874-4030-9afd-01d07a8da1dd', '9cc4b2d3-3fa5-414d-b956-89be9d5a32a1']"
588,['952e36d2-391e-4725-8ed9-28334442da31']
593,"['79f53a20-94e2-4ad2-9c73-509ea07d93f9', '504b50bd-7d40-4ca8-8c6e-5b22598fdf18', 'e7b5ee95-d1f4-428b-a564-7630c3aea3b8', '1e406192-306f-485c-af94-131c572fe2d2']"
594,"['74fd725c-e0f7-4ef1-845e-2e233a34715d', 'bb006f3a-b938-44a6-9365-439da5f94346', '0b27026d-e920-4e50-9d44-41c957a4e4fe']"
595,"['cd0d7b9b-c952-4440-9578-e050e941b1e1', '492170e1-a389-42c2-bfe7-82eed9b4b744']"
596,"['8c770449-fbaf-4830-88ce-aab97e6b6762', '62f6f9e3-4e45-4e2b-ad3e-e5458467165f', '3a0affb8-c8a2-4391-a92e-0abbbb7de591']"
597,"['51845e9c-c46e-4650-8a6e-8a410e5c8163', '23ab633c-4248-459d-b70c-cf3a9ab95f1c', '0a4cd0e3-450a-4154-a70a-2c90821a0d56']"
604,"['cfcb7f13-e0e6-4cf3-9716-b90a48121ea9', '59edc964-f773-4e3a-8701-2f93af14e761']"
605,"['2156b345-5708-4e83-ae38-b14902e3abc2', '3c6cf74f-007c-4783-9ac6-5f9f63afdc42', 'd4ad7096-e5ee-4db3-959a-60cb0d85adbf']"
608,"['bf91dbaa-605f-4f5f-bdd7-0c0e0403a71d', 'a949537c-21ad-4414-8d30-0cb4ac7bd70b', 'c8a93f8f-30fe-477a-8323-9b82c2b6149e', '67b92a1b-f246-4fe0-a284-abbdc59ceb68']"
609,"['bd43cc63-19de-4184-8cec-191e40e13679', 'd9244c05-bd65-440a-88c5-dd86cb0ca81a', 'e1a993cd-cf94-45c5-a1b0-648ea7e7c05c', 'a718b93d-c187-45ea-9de2-d1e70fd224f0']"
611,"['c15af2c5-89c2-4636-b073-1905ad24c583', '6d3bd68d-0264-43e1-a04a-6e900e9e4fb3', '5384c042-df57-4650-a3f9-011c9501d1d9', '402ac91e-4ddb-467d-9c7e-6ccb50b679da', '66c9abe3-7633-4392-928d-740f80be1f8c', '06fa5daf-6585-4508-a6b3-71e6d77b7c70']"
615,['d381f212-eb54-47f1-bbd1-427b62de9cba']
616,"['70f74d75-b901-486f-a79d-e273f57b35f8', 'b6e3c4bf-ac4e-4357-b3cc-efd0f949fdd8', 'dcbe9630-20d4-4283-9a97-d34579b7d8d4']"
619,"['dd3a6465-82d3-41f7-b6cc-c559d690cfce', '1c10b09b-d451-474f-9140-f42aacc9c990', 'dc627353-52dc-4c83-b830-3a827cb8f401', '1d13c520-533b-4480-83c4-f2f7248a9015', 'a236e604-ed96-4627-949d-75db8edfffae']"
625,['1948ea2e-0ebc-4a12-8afc-1733697f1c85']
629,['5b49adf6-2877-416c-8371-95a2f154f2c6']
630,"['03811872-421f-4426-9bd4-7f7fbac517e6', '7d401f44-4143-41ad-b19e-68248926a74a', 'bc494dd2-13fe-4f14-8431-d81171ed04f1']"
631,"['6bfd94e2-427a-44f9-9109-01feeb3271d3', '41c9349e-664a-46c7-91de-eb5640326b7a']"
632,['d680c2ae-5f63-4b50-8432-34e87ecd9699']
635,['15df1880-3ef5-4ad5-9bca-765ae82f3f74']
636,"['444a0eb7-b52c-49a5-9def-4ed99909c988', '885bdd85-c706-418f-9a0a-e3bc8172decc', 'c177c017-debe-441b-92fa-1f2da610fe54', 'd6e9442d-db67-4eab-92d5-3291765ea7c9']"
650,['5b606f11-d41a-4288-bafb-9aa147be3e6a']
651,"['c5e3f899-b105-4276-97c2-4d317eb26513', '2386b282-8766-4f45-bf89-d0229b9e484e', 'c3ea7611-79ce-4305-999b-8ee78edb5bd7', '04038355-3f61-4e73-8e61-bc2d20c57e84', 'c5fabec6-e20e-4b15-a8b4-cda23da44a0d']"
652,"['a07299e7-73e3-461e-8074-7f8a5065bc1e', '7c9d3e6d-af14-48ae-9ef1-fb72a2365917', '00c7f611-5d4e-456e-85ab-ee8b3d429de1']"
653,"['6f79b639-a28e-47dc-99e7-cb9e510a516e', '74c6cc12-2b31-42c7-ac9f-a4722456382d']"
654,['e04b3d14-7cc2-4c96-b59b-28c06f06f352']
660,['47a45c6d-5030-4b81-ba87-1e9223e2425c']
665,"['f9b03bf5-fac7-4e43-ac5e-af8541ae9a07', '21c6b8de-1d24-45d5-b9fd-7c17c2cecaa4']"
666,"['58c8c67c-8fd6-4e33-9495-70acbf7874d3', '32235fa8-f0f8-4f52-81f7-4c97c263c6a7', '2017fa92-b089-4f64-a79f-ee2db720e443', '4fa92772-9837-43ab-aaca-b7d0be80401b', '07f78c0c-3231-4f37-a67c-6aeb36e3416f']"
667,['5e63fd59-2a13-454e-bd7b-b5f7370a241f']
668,"['d309e274-ab18-41d7-bd65-5ff4dc94ad55', 'f09856b0-3aca-4cbe-8811-d99179f46389', '45ae5c72-18ca-4fff-9cf6-08a056383271', '00a218c5-46a3-445a-9312-03c50bfd6919']"
670,"['e742fcc1-26ca-4aa6-a148-59e628c40ffb', 'abe89ce8-295f-4c9c-9c63-9d85a9f06142', '7864d7c3-1eed-49c5-863f-81049c1e92ac', 'f27e7ffa-def0-458e-850f-2abb4e3b20d5', 'a8d089d5-7643-4b07-96ef-b67cbdb1b820', '434d6ace-2c66-44e4-b41c-aec39617e9b3']"
673,"['0ad0c796-40d4-4665-b813-6c1dd92e97ab', '16deb4e0-b055-4cd2-bc33-a1a000ec16ae', '0b6ff0c7-fedb-45c1-ab57-f4909c7425ed', 'd124fb47-0fe9-4a7b-945d-bd4c9034bc63', 'd065d041-a39e-4bab-9b6c-cb6b311f7e71']"
675,"['02acbed5-e371-432b-81e0-fe4a5d82eaa2', 'db5ac4fc-fa3f-45df-a058-95dc5ab11929', '8974f70b-b5c1-4b4a-b0f8-ce475e9387a9']"
676,"['0b0ad885-7521-4ffe-aaef-bc97cba69759', 'ae1e27b2-5f4d-4841-a91e-ec280edf99e5', '15011cbe-afac-4285-9dca-28b80d327be1', '299ce182-81f1-4488-b697-4bf0f79e8b6c']"
681,"['faf3c777-eaf6-4856-a374-2f84072475d3', '19022d7a-ab1a-4666-9b8b-25940a2a2516', 'f056bbf8-6f1f-4d2c-952c-01cf5e58854b']"
684,"['c4a3f50e-0459-49e6-98f9-3cd6d6bf9fdc', '9b2f56c8-f533-4e12-8cc0-474e825d7ec5', '85a7e220-794c-4a67-828d-afbd3b1f91a1']"
686,"['b4c5e12f-408d-4e9a-bf9d-9f152a55a8d2', '4def49db-4f07-4b04-bba7-ffbb58536f70', '6ce9fc66-4542-4183-ade2-59e358936ff7']"
688,"['71ae3220-63a8-44e9-9f91-30be14196b0b', 'f0d5a07f-6d83-49c9-8ea5-821df0a520c5']"
691,"['471cce36-ff22-403c-9650-3f7d5903c66e', 'd7746653-91b2-4815-8022-c0c01c575342']"
692,"['62ff802e-d1bb-40ed-8e7c-c287ee63a443', 'dd06ff7e-defb-4116-a7ab-63708405d31a']"
694,['7f9f2627-10bc-4fbb-8afd-55eed31de7f4']
697,['713cae3b-3287-4a8c-9929-1a8af9f43c91']
699,"['99b1a075-932d-4e82-8cad-d2a2692756a5', '565811e7-8b44-4509-b584-a9b8ab9f68bd']"
704,"['24e9aa3b-41c3-4ea2-b46c-027a69d99f80', '1847f9df-0862-44fc-84a4-eec2789fc9e2', '78090a19-e2b7-4e77-9979-f37e29fd5a88', '56b4970d-d21b-4f75-847c-9b2970f67250', '16271fe0-2ca5-46e6-894e-eb5ee68d1224', '716c6f34-ab8d-4d60-bdd3-377ca4680f2e', 'c5a8922f-aeb3-428a-84ff-85a311d2af8b', '2a725a5b-a0b8-43b7-b382-616e66d0ee38']"
706,"['221ca6d9-c1e1-4381-8241-f03664ddfb11', '9268c814-36a3-410d-905f-8c6de78362fa']"
708,"['26f65af7-9a1c-4736-a5da-a5ee006d6bc9', '8460364b-8db4-4f8b-8a52-85ffbc52c9bf', '438a1b89-3fc4-478b-908c-01b585ce850f']"
712,"['ad39222d-baeb-4e50-b362-c380511d76c7', '592525ce-56f7-4deb-b4ba-0fb5b04181bc']"
716,"['c1a6a9ad-47b5-46ee-b089-63b26242698d', '9d74e8a4-7cf6-49c8-a8e5-6cdb59d60c3b', '5ca8be9d-4017-42d2-9f6f-56799cf39557']"
717,['5081a8c3-1ac2-46bc-9d27-054296a50d03']
720,['58519bb6-c7d0-42c1-99b3-948cfb87405d']
724,['0137aa34-626b-4a78-b64c-1fe7a3c54092']
725,"['d4d3284b-5213-46d1-b942-a5e8a2af855c', '855439c6-8b71-4ab5-8d9b-e75f4579847d']"
726,"['ef6ff016-0b16-4128-a963-f60cfc237e51', '6286efae-7eae-43e1-89ed-3b81b405110e', '7b3dd790-b90c-4aa9-aa92-fadeb7f0e61b', 'e19e6290-972d-423d-9476-6a95376ef602']"
727,"['885f36a3-c3f3-458a-bb75-99cb27ea517f', '78661650-3fca-48a0-b981-586ef16e3a4c', '46ac4437-26d8-474e-b5e4-3fa8d33a9409']"
728,"['6937d9c1-2cb2-4bc1-9bd2-d373e099b628', 'de5fd853-8b47-460b-a467-10366727ddb7', 'a46f0a71-4a77-4eff-bd74-d99a34a76cb4']"
729,"['091cc07b-35fd-4b1f-836b-dfbccf676d31', '87c8c89e-c8c5-41ce-ab3d-0a2a27ecb4c4', '28514a76-408a-4413-a3f5-445e41184260', '8c9a9b0a-5943-49eb-bd9d-810e1966fda8', '85813679-0c36-4413-b7c3-4ac496ce93bd']"
731,"['8e388170-ec67-457d-a2de-70ac5056e1ff', 'bfa801a6-5e24-4c46-8555-d8a0176a1100', 'f1b30298-6edd-4be9-8733-44837c836bd1']"
732,"['187a00b8-be76-4b7a-8382-e1c95272e382', 'f5974669-661a-49d8-a658-a31d44503c7d', 'b8a6a6ab-63b9-4a71-91cd-bee8921f67f4', 'bbdd50aa-4aa2-4771-bb39-e04abe4ee6bf']"
733,"['6f039209-4aac-49db-a09b-512407780ee5', '13d4ed2b-8832-49bd-983e-d62b56f0b6e7', 'f3861960-6297-4b93-9b06-fda13289cce7']"
736,"['9fd23e9c-87ab-43ae-a609-15998d4040d7', '76b49a50-5787-4d9c-b0d1-10dc183f58f5', 'af4950d6-03ff-49af-bb9c-9bc5b4840482']"
737,"['b1cfca66-7123-41a7-869e-d0ef8fa07109', '4a7ce0e0-de4f-4960-84f1-4e9dcc6f6ad0', 'ff08b69d-c254-4c69-8e3d-60a988c8ceb2']"
740,"['a383c427-cfb7-4aaf-ab93-33ad12596147', '21099494-a6d0-41fc-a1c6-fbebd43c267d']"
743,"['054e6f88-428f-437e-bf79-5be8bf1862f1', '48a8fac2-6102-4958-b750-8494945348c1', '2f82710f-0a14-4f97-b631-4311326301c0', 'e0ee75a8-298d-49d2-bde2-1a1828a4ae25']"
744,"['36edadf3-54c4-486d-b8bf-038d2c93c361', '98cd996f-029c-4f39-b08e-a042c940f2b3', '9beb9ecf-37f0-47f1-ba16-e7fd0a2abf7c', '9a65922e-36a7-44d7-a4b0-d367515c2ef6']"
749,"['89744704-6c65-4a22-a356-57e2272f6ad4', 'd5a16bf6-ae90-4d07-89ae-353e6219a70f', 'b1c176ea-48b0-4b38-a1d0-e0d9893a7ab2']"
750,"['99289e95-2ac0-4082-94b2-d48b4a78416c', '7a68a162-9263-4f0c-a3d7-e56a4c91f610', '8d8d7fd2-bf2e-4bfa-bb4c-2561cfc92695']"
755,"['3be8fb5d-43b3-4243-b216-e8c064a942e0', '37fa7e99-201c-4452-9770-b1deedd813fa']"
756,['a55d12f6-5f3b-411b-af76-b0ebfb88c092']
758,['15bf7784-391e-4ac7-ac47-20886b27ed40']
759,"['861af41f-70b9-47dc-a897-1f3cf41d09c5', '5fc4ac35-3b1a-4ec4-b6d8-d95a7a0a7158', '46f22409-c74d-46c5-8765-b6f434e5b6b5', '585a3dd8-522b-4845-b3e5-6bd8e718c9e6']"
761,"['7e724c78-e75b-40ca-9852-cb060650c83d', 'abf304a2-293a-4061-852a-87f2ec66f1c4']"
763,"['5c10c634-0734-4228-a8e7-56ae51ae6882', '536fe48f-e5d1-4816-8018-91d66b365093', 'f017f072-d0a0-47d2-af19-f885288a471d']"
764,['c1e1ae1c-62a5-4c33-94cb-4e626c901709']
765,['25da9051-a0f3-47a0-98e8-1b3b4bc53916']
766,"['6e1eabf3-c458-4440-81ea-750817b838aa', '6a81dbb4-3c93-4b60-9ba8-5f7a399e2e83', '530bf7b6-31d1-4c7a-99ae-9618fe0c99f5', '6aa3a036-22b2-43c9-bf96-e9640702067c']"
770,"['2261c5f5-c17c-41ec-a17b-3077af06646e', 'bb80f82a-5aa7-465b-8e10-1b06ff4183fb']"
772,"['6701a884-e6fa-49e4-9819-be1e53aae363', 'e213284c-da7c-4891-8ef3-127ed7c11c21', '25b69b59-2d18-4a6f-a567-f7bfb62bae26']"
773,"['b1470b36-e54a-433c-8dcc-ec08af253ac8', 'd5ee6ac7-b419-4385-b35e-a92514990616', 'b72e80e1-b710-4af0-a672-b83f52cf7aa0', 'dc95f280-c537-4583-8c5d-936202c46bc7']"
774,"['17f80c4a-aa1f-4fb2-919a-7f702a260974', 'eb9c57a2-e44d-4109-951d-28a847c9b5b8', 'f7ba6847-cb29-4ae9-aee3-d59d2bf1c1e4']"
777,['5bc62561-1e67-4b35-892a-bab73b4efc65']
778,['bfe5737e-0070-41c1-ad7b-ac732bf165e2']
779,"['c7447169-1d4a-491b-ae1d-b1b23ec42032', 'a5020c83-37b3-4f64-9222-b589f270c434', '3e4a491f-888d-4128-be80-017d307d88ee']"
780,"['fae1ed05-83e7-4e23-9780-d33886af067d', 'caa5c157-0518-481e-976e-3120909bafce']"
781,"['b1b0b6b6-cc8a-4fb9-993e-13b5350826c0', '9dd7c837-bcab-4400-a7c6-5277211dec43']"
784,"['af172371-3b5d-4df9-a3e5-cea000e57787', 'b5da6a34-c272-4dcf-8d6b-ed60e5cbc3cc', 'ef87b945-0cb7-4abd-a02f-93b319e865fe', 'ace83acc-32ef-456d-9acc-a75fd28d48be', '5d8c5476-7924-4c24-81b1-883c3a493d5d']"
785,"['1542f78d-7f2d-49e2-bddb-a627159a3661', '69dd5705-0597-47f4-aca9-6d0acaeed398']"
787,"['e777613b-05ce-4ac9-b76a-bf5b72e4e68b', '7f10dbaa-fe7f-441b-a64b-6e50bbdef5f7', '38fac0b8-749e-4c16-9e67-6263a7f5308a', 'b501d1ef-7d6e-448d-a827-3947edfa01d4']"
