COL primaryName VAL Tina Bates COL primaryProfession VAL wri COL id VAL nm21966749	COL primaryName VAL Tnia Bates COL primaryProfession VAL  COL id VAL nm8311413	1
COL primaryName VAL Mahendra Sonin COL primaryProfession VAL assisatnt_director-miscellaneous-camera_department COL id VAL nm21966023	COL primaryName VAL Rebecka Lafrenz COL primaryProfession VAL producer-production_manager-assistant_director COL id VAL nm21966121	0
COL primaryName VAL Kesley CageU COL primaryProfession VAL camera_department COL id VAL nm21965072	COL primaryName VAL Natalya Bondarchuk COL primaryProfession VAL actress-director-writer COL id VAL nm21961270	0
COL primaryName VAL Derek H Potts COL primaryProfession VAL location_management-producer-writer COL id VAL nm21966903	COL primaryName VAL Derek H Potts COL primaryProfession VAL actor-producer-writer COL id VAL nm10399609	1
COL primaryName VAL Sebastián Schjaerr COL primaryProfession VAL editor-director-writer COL id VAL nm21963857	COL primaryName VAL Phillip G Carroll Jr COL primaryProfession VAL director-editor-writer COL id VAL nm3523072	0
COL primaryName VAL Dagmar WeaverMadsen COL primaryProfession VAL cinematographer-camera_department-producer COL id VAL nm21957237	COL primaryName VAL MacLeod Kevin COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm1930572	0
COL primaryName VAL Barrett Moore COL primaryProfession VAL actress-director-producer COL id VAL nm0600926	COL primaryName VAL Bhoomika Chawla COL primaryProfession VAL actress-miscellaneous COL id VAL nm0154653	0
COL primaryName VAL Melissa Molinaro COL primaryProfession VAL actress-soundtrack-miscellaneous COL id VAL nm21964329	COL primaryName VAL Melissa Molinaro COL primaryProfession VAL actress-soundtrack-miscellaneous COL id VAL nm1838750	1
COL primaryName VAL Ray Olive COL primaryProfession VAL actor-producer-writer COL id VAL nm21958900	COL primaryName VAL Darren Butlere COL primaryProfession VAL soundtrack COL id VAL nm21959450	0
COL primaryName VAL Tobias Dengler COL primaryProfession VAL cinematographer-camera_department-production_manager COL id VAL nm1629893	COL primaryName VAL Joaquín Martínez Castillo COL primaryProfession VAL composer COL id VAL nm6460128	0
COL primaryName VAL Christopher G Pikew COL primaryProfession VAL actress-editorial_department-sound_department COL id VAL nm21962307	COL primaryName VAL Looney Courtney COL primaryProfession VAL writer-producer-miscellaneous COL id VAL nm21962680	0
COL primaryName VAL lding COL primaryProfession VAL producer-miscellaneous COL id VAL nm2541364	COL primaryName VAL Leo HouldingU COL primaryProfession VAL producer-miscellaneous COL id VAL nm21969270	1
COL primaryName VAL iRcardo Blasco COL primaryProfession VAL director-assistant_director-writer COL id VAL nm0087681	COL primaryName VAL Krishan Kumar COL primaryProfession VAL producer-director-actor COL id VAL nm0474824	0
COL primaryName VAL Joe KingS COL primaryProfession VAL composer-director-writer COL id VAL nm21965998	COL primaryName VAL Edouard Logereau COL primaryProfession VAL director-writer COL id VAL nm0517705	0
COL primaryName VAL Nate Davis COL primaryProfession VAL  COL id VAL nm9758432	COL primaryName VAL Suzan Avci COL primaryProfession VAL actress-producer COL id VAL nm0042820	0
COL primaryName VAL The Edgecrusher COL primaryProfession VAL composer COL id VAL nm2372300	COL primaryName VAL Vladimir Sidorov COL primaryProfession VAL cinematographer COL id VAL nm0796699	0
COL primaryName VAL Dhumal COL primaryProfession VAL actor COL id VAL nm21956818	COL primaryName VAL Gyula Busso COL primaryProfession VAL electrical_department COL id VAL nm21959039	0
COL primaryName VAL Anna Rizzo COL primaryProfession VAL  COL id VAL nm5042825	COL primaryName VAL Anna Rizzo COL primaryProfession VAL actress-composer COL id VAL nm21962305	1
COL primaryName VAL Harry Kurnitz COL primaryProfession VAL writer-producer-costume_designer COL id VAL nm21956135	COL primaryName VAL Harry Kurnitz COL primaryProfession VAL writer-producer-costume_designer COL id VAL nm0475823	1
COL primaryName VAL Malcolm Richardsm COL primaryProfession VAL  COL id VAL nm21957412	COL primaryName VAL Thomas Osgood COL primaryProfession VAL composer COL id VAL nm7370870	0
COL primaryName VAL Joseph ODonnell COL primaryProfession VAL writer-miscellaneous-script_department COL id VAL nm0640784	COL primaryName VAL Giulia Gualanoh COL primaryProfession VAL camera_department COL id VAL nm21964081	0
COL primaryName VAL Sean P Griffin COL primaryProfession VAL  COL id VAL nm0341358	COL primaryName VAL Roman Mann COL primaryProfession VAL prdouction_designer-art_director-costume_designer COL id VAL nm0542950	0
COL primaryName VAL Guy Glover COL primaryProfession VAL ducer-actor-writer COL id VAL nm21963922	COL primaryName VAL Guy Glover COL primaryProfession VAL producer-actor-writer COL id VAL nm0323123	1
COL primaryName VAL Lisa De LeeuwY COL primaryProfession VAL actress-producer-script_department COL id VAL nm21964653	COL primaryName VAL Cecilia Gessay COL primaryProfession VAL soundtrack-script_department COL id VAL nm21960134	0
COL primaryName VAL Brahmanandam COL primaryProfession VAL actor-music_department-soundtrack COL id VAL nm0103977	COL primaryName VAL Warner Donna COL primaryProfession VAL actress COL id VAL nm21964181	0
COL primaryName VAL Walter Wippersberg COL primaryProfession VAL writer-director-actor COL id VAL nm0936145	COL primaryName VAL Vladimir Gerasimovd COL primaryProfession VAL set_decorator-assistant_director-producer COL id VAL nm21960730	0
COL primaryName VAL Jenny Stokes COL primaryProfession VAL actress-assistant_director COL id VAL nm4967028	COL primaryName VAL Antonio Burke Jrq COL primaryProfession VAL actor-director COL id VAL nm21965244	0
COL primaryName VAL Joseph Brutsmane COL primaryProfession VAL art_department-actor-writer COL id VAL nm21964940	COL primaryName VAL Joseph Brutsman COL primaryProfession VAL producer-actor-writer COL id VAL nm0116783	1
COL primaryName VAL Eddy Waller COL primaryProfession VAL actor COL id VAL nm0909040	COL primaryName VAL Sangeetha COL primaryProfession VAL  COL id VAL nm21955209	0
COL primaryName VAL Delphine Chanéac COL primaryProfession VAL actress COL id VAL nm0152035	COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21968932	1
COL primaryName VAL Wayne Tucker COL primaryProfession VAL actor COL id VAL nm1553967	COL primaryName VAL Rirkoo COL primaryProfession VAL actor COL id VAL nm21962551	0
COL primaryName VAL Leanne Rowe COL primaryProfession VAL actress COL id VAL nm21964122	COL primaryName VAL Leanne Rowe COL primaryProfession VAL actress COL id VAL nm0746560	1
COL primaryName VAL Thomas OsgoodJ COL primaryProfession VAL composer COL id VAL nm21965821	COL primaryName VAL Thomas Osgood COL primaryProfession VAL composer COL id VAL nm7370870	1
COL primaryName VAL Jorge Rivero COL primaryProfession VAL actor-producer COL id VAL nm0729473	COL primaryName VAL Naama Amit COL primaryProfession VAL actress COL id VAL nm3749960	0
COL primaryName VAL Paul AntonyBarber COL primaryProfession VAL actor-miscellaneous COL id VAL nm21961067	COL primaryName VAL Paul AntonyBarber COL primaryProfession VAL actor-miscellaneous COL id VAL nm0031524	1
COL primaryName VAL Arvanitis COL primaryProfession VAL actor COL id VAL nm21969569	COL primaryName VAL Andreas Arvanitis COL primaryProfession VAL actor COL id VAL nm3195887	1
COL primaryName VAL Indi BarendsY COL primaryProfession VAL actress COL id VAL nm21966401	COL primaryName VAL Alvin H Perlmutter COL primaryProfession VAL producer-miscellaneous COL id VAL nm21965164	0
COL primaryName VAL Katrin KalketenidisC COL primaryProfession VAL set_decorator-camera_department-producer COL id VAL nm21968967	COL primaryName VAL Unshô Ishizuka COL primaryProfession VAL actor-soundtrack-miscellaneous COL id VAL nm21963149	0
COL primaryName VAL Andrew Strahorn COL primaryProfession VAL cinematographer-camera_department-producer COL id VAL nm21960923	COL primaryName VAL Yesim Yükselen COL primaryProfession VAL actress COL id VAL nm0951310	0
COL primaryName VAL  COL primaryProfession VAL editor-director-writer COL id VAL nm21963366	COL primaryName VAL Martín Mainoli COL primaryProfession VAL editor-director-writer COL id VAL nm0969637	1
COL primaryName VAL Haleigh Oliverp COL primaryProfession VAL actress COL id VAL nm21968516	COL primaryName VAL K Raghavendra Rao COL primaryProfession VAL director-producer-writer COL id VAL nm0706484	0
COL primaryName VAL Giorgio Amato COL primaryProfession VAL writer-director-producer COL id VAL nm5294953	COL primaryName VAL Hanneke Schutte COL primaryProfession VAL writer-director-producer COL id VAL nm3491007	0
COL primaryName VAL Jeffrey Reddick COL primaryProfession VAL writer-producer-actor COL id VAL nm0714695	COL primaryName VAL Nikki Rhodes COL primaryProfession VAL actress COL id VAL nm21958223	0
COL primaryName VAL Richard Raynis COL primaryProfession VAL producer-writer-production_manager COL id VAL nm0713497	COL primaryName VAL Richard RaynisZ COL primaryProfession VAL producer-writer-production_manager COL id VAL nm21956919	1
COL primaryName VAL George Meehan COL primaryProfession VAL cinematographer-camera_department-miscellaneous COL id VAL nm0576037	COL primaryName VAL Todd Trimmer COL primaryProfession VAL producer-writer-executive COL id VAL nm7904967	0
COL primaryName VAL Samantha StephensV COL primaryProfession VAL actress COL id VAL nm21963697	COL primaryName VAL Joana Carvalho COL primaryProfession VAL actress COL id VAL nm21957205	0
COL primaryName VAL Gordana Kovacic COL primaryProfession VAL actress COL id VAL nm9227686	COL primaryName VAL Fernanda Mottai COL primaryProfession VAL actress COL id VAL nm21966525	0
COL primaryName VAL Deric Margolisj COL primaryProfession VAL camera_department-producer-cinematographer COL id VAL nm21956341	COL primaryName VAL Eugen Kelemen COL primaryProfession VAL editor-editorial_department-producer COL id VAL nm21956333	0
COL primaryName VAL Kera OBryon COL primaryProfession VAL actress-music_department-miscellaneous COL id VAL nm1142276	COL primaryName VAL Philip Careyf COL primaryProfession VAL assistant-soundtrack COL id VAL nm21956702	0
COL primaryName VAL Karam Motawie COL primaryProfession VAL actor COL id VAL nm0582385	COL primaryName VAL Scott Jeffress COL primaryProfession VAL producer-editorial_department-editor COL id VAL nm21957781	0
COL primaryName VAL JS Thomass COL primaryProfession VAL cinematographer COL id VAL nm21961094	COL primaryName VAL Carole Lebel COL primaryProfession VAL actress COL id VAL nm0495571	0
COL primaryName VAL Gordy Haab COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm1571576	COL primaryName VAL Michel Martens COL primaryProfession VAL writer COL id VAL nm0551704	0
COL primaryName VAL Adam Georgep COL primaryProfession VAL editorial_department COL id VAL nm21969567	COL primaryName VAL arrettO COL primaryProfession VAL art_department-soundtrack-writer COL id VAL nm21963484	0
COL primaryName VAL lding COL primaryProfession VAL producer-miscellaneous COL id VAL nm2541364	COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21958226	0
COL primaryName VAL Nuraddin Mehdixanli COL primaryProfession VAL actor-dircetor COL id VAL nm3061995	COL primaryName VAL Victor BakerU COL primaryProfession VAL manager COL id VAL nm21969269	0
COL primaryName VAL Saray Pavon COL primaryProfession VAL actress COL id VAL nm5038339	COL primaryName VAL Sebastián Schjaerr COL primaryProfession VAL editor-director-writer COL id VAL nm21963857	0
COL primaryName VAL Freya Ravensbergen COL primaryProfession VAL actress-producer-director COL id VAL nm21964646	COL primaryName VAL Freya Ravensbergen COL primaryProfession VAL actress-producer-director COL id VAL nm1506889	1
COL primaryName VAL Victoria Barkoff COL primaryProfession VAL actress COL id VAL nm21957667	COL primaryName VAL Victoria Barkoff COL primaryProfession VAL actress COL id VAL nm21957665	1
COL primaryName VAL Heather LangenkampN COL primaryProfession VAL actress-special_effects-make_up_department COL id VAL nm21960222	COL primaryName VAL Langenkamp Heather COL primaryProfession VAL actress-special_effects-make_up_department COL id VAL nm0000486	1
COL primaryName VAL Lucy Clements COL primaryProfession VAL make_up_department-actress COL id VAL nm4782751	COL primaryName VAL Fawzi Layla COL primaryProfession VAL actress COL id VAL nm0269531	0
COL primaryName VAL Vernon DentW COL primaryProfession VAL manager-writer-soundtrack COL id VAL nm21967405	COL primaryName VAL Felix Adler COL primaryProfession VAL writer-miscellaneous-actor COL id VAL nm0012148	0
COL primaryName VAL Sylvie Brenet COL primaryProfession VAL producer-production_manager-miscellaneous COL id VAL nm1944448	COL primaryName VAL David Pierce COL primaryProfession VAL actor-writer-assistant_director COL id VAL nm0150205	0
COL primaryName VAL Chris Walden COL primaryProfession VAL music_department-composer-soundtrack COL id VAL nm21961290	COL primaryName VAL Giri Babu COL primaryProfession VAL actor-directwriter COL id VAL nm21955210	0
COL primaryName VAL Carolin Stoltz COL primaryProfession VAL actress COL id VAL nm2795350	COL primaryName VAL James Batley COL primaryProfession VAL producer-director-editor COL id VAL nm21965071	0
COL primaryName VAL Jason Scott Lee COL primaryProfession VAL actor COL id VAL nm21967783	COL primaryName VAL Robby oRtfeld COL primaryProfession VAL music_department-editor COL id VAL nm21962478	0
COL primaryName VAL Vishnuprasad Palinje COL primaryProfession VAL cinematographer COL id VAL nm21962860	COL primaryName VAL Brian Hanel COL primaryProfession VAL producer COL id VAL nm1496940	0
COL primaryName VAL Paul Cattermole COL primaryProfession VAL actor-soundtrack COL id VAL nm0146366	COL primaryName VAL Martin Maheux COL primaryProfession VAL composer COL id VAL nm2426165	0
COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm21958076	COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm0699294	1
COL primaryName VAL Rober tCummings COL primaryProfession VAL actor-director-soundtrack COL id VAL nm21958304	COL primaryName VAL Robert Cummings COL primaryProfession VAL actor-director-soundtrack COL id VAL nm0191950	1
COL primaryName VAL Eric Lindsay COL primaryProfession VAL  COL id VAL nm2163441	COL primaryName VAL Donna Warner COL primaryProfession VAL actress COL id VAL nm0912450	0
COL primaryName VAL Petter Lars Aase COL primaryProfession VAL actor COL id VAL nm5785574	COL primaryName VAL Leelee Sobieski COL primaryProfession VAL actress-producer COL id VAL nm0005447	0
COL primaryName VAL Alivia Mariev COL primaryProfession VAL actress COL id VAL nm21955653	COL primaryName VAL JB Rogers COL primaryProfession VAL  COL id VAL nm21968544	0
COL primaryName VAL Guy Maddinn COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21955271	COL primaryName VAL José María Pemán COL primaryProfession VAL writer-sotrack COL id VAL nm21962888	0
COL primaryName VAL Timothy D Harris COL primaryProfession VAL actor COL id VAL nm21965208	COL primaryName VAL Pia aCstles COL primaryProfession VAL production_designer-set_decorator COL id VAL nm3281863	0
COL primaryName VAL Theodore J Pahle COL primaryProfession VAL cinematographer-director-writer COL id VAL nm21962885	COL primaryName VAL Douglas E Porter COL primaryProfession VAL cinematographer-camera_department-editor COL id VAL nm21969584	0
COL primaryName VAL Michel Duchaussoy COL primaryProfession VAL actor COL id VAL nm0239816	COL primaryName VAL Sabah ShehataN COL primaryProfession VAL locatoin_management COL id VAL nm21968336	0
COL primaryName VAL Felix Adler COL primaryProfession VAL writer-miscellaneous-actor COL id VAL nm21967403	COL primaryName VAL Mike Lane COL primaryProfession VAL actor-producer-soundtrack COL id VAL nm0485485	0
COL primaryName VAL Vladimir Gerasimovd COL primaryProfession VAL set_decorator-assistant_director-producer COL id VAL nm21960730	COL primaryName VAL Vladimir Gerasimov COL primaryProfession VAL director-assistant_director-producer COL id VAL nm7624726	1
COL primaryName VAL Cuckoo COL primaryProfession VAL actress-producer-assistant_director COL id VAL nm21962550	COL primaryName VAL Miryam Zohar\\ COL primaryProfession VAL actress COL id VAL nm21958289	0
COL primaryName VAL Antonio Spadavekkia COL primaryProfession VAL composer COL id VAL nm21960729	COL primaryName VAL Steffen Hallaschka COL primaryProfession VAL actor COL id VAL nm21956466	0
COL primaryName VAL Sophia Huybens COL primaryProfession VAL actress COL id VAL nm21957327	COL primaryName VAL Sophia Huybens COL primaryProfession VAL actress COL id VAL nm5425452	1
COL primaryName VAL Scott Masters COL primaryProfession VAL producer-director-writer COL id VAL nm0557712	COL primaryName VAL Indi BarendsY COL primaryProfession VAL actress COL id VAL nm21966401	0
COL primaryName VAL Tren tHaaga COL primaryProfession VAL actor-writer-producer COL id VAL nm0351772	COL primaryName VAL Allen Payne COL primaryProfession VAL actor COL id VAL nm21963374	0
COL primaryName VAL Lynne Ramsay COL primaryProfession VAL idrector-writer-producer COL id VAL nm21965245	COL primaryName VAL Philip Palmer COL primaryProfession VAL writer-script_department-producer COL id VAL nm0658417	0
COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21968517	COL primaryName VAL White Ashley COL primaryProfession VAL actr COL id VAL nm21968514	1
COL primaryName VAL Sebastian Jacques COL primaryProfession VAL actor-soundtrack-music_department COL id VAL nm5595674	COL primaryName VAL Garth Knoxw COL primaryProfession VAL composer-ndtrack COL id VAL nm21963862	0
COL primaryName VAL María Agui Carter COL primaryProfession VAL director-writer-producer COL id VAL nm3462041	COL primaryName VAL María Agui Carter COL primaryProfession VAL director-writer-producer COL id VAL nm21957645	1
COL primaryName VAL Tianna Taylor COL primaryProfession VAL  COL id VAL nm0853259	COL primaryName VAL Dustin Poirier COL id VAL nm5005594	0
COL primaryName VAL Gerard CorderoR COL primaryProfession VAL transportation_department-stunts-writer COL id VAL nm21956797	COL primaryName VAL Liliana BonfattiV COL primaryProfession VAL cinematographer COL id VAL nm21960188	0
COL primaryName VAL Aaron Guerrero COL primaryProfession VAL actor COL id VAL nm0346152	COL primaryName VAL Charlie Petersson COL primaryProfession VAL actor COL id VAL nm21963392	0
COL primaryName VAL George Meehan COL primaryProfession VAL cinematographer-camera_department-miscellaneous COL id VAL nm21968610	COL primaryName VAL  COL primaryProfession VAL actor-stunts COL id VAL nm0000979	0
COL primaryName VAL Pere Arquillué COL primaryProfession VAL actor-soundtrack COL id VAL nm0998801	COL primaryName VAL Scott Masters COL primaryProfession VAL producer-director-writer COL id VAL nm0557712	0
COL primaryName VAL Matt Egans COL primaryProfession VAL production_designer-camera_department COL id VAL nm21958398	COL primaryName VAL Kareem Afifi COL primaryProfession VAL actor COL id VAL nm7599083	0
COL primaryName VAL Robert Cummings COL primaryProfession VAL actor-director-soundtrack COL id VAL nm0191950	COL primaryName VAL Tom OBedlam COL primaryProfession VAL actor COL id VAL nm5038019	0
COL primaryName VAL  COL primaryProfession VAL director-writer-producer COL id VAL nm0820232	COL primaryName VAL Torben Liebrecht COL primaryProfession VAL actor-assistant_director-director COL id VAL nm21968931	0
COL primaryName VAL Prabhu DevaC COL primaryProfession VAL executive-miscellaneous-director COL id VAL nm21963655	COL primaryName VAL Stanley COL primaryProfession VAL publicist-composer-soundtrack COL id VAL nm21967696	0
COL primaryName VAL Helena TrestíkováN COL primaryProfession VAL director-writer-actress COL id VAL nm21959006	COL primaryName VAL Christoph Lauth COL primaryProfession VAL composer-costume_department COL id VAL nm0491617	0
COL primaryName VAL Leigh Ann OrsiY COL primaryProfession VAL actress COL id VAL nm21966800	COL primaryName VAL Leigh Ann Orsi COL primaryProfession VAL actress COL id VAL nm0650717	1
COL primaryName VAL Aishwarya COL primaryProfession VAL actress COL id VAL nm1027293	COL primaryName VAL Lius Aguilar COL primaryProfession VAL  COL id VAL nm0013566	0
COL primaryName VAL Patrick Alparone COL primaryProfession VAL actor COL id VAL nm1753311	COL primaryName VAL Reizes Stephen COL primaryProfession VAL  COL id VAL nm21957666	0
COL primaryName VAL Lene Guttorm Mikkelsen COL primaryProfession VAL producer COL id VAL nm9134581	COL primaryName VAL Tugay oTksöz COL primaryProfession VAL actor COL id VAL nm21969474	0
COL primaryName VAL Diana BrachoW COL primaryProfession VAL music_department COL id VAL nm21964486	COL primaryName VAL Bracho Diana COL primaryProfession VAL actress COL id VAL nm0102744	1
COL primaryName VAL Stephen Shank G COL primaryProfession VAL  COL id VAL nm0788144	COL primaryName VAL Lieh Loi COL primaryProfession VAL actor-director-writer COL id VAL nm21958232	0
COL primaryName VAL  COL primaryProfession VAL camera_department-cinematographer-nd_department COL id VAL nm4861256	COL primaryName VAL Massimo BordonaroA COL primaryProfession VAL legal-cinematographer-sound_department COL id VAL nm21965212	1
COL primaryName VAL Joaquim Nicolau COL primaryProfession VAL actor-miscellaneous-casting_director COL id VAL nm0630312	COL primaryName VAL Joaquim Nicolau COL primaryProfession VAL actor-miscellaneous-casting_director COL id VAL nm21957203	1
COL primaryName VAL Reed Brown Jro COL primaryProfession VAL set_decorator-soundtrack COL id VAL nm21956211	COL primaryName VAL Carol Castro COL primaryProfession VAL aess COL id VAL nm1365217	0
COL primaryName VAL Max Dinero\\ COL primaryProfession VAL talent_agent COL id VAL nm21965344	COL primaryName VAL Anderson COL primaryProfession VAL actor COL id VAL nm2612450	0
COL primaryName VAL Misty Regan COL primaryProfession VAL actress-production_manager-costume_department COL id VAL nm0540115	COL primaryName VAL Andrew J McIntyre COL primaryProfession VAL cinematographer-camera_department COL id VAL nm0570713	0
COL primaryName VAL Mario Temes COL primaryProfession VAL actor-cinematographer-director COL id VAL nm21959526	COL primaryName VAL Mario Temes COL primaryProfession VAL actor-cinematographer-director COL id VAL nm21959528	1
COL primaryName VAL Tricia DevereauxW COL primaryProfession VAL set_decorator-editorial_depment-producer COL id VAL nm21964179	COL primaryName VAL Faye Marsayu COL primaryProfession VAL picist COL id VAL nm21964388	0
COL primaryName VAL Ivan Burlyaev COL primaryProfession VAL composer-actor-music_department COL id VAL nm21961274	COL primaryName VAL Mack Sennett COL primaryProfession VAL producer-actor-director COL id VAL nm0784407	0
COL primaryName VAL John Dennis COL primaryProfession VAL actor COL id VAL nm21961304	COL primaryName VAL Vieira Leonel COL primaryProfession VAL producer-director-writer COL id VAL nm21968855	0
COL primaryName VAL Ti Ou COL primaryProfession VAL actor COL id VAL nm21966418	COL primaryName VAL Alexander Blaise COL primaryProfession VAL actor-miscellaneous COL id VAL nm0086432	0
COL primaryName VAL George Meehan COL primaryProfession VAL cinematographer-camera_department-miscellaneous COL id VAL nm21968610	COL primaryName VAL Iain Stewart COL primaryProfession VAL actor-miscellaneous COL id VAL nm1581681	0
COL primaryName VAL Pierre BarilletG COL primaryProfession VAL editor-actor COL id VAL nm21955749	COL primaryName VAL David Brte COL id VAL nm4762161	0
COL primaryName VAL Luciano Emmer COL primaryProfession VAL director-writer-editor COL id VAL nm0256488	COL primaryName VAL Luciano Emmer COL primaryProfession VAL director-writer-editor COL id VAL nm21960190	1
COL primaryName VAL Shawn SchafferU COL primaryProfession VAL cinematographer-camera_department-editor COL id VAL nm21963569	COL primaryName VAL Harley Wood COL primaryProfession VAL actress-soundtrack COL id VAL nm0939738	0
COL primaryName VAL Sascha Alexander COL primaryProfession VAL director-producer-editor COL id VAL nm0018732	COL primaryName VAL Silveira Leonor COL primaryProfession VAL actress COL id VAL nm0798611	0
COL primaryName VAL Oleg Tabakov COL primaryProfession VAL actor-director-music_department COL id VAL nm21960726	COL primaryName VAL Gabriel Diniz COL primaryProfession VAL camera_department-cinematographer-visual_effects COL id VAL nm21969647	0
COL primaryName VAL Kitarô Muro COL primaryProfession VAL producer-writer-director COL id VAL nm21959569	COL primaryName VAL CherylB COL primaryProfession VAL soundtrack-actress-miscellaneous COL id VAL nm21966637	0
COL primaryName VAL Fausto Tozzi COL primaryProfession VAL actor-writer-assistant_director COL id VAL nm0870362	COL primaryName VAL Philip Carey COL primaryProfession VAL actor-soundtrack COL id VAL nm0137023	0
COL primaryName VAL Onodera Makoto COL primaryProfession VAL cinematographer-camera_department COL id VAL nm4116301	COL primaryName VAL Bruno Pesery COL primaryProfession VAL producer-art_director COL id VAL nm0702455	0
COL primaryName VAL Mark Bresciano COL id VAL nm2362566	COL primaryName VAL Rachid Mekhloufi COL id VAL nm21956886	0
COL primaryName VAL  COL primaryProfession VAL actor-stunts COL id VAL nm0000979	COL primaryName VAL Wilford BrimleyR COL primaryProfession VAL actor-stunts COL id VAL nm21968025	1
COL primaryName VAL Terrayne Crawford COL primaryProfession VAL actress COL id VAL nm0186973	COL primaryName VAL Adam LockeNortonf COL primaryProfession VAL editorial_department-editor-writer COL id VAL nm21959300	0
COL primaryName VAL Atsushi Shimizu COL primaryProfession VAL direr-writer-producer COL id VAL nm0793640	COL primaryName VAL Manmohan Singh COL primaryProfession VAL cinematographproducer-director COL id VAL nm21964299	0
COL primaryName VAL Edward Faulkner COL primaryProfession VAL actor-director-art_director COL id VAL nm0269067	COL primaryName VAL Edward Faulkner COL primaryProfession VAL actor-director-art_director COL id VAL nm21960806	1
COL primaryName VAL Kazimierz Tyminski COL primaryProfession VAL writer-miscellaneous COL id VAL nm0878970	COL primaryName VAL Al Morrow COL primaryProfession VAL producer COL id VAL nm4006340	0
COL primaryName VAL Alexis C Martino COL primaryProfession VAL aess COL id VAL nm21956864	COL primaryName VAL Nikos Foskolos COL primaryProfession VAL writer-director-soundtrack COL id VAL nm21961813	0
COL primaryName VAL Manmohan Singh COL primaryProfession VAL cinematographproducer-director COL id VAL nm21964299	COL primaryName VAL Tsa rNicholas II COL id VAL nm0874739	0
COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21966919	COL primaryName VAL J COL primaryProfession VAL editorial_department COL id VAL nm21966916	1
COL primaryName VAL Saray Pavon COL primaryProfession VAL actress COL id VAL nm21955408	COL primaryName VAL Dwayne Kennedy COL primaryProfession VAL writer-actor COL id VAL nm21968490	0
COL primaryName VAL Bryan Smith COL primaryProfession VAL writer COL id VAL nm7754516	COL primaryName VAL Kevin Dunn COL primaryProfession VAL director-producer-actor COL id VAL nm0242658	0
COL primaryName VAL rFank Qutuq Irelan COL primaryProfession VAL actor COL id VAL nm4381033	COL primaryName VAL Frank Qutuq Irelanv COL primaryProfession VAL animation_department COL id VAL nm21958695	1
COL primaryName VAL Alan Tripney COL primaryProfession VAL actor COL id VAL nm21969139	COL primaryName VAL Alan Tripney COL primaryProfession VAL actor COL id VAL nm2299464	1
COL primaryName VAL Christopher Ainley COL primaryProfession VAL actor COL id VAL nm9758439	COL primaryName VAL Guy Maddink COL primaryProfession VAL actress-writer-cinematographer COL id VAL nm21955270	0
COL primaryName VAL David Rimawi COL primaryProfession VAL producer-actor-writer COL id VAL nm0727235	COL primaryName VAL Daniel Hendler COL primaryProfession VAL actor-director-writer COL id VAL nm21963365	0
COL primaryName VAL Tsar Nichloas II COL id VAL nm21964444	COL primaryName VAL Aicha McKenzien COL primaryProfession VAL actress-miscellaneous COL id VAL nm21955047	0
COL primaryName VAL Matthew Clarke COL primaryProfession VAL actor COL id VAL nm5090386	COL primaryName VAL Gerald Fried COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm21967497	0
COL primaryName VAL Andrew GothardW COL primaryProfession VAL actor COL id VAL nm21964942	COL primaryName VAL Andrew Gothardi COL primaryProfession VAL actro COL id VAL nm21964945	1
COL primaryName VAL Alexis C Martino COL primaryProfession VAL aess COL id VAL nm21956864	COL primaryName VAL Alexis C Martino COL primaryProfession VAL actress COL id VAL nm5771589	1
COL primaryName VAL Joe King COL primaryProfession VAL actor-ditor-writer COL id VAL nm0454870	COL primaryName VAL Daniel Millerd COL primaryProfession VAL cinematographer-camedepartment COL id VAL nm21958291	0
COL primaryName VAL João Fonseca COL primaryProfession VAL assistant_director-production_manager-actor COL id VAL nm0284678	COL primaryName VAL Rahmatou KeÃ¯tal COL primaryProfession VAL publicist-writer-production_designer COL id VAL nm21956790	0
COL primaryName VAL James Batley COL primaryProfession VAL producer-director-editor COL id VAL nm21965071	COL primaryName VAL Carol Castro COL primaryProfession VAL actress COL id VAL nm21959640	0
COL primaryName VAL Daniel Nelson COL primaryProfession VAL actor COL id VAL nm6036050	COL primaryName VAL Vito Giuseppe Zito COL primaryProfession VAL art_director-production_designer COL id VAL nm21964082	0
COL primaryName VAL Nicolás Corbelli COL primaryProfession VAL director-writer-cinematographer COL id VAL nm1892323	COL primaryName VAL Norihiko Hibino COL primaryProfession VAL composer-soundtrack-sound_department COL id VAL nm21968948	0
COL primaryName VAL Derek H Potts COL primaryProfession VAL location_management-producer-writer COL id VAL nm21966903	COL primaryName VAL Mel Lewis COL primaryProfession VAL composer-music_department-sound_department COL id VAL nm0507542	0
COL primaryName VAL Govinda COL primaryProfession VAL actor-umsic_department-producer COL id VAL nm21967898	COL primaryName VAL Viv Thomas COL primaryProfession VAL director-producer-camera_department COL id VAL nm1106529	0
