COL primaryName VAL Bates COL primaryProfession VAL wri COL id VAL nm21966749	COL primaryName VAL Tnia Bates COL primaryProfession VAL  COL id VAL nm8311413	1
COL primaryName VAL Lou Michaels COL primaryProfession VAL actress COL id VAL nm0584429	COL primaryName VAL Edward Faulkner COL primaryProfession VAL actor-director-art_director COL id VAL nm21960806	0
COL primaryName VAL Lisa De Leeuw COL primaryProfession VAL actress-producer-script_department COL id VAL nm0209615	COL primaryName VAL Trijntje COL primaryProfession VAL soundtrack-actress-writer COL id VAL nm1913729	0
COL primaryName VAL Derek H Potts COL primaryProfession VAL location_management-producer-writer COL id VAL nm21966903	COL primaryName VAL Derek H Potts COL primaryProfession VAL actor-producer-writer COL id VAL nm10399609	1
COL primaryName VAL Vivian Dorsett COL primaryProfession VAL actress COL id VAL nm7405864	COL primaryName VAL Barricade COL primaryProfession VAL composer COL id VAL nm7786121	0
COL primaryName VAL Julie BeirízQ COL primaryProfession VAL actress COL id VAL nm21965211	COL primaryName VAL nAna Rizzo COL primaryProfession VAL  COL id VAL nm5042825	0
COL primaryName VAL Fronczewskiq COL primaryProfession VAL visual_effects-ndtrack-director COL id VAL nm21955604	COL primaryName VAL David Brian COL primaryProfession VAL actor-writer COL id VAL nm21956703	0
COL primaryName VAL Melissa Molinaro COL primaryProfession VAL actress-soundtrack-miscellaneous COL id VAL nm21964329	COL primaryName VAL Melissa Molinaro COL primaryProfession VAL actress-soundtrack-miscellaneous COL id VAL nm1838750	1
COL primaryName VAL  COL primaryProfession VAL producer-miscellaneous-camera_department COL id VAL nm3292686	COL primaryName VAL Michael Dougherty COL primaryProfession VAL writer-director-actor COL id VAL nm21955560	0
COL primaryName VAL Byamba Sakhya COL primaryProfession VAL director-cinematographer-editor COL id VAL nm21957340	COL primaryName VAL Moneera Girshab COL primaryProfession VAL actress COL id VAL nm21959546	0
COL primaryName VAL Stern Bigot COL primaryProfession VAL editor-camera_department-director COL id VAL nm21960073	COL primaryName VAL Ismali Dahlan COL primaryProfession VAL  COL id VAL nm9277892	0
COL primaryName VAL lding COL primaryProfession VAL producer-miscellaneous COL id VAL nm2541364	COL primaryName VAL Leo HouldingU COL primaryProfession VAL producer-miscellaneous COL id VAL nm21969270	1
COL primaryName VAL  COL primaryProfession VAL ac COL id VAL nm21955748	COL primaryName VAL Brigitte Horney COL primaryProfession VAL actress-soundtrack COL id VAL nm0395148	0
COL primaryName VAL  COL primaryProfession VAL cinematographer-camera_department COL id VAL nm2347199	COL primaryName VAL Metin Erksan COL primaryProfession VAL director-writer-prdoucer COL id VAL nm0259499	0
COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm21958076	COL primaryName VAL Juneja COL primaryProfession VAL  COL id VAL nm21961631	0
COL primaryName VAL Peter Boseq COL primaryProfession VAL executive COL id VAL nm21966014	COL primaryName VAL Benjamin Brat COL primaryProfession VAL actor-director COL id VAL nm1525749	0
COL primaryName VAL  COL primaryProfession VAL actress-producer-productimanager COL id VAL nm0000832	COL primaryName VAL Morgan Sarpaux COL primaryProfession VAL ar COL id VAL nm1559844	0
COL primaryName VAL nAna Rizzo COL primaryProfession VAL  COL id VAL nm5042825	COL primaryName VAL nAna Rizzo COL primaryProfession VAL actress-composer COL id VAL nm21962305	1
COL primaryName VAL Harry Kurnitz COL primaryProfession VAL writer-producer-costume_designer COL id VAL nm21956135	COL primaryName VAL Harry Kurnitz COL primaryProfession VAL writer-producer-costume_designer COL id VAL nm0475823	1
COL primaryName VAL Nick Crawford COL primaryProfession VAL actor COL id VAL nm21962313	COL primaryName VAL Jacques Tourneur COL primaryProfession VAL director-assistant_director-editor COL id VAL nm21969126	0
COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21959635	COL primaryName VAL Dallas Valdez COL primaryProfession VAL actor COL id VAL nm6878947	0
COL primaryName VAL Nadia COL primaryProfession VAL actress COL id VAL nm21969285	COL primaryName VAL Margarita Robles COL primaryProfession VAL actress-writer-miscellaneous COL id VAL nm0733366	0
COL primaryName VAL Guy Glover COL primaryProfession VAL ducer-actor-writer COL id VAL nm21963922	COL primaryName VAL Glover Guy COL primaryProfession VAL producer-actor-writer COL id VAL nm0323123	1
COL primaryName VAL Donald Novis COL primaryProfession VAL actor-soundtrack-music_department COL id VAL nm0637161	COL primaryName VAL Mike Ryan COL primaryProfession VAL actor COL id VAL nm0752744	0
COL primaryName VAL Juliana Montañés COL primaryProfession VAL edr COL id VAL nm4022526	COL primaryName VAL Sinead GriffinLennon COL primaryProfession VAL actress-production_manager-producer COL id VAL nm2461127	0
COL primaryName VAL Éric Névé COL primaryProfession VAL producer-actor-writer COL id VAL nm21954991	COL primaryName VAL Igor Kosmachyov COL primaryProfession VAL composer COL id VAL nm0467206	0
COL primaryName VAL Peter Mullan COL primaryProfession VAL actor-director-writer COL id VAL nm21969141	COL primaryName VAL Stern Bigot COL primaryProfession VAL editor-camera_department-director COL id VAL nm21960073	0
COL primaryName VAL Joseph Brutsmane COL primaryProfession VAL art_department-actor-writer COL id VAL nm21964940	COL primaryName VAL Joseph Brutsman COL primaryProfession VAL producer-actor-writer COL id VAL nm0116783	1
COL primaryName VAL David Ritsher COL primaryProfession VAL produceritor-editorial_department COL id VAL nm21957152	COL primaryName VAL Lisa De LeeuwY COL primaryProfession VAL actress-producer-script_department COL id VAL nm21964653	0
COL primaryName VAL Delphine Chanéac COL primaryProfession VAL actress COL id VAL nm0152035	COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21968932	1
COL primaryName VAL Ghelfi Vlaentina COL primaryProfession VAL actress COL id VAL nm8073313	COL primaryName VAL  COL primaryProfession VAL wrtier COL id VAL nm21964718	0
COL primaryName VAL Leanne Rowe COL primaryProfession VAL actress COL id VAL nm21964122	COL primaryName VAL Leanne Rowe COL primaryProfession VAL actress COL id VAL nm0746560	1
COL primaryName VAL Thomas OsgoodJ COL primaryProfession VAL composer COL id VAL nm21965821	COL primaryName VAL Thomas Osgood COL primaryProfession VAL composer COL id VAL nm7370870	1
COL primaryName VAL Sloboda Micalovico COL primaryProfession VAL actress-soundtrack COL id VAL nm21956113	COL primaryName VAL Kovai Chezhiyan COL primaryProfession VAL prore COL id VAL nm0156852	0
COL primaryName VAL Paul AntonyBarber COL primaryProfession VAL actor-miscellaneous COL id VAL nm21961067	COL primaryName VAL Paul AntonyBarber COL primaryProfession VAL actor-miscellaneous COL id VAL nm0031524	1
COL primaryName VAL Arvanitis COL primaryProfession VAL acotr COL id VAL nm21969569	COL primaryName VAL Andreas Arvanitis COL primaryProfession VAL actor COL id VAL nm3195887	1
COL primaryName VAL Bologna Joseph COL primaryProfession VAL actor-write-rdirector COL id VAL nm0004767	COL primaryName VAL Larry Gaudettei COL primaryProfession VAL talent_agent-cinematographer-miscellaneous COL id VAL nm21967784	0
COL primaryName VAL Veronica Ferres COL primaryProfession VAL actress-produ-miscellane COL id VAL nm0274704	COL primaryName VAL Corti COL primaryProfession VAL actress COL id VAL nm4563744	0
COL primaryName VAL Erik Searle COL primaryProfession VAL actor-casting_department COL id VAL nm5100548	COL primaryName VAL Ivan Burlyaev COL primaryProfession VAL composer-actor-music_department COL id VAL nm0122167	0
COL primaryName VAL  COL primaryProfession VAL editor-director-wrietr COL id VAL nm21963366	COL primaryName VAL Martín Mainoli COL primaryProfession VAL editor-director-writer COL id VAL nm0969637	1
COL primaryName VAL Mareike Luegl COL primaryProfession VAL  COL id VAL nm21966736	COL primaryName VAL Indira Bansal COL primaryProfession VAL actress COL id VAL nm0052492	0
COL primaryName VAL Juan Peláez COL primaryProfession VAL actor COL id VAL nm0671436	COL primaryName VAL Jeffrey Dachp COL primaryProfession VAL sound_department COL id VAL nm21963605	0
COL primaryName VAL Michaela MüllerL COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21962363	COL primaryName VAL Chris Cook COL primaryProfession VAL actor COL id VAL nm21955377	0
COL primaryName VAL Richard Raynis COL primaryProfession VAL producer-writer-production_manager COL id VAL nm0713497	COL primaryName VAL Richard RaynisZ COL primaryProfession VAL producer-writer-production_manager COL id VAL nm21956919	1
COL primaryName VAL Naci Duru COL primaryProfession VAL producer-production_manager COL id VAL nm0244418	COL primaryName VAL Ryan Beekhuizen COL primaryProfession VAL actor COL id VAL nm3025116	0
COL primaryName VAL  COL primaryProfession VAL producer-director-editor COL id VAL nm21965071	COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm9311956	0
COL primaryName VAL Soc tDyerG COL primaryProfession VAL  COL id VAL nm21962304	COL primaryName VAL Lisa Maria Falcoen COL primaryProfession VAL producer COL id VAL nm21961865	0
COL primaryName VAL Peter Roehsler COL primaryProfession VAL cinematographer-camera_department-producer COL id VAL nm21963639	COL primaryName VAL Bud Jamison COL primaryProfession VAL actor-soundtrack-director COL id VAL nm0417168	0
COL primaryName VAL Sherif Mounir COL primaryProfession VAL actor COL id VAL nm21968269	COL primaryName VAL Charlotte Beaumont COL primaryProfession VAL  COL id VAL nm3488008	0
COL primaryName VAL Sona liKhare COL primaryProfession VAL actress COL id VAL nm1514891	COL primaryName VAL Antônio Fagundes COL primaryProfession VAL actor-writer-producer COL id VAL nm21966576	0
COL primaryName VAL Susan Boyle COL primaryProfession VAL soundtrack-actress COL id VAL nm21966636	COL primaryName VAL Andrew Thacher COL primaryProfession VAL actor-sound_department-producer COL id VAL nm0857107	0
COL primaryName VAL Sabah Shehata COL primaryProfession VAL actor COL id VAL nm21968339	COL primaryName VAL Andrew Taggarti COL primaryProfession VAL soundtrack-compoesr-actor COL id VAL nm21963175	0
COL primaryName VAL Ramon Nomar COL primaryProfession VAL ac COL id VAL nm0634553	COL primaryName VAL Martin Brygmann COL primaryProfession VAL actor-composer-soundtrack COL id VAL nm0117369	0
COL primaryName VAL Peter Bose COL primaryProfession VAL producer COL id VAL nm1010170	COL primaryName VAL Juliana Montañésg COL primaryProfession VAL special_effects COL id VAL nm21957235	0
COL primaryName VAL Liyakat Ali Khan COL primaryProfession VAL director-writer COL id VAL nm8566769	COL primaryName VAL Zdenek Hadjova COL primaryProfession VAL cineamtographer COL id VAL nm21963684	0
COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21959635	COL primaryName VAL Melanie Lee COL primaryProfession VAL  COL id VAL nm21963088	0
COL primaryName VAL Freya Ravensbergen COL primaryProfession VAL actress-producer-director COL id VAL nm21964646	COL primaryName VAL Freya Ravnesbergen COL primaryProfession VAL actress-producer-director COL id VAL nm1506889	1
COL primaryName VAL Victoria Barkoff COL primaryProfession VAL actrses COL id VAL nm21957667	COL primaryName VAL Victoria Barkoff COL primaryProfession VAL actress COL id VAL nm21957665	1
COL primaryName VAL Heather LangenkampN COL primaryProfession VAL actress-special_effects-make_up_department COL id VAL nm21960222	COL primaryName VAL Langnekamp Heather COL primaryProfession VAL actress-special_effects-make_up_department COL id VAL nm0000486	1
COL primaryName VAL CorderoR Gerard COL primaryProfession VAL transportation_department-stunts-writer COL id VAL nm21956797	COL primaryName VAL Ayano Takeda COL primaryProfession VAL writer COL id VAL nm7075214	0
COL primaryName VAL  COL primaryProfession VAL atcress COL id VAL nm3698746	COL primaryName VAL McClellanb COL primaryProfession VAL ar COL id VAL nm21956441	0
COL primaryName VAL Ave Ninchi COL primaryProfession VAL actress-miscellaneous COL id VAL nm21960184	COL primaryName VAL P James Hogan COL primaryProfession VAL  COL id VAL nm0003373	0
COL primaryName VAL Pedro Pablo Picazo Pérez COL primaryProfession VAL writer-director COL id VAL nm2012991	COL primaryName VAL Bjorn Ventris COL primaryProfession VAL cinematographer-camera_department COL id VAL nm21962018	0
COL primaryName VAL  COL primaryProfession VAL actor-producer-soundrtack COL id VAL nm0425005	COL primaryName VAL Walter Feidenp COL primaryProfession VAL publicist COL id VAL nm21956463	0
COL primaryName VAL  COL primaryProfession VAL ac COL id VAL nm21955748	COL primaryName VAL Ali Miri COL primaryProfession VAL actor-director-writer COL id VAL nm2272335	0
COL primaryName VAL  COL primaryProfession VAL producer-production_manager-miscellaneuos COL id VAL nm21956507	COL primaryName VAL Ugo Liberatore COL primaryProfession VAL writer-director-actor COL id VAL nm0508792	0
COL primaryName VAL Bickram Ghosh COL primaryProfession VAL composer-music_department-actor COL id VAL nm1901403	COL primaryName VAL Tony Martinelli COL primaryProfession VAL editor-editorial_department COL id VAL nm0553390	0
COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm21958076	COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm0699294	1
COL primaryName VAL Rober tCummings COL primaryProfession VAL actor-director-soundtk COL id VAL nm21958304	COL primaryName VAL Robert Cummings COL primaryProfession VAL actor-director-soundtrack COL id VAL nm0191950	1
COL primaryName VAL Ida Astori COL primaryProfession VAL actress COL id VAL nm0988897	COL primaryName VAL  COL primaryProfession VAL director-writer COL id VAL nm6069381	0
COL primaryName VAL JB Rogers COL primaryProfession VAL assistant_director-producer-director COL id VAL nm0736930	COL primaryName VAL Liliana Bonfatti COL primaryProfession VAL actress COL id VAL nm0094388	0
COL primaryName VAL DW GriffithL COL primaryProfession VAL executive-writer-producer COL id VAL nm21967503	COL primaryName VAL Bibhutibhushan Bandyopadhyay COL primaryProfession VAL writer COL id VAL nm21966950	0
COL primaryName VAL Walter Wippersbergn COL primaryProfession VAL writer-director-actor COL id VAL nm21966851	COL primaryName VAL Jagedepv COL primaryProfession VAL actor-music_deaprtment-soundtrack COL id VAL nm21956815	0
COL primaryName VAL Mel Lewis COL primaryProfession VAL composer-music_department-sound_department COL id VAL nm0507542	COL primaryName VAL Mel Blancz COL primaryProfession VAL actor-soundtrack-music_department COL id VAL nm21966159	0
COL primaryName VAL Haleigh Oliverp COL primaryProfession VAL actress COL id VAL nm21968516	COL primaryName VAL Jackson BurnsideR COL primaryProfession VAL electrical_department COL id VAL nm21965697	0
COL primaryName VAL Kerry Carlsons COL primaryProfession VAL visual_effects COL id VAL nm21957408	COL primaryName VAL Peter Bose COL primaryProfession VAL producer COL id VAL nm1010170	0
COL primaryName VAL  COL primaryProfession VAL producer-production_manager-miscellaneuos COL id VAL nm21956507	COL primaryName VAL Vic Edelbrock Jr COL id VAL nm4240394	0
COL primaryName VAL Vladimir Gerasimovd COL primaryProfession VAL set_decorator-assistant_director-producer COL id VAL nm21960730	COL primaryName VAL Vladimir Gerasimov COL primaryProfession VAL director-assistant_director-producer COL id VAL nm7624726	1
COL primaryName VAL Sean COL primaryProfession VAL cinematographer-editor-producer COL id VAL nm21959606	COL primaryName VAL mDitriy OrlovB COL primaryProfession VAL editorial_department COL id VAL nm21960611	0
COL primaryName VAL Arturo Perez Jr COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21963696	COL primaryName VAL Wladyslaw Terlecki COL primaryProfession VAL  COL id VAL nm21955402	0
COL primaryName VAL Sophia Huybens COL primaryProfession VAL  COL id VAL nm21957327	COL primaryName VAL Sophia Huybens COL primaryProfession VAL actress COL id VAL nm5425452	1
COL primaryName VAL Guillaume Schiffman COL primaryProfession VAL cinematographer-camera_department-actor COL id VAL nm0771526	COL primaryName VAL Pat Benatar COL primaryProfession VAL soundtrack-actress-composer COL id VAL nm0070232	0
COL primaryName VAL A Jerkk COL primaryProfession VAL editor COL id VAL nm21967303	COL primaryName VAL Max ProssR COL primaryProfession VAL producer-writer-miscellaneous COL id VAL nm21956921	0
COL primaryName VAL Rebecka Lafrenz COL primaryProfession VAL producer-porduction_manager-assistant_director COL id VAL nm0481075	COL primaryName VAL Alyssa Chfafee COL primaryProfession VAL costume_department-actress COL id VAL nm21965787	0
COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21968517	COL primaryName VAL Ashley COL primaryProfession VAL actr COL id VAL nm21968514	1
COL primaryName VAL Kjetil AlvestadZ COL primaryProfession VAL transportation_department COL id VAL nm21962150	COL primaryName VAL Robert Lefebvre COL primaryProfession VAL cinematographer-actor-camera_department COL id VAL nm0498901	0
COL primaryName VAL María Agui Carter COL primaryProfession VAL director-writer-producer COL id VAL nm3462041	COL primaryName VAL María Agui Carter COL primaryProfession VAL director-writer-producer COL id VAL nm21957645	1
COL primaryName VAL Paige Howard COL primaryProfession VAL actress-writer COL id VAL nm2796645	COL primaryName VAL John aCputo COL id VAL nm2106885	0
COL primaryName VAL Alivia Mariev COL primaryProfession VAL actress COL id VAL nm21955653	COL primaryName VAL  COL primaryProfession VAL ar COL id VAL nm9961744	0
COL primaryName VAL Sophie Gardinerr COL primaryProfession VAL producer COL id VAL nm21958030	COL primaryName VAL Vieira Leonel COL primaryProfession VAL  COL id VAL nm21968855	0
COL primaryName VAL  COL primaryProfession VAL actress-make_up_department-costume_department COL id VAL nm21960135	COL primaryName VAL Steven Van SingelO COL primaryProfession VAL editor COL id VAL nm21968021	0
COL primaryName VAL Stanley Wilson COL primaryProfession VAL music_department-composer-soundtrack COL id VAL nm0934161	COL primaryName VAL Peter North COL primaryProfession VAL actor-director-producer COL id VAL nm0000561	0
COL primaryName VAL Lucia Pecrul COL primaryProfession VAL  COL id VAL nm21961851	COL primaryName VAL  COL primaryProfession VAL actress-writer-music_department COL id VAL nm21957750	0
COL primaryName VAL Merritt COL primaryProfession VAL  COL id VAL nm0809328	COL primaryName VAL Samantha Stephens COL primaryProfession VAL actress COL id VAL nm5560648	0
COL primaryName VAL Mary Shelley COL primaryProfession VAL writer COL id VAL nm0791217	COL primaryName VAL Julie COL primaryProfession VAL actress COL id VAL nm4468741	0
COL primaryName VAL Peggy Mount COL primaryProfession VAL actress-soundtrack COL id VAL nm0609859	COL primaryName VAL Meng Ho COL primaryProfession VAL director-writer-assistant_director COL id VAL nm0387354	0
COL primaryName VAL Jessica COL primaryProfession VAL  COL id VAL nm5520226	COL primaryName VAL Strong Rico COL primaryProfession VAL  COL id VAL nm21967844	0
COL primaryName VAL Leigh Ann OrsiY COL primaryProfession VAL actress COL id VAL nm21966800	COL primaryName VAL Leigh Ann Orsi COL primaryProfession VAL actress COL id VAL nm0650717	1
COL primaryName VAL Saray Pavon COL primaryProfession VAL actress COL id VAL nm5038339	COL primaryName VAL Juana Barros COL primaryProfession VAL actress COL id VAL nm3767011	0
COL primaryName VAL  COL primaryProfession VAL actor-soundtrack-coser COL id VAL nm2924626	COL primaryName VAL Gilles Perez COL primaryProfession VAL producer-director-writer COL id VAL nm21956884	0
COL primaryName VAL Lisa Maria Falcone COL primaryProfession VAL producer COL id VAL nm11396650	COL primaryName VAL Belén Fabra COL primaryProfession VAL actress COL id VAL nm21957251	0
COL primaryName VAL Diana BrachoW COL primaryProfession VAL music_department COL id VAL nm21964486	COL primaryName VAL Bracho Diana COL primaryProfession VAL actress COL id VAL nm0102744	1
COL primaryName VAL Ethan Ericksona COL primaryProfession VAL actor COL id VAL nm21964719	COL primaryName VAL Aishwarya COL primaryProfession VAL catress COL id VAL nm21963656	0
COL primaryName VAL  COL primaryProfession VAL camera_depment-cinematographer-nd_department COL id VAL nm4861256	COL primaryName VAL Massimo BordonaroA COL primaryProfession VAL legal-cinematographer-sound_department COL id VAL nm21965212	1
COL primaryName VAL Joaquim Nicolau COL primaryProfession VAL actor-miscellaneous-casting_director COL id VAL nm0630312	COL primaryName VAL Joaquim Nicolau COL primaryProfession VAL actor-miscellaneous-casting_director COL id VAL nm21957203	1
COL primaryName VAL Janez Bricelj COL primaryProfession VAL editor-sound_department-actor COL id VAL nm0108530	COL primaryName VAL Melissa Molinaro COL primaryProfession VAL actress-soundtrack-miscellaneous COL id VAL nm21964329	0
COL primaryName VAL Sára László COL primaryProfession VAL producer-actress-writer COL id VAL nm21963861	COL primaryName VAL Ali Mansuri COL primaryProfession VAL producer-miscellaneous-camera_department COL id VAL nm21966152	0
COL primaryName VAL JB Rogres COL primaryProfession VAL  COL id VAL nm21968544	COL primaryName VAL Ulrich Noethen COL primaryProfession VAL actor-soundtrack COL id VAL nm21963304	0
COL primaryName VAL Mario Temse COL primaryProfession VAL actor-cinematographer-director COL id VAL nm21959526	COL primaryName VAL Mario COL primaryProfession VAL actor-cinematographer-director COL id VAL nm21959528	1
COL primaryName VAL Marshalld COL primaryProfession VAL stunts COL id VAL nm21963109	COL primaryName VAL Owen MarksQ COL primaryProfession VAL production_department COL id VAL nm21956707	0
COL primaryName VAL Erik Searle COL primaryProfession VAL actor-casting_department COL id VAL nm21964346	COL primaryName VAL Diane Bakerg COL primaryProfession VAL actress-producer-production_manager COL id VAL nm21958405	0
COL primaryName VAL Xiaobao SnogD COL primaryProfession VAL  COL id VAL nm21956151	COL primaryName VAL  COL primaryProfession VAL soundtrack-compr-actor COL id VAL nm8705246	0
COL primaryName VAL Krishan Kumran COL primaryProfession VAL art_driector-director-atcor COL id VAL nm21964303	COL primaryName VAL Steve Cochran COL primaryProfession VAL actor-director-writer COL id VAL nm0168215	0
COL primaryName VAL Jaysen Lewis COL primaryProfession VAL casting_department-actor-music_department COL id VAL nm21959607	COL primaryName VAL Álex Phillip sJrt COL primaryProfession VAL cinematographer-camera_department-actor COL id VAL nm21961764	0
COL primaryName VAL Opalinski Kazimierz COL primaryProfession VAL or COL id VAL nm21961321	COL primaryName VAL Scott Jeffress COL primaryProfession VAL producer-editorial_department-editor COL id VAL nm0420277	0
COL primaryName VAL Luciano Emmer COL primaryProfession VAL director-writer-editor COL id VAL nm0256488	COL primaryName VAL Luciano Emmer COL primaryProfession VAL director-writer-editor COL id VAL nm21960190	1
COL primaryName VAL Jessica COL primaryProfession VAL  COL id VAL nm5520226	COL primaryName VAL Sean S Cunningham COL primaryProfession VAL producer-wrietr-dierctor COL id VAL nm0192446	0
COL primaryName VAL Bourvil COL primaryProfession VAL  COL id VAL nm21961888	COL primaryName VAL Stepehn G Shank COL primaryProfession VAL cinematographer-camera_drtment COL id VAL nm21969622	0
COL primaryName VAL  COL primaryProfession VAL producer-production_manager-miscellaneous COL id VAL nm0928074	COL primaryName VAL Sebastian Ströbel COL primaryProfession VAL actor COL id VAL nm21964247	0
COL primaryName VAL Gabriele COL primaryProfession VAL assistant_director-writer COL id VAL nm21964848	COL primaryName VAL Eason Huang COL primaryProfession VAL actor COL id VAL nm5980434	0
COL primaryName VAL Piotr Fronczewski COL primaryProfession VAL actor-soundtrack-director COL id VAL nm0296389	COL primaryName VAL Alexandre Parizeau COL primaryProfession VAL producer-director COL id VAL nm1864695	0
COL primaryName VAL iTm Vine COL primaryProfession VAL actor-writer-director COL id VAL nm21967259	COL primaryName VAL Jacques Tourneur COL primaryProfession VAL director-assistant_director-editor COL id VAL nm21969126	0
COL primaryName VAL Sumalatha COL primaryProfession VAL actress COL id VAL nm0838517	COL primaryName VAL Doris Kenyon COL primaryProfession VAL actress-soundtrack COL id VAL nm0448987	0
COL primaryName VAL  COL primaryProfession VAL actors-tunts COL id VAL nm0000979	COL primaryName VAL Wilford BrimleyR COL primaryProfession VAL actor-stunts COL id VAL nm21968025	1
COL primaryName VAL Jamil Caballerot COL primaryProfession VAL assistant-visual_effects-camera_artment COL id VAL nm21964758	COL primaryName VAL Guy BranumP COL primaryProfession VAL location_management-producer-actor COL id VAL nm21968489	0
COL primaryName VAL Frank Sullivan COL primaryProfession VAL editor-cinematographer-writer COL id VAL nm0838068	COL primaryName VAL Julia von Frihlingx COL primaryProfession VAL editor COL id VAL nm21963303	0
COL primaryName VAL Edward Faulkner COL primaryProfession VAL actor-director-art_director COL id VAL nm0269067	COL primaryName VAL Edward Faulkner COL primaryProfession VAL actor-director-art_director COL id VAL nm21960806	1
COL primaryName VAL Matt Geddes COL primaryProfession VAL actor COL id VAL nm3826597	COL primaryName VAL  COL primaryProfession VAL cinematographer-camera_department COL id VAL nm0570713	0
COL primaryName VAL Miki Ando COL primaryProfession VAL catress COL id VAL nm1759861	COL primaryName VAL Marcus Bryant COL primaryProfession VAL coser COL id VAL nm2536511	0
COL primaryName VAL Eric Belgau COL primaryProfession VAL writer-actor COL id VAL nm1925055	COL primaryName VAL Ray EllisY COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm21965165	0
COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21966919	COL primaryName VAL J COL primaryProfession VAL editorial_department COL id VAL nm21966916	1
COL primaryName VAL Dwayne JohnsonJ COL primaryProfession VAL production_department-producer-soundtrack COL id VAL nm21960297	COL primaryName VAL Barry CrockerB COL primaryProfession VAL location_management-actor-soundtrack COL id VAL nm21969681	0
COL primaryName VAL Robert Paradis COL primaryProfession VAL composer COL id VAL nm0660851	COL primaryName VAL Robert Malcolmb COL primaryProfession VAL actor COL id VAL nm21965910	0
COL primaryName VAL rFank Qutuq Irelan COL primaryProfession VAL actor COL id VAL nm4381033	COL primaryName VAL Frank Qutuq Irelanv COL primaryProfession VAL animation_department COL id VAL nm21958695	1
COL primaryName VAL Alan Tripney COL primaryProfession VAL actor COL id VAL nm21969139	COL primaryName VAL Alan Tripney COL primaryProfession VAL atcor COL id VAL nm2299464	1
COL primaryName VAL  COL primaryProfession VAL cator COL id VAL nm9504585	COL primaryName VAL Mat Powello COL primaryProfession VAL  COL id VAL nm21964944	0
COL primaryName VAL Irma Lozano COL primaryProfession VAL actrses-miscellans COL id VAL nm21958464	COL primaryName VAL Manel Barceló COL primaryProfession VAL actor-writer COL id VAL nm0053965	0
COL primaryName VAL Stephen Eyssen COL primaryProfession VAL composer COL id VAL nm5346412	COL primaryName VAL Michaela MüllerL COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21962363	0
COL primaryName VAL Lamberto V AvellanaC COL primaryProfession VAL director-writer-producer COL id VAL nm21967636	COL primaryName VAL Charlie PetersP COL primaryProfession VAL soundtrack-director-producer COL id VAL nm21960876	0
COL primaryName VAL Andrew GothardW COL primaryProfession VAL actor COL id VAL nm21964942	COL primaryName VAL Andrew Gothardi COL primaryProfession VAL actro COL id VAL nm21964945	1
COL primaryName VAL Alexis C Martino COL primaryProfession VAL aess COL id VAL nm21956864	COL primaryName VAL Alexis C Martino COL primaryProfession VAL actress COL id VAL nm5771589	1
COL primaryName VAL Aleko Alexandru COL primaryProfession VAL  COL id VAL nm4261261	COL primaryName VAL Christopher Bevins COL primaryProfession VAL actor-sound_department-miscellaneous COL id VAL nm1215197	0
COL primaryName VAL Julia von FrihlingE COL primaryProfession VAL editor COL id VAL nm21963300	COL primaryName VAL CÃ©sar PÃ©rez COL primaryProfession VAL producer-cinematographer-camera_department COL id VAL nm0702118	0
COL primaryName VAL Ross Andreson COL id VAL nm4851597	COL primaryName VAL H Atkinsn COL primaryProfession VAL electrical_department-soundtrack COL id VAL nm21963486	0
COL primaryName VAL Oskar rFanzenu COL primaryProfession VAL  COL id VAL nm21963558	COL primaryName VAL Paul Weitz COL primaryProfession VAL producer-writer-director COL id VAL nm0919369	0
COL primaryName VAL Alessandro Alessandroni COL primaryProfession VAL music_department-composer-soundtrack COL id VAL nm0018145	COL primaryName VAL Iyla Korobko COL primaryProfession VAL actor COL id VAL nm21960930	0
COL primaryName VAL Mena Suvari COL primaryProfession VAL actress-soundtrack-producer COL id VAL nm21960663	COL primaryName VAL Joey Jordisonp COL primaryProfession VAL writer-soundtrack-compoesr COL id VAL nm21961153	0
COL primaryName VAL  COL primaryProfession VAL ar COL id VAL nm9961744	COL primaryName VAL Alberto TaralloL COL primaryProfession VAL producer-casting_director COL id VAL nm21955803	0
COL primaryName VAL Miklós Sass COL primaryProfession VAL actor COL id VAL nm21963860	COL primaryName VAL Ceyda Ates COL primaryProfession VAL actress COL id VAL nm2437691	0
COL primaryName VAL Maslaev Aleksandr COL primaryProfession VAL actor COL id VAL nm2611725	COL primaryName VAL  COL primaryProfession VAL transportation_department-director-writer COL id VAL nm21956060	0
