pokemon,ability,is_hidden,slot
1189,221,1,3
1187,222,0,1
760,222,0,1
747,1506,0,1
1184,78,0,1
1184,324,1,3
1183,78,0,1
1183,324,1,3
237,479,0,1
236,479,0,1
817,479,0,1
818,99,0,1
818,1174,1,3
819,99,0,1
819,1174,1,3
1316,788,0,1
813,1587,0,1
814,100,0,1
814,1165,1,3
815,87,0,1
816,479,0,1
821,1616,0,1
822,558,0,1
934,317,0,1
934,1476,1,3
933,317,0,1
933,1476,1,3
371,317,0,1
371,1476,1,3
931,316,0,1
931,1475,1,3
375,316,0,1
375,1475,1,3
937,316,0,1
937,1475,1,3
936,315,0,1
936,1575,1,3
935,315,0,1
935,1575,1,3
940,315,0,1
940,1575,1,3
939,216,0,1
939,1588,0,2
939,1613,1,3
223,216,0,1
223,1588,0,2
223,1613,1,3
1594,230,0,1
1594,1478,1,3
1590,78,0,1
1590,1478,1,3
1591,78,0,1
1591,1478,1,3
1597,1409,0,1
1597,1402,0,2
1597,1074,1,3
251,321,0,1
251,1074,1,3
1595,1409,0,1
1595,1402,0,2
1595,1074,1,3
247,445,0,1
247,1167,0,2
247,98,1,3
137,445,0,1
137,1167,0,2
137,98,1,3
573,1589,0,1
573,711,1,3
723,1589,0,1
723,711,1,3
722,1589,0,1
722,711,1,3
725,484,0,1
725,609,1,3
724,484,0,1
724,609,1,3
727,557,0,1
727,1378,0,2
727,1267,1,3
726,557,0,1
726,1378,0,2
726,1267,1,3
729,1297,0,1
728,218,0,1
728,486,0,2
728,1504,1,3
715,218,0,1
715,486,0,2
715,99,1,3
1,611,0,1
1246,611,0,1
1247,1477,0,1
1248,1077,0,1
1248,1586,1,3
1249,1077,0,1
1249,1586,1,3
1250,1480,0,1
1250,562,1,3
1251,1480,0,1
1251,562,1,3
1252,1168,0,1
1252,1503,0,2
1252,486,1,3
1253,1168,0,1
1253,1503,0,2
1253,486,1,3
1244,710,0,1
1244,697,0,2
1244,1166,1,3
1245,710,0,1
1245,697,0,2
1245,1166,1,3
1358,1608,0,1
1358,1180,0,2
1358,703,1,3
1357,1608,0,1
1357,1180,0,2
1357,703,1,3
1356,607,0,1
1355,607,0,1
1354,563,0,1
1354,870,0,2
1354,698,1,3
1353,563,0,1
1353,870,0,2
1353,698,1,3
1352,1474,0,1
1352,864,1,3
1351,1474,0,1
1351,323,1,3
1361,1479,0,1
1361,1271,1,3
1360,1479,0,1
1360,1271,1,3
203,219,0,1
203,709,1,3
202,866,0,1
202,562,0,2
202,1378,1,3
205,1588,0,1
205,216,0,2
205,220,1,3
204,1509,0,1
204,864,1,3
1111,484,0,1
1111,617,0,2
1111,708,1,3
1110,484,0,1
1110,617,0,2
1110,708,1,3
1112,484,0,1
1112,617,0,2
1112,708,1,3
208,99,0,1
208,1475,1,3
195,1614,0,1
195,1273,0,2
195,1083,1,3
1104,1614,0,1
1104,1273,0,2
1104,1083,1,3
70,216,0,1
70,1273,0,2
70,1403,1,3
71,216,0,1
71,1273,0,2
71,1403,1,3
68,1504,0,1
68,1269,0,2
68,864,1,3
69,1504,0,1
69,1269,0,2
69,864,1,3
74,1273,0,1
74,486,0,2
74,227,1,3
75,1273,0,1
75,486,0,2
75,227,1,3
72,704,0,1
73,705,0,1
62,713,0,1
63,1509,0,1
429,1475,0,1
428,1407,0,1
427,317,0,1
427,1283,1,3
426,317,0,1
426,1283,1,3
433,317,0,1
433,1283,1,3
432,316,0,1
432,1502,1,3
431,316,0,1
431,1502,1,3
430,316,0,1
430,1502,1,3
435,315,0,1
435,1276,1,3
434,315,0,1
434,1276,1,3
309,315,0,1
309,1276,1,3
310,218,0,1
310,616,0,2
310,216,1,3
311,218,0,1
311,616,0,2
311,216,1,3
312,218,0,1
312,616,0,2
312,1165,1,3
305,570,0,1
305,1474,0,2
305,703,1,3
306,570,0,1
306,1474,0,2
306,703,1,3
307,324,0,1
308,1389,0,1
313,1506,0,1
314,215,0,1
314,557,0,2
314,567,1,3
1573,215,0,1
1573,557,0,2
1573,567,1,3
1570,1390,0,1
626,1272,0,1
626,1409,0,2
626,1480,1,3
1579,1272,0,1
1579,1409,0,2
1579,1480,1,3
1386,218,0,1
1386,438,0,2
1386,566,1,3
1385,218,0,1
1385,229,0,2
1385,566,1,3
1565,1284,0,1
1387,584,0,1
1387,866,0,2
1387,231,1,3
1397,584,0,1
1397,866,0,2
1397,231,1,3
665,1504,0,1
665,1592,0,2
665,1609,1,3
758,1504,0,1
758,1592,0,2
758,1609,1,3
759,571,0,1
759,1407,1,3
950,571,0,1
950,1407,1,3
952,1380,0,1
952,1168,1,3
941,1380,0,1
941,1168,1,3
945,1611,0,1
945,1505,0,2
945,85,1,3
932,1611,0,1
932,1505,0,2
932,85,1,3
938,1209,0,1
938,1404,1,3
1286,1209,0,1
1286,1404,1,3
1287,1288,0,1
1287,1379,0,2
1287,219,1,3
425,1288,0,1
425,1379,0,2
425,1167,1,3
1347,1380,0,1
1347,1404,0,2
1347,1480,1,3
412,1380,0,1
412,1404,0,2
412,1480,1,3
398,1380,0,1
398,1392,0,2
398,1480,1,3
393,1589,0,1
393,1277,0,2
393,1614,1,3
1334,1609,0,1
1334,227,0,2
1334,711,1,3
1601,1085,0,1
1601,1174,1,3
1332,581,0,1
1599,582,0,1
1329,583,0,1
1329,870,1,3
1485,583,0,1
1485,870,1,3
1486,1391,0,1
1486,1373,1,3
1487,863,0,1
1488,1052,0,1
656,585,0,1
657,1206,0,1
1491,441,0,1
1492,1583,0,1
1492,1615,0,2
1492,864,1,3
661,1285,0,1
662,1275,0,1
662,1474,0,2
662,228,1,3
1116,1281,0,1
1116,484,0,2
1116,1405,1,3
1115,1280,0,1
1118,1476,0,1
1118,82,0,2
1118,225,1,3
1117,1476,0,1
1117,82,0,2
1117,225,1,3
1120,1476,0,1
1120,82,0,2
1120,225,1,3
1119,1049,0,1
1119,227,1,3
1122,1050,0,1
1122,227,1,3
1121,1084,0,1
1121,227,1,3
1124,1039,0,1
1124,227,1,3
1123,1373,0,1
1016,864,0,1
1017,1146,0,1
1014,1145,0,1
1015,1051,0,1
1020,1051,0,1
1021,1051,0,1
1018,1051,0,1
1019,1051,0,1
1022,1051,0,1
1023,1051,0,1
303,76,0,1
38,1047,0,1
300,1381,0,1
301,1051,0,1
33,1051,0,1
299,1051,0,1
288,1051,0,1
290,1406,0,1
278,83,0,1
213,557,0,1
165,317,0,1
165,1084,1,3
164,317,0,1
164,1084,1,3
1302,317,0,1
1302,1084,1,3
166,316,0,1
166,1152,1,3
161,316,0,1
161,1152,1,3
1003,316,0,1
1003,1152,1,3
163,315,0,1
163,697,1,3
162,315,0,1
162,697,1,3
1219,315,0,1
1219,697,1,3
158,1588,0,1
158,568,1,3
279,1588,0,1
279,568,1,3
280,218,0,1
280,1167,0,2
280,230,1,3
281,218,0,1
281,1167,0,2
281,230,1,3
282,87,0,1
282,1167,0,2
282,800,1,3
283,324,0,1
283,1402,0,2
283,227,1,3
284,324,0,1
284,1402,0,2
284,227,1,3
285,324,0,1
285,1273,0,2
285,227,1,3
286,217,0,1
286,562,0,2
286,570,1,3
276,217,0,1
276,562,0,2
276,570,1,3
277,1138,0,1
277,231,0,2
277,1505,1,3
406,1138,0,1
406,231,0,2
406,1505,1,3
405,1288,0,1
405,217,0,2
405,1476,1,3
404,1288,0,1
404,566,0,2
404,1476,1,3
403,1474,0,1
403,441,0,2
403,1617,1,3
402,1474,0,1
402,441,0,2
402,1617,1,3
401,1151,0,1
401,482,1,3
400,1474,0,1
400,613,1,3
399,803,0,1
399,561,0,2
399,1408,1,3
408,803,0,1
408,78,0,2
408,1408,1,3
407,803,0,1
407,78,0,2
407,1408,1,3
511,807,0,1
511,568,0,2
511,1476,1,3
512,807,0,1
512,568,0,2
512,222,1,3
509,807,0,1
509,568,0,2
509,86,1,3
510,805,0,1
510,321,0,2
510,870,1,3
515,805,0,1
515,321,0,2
515,870,1,3
516,801,0,1
513,1617,0,1
513,791,1,3
514,1617,0,1
514,791,1,3
517,482,0,1
517,871,0,2
517,1379,1,3
518,804,0,1
518,220,0,2
518,1381,1,3
632,1408,0,1
632,439,0,2
632,78,1,3
631,1408,0,1
631,439,0,2
631,78,1,3
634,866,0,1
634,1381,1,3
633,866,0,1
633,1381,1,3
636,1075,0,1
636,1076,1,3
635,1075,0,1
635,1076,1,3
638,1077,0,1
638,1375,0,2
638,93,1,3
637,1077,0,1
637,1375,0,2
637,93,1,3
640,1077,0,1
640,1375,0,2
640,93,1,3
639,99,0,1
639,1273,0,2
639,1166,1,3
770,99,0,1
770,1273,0,2
770,1166,1,3
771,99,0,1
771,1273,0,2
771,1166,1,3
772,1170,0,1
772,320,0,2
772,1174,1,3
773,863,0,1
773,710,0,2
773,926,1,3
766,1075,0,1
766,925,1,3
767,566,0,1
767,1267,1,3
1179,443,0,1
1179,927,0,2
1179,1269,1,3
1181,924,0,1
764,1480,0,1
764,1586,1,3
765,1480,0,1
765,1586,1,3
887,863,0,1
887,1174,1,3
886,1615,0,1
886,1049,1,3
885,1409,0,1
885,806,1,3
884,1409,0,1
884,806,1,3
891,809,0,1
890,808,0,1
889,1609,0,1
889,1510,0,2
889,1050,1,3
888,920,0,1
883,1165,0,1
883,1072,1,3
882,1165,0,1
882,1072,1,3
829,1406,0,1
829,222,0,2
829,229,1,3
830,1406,0,1
830,871,0,2
830,1282,1,3
827,1407,0,1
827,1474,0,2
827,229,1,3
828,1407,0,1
828,1269,0,2
828,1282,1,3
825,1073,0,1
825,1072,0,2
825,802,1,3
826,1509,0,1
826,486,0,2
826,1076,1,3
823,1509,0,1
823,486,0,2
823,1076,1,3
824,1509,0,1
824,486,0,2
824,1076,1,3
832,1150,0,1
833,1149,0,1
947,87,0,1
946,1609,0,1
949,559,0,1
948,1380,0,1
943,1527,0,1
942,1530,0,1
265,555,0,1
944,556,0,1
951,1167,0,1
1393,87,0,1
1395,87,0,1
1394,87,0,1
1596,1375,0,1
1596,225,1,3
1396,1375,0,1
1396,225,1,3
1399,1616,0,1
1398,1506,0,1
838,1506,0,1
831,1506,0,1
1239,1506,0,1
1240,1506,0,1
1237,1506,0,1
1238,212,0,1
1235,212,0,1
1236,212,0,1
1233,323,0,1
1233,703,0,2
1233,1378,1,3
1234,1165,0,1
1234,1582,1,3
1241,1616,0,1
1242,231,0,1
1140,1406,0,1
1139,1502,0,1
372,1587,0,1
1137,788,0,1
1144,479,0,1
1143,218,0,1
1143,486,0,2
1143,613,1,3
1142,1477,0,1
1141,216,0,1
1141,1273,0,2
1141,1403,1,3
1148,216,0,1
1148,1273,0,2
1148,1403,1,3
424,216,0,1
424,1273,0,2
424,1403,1,3
1037,216,0,1
1037,1273,0,2
1037,1403,1,3
1038,216,0,1
1038,1273,0,2
1038,1403,1,3
1081,216,0,1
1081,1273,0,2
1081,1403,1,3
1040,86,0,1
1041,710,0,1
1042,436,0,1
1043,607,0,1
1044,1612,0,1
1045,1501,0,1
1086,706,0,1
199,707,0,1
198,1378,0,1
201,710,0,1
200,566,0,1
1105,1403,0,1
194,1378,0,1
197,1381,0,1
196,616,0,1
207,698,0,1
206,84,0,1
382,869,0,1
383,709,0,1
60,1613,0,1
61,1265,0,1
66,440,0,1
67,1502,0,1
64,99,0,1
65,93,0,1
390,100,0,1
392,703,0,1
1607,1271,0,1
1606,1589,0,1
1606,711,1,3
1605,1506,0,1
1604,1506,0,1
1603,1617,0,1
1602,1615,0,1
1333,93,0,1
1600,709,0,1
1331,1609,0,1
1598,1077,0,1
1497,1474,0,1
1498,441,0,1
1499,100,0,1
1500,611,0,1
1493,1479,0,1
1494,93,0,1
1495,710,0,1
1496,712,0,1
1489,578,0,1
1490,579,0,1
448,871,0,1
448,1615,1,3
447,871,0,1
447,1615,1,3
450,871,0,1
450,1615,1,3
449,871,0,1
449,1615,1,3
452,871,0,1
452,1615,1,3
451,871,0,1
451,1615,1,3
454,1475,0,1
453,1165,0,1
456,1267,0,1
455,707,0,1
335,703,0,1
336,568,0,1
336,222,0,2
336,86,1,3
333,568,0,1
333,222,0,2
333,86,1,3
334,568,0,1
334,222,0,2
334,86,1,3
331,871,0,1
331,1615,1,3
332,871,0,1
332,1615,1,3
329,871,0,1
329,1615,1,3
330,871,0,1
330,1615,1,3
327,871,0,1
327,1615,1,3
328,871,0,1
328,1615,1,3
1465,1279,0,1
1466,565,0,1
1466,1282,1,3
1467,565,0,1
1467,1282,1,3
1468,565,0,1
1468,1271,1,3
1469,565,0,1
1469,1271,1,3
1470,870,0,1
1470,1048,0,2
1470,100,1,3
1471,870,0,1
1471,1048,0,2
1471,100,1,3
1472,216,0,1
1472,1381,0,2
1472,482,1,3
1473,1297,0,1
1473,1381,0,2
1473,482,1,3
614,83,0,1
614,864,0,2
614,1278,1,3
1577,83,0,1
1577,864,0,2
1577,1278,1,3
1576,83,0,1
1576,864,0,2
1576,1278,1,3
1298,1180,0,1
1298,568,0,2
1298,1046,1,3
1574,1180,0,1
1574,568,0,2
1574,1046,1,3
1581,1273,0,1
1581,1083,1,3
1580,1076,0,1
1580,1615,0,2
1580,323,1,3
1301,1388,0,1
1578,1388,0,1
370,1561,0,1
1584,1561,0,1
56,1561,0,1
57,570,0,1
57,1474,0,2
57,703,1,3
358,1506,0,1
359,1390,0,1
356,1390,0,1
357,1390,0,1
354,218,0,1
354,438,0,2
354,611,1,3
355,1284,0,1
58,1380,0,1
58,1168,1,3
59,1209,0,1
59,1404,1,3
233,585,0,1
232,585,0,1
1194,585,0,1
234,585,0,1
1196,585,0,1
1195,585,0,1
239,585,0,1
238,585,0,1
1182,585,0,1
224,585,0,1
350,585,0,1
351,585,0,1
352,585,0,1
353,1285,0,1
346,1285,0,1
347,1285,0,1
348,1476,0,1
348,82,0,2
348,225,1,3
349,1047,0,1
627,871,0,1
627,1615,1,3
343,1076,0,1
343,1615,0,2
343,323,1,3
967,1272,0,1
967,1409,0,2
967,1480,1,3
966,1504,0,1
965,710,0,1
3,571,0,1
3,1407,1,3
960,1583,0,1
960,1615,0,2
960,864,1,3
532,76,0,1
958,76,0,1
955,1147,0,1
954,871,0,1
954,1615,1,3
953,217,0,1
953,703,0,2
953,1375,1,3
572,871,0,1
572,1615,1,3
373,216,0,1
373,710,0,2
373,1167,1,3
1552,217,0,1
1552,921,0,2
1552,1375,1,3
1558,217,0,1
1558,921,0,2
1558,1375,1,3
576,568,0,1
576,1504,0,2
576,231,1,3
577,919,0,1
577,1504,0,2
577,231,1,3
574,566,0,1
574,1267,1,3
575,1506,0,1
575,922,0,2
575,1039,1,3
1200,438,0,1
1200,927,0,2
1200,1269,1,3
419,613,0,1
719,1174,0,1
718,1281,0,1
721,560,0,1
721,1504,0,2
721,231,1,3
720,1075,0,1
720,1076,1,3
250,216,0,1
250,568,0,2
250,699,1,3
714,216,0,1
714,568,0,2
714,699,1,3
717,222,0,1
717,1609,1,3
716,923,0,1
716,1582,1,3
302,923,0,1
302,1582,1,3
289,924,0,1
593,928,0,1
594,713,0,1
595,801,0,1
596,801,0,1
597,804,0,1
597,211,0,2
597,1381,1,3
598,808,0,1
599,1504,0,1
599,1510,0,2
599,1050,1,3
600,920,0,1
589,1150,0,1
590,1149,0,1
735,87,0,1
734,559,0,1
733,1380,0,1
732,553,0,1
736,554,0,1
1430,0,0,1
112,374,0,2
248,0,1,3
1231,1513,0,2
625,486,0,2
746,1170,1,3
550,0,0,1
291,0,0,2
395,1296,0,2
1313,0,0,2
1113,0,0,1
561,1325,0,1
592,360,0,1
450,0,1,3
1429,0,1,3
1519,1138,0,1
1550,100,0,2
325,222,1,3
43,930,1,3
1304,1617,0,2
1303,0,1,3
1292,0,0,2
272,1167,1,3
569,568,0,1
561,0,1,3
708,0,1,3
580,0,0,1
861,1167,1,3
1585,1169,0,1
1097,324,0,1
1155,0,0,1
1618,1167,0,2
261,1378,1,3
492,867,0,1
1044,0,0,1
1234,0,1,3
1492,0,1,3
624,360,1,3
360,320,0,2
67,0,0,1
1243,757,1,3
1205,219,0,1
1595,0,1,3
763,0,0,1
1022,0,0,1
1166,0,0,1
1129,13,0,1
663,1506,0,1
499,220,0,1
972,1617,1,3
1481,438,0,1
92,974,0,1
786,225,0,1
621,930,1,3
40,930,1,3
431,0,1,3
630,1325,0,2
326,1325,0,1
742,613,1,3
503,974,0,2
1417,0,0,1
1522,317,0,1
306,0,0,1
980,0,0,1
368,0,1,3
1197,1170,1,3
1353,0,0,2
621,930,1,3
442,0,1,3
326,222,1,3
274,0,1,3
1637,1375,0,1
170,0,0,1
1517,85,1,3
1593,0,1,3
1423,0,0,2
331,0,0,1
615,0,0,2
1007,0,0,1
1347,0,0,2
1632,230,0,1
1209,1296,0,2
1212,0,0,1
4,0,0,2
1619,974,0,1
1524,116,0,2
959,1325,0,1
1265,0,0,1
1469,0,0,1
751,0,1,3
167,0,1,3
1190,87,0,1
286,1325,0,1
918,0,0,2
1317,0,0,1
1328,865,0,1
490,503,0,1
0,974,0,1
508,320,0,1
1435,0,0,1
981,0,0,1
1296,0,0,2
615,116,1,3
418,360,0,2
368,1264,0,2
995,0,0,1
1113,0,1,3
1315,0,0,2
820,0,0,1
91,0,0,2
267,0,0,1
8,82,0,1
1550,1378,1,3
460,0,0,2
1518,85,1,3
1207,0,0,2
111,320,0,1
118,444,0,2
387,617,1,3
1291,974,0,1
1353,0,0,2
1387,0,0,1
255,216,0,1
1361,0,0,1
395,226,1,3
97,930,0,2
166,0,0,1
1627,1610,0,1
580,0,1,3
1014,0,0,1
837,0,0,1
979,0,0,1
377,0,0,1
172,0,0,2
1547,1407,1,3
2,1617,0,1
1234,0,1,3
1359,1378,0,2
839,1575,1,3
1532,0,1,3
959,921,0,2
751,1170,0,1
1088,568,1,3
761,99,0,1
834,0,0,1
921,0,0,1
224,0,0,1
1631,974,0,2
650,0,0,2
754,1076,1,3
144,0,0,1
214,441,0,2
44,0,1,3
130,0,1,3
378,0,0,1
481,0,1,3
544,0,0,1
365,1269,0,1
752,0,1,3
1377,0,0,2
1317,0,1,3
154,558,0,1
740,0,0,1
983,1269,0,2
1009,225,1,3
115,0,0,2
1306,974,0,2
1632,1377,0,2
848,930,0,2
91,0,0,2
1360,0,1,3
1489,0,0,1
1367,360,1,3
1362,0,0,2
491,0,0,1
389,0,1,3
422,1296,1,3
1422,630,1,3
830,0,0,2
974,0,0,1
758,0,1,3
1303,0,1,3
1274,79,1,3
131,79,0,2
1095,613,0,2
497,0,0,2
710,0,0,1
918,1510,0,1
545,0,0,2
1441,0,0,2
830,0,0,2
1469,0,1,3
855,0,0,1
1619,974,0,1
1161,0,1,3
1633,445,1,3
622,480,1,3
1018,0,0,1
923,0,0,1
561,0,1,3
848,1379,1,3
1529,974,0,2
603,0,0,1
1321,1481,0,1
130,0,0,1
1441,0,0,1
769,1509,0,1
627,0,0,1
312,974,0,1
572,0,1,3
25,0,0,2
1008,360,0,2
463,0,1,3
268,0,0,1
1474,0,1,3
548,0,0,1
1279,0,0,2
1326,0,1,3
211,0,0,1
642,0,0,1
624,974,0,1
170,0,0,1
1455,369,1,3
1092,0,0,1
1341,0,0,1
1334,0,0,1
391,557,1,3
977,1522,1,3
1179,0,0,1
877,1506,0,1
1541,324,0,1
442,0,0,2
902,1325,0,1
978,324,0,1
378,0,1,3
302,0,1,3
630,1616,0,1
836,0,0,1
1034,0,0,2
856,1379,0,2
1482,0,1,3
853,1617,0,1
214,0,0,1
510,0,1,3
1028,1075,0,1
1107,482,1,3
1158,0,1,3
660,0,0,1
159,216,0,1
978,79,0,2
1315,0,0,2
650,0,0,2
1414,1617,0,1
639,0,1,3
1534,0,1,3
380,0,0,2
993,324,0,1
683,1514,0,2
176,0,1,3
26,0,0,1
1094,99,0,1
4,0,0,1
1206,0,1,3
1224,1610,0,1
588,566,0,1
1627,1380,0,2
1521,562,1,3
806,0,1,3
502,555,0,1
368,476,1,3
1193,0,0,1
1100,0,0,1
448,0,0,1
1526,320,0,1
1320,1481,0,1
394,869,0,1
1093,0,1,3
1438,0,1,3
1047,0,0,1
1374,0,0,2
1441,0,0,2
1324,100,1,3
563,0,0,1
214,1617,1,3
461,0,1,3
400,0,0,1
153,480,1,3
745,1170,1,3
739,87,0,1
980,0,0,1
1126,0,0,1
256,0,1,3
1628,611,0,2
847,1575,1,3
903,1288,0,1
331,0,0,1
1539,227,1,3
1518,974,0,1
769,318,0,2
1008,930,1,3
1292,230,1,3
39,0,0,1
1307,321,0,1
1313,1075,1,3
42,0,1,3
1000,0,0,1
621,360,0,2
619,80,1,3
1417,0,0,2
47,0,1,3
1563,0,0,2
903,1379,0,2
149,0,0,1
1534,0,0,1
1523,79,0,2
591,360,0,1
107,0,0,1
1466,0,0,1
381,80,0,1
1542,0,0,1
192,0,0,1
1624,222,0,2
569,222,0,2
1292,974,0,1
494,324,1,3
52,0,1,3
740,0,0,1
387,0,0,2
571,0,0,1
262,1405,0,2
565,0,0,2
1112,0,0,1
619,1407,0,2
1433,1506,0,1
507,866,0,1
749,0,0,1
1350,230,0,1
690,0,1,3
240,0,0,1
13,1617,0,1
1414,80,1,3
396,1296,0,2
603,567,1,3
964,87,0,1
1291,0,0,2
249,1296,0,2
1294,87,1,3
160,0,1,3
13,80,0,2
1131,1325,0,1
858,445,0,1
118,0,0,1
973,1617,1,3
946,0,0,1
1214,0,0,2
396,360,0,1
1519,930,0,2
1008,0,0,1
508,557,1,3
601,1586,1,3
1519,930,0,2
741,974,0,1
474,360,0,2
856,611,1,3
834,0,0,1
1008,369,1,3
266,0,0,1
412,0,0,2
1166,0,0,2
1145,0,1,3
608,0,0,2
474,919,0,1
1419,369,1,3
997,0,0,2
1009,441,0,2
741,613,1,3
1308,321,0,1
195,0,0,1
1158,438,0,1
1289,235,1,3
1413,0,0,2
1442,1613,1,3
245,227,0,1
666,0,0,1
484,0,0,1
855,100,1,3
1482,438,0,1
961,0,0,1
1014,0,0,1
1413,230,1,3
1442,1588,0,2
270,230,0,1
535,0,0,1
1349,488,0,1
1195,0,0,1
1630,222,1,3
123,1167,1,3
388,568,0,1
1217,617,1,3
461,87,0,1
1385,974,0,1
1467,0,0,1
985,926,1,3
609,0,0,1
506,866,0,1
1440,225,1,3
1010,225,1,3
68,0,1,3
1629,566,1,3
1008,930,1,3
241,1269,1,3
968,0,0,1
615,116,1,3
1628,566,1,3
836,0,1,3
1154,1401,0,1
996,708,1,3
386,0,0,1
717,0,1,3
379,1073,1,3
1471,0,0,2
1326,216,0,2
1538,227,1,3
1002,437,0,2
786,610,0,2
962,0,0,1
1505,0,0,1
990,1509,1,3
1535,441,0,1
1096,1207,0,1
1295,0,0,2
1095,219,1,3
1064,0,0,1
1025,0,0,2
381,0,0,2
1340,360,0,2
872,315,0,1
1421,617,1,3
1439,1273,0,2
954,0,1,3
369,87,0,1
1413,974,0,1
1430,0,0,1
1625,1165,1,3
1545,1506,0,1
1015,0,0,1
857,1154,0,1
446,1476,0,1
1036,568,1,3
1151,0,0,1
451,0,0,1
496,0,0,2
757,697,0,2
620,82,0,2
863,0,0,1
1135,1284,0,1
1372,1610,0,1
330,0,0,1
655,0,0,2
493,974,1,3
1357,0,0,2
593,1190,0,1
1481,222,0,2
1431,1269,0,2
113,98,1,3
631,768,0,2
385,482,1,3
1016,0,0,1
737,0,0,2
398,0,0,2
841,441,0,2
621,360,0,2
1055,479,0,1
422,82,0,1
127,87,0,1
1214,0,0,1
80,0,0,1
494,1167,0,2
1438,216,0,1
301,0,0,1
1022,0,0,1
962,0,0,1
663,0,1,3
387,0,0,2
1593,0,0,1
862,1407,1,3
974,0,0,1
1359,445,0,1
1308,1325,1,3
1387,0,0,1
4,0,0,1
107,0,0,2
839,315,0,1
1593,0,0,1
1629,320,0,1
460,0,1,3
397,1154,0,1
192,0,0,1
1056,0,0,1
460,0,1,3
968,98,1,3
1155,0,0,2
1286,0,1,3
1435,360,0,2
257,865,0,2
957,1588,0,1
976,0,1,3
1558,1325,0,1
1048,0,0,2
752,0,1,3
121,13,0,1
1040,0,0,1
1235,0,0,1
755,0,0,1
662,476,1,3
1424,974,0,1
133,768,0,1
1277,0,0,1
329,0,0,1
398,0,0,2
59,0,0,1
487,1509,1,3
126,87,0,1
583,0,1,3
1532,216,0,1
628,503,0,1
1172,0,0,1
1486,0,1,3
1231,0,0,1
1523,93,1,3
376,1047,0,1
246,1376,0,1
1413,974,0,1
603,0,0,1
1426,567,0,2
801,0,1,3
367,0,0,2
989,610,0,2
1291,0,0,2
1419,568,0,1
1375,974,0,1
1299,257,0,1
603,0,0,1
496,0,0,2
1206,0,0,1
170,0,0,1
1507,0,0,1
421,1296,1,3
109,1377,1,3
529,1281,0,1
365,0,0,2
543,0,0,2
1514,369,1,3
1620,1269,0,1
1542,0,0,1
1175,0,0,1
214,0,0,1
1590,131,1,3
752,0,0,2
1056,0,0,1
1375,0,1,3
1109,0,1,3
1546,0,0,1
121,1409,0,2
749,0,0,1
1048,0,0,1
1422,83,0,1
1096,1207,0,1
619,1617,0,1
968,0,0,1
1294,0,0,1
214,0,0,1
253,1480,0,1
1357,1154,0,2
239,0,0,1
53,0,1,3
1555,1513,1,3
249,1167,1,3
24,1083,1,3
1543,0,0,1
478,0,0,1
586,1610,0,1
1324,0,0,1
1527,0,0,1
1291,974,0,1
1113,0,0,1
1236,0,0,1
1621,757,0,2
1527,374,0,2
152,0,1,3
1080,1506,0,1
1259,0,0,1
879,486,0,2
1064,0,0,1
1423,83,0,1
1619,1167,0,2
595,0,0,1
738,0,0,1
176,0,1,3
1036,0,0,2
1123,0,0,1
1243,0,1,3
1093,1167,0,2
874,1506,0,1
1090,1509,0,1
1293,0,0,1
1048,0,1,3
1467,0,0,1
621,0,0,1
752,0,0,2
1577,0,0,2
808,0,0,1
1546,0,0,1
763,558,0,2
762,0,0,1
792,0,0,1
854,1075,0,2
1519,1505,1,3
655,0,1,3
460,0,0,2
646,0,1,3
1202,0,1,3
277,930,0,2
1125,0,0,1
240,1170,1,3
618,1617,0,1
609,0,0,1
1621,1075,1,3
206,0,0,1
641,0,0,1
855,1075,0,2
840,315,0,1
1085,930,1,3
768,318,0,2
1475,989,0,2
1474,0,1,3
496,0,0,1
1593,0,0,2
557,0,1,3
1295,87,1,3
1303,1608,0,1
118,0,1,3
857,0,0,1
1624,0,1,3
0,0,0,2
1207,0,0,2
109,222,0,1
529,0,0,2
755,0,0,1
1279,0,0,2
851,0,1,3
165,0,1,3
1501,0,0,1
658,216,0,1
641,0,0,1
1432,974,0,1
1160,0,0,1
1211,0,0,1
730,1165,1,3
463,0,1,3
1423,0,0,2
1001,1075,0,1
1092,0,0,1
1311,1380,0,2
1358,0,1,3
245,235,1,3
1224,0,1,3
588,0,0,2
1090,1076,1,3
473,1480,0,1
587,0,0,2
246,0,1,3
1208,438,1,3
878,974,0,1
503,1264,1,3
625,974,0,1
982,0,0,1
1623,1608,0,1
1057,324,0,1
1390,374,0,2
1430,0,0,1
1176,1270,0,2
1093,0,1,3
750,0,0,1
1220,0,1,3
647,0,0,1
1058,0,0,1
277,369,0,2
977,1521,1,3
302,0,1,3
69,0,1,3
1099,0,0,1
1540,0,0,1
1432,974,0,1
899,1325,1,3
97,0,0,1
792,757,0,1
120,99,0,1
801,0,1,3
1150,0,0,1
159,1167,1,3
1102,85,1,3
909,0,0,1
1350,225,0,2
1539,0,0,1
658,1588,0,2
836,0,0,1
1540,87,0,2
1065,0,0,1
256,216,0,1
1501,0,0,1
1317,0,0,1
1313,0,0,2
808,0,0,1
1317,0,1,3
506,1296,1,3
1529,0,0,1
786,369,1,3
1439,0,1,3
996,0,0,1
483,229,0,2
929,0,0,1
1125,476,0,1
850,0,0,2
1210,0,0,2
623,1380,0,1
1361,757,1,3
1114,1409,0,2
827,0,0,2
991,1509,1,3
140,159,0,1
801,0,0,1
