medium,position,format,track_count
m_44dae6c1,1,1.0,20
m_15115892,1,,30
m_e07430e3,1,1.0,10
m_43347af4,1,12.0,39
m_4ab3032a,1,1.0,13
m_30778ccc,1,1.0,20
m_dab91516,1,,7
m_f06b12cb,1,1.0,15
m_84a0852a,1,1.0,11
m_52dd499a,1,1.0,22
m_eade3a8b,1,31.0,4
m_2b92a9f3,1,1.0,15
m_f7960f35,1,1.0,13
m_a0d4c830,1,1.0,11
m_41ef28c4,1,12.0,214
m_cec3f700,1,1.0,10
m_3015f761,1,1.0,22
m_31aa86d4,1,1.0,4
m_0147e5b0,1,12.0,13
m_51ab06a9,1,,16
m_a6a99348,1,,13
m_6d68e021,2,1.0,13
m_1594d2fc,1,1.0,11
m_0a8d6937,1,1.0,9
m_10b3a298,1,1.0,30
m_400bfec6,1,1.0,10
m_7700b7f8,1,1.0,12
m_419bcfc2,1,31.0,10
m_835c782c,1,1.0,14
m_1d83f9ac,1,1.0,22
m_9e1e1151,1,1.0,10
m_1a6ead36,1,,9
m_09414b5c,1,1.0,9
m_0d16fe4b,1,1.0,13
m_173e6678,1,1.0,20
m_e4ae8dea,1,31.0,11
m_09e9f39a,1,1.0,4
m_dc4d23e3,1,1.0,12
m_c6ba00e2,7,1.0,12
m_a73a7f3e,1,1.0,16
m_21006908,1,33.0,2
m_84e48786,1,1.0,12
m_51c04838,1,1.0,18
m_76ec8037,1,31.0,5
m_95b88757,2,1.0,13
m_409f583a,1,1.0,11
m_fa7aae4b,1,31.0,3
m_f4e76f01,1,,12
m_080b78cc,1,1.0,14
m_f93c7aab,1,12.0,11
m_70cb9967,1,1.0,19
m_0767ffd4,1,12.0,18
m_10e1afce,1,,17
m_e7499669,1,1.0,13
m_9bbcc94e,4,1.0,15
m_bf1c3ad2,1,1.0,14
m_91943a87,1,1.0,23
m_aa5bf1e6,1,1.0,10
m_3e2bb0d6,1,12.0,9
m_493e6e6a,4,1.0,22
m_d99146a2,1,1.0,17
m_60dc0161,1,1.0,27
m_195b7c95,1,1.0,13
m_f90a3840,1,12.0,57
m_c2c8c0d5,1,1.0,10
m_5eb857b6,1,,8
m_0b860fec,1,1.0,20
m_924cf74a,1,,16
m_a801c428,1,,7
m_479fa251,1,1.0,19
m_fbb97086,1,1.0,12
m_3a500537,1,1.0,11
m_ebc26462,1,1.0,11
m_22199bd6,1,1.0,9
m_46131fb4,1,,18
m_983d27e6,1,12.0,343
m_f0431d28,1,1.0,15
m_ee0cb9b6,1,1.0,92
m_781d2c41,1,1.0,10
m_7f35e11c,1,55.0,2
m_21a6fc80,1,1.0,12
m_7839e1e7,1,1.0,99
m_16cef7a3,1,12.0,12
m_6f168a33,1,1.0,16
m_ca7bba14,3,1.0,18
m_73829c10,1,1.0,21
m_50090153,4,1.0,20
m_35273f6d,1,31.0,3
m_e2c30dcc,1,8.0,10
m_330585bc,1,,13
m_38033b9e,1,1.0,20
m_b5257faa,1,1.0,12
m_4231cdf1,1,1.0,13
m_02054280,1,1.0,10
m_9c190e98,1,1.0,14
m_7a22cb9f,1,1.0,19
m_943dea21,1,1.0,11
m_46ec4251,3,1.0,11
m_f59cf692,1,1.0,43
m_f6e852b6,1,1.0,14
m_59bc0809,1,19.0,22
m_d1a79a0f,1,31.0,10
m_0e36f0a3,1,1.0,11
m_3e123e34,1,1.0,25
m_6deec738,1,1.0,56
m_a22d80fa,1,1.0,12
m_1c94513d,1,1.0,14
m_cf30c01d,1,1.0,26
m_c0c8554a,1,1.0,12
m_43f9bf9f,1,31.0,14
m_f6a7b0c2,1,1.0,29
m_cb97dadc,1,1.0,9
m_1b713a26,1,1.0,34
m_6654ce25,1,31.0,8
m_99873103,1,19.0,22
m_ee452207,2,1.0,18
m_000d7fbc,1,,10
m_30914db7,1,1.0,18
m_08104703,1,12.0,23
m_5104ea00,1,,15
m_a9535295,1,1.0,13
m_4c727bfa,1,,12
m_0f51f887,2,1.0,14
m_45a006e9,1,1.0,10
m_7fa449b3,1,1.0,7
m_b8b498ec,1,,10
m_caf8bd00,1,,10
m_c294701e,1,,6
m_d6a909b3,1,1.0,10
m_2a3b19e2,1,,13
m_196fe4be,1,1.0,15
m_fd45e2fa,1,,9
m_08af323b,1,1.0,16
m_485716bc,2,1.0,8
m_bca94458,1,,13
m_7d4ef950,1,7.0,11
m_805b4407,2,1.0,19
m_4519c260,1,29.0,2
m_77e3268b,1,,8
m_710d9abd,1,1.0,10
m_1c351a5d,1,1.0,4
m_87851a36,1,12.0,26
m_a7742ee7,1,12.0,84
m_34977d91,1,,24
m_12c85675,1,1.0,19
m_8e64c622,1,1.0,15
m_39d679ed,1,,20
m_15ba7414,1,1.0,11
m_d944c378,1,1.0,13
m_3a9381ca,1,1.0,11
m_52919f6b,1,1.0,11
m_d0279d23,1,31.0,13
m_5b831954,1,12.0,61
m_09910515,1,29.0,2
m_2b78b5c9,20,1.0,43
m_154fc336,1,12.0,4
m_a107cf3b,1,1.0,9
m_ba8020fd,1,1.0,8
m_c937b77e,1,1.0,13
m_c9a1be21,1,,12
m_c5e491eb,1,1.0,12
m_5a006db5,1,,11
m_f21c1994,1,12.0,15
m_bfe16ade,1,1.0,14
m_4f3342c0,1,1.0,12
m_ae59ad2f,1,12.0,14
m_c3e96bc1,1,,12
m_0b8a17a0,1,1.0,22
m_6775ca74,1,1.0,29
m_0e0f48f7,1,12.0,11
m_9669fe8f,1,1.0,3
m_10d6618d,1,1.0,14
m_c719a5c3,1,,25
m_7ca1cc14,1,12.0,20
m_e9019432,1,1.0,12
m_1bb5d9fc,1,1.0,15
m_32ef9476,1,1.0,99
m_aa9f0828,1,1.0,4
m_5bf9c484,1,1.0,16
m_7106c827,1,1.0,31
m_18cff55b,1,8.0,14
m_39260034,1,12.0,4
m_543fdd1c,1,31.0,2
m_e1def6a8,1,1.0,20
m_c599e2a9,1,,34
m_6cc662cb,1,12.0,9
m_b81cafae,1,1.0,11
m_59a9c301,1,12.0,10
m_8ffa6390,1,1.0,4
m_fe05e8f5,1,1.0,17
m_aef28743,1,1.0,54
m_5062870e,1,1.0,14
m_71fbf525,5,1.0,4
m_0fb20e46,1,1.0,17
m_f08c808e,2,1.0,47
m_d7e5e7a3,1,12.0,6
m_196cfd23,1,12.0,8
m_819465de,1,,16
m_4748d201,1,1.0,24
m_6e98ce69,1,31.0,7
m_3172ae32,1,,13
m_4c6d7a8f,1,1.0,9
m_0553ce40,1,1.0,12
m_f963cba5,1,1.0,9
m_a2871ba7,1,1.0,25
m_42d78da2,1,1.0,18
m_1c9308de,1,1.0,8
m_d1116181,1,,10
m_620815ea,1,1.0,10
m_603c3d40,1,,4
m_f5085fdb,1,1.0,26
m_be9bd9c4,1,1.0,26
m_c2b230ea,1,31.0,13
m_9810b5e6,1,12.0,53
m_cbec5385,6,1.0,22
m_41d5b5dd,1,,7
m_b043ff01,2,1.0,99
m_9c4154aa,1,1.0,11
m_26f3b0d7,4,1.0,24
m_49877348,1,1.0,8
m_bab0c15e,1,1.0,11
m_fce72e90,1,12.0,36
m_46281261,1,1.0,11
m_11c7ef16,1,,18
m_cf5cadaa,1,33.0,9
m_f9f41e6f,1,1.0,13
m_daaa27da,1,1.0,60
m_b5acc62d,1,1.0,20
m_9b15ead6,1,,18
m_17aeae71,1,1.0,19
m_2d17db0d,1,1.0,16
m_c29e74e7,121,1.0,10
m_1e52138d,10,33.0,11
m_5122a17a,1,,6
m_a441cf40,1,42.0,3
m_f9f1e513,1,,11
m_77707fc0,1,1.0,17
m_ea1d68ce,2,1.0,17
m_5b5aca83,1,1.0,13
m_bb86ed88,1,1.0,13
m_fdd93084,1,1.0,11
m_a8a0b5e9,1,1.0,12
m_41b9ce54,1,12.0,19
m_488e1957,1,1.0,16
m_a1cd673c,1,1.0,11
m_99d854af,1,,7
m_c7952af6,1,12.0,14
m_37707201,1,1.0,25
m_fcc3b437,1,1.0,13
m_02f11035,1,12.0,15
m_7430ba2c,2,2.0,13
m_4190a1cb,1,1.0,20
m_3996306d,9,1.0,20
m_7973f9f4,1,1.0,8
m_2b63264b,1,12.0,9
m_a5a7e364,1,1.0,7
m_c7a5cb57,2,1.0,11
m_e2d2a596,1,12.0,20
m_11f13a71,1,,12
m_49410381,1,1.0,13
m_d130a92f,1,12.0,99
m_6e19aea9,1,,18
m_19e3a8ac,2,,9
m_27bdc137,1,8.0,10
m_a244bbef,1,1.0,11
m_c29c3321,1,1.0,17
m_d86a72dc,1,,10
m_84552190,1,1.0,13
m_fa6b7e46,1,1.0,15
m_838a654a,1,1.0,78
m_9dc63f87,1,,10
m_d45e2734,1,12.0,14
m_9072aaba,1,12.0,15
m_ccec9f43,1,1.0,5
m_2fdb2481,1,1.0,16
m_3f355abd,2,1.0,10
m_92873dc6,1,,6
m_9579fa59,1,1.0,22
m_8cba318b,1,12.0,26
m_80f56c04,1,1.0,38
m_cc9c778e,5,1.0,13
m_4c60593b,1,1.0,11
m_66858c99,1,1.0,21
m_c8b361fd,1,1.0,20
m_c947a37a,1,12.0,60
m_64ab8ffb,1,12.0,50
m_c10f685e,1,1.0,13
m_4452d847,1,1.0,11
m_6b74feee,1,12.0,19
m_4d1cb421,1,1.0,17
m_ea12274a,1,7.0,6
m_efa55a46,9,1.0,20
m_23192c5e,2,1.0,9
m_38732dc4,1,1.0,12
m_1d41ccc4,1,1.0,12
m_f7781a36,3,63.0,11
m_1eaf463f,1,54.0,2
m_c39513de,1,1.0,44
m_f3ef093f,1,,6
m_ae32b141,1,31.0,8
m_a07ca0ef,1,,10
m_03dc471c,1,1.0,14
m_0efbae3c,1,,12
m_ba227a4d,1,12.0,99
m_ab2fbe02,1,,11
m_755b8aa9,1,1.0,9
m_384e4061,1,1.0,10
m_ba25fb25,1,1.0,11
m_a30c06b5,1,1.0,18
m_59905919,1,1.0,13
m_a9a679db,1,1.0,15
m_64aef173,1,1.0,18
m_9da53bcd,2,1.0,16
m_6ba24f54,1,12.0,22
m_abbcb8cb,1,1.0,6
m_ccc01107,1,1.0,13
m_83d8ac36,20,1.0,16
m_3282f628,1,1.0,85
m_7d4ddc9b,1,12.0,22
m_1690afae,1,1.0,25
m_7c48be28,1,1.0,24
m_167c808a,1,33.0,8
m_da793c3d,49,1.0,44
m_6693390c,1,,16
m_3dbebaed,49,1.0,44
m_1ec6fa2b,1,12.0,9
m_78a839f7,1,1.0,16
m_63a6424d,1,1.0,10
m_3391d724,1,1.0,6
m_9f85390e,1,1.0,10
m_1ceedaa2,1,,13
m_9be22ed7,1,1.0,71
m_63d8efd1,1,1.0,24
m_e59e8208,1,,11
m_9acfc95b,1,1.0,12
m_fa60286a,1,,4
m_6c2892a9,3,1.0,18
m_109caabf,1,12.0,60
m_4244c2e1,1,1.0,10
m_dcbebd7d,1,,11
m_85d3da75,1,1.0,12
m_fb455401,1,1.0,18
m_4f6479ca,1,1.0,8
m_cdb9d953,1,1.0,11
m_b6a1aa5b,1,12.0,144
m_57ebc6f7,1,31.0,4
m_d7728b79,1,,15
m_2f9184c6,1,,25
m_522ed091,2,,12
m_0a3423b1,9,1.0,17
m_45dbeb1c,1,1.0,13
m_20205f95,1,1.0,17
m_c745a698,1,33.0,10
m_153923c5,1,12.0,13
m_bca12d23,1,1.0,6
m_df038028,1,1.0,17
m_d3000f5f,1,,14
m_ad27ba81,1,12.0,6
m_174695b7,1,1.0,10
m_537617e0,1,1.0,13
m_9dbd772b,2,1.0,16
m_e95db8e5,1,1.0,7
m_7c39bd44,1,1.0,16
m_240dfd86,2,1.0,22
m_eb85a462,1,12.0,14
m_670b30a0,1,12.0,4
m_7304735d,1,1.0,23
m_4ab9344c,1,1.0,13
m_cd5f5eeb,1,8.0,15
m_2ec32abc,1,1.0,7
m_ad5880f8,1,8.0,11
m_86469ae6,2,1.0,18
m_9e4ac874,1,,6
m_9e96f6f2,1,,11
m_6717f83a,1,1.0,9
m_149cf034,1,1.0,7
m_96b7a7ec,6,31.0,12
m_870a4a0c,1,12.0,1
m_2e6d14b5,2,1.0,27
m_09787ed0,1,8.0,13
m_065d7b11,1,12.0,19
m_2a80ec05,1,,11
m_3294a0e5,5,1.0,18
m_d2896e5c,1,,14
m_04063bea,1,,15
m_94331177,1,12.0,11
m_0950ffdd,1,1.0,16
m_657f0ca3,2,1.0,19
m_8d9376f6,1,12.0,16
m_f956753f,1,12.0,12
m_da4c4961,1,,10
m_1ca32fd2,3,1.0,27
m_0a5e437c,1,1.0,98
m_39ef1f1c,1,12.0,12
m_fbb6aeb4,1,1.0,11
m_6a3fc3d6,1,1.0,17
m_2a644fda,2,1.0,14
m_2a0d00d5,1,8.0,2
m_530b7980,1,8.0,14
m_8b3d120e,1,12.0,165
m_bed938c3,1,12.0,16
m_683e3d14,1,31.0,10
m_d433ebec,1,,12
m_ca2f0f16,1,,8
m_f0cd4ab1,1,1.0,14
m_4d84f557,1,1.0,12
m_f7eba79f,1,54.0,2
m_c782aa43,1,1.0,11
m_cb3beeeb,1,12.0,18
m_5233b8ee,1,29.0,2
m_86e31d00,1,12.0,42
m_2f4b2380,1,,17
m_7d0f12af,1,1.0,13
m_352e1a62,1,,22
m_d6c17d5e,1,1.0,11
m_99507d49,1,7.0,11
m_b5abdd9b,1,1.0,9
m_0057ee59,1,61.0,13
m_1719199f,1,1.0,31
m_b9a0a9a9,1,1.0,17
m_0b2ffdde,1,1.0,13
m_ad919c4f,1,1.0,35
m_f602949f,1,1.0,12
m_ee6e4ec5,1,1.0,7
m_0b97b038,2,1.0,15
m_3665f355,1,1.0,22
m_143a613a,1,,4
m_1c3c200c,1,,13
m_9390cee2,1,12.0,44
m_3c3cca4c,1,1.0,11
m_015f84ce,49,1.0,44
m_3dacae16,1,1.0,20
m_70970be3,1,1.0,10
m_4e5b6821,1,33.0,7
m_170e293f,1,1.0,12
m_ef440aad,1,33.0,9
m_604fc184,1,,53
m_76dcc825,1,1.0,14
m_4784d4bf,6,3.0,25
m_d54b8aba,1,12.0,12
m_dce1fdb8,1,1.0,9
m_736572e1,1,1.0,10
m_71d0f8d6,1,1.0,13
m_bae45d5a,1,1.0,28
m_ef2dec31,1,1.0,11
m_d5b76937,1,1.0,5
m_37169116,1,1.0,15
m_ddf56bf8,1,12.0,3
m_8dce86c8,1,1.0,15
m_5295e5ae,1,1.0,12
m_7b7bdd67,1,1.0,16
m_ad19681c,1,12.0,14
m_230943b1,1,1.0,5
m_d07f0fb2,1,1.0,25
m_dd99f144,1,1.0,29
m_6c4f30f3,1,1.0,8
m_fd1fb24b,1,1.0,23
m_30deeefc,1,,11
m_0cada865,1,1.0,3
m_8b3bc8ae,1,12.0,9
m_042e5c7b,1,12.0,9
m_061bb65f,1,,12
m_9ffd58f9,1,,12
m_db9446c4,2,1.0,8
m_98c55e80,1,1.0,11
m_16739c57,1,1.0,10
m_4ac2d860,1,1.0,96
m_c2ac77cb,1,12.0,6
m_a0d1d322,1,1.0,6
m_a2f3bcfd,1,12.0,13
m_0a4de239,1,1.0,12
m_4fbf3e6c,1,12.0,19
m_e40099c7,1,1.0,20
m_936742c0,2,1.0,14
m_b79eb44e,1,1.0,9
m_0395111e,2,1.0,24
m_5e5cb897,1,12.0,119
m_c98b92bc,1,,10
m_f1d4783f,1,,15
m_349df417,1,1.0,20
m_88af9381,1,,19
m_4e96a8ca,1,,7
m_fe7eb1c4,1,,10
m_328f2d0f,1,12.0,9
m_75fa504f,1,,27
m_68becec9,1,7.0,10
m_eba1da14,2,1.0,4
m_37d5ddbc,1,1.0,6
m_6a937462,1,1.0,12
m_5eaf824e,1,1.0,17
m_c67e50ad,1,1.0,5
m_0b5bdf97,1,,25
m_1a750e1e,1,1.0,13
m_2145c12d,1,,17
m_34473460,1,12.0,15
m_0040ab60,1,7.0,9
m_5a013e9d,1,1.0,16
m_c49f6104,1,1.0,23
m_5738e1c2,1,33.0,16
m_079b53b3,1,1.0,18
m_8733b107,1,,12
m_d457493e,1,8.0,16
m_c2b79205,1,1.0,8
m_f1e787f3,1,1.0,16
m_5293fa52,1,1.0,16
m_650e3415,1,,26
m_6ada9a1f,1,1.0,23
m_e96a0970,1,1.0,10
m_e7dc3cee,1,1.0,12
m_31bff654,2,1.0,7
m_688806a0,1,1.0,18
m_43800d99,1,12.0,13
m_d0708b7c,1,1.0,16
m_c2a764ed,2,1.0,19
m_8623d8e0,1,1.0,16
m_13d9a6a5,1,1.0,7
m_752542af,1,1.0,13
m_892f8f2c,1,1.0,19
m_f246e679,1,1.0,12
m_03203343,2,1.0,13
m_9b847358,1,12.0,55
m_baaccd2b,1,1.0,10
m_b75e1f4a,1,12.0,16
m_46bd5d37,1,1.0,10
m_148cb0aa,1,1.0,16
m_08737fc4,1,1.0,12
m_6aa853d0,1,12.0,11
m_86dfa751,1,,14
m_ce3f16cd,1,1.0,21
m_c71331ef,1,,13
m_083f7a5d,1,12.0,7
m_bcff8acf,1,1.0,18
m_a3c8d3a0,1,1.0,18
m_9f427e8f,2,1.0,13
m_e467bb55,2,,16
m_f611ffa4,1,1.0,18
m_af115c0d,1,12.0,8
m_192ed5f5,1,31.0,12
m_c473ee52,1,12.0,30
m_e1bf4af5,4,1.0,32
m_ac7c9fb7,1,12.0,11
m_e9d7de74,1,31.0,2
m_a4209b1b,1,12.0,17
m_fb8e2f81,1,1.0,14
m_a59a8958,1,,8
m_c63e15c4,1,1.0,12
m_995b6a55,1,1.0,55
m_f49c6c0a,1,8.0,9
m_a0d022d6,1,,23
m_c418a063,1,1.0,12
m_874a49ae,1,1.0,9
m_d0184588,1,1.0,25
m_b7d76c27,1,12.0,16
m_58fab6a2,1,1.0,9
m_a55e3fe2,1,1.0,14
m_49884478,1,1.0,13
m_84aa715e,1,,14
m_fc0a9483,1,1.0,10
m_f28048f9,1,12.0,202
m_651897bd,1,,13
m_8d888776,3,1.0,99
m_f67a50c4,1,12.0,11
m_d14a565d,1,1.0,10
m_e2832228,1,1.0,18
m_c7799118,1,,18
m_ea04fbea,1,31.0,14
m_5f8966e5,1,1.0,13
m_5ea7a26f,2,1.0,16
m_74ac46bf,1,1.0,18
m_bda87053,1,31.0,9
m_6f01d1fd,1,12.0,45
m_fec17379,1,1.0,18
m_2080e5d5,1,1.0,9
m_f22992e2,1,31.0,3
m_029a0b0e,1,,8
m_b5ff6578,1,1.0,12
m_8e75197d,1,1.0,3
m_0288c233,1,1.0,10
m_9252bbbe,1,1.0,14
m_39d4450c,1,1.0,23
m_472d3e59,1,1.0,14
m_86b3e7ed,1,12.0,16
m_135a7d12,1,1.0,11
m_7863f54c,1,1.0,23
m_4a83f73c,1,1.0,12
m_ef8129ec,1,12.0,12
m_8b907696,1,12.0,10
m_59a35d1e,1,1.0,13
m_757e19de,1,1.0,16
m_2a03e89f,1,12.0,99
m_f8c29d55,1,1.0,14
m_a3196e02,1,12.0,3
m_05ea9069,1,1.0,11
m_eccc41c0,2,,12
m_23e6eeec,1,33.0,8
m_c36d2c6a,1,1.0,10
m_c0b43c2e,1,33.0,6
m_86fc82ac,1,,99
m_d0fa11c7,1,1.0,13
m_924d02d8,1,1.0,14
m_985db745,1,12.0,34
m_39b7b8bb,1,1.0,5
m_ee0f5900,1,1.0,22
m_52eab38e,1,12.0,75
m_3106326d,1,7.0,33
m_cff639d0,1,1.0,14
m_4e8187dc,1,12.0,36
m_a125e9a7,1,1.0,12
m_100e222c,1,1.0,17
m_a2fd79bc,1,1.0,14
m_6d3d270a,1,1.0,8
m_f89e58f4,1,1.0,11
m_27509d43,1,12.0,7
m_08da47bd,1,31.0,11
m_27ad808c,1,1.0,18
m_8a6ded0a,1,42.0,4
m_53e02b31,1,1.0,99
m_baa0d6d3,1,1.0,25
m_ce401726,1,,10
m_05b630d9,1,31.0,6
m_a1436a86,1,1.0,18
m_1ec4bee0,1,1.0,10
m_c2d4736d,1,1.0,19
m_95cb48e6,1,1.0,11
m_a3b101a1,1,,14
m_c1405dca,1,1.0,24
m_fce9851e,1,1.0,16
m_26f2d675,1,1.0,83
m_54dcf1cf,1,1.0,20
m_476092f5,1,1.0,2
m_7dd08a94,1,1.0,12
m_60ec818a,1,1.0,7
m_fc3f25a5,1,1.0,16
m_d810eb01,1,1.0,15
m_5a164414,3,1.0,18
m_8686d977,1,12.0,18
m_3afff23f,1,,12
m_9b5ce5f6,1,1.0,29
m_84e91e7a,1,1.0,14
m_6af41162,1,1.0,10
m_48d149a7,1,1.0,12
m_97be5675,1,,10
m_45ca4690,1,1.0,25
m_47559179,1,1.0,22
m_00d6c555,1,1.0,10
m_0570eee8,1,1.0,12
m_447f52c3,2,,14
m_152ed9a1,1,1.0,7
m_d76eeb10,1,1.0,21
m_3e798d90,1,1.0,16
m_368c2734,1,1.0,18
m_ece7fa2d,1,12.0,11
m_00b1b65b,2,1.0,49
m_25d7789f,1,12.0,16
m_e718f08b,1,,15
m_7876eeb9,1,1.0,4
m_ba6bea47,1,,12
m_054035ee,1,,11
m_1dec8cd0,1,31.0,16
m_a4895847,1,12.0,9
m_6f8d5ede,1,1.0,13
m_d730610d,1,31.0,10
m_c0585339,1,12.0,12
m_0db62c14,1,12.0,17
m_0da22f00,1,12.0,11
m_e509da49,2,1.0,15
m_6c8d1501,1,,31
m_cde3414e,1,1.0,26
m_96613e42,3,1.0,20
m_f3e9c693,1,,11
m_1a2195c3,1,1.0,15
m_cdb8c070,1,1.0,14
m_8adad973,1,1.0,14
m_617bc51a,1,1.0,14
m_2edeb980,1,1.0,10
m_332a1f74,1,1.0,80
m_936dea3d,1,1.0,13
m_e9b876b2,2,1.0,16
m_a6047496,1,1.0,13
m_5edc6e15,1,12.0,17
m_8b1c2a94,1,1.0,15
m_e6868fbf,1,1.0,20
m_ca7f005e,1,,16
m_3d89c44a,1,1.0,9
m_1f0e8183,1,1.0,14
m_14353b54,1,1.0,12
m_84ae1790,1,1.0,16
m_bb39bfed,1,1.0,13
m_3f20c48f,1,1.0,10
m_924279bc,1,3.0,16
m_aa6d0d67,1,1.0,25
m_a670adef,2,1.0,17
m_2b98ee12,1,12.0,33
m_0f45bdbf,1,,13
m_c3aac9ee,1,1.0,22
m_5514c0bf,1,1.0,22
m_2d55a3d8,1,31.0,15
m_d3de3e29,1,1.0,8
m_78741733,2,1.0,11
m_e54cbdee,1,1.0,10
m_0c595621,1,1.0,30
m_9ac48de1,1,1.0,14
m_3e6a3fdd,1,1.0,10
m_d9365181,1,1.0,14
m_73e2e32a,1,12.0,17
m_f2d27ad5,1,1.0,16
m_a563a5b0,1,31.0,4
m_c19a42c0,1,1.0,8
m_2f5499ab,1,,13
m_cc573f4d,1,1.0,14
m_177ea548,1,1.0,11
m_e02bfe98,1,1.0,20
m_d54db513,1,,10
m_f4da3b4d,1,12.0,5
m_5756fe20,1,1.0,78
m_09376a6b,1,29.0,2
m_dfc52311,1,1.0,43
m_74c4fe9f,2,,6
m_8d041fdc,1,1.0,16
m_b2a115f0,1,1.0,28
m_ab9e8f74,1,1.0,14
m_e44a6843,1,1.0,9
m_e38d7085,2,1.0,11
m_b22cd771,1,12.0,13
m_27260945,1,7.0,8
m_0d4796cc,1,,16
m_0aef12fc,1,,14
m_4f6fde88,1,,14
m_a184a571,1,1.0,10
m_6effe2b3,1,,12
m_115361ae,1,1.0,13
m_9392ff1c,1,12.0,5
m_700ee6ce,1,7.0,6
m_c796dc94,1,12.0,21
m_83ef28ed,1,,14
m_261cf8fe,1,1.0,13
m_5de74c16,1,12.0,11
m_e6781b55,1,1.0,15
m_55351f7c,1,31.0,4
m_aac48173,1,1.0,15
m_349f6997,1,31.0,9
m_eeb1852d,1,,5
m_03e78360,1,1.0,6
m_153e8437,1,1.0,13
m_d1796b2f,1,12.0,54
m_7ae44d5e,1,1.0,15
m_be982146,1,1.0,14
m_04f39914,1,,10
m_c39687f7,23,1.0,8
m_6371f5f1,1,1.0,32
m_b953132b,1,8.0,21
m_90ed4d67,1,1.0,13
m_52a39b01,1,1.0,12
m_d6baefcf,1,1.0,15
m_db4a3153,1,1.0,31
m_76a79191,1,1.0,13
m_ffda5bd0,1,31.0,2
m_181d301e,1,31.0,2
m_24072b0d,1,7.0,7
m_14867abd,1,,17
m_a54cc40c,1,31.0,4
m_b05dc15a,1,1.0,16
m_73c11b6d,1,,10
m_2bb2078b,1,1.0,13
m_62fe4fcd,1,,12
m_f9b96b0c,1,1.0,14
m_c91d9274,1,1.0,16
m_f6e9d1f2,1,12.0,23
m_8c5bbbd0,1,1.0,16
m_00441ad5,1,1.0,22
m_5dfdb11b,1,1.0,12
m_863c4d3c,1,1.0,23
m_dca53d23,1,1.0,11
m_cbc7be0c,1,1.0,25
m_2c67a7d3,1,1.0,8
m_25026c1f,1,,14
m_1bec1482,1,1.0,11
m_5a47d096,1,1.0,12
m_e71dfab4,1,1.0,10
m_6ad35936,1,,10
m_ea878585,1,12.0,8
m_e051f9f0,1,1.0,10
m_2db4195c,1,1.0,13
m_b37dc788,1,12.0,2
m_1bdfbbc8,1,1.0,16
m_3f1f7c23,1,,10
m_841f319c,1,12.0,80
m_332b6606,1,,14
m_ab02668d,1,7.0,8
m_f0d31dcb,1,1.0,24
m_cd60369a,1,1.0,15
m_b8db82a6,1,31.0,16
m_7134aea5,1,1.0,19
m_11253b5e,1,,12
m_48e79202,2,1.0,17
m_6cd101ae,9,1.0,12
m_d0f32af2,1,1.0,25
m_f8b86542,1,,24
m_5407fe91,1,1.0,20
m_2453b79f,1,1.0,13
m_4b35ee0d,1,1.0,30
m_da75cecc,1,12.0,143
m_2bed33e4,1,1.0,13
m_0728c580,1,,10
m_e1324e9d,1,1.0,5
m_87ae51d5,1,31.0,9
m_c705996a,1,31.0,10
m_1fa36a70,1,1.0,23
m_1b96b1e0,1,12.0,7
m_d71289b5,1,1.0,23
m_99c9cbdb,1,1.0,28
m_bf23fc87,1,3.0,10
m_98d9ae6d,2,1.0,27
m_6cb9e84f,1,1.0,13
m_0bdcf710,1,1.0,17
m_89ac91ee,1,1.0,2
m_96144452,2,1.0,33
m_ead8c0aa,1,1.0,9
m_fabc3ab9,1,12.0,8
m_2041e284,1,12.0,10
m_0b4b83b3,1,12.0,18
m_eb891161,1,,20
m_bb5bb0cc,1,1.0,11
m_7ef1a493,1,1.0,25
m_50444699,1,12.0,295
m_2bc5d00f,22,1.0,18
m_3e68473f,1,12.0,8
m_d001e086,1,,9
m_b7ac2230,4,,22
m_5ffb6c97,1,1.0,13
m_a9d03110,1,1.0,6
m_63ee1671,1,1.0,17
m_44b32bc7,1,1.0,1008
m_47a364da,2,1.0,7
m_cede3719,1,,13
m_5df6460a,1,1.0,13
m_659ab192,1,12.0,5
m_b1d4d40c,1,1.0,19
m_38cea9db,1,,21
m_73ab1b34,1,1.0,14
m_22b72f47,1,12.0,6
m_330a275d,1,1.0,11
m_708314b6,1,1.0,13
m_9c48d9de,1,12.0,16
m_af2fede2,1,1.0,24
m_773f80c8,2,1.0,6
m_335cce1b,1,8.0,11
m_847a831e,1,1.0,5
m_f0439128,1,1.0,24
m_ad3e4aa5,1,1.0,15
m_cfdaa1cd,1,1.0,12
m_4421b021,1,1.0,12
m_dc70c2e9,1,1.0,12
m_43990cf4,1,,11
m_6454e7b0,1,1.0,12
m_b391c406,1,,12
m_dd92b813,1,1.0,16
m_6b03b38c,1,8.0,27
m_30a5fa79,1,1.0,20
m_35971ce7,2,1.0,11
m_10da133b,1,12.0,214
m_2b45bd42,1,12.0,41
m_4b0deb4a,1,12.0,13
m_0faf3359,13,1.0,20
m_98150e9f,2,1.0,6
m_a04586d3,1,1.0,9
m_43669994,1,,15
m_8bf15fdb,1,1.0,21
m_7d78b5fe,121,1.0,10
m_dfa90ec6,2,1.0,19
m_ed12e311,1,,14
m_84dcceb4,1,,12
m_57ddb15f,1,,12
m_453455c5,1,12.0,33
m_4448b491,1,1.0,7
