artist_credit,position,artist,name
ac_5f861607,0,a_09c8d6fd,Richard Johnson
ac_4d6c2edd,0,a_a2ac3927,Dietmar Wischmeyer
ac_02a77dd7,0,a_90974164,Joop Visser
ac_ab7f5cdf,0,a_bc8c8d75,Johnny Hallyday
ac_7ef15577,0,a_5b4d8a60,Rush
ac_22a6b492,0,a_781120ad,Onda del futuro
ac_5a9d6b59,1,a_2f8526ca,The Band
ac_5a9d6b59,0,a_9f7e2506,Bob Dylan
ac_1d113f49,0,a_64dfea26,Anna Jantar
ac_953a3dcd,0,a_af2f5cc4,Terry Gadsden
ac_2fb9cb95,0,a_ef853e18,Lu Watters Yerba Buena Jazz Band
ac_66cae767,0,a_db8449a0,Bo Diddley
ac_85aecd46,0,a_bed03674,Te Deum
ac_3bf5113e,0,a_51aabc35,The Elusive
ac_a871f24a,0,a_6d0928c5,Casper Caan
ac_6877f4a2,0,a_d3c7d6cf,Fromm
ac_df6ad464,0,a_36e34255,Marjinal
ac_058828cc,0,a_21f0eb05,SONOIO
ac_90e5918d,0,a_9ccad1cf,Anthem
ac_5e97f9b3,0,a_0755ca5a,Hans Hartz
ac_b3406cff,0,a_26d230e9,A Flock of Seagulls
ac_44d20cc3,0,a_e62df32d,xDisciplex AD
ac_3df4cdb3,2,a_0a4f5fa5,Juho
ac_3df4cdb3,0,a_98db5c34,Little Pepe
ac_3df4cdb3,1,a_2c7ec35d,Pinnacle Rockers
ac_6f3a62cf,0,a_395d461d,The Primitive Quartet
ac_ae395750,0,a_910774cd,Bappi Lahiri
ac_9a280487,0,a_71aecd8e,Lena Horne
ac_6f11272c,0,a_e7c781b3,Dan Melchior und Das Menace
ac_32fad9c3,0,a_d9b16c95,Robert Palmer
ac_ad11bc33,0,a_86e63166,The Wayward
ac_3f87a503,0,a_cc2f4556,UK Subs
ac_59082426,0,a_6ce8f7a7,David Newman
ac_c18a040f,0,a_c2c8112a,Richard Strauss
ac_5b5c8f7a,0,a_a91f299b,Perry Letsch
ac_d4228f58,0,a_ba37db44,Terrace
ac_b37e6712,0,a_0cebfd92,English Dogs
ac_8495f13a,0,a_b55d23e3,Hall  Oates
ac_33ca9e38,0,a_e35ae47a,Breaking Circus
ac_1991cb89,0,a_f54ca7d3,Irish Folk Mix
ac_a71e2b17,0,a_2d0f795c,Ralf Wengenmayr
ac_0bcdf9e0,0,a_ecaf3f82,Cyrille Verdeaux
ac_0bcdf9e0,1,a_04c37226,Bernard Xolotl
ac_3c848a2e,0,a_bf2cda36,Things of Stone and Wood
ac_e2de211e,0,a_b2f21610,Cleaners From Venus
ac_b3b0e922,0,a_d2c421ce,Kevin Manthei
ac_9b9fac26,0,a_40e3a076,Vikingarna
ac_bae5ad38,0,a_e3ca543d,Jadis
ac_ef4336dc,0,a_24213c08,Hawkwind
ac_260f2ab7,1,a_be453612,Ricki Wilde
ac_260f2ab7,0,a_f8c48ede,Jim Richards
ac_e3503a73,0,a_72b3ad5b,Richard Myhill
ac_e6b08378,0,a_d8cf8758,Anthony Robbins
ac_bdf2410f,0,a_11761fba,The Weakerthans
ac_b48101cb,0,a_5e8b4e0f,Caleb Storkey
ac_f8de40d0,0,a_864a091e,Paul Grabowsky
ac_bf9323e3,0,a_2fe2a59a,周杰倫
ac_c1ff019b,0,a_a117a1d8,Rick Seratte
ac_c1ff019b,1,a_bf5a9e7e,Les Dudek
ac_145b6eb4,0,a_c3cd1220,Annie Herring
ac_7fbbc48a,0,a_30a00ca7,Hemlock
ac_8b9c7243,0,a_ef2a1bd7,Calling All Heroes
ac_22122b84,0,a_e2612e12,Cheap Trick
ac_0d5156be,0,a_4e2be62f,Anne Hills
ac_09af3eb5,0,a_c0983a88,The Spaniels
ac_0e9405b7,0,a_f7d31d6e,Frederick Jason Kron
ac_0e9405b7,1,a_21d40312,Tal Bergman
ac_488eb760,0,a_0e6ccfbe,Twila Paris
ac_4e0e2904,0,a_22ae0be3,Eddie Izzard
ac_eab6f4c8,0,a_2017b319,Shannon Wright
ac_7b37fd85,0,a_91ef53d6,Harry Bluestone
ac_562852c2,0,a_c758de44,GG
ac_61252f68,0,a_44866050,Never Get Used To People
ac_6243e5a4,0,a_9284011e,A Sunset Diary
ac_1727a72a,0,a_c22fd2cf,Lesley Garrett
ac_cfbb5413,0,a_00041c23,AmyrS
ac_f06787ac,0,a_68b63aff,Les Brown
ac_796a980d,0,a_4ecda2e7,Unitas
ac_cff8f715,0,a_1175c6b5,Mörglbl
ac_a58b4c39,0,a_a04c75de,J Place
ac_61623a7a,0,a_1b47772f,Madder Rose
ac_4ad961df,0,a_63ed568f,Marion Meadows
ac_23a2dd3b,1,a_4accd450,Cypha
ac_23a2dd3b,0,a_833b4509,Malcolm Lockyer
ac_de68c1ef,0,a_6d13cb13,Vakkuum
ac_5f83c30f,1,a_b758b788,iNTROSPEKT
ac_5f83c30f,0,a_280aa50a,Bored Lord
ac_b8234278,0,a_d164dc27,Insomnia FM
ac_bfcda8ed,0,a_1dd6b364,Nitrocris
ac_cfc23433,0,a_1f9d5015,Kayo Dot
ac_7e37e835,0,a_6585fff0,Judge Smith
ac_c821d938,0,a_3f3fbec2,Juicy Lucy
ac_069ba86d,0,a_12f269bd,Frank Sinatra
ac_68aaf8f3,0,a_ac728a37,Red  The Red Hots
ac_d8089c55,0,a_c434d617,STARFIRE
ac_0530f3d9,0,a_a36da45c,JJ DOOM
ac_c5df70cb,0,a_f0500a6c,Tiger Helicide
ac_9c4ac9cd,0,a_04abd38d,Sid Catlett Quartet
ac_9c4ac9cd,1,a_f05a6aa9,Ben Webster
ac_90baf500,0,a_ff72141a,Cause 4 Concern
ac_8e706c4f,0,a_42640809,Gaetano Donizetti
ac_2c78f4d9,0,a_b64debf3,Ian Boddy
ac_efd56687,0,a_0e6e0520,Key to Arson
ac_03f71518,0,a_48d307d6,New Radiant Storm King
ac_16272f9e,0,a_e87630a5,Biltmore Dive
ac_55fb0366,0,a_ca67576e,Caroline
ac_289f2404,0,a_c4af3b18,Cécile Bergame
ac_ddcdcd26,0,a_2718233a,Café com bobagem
ac_23fb20f1,0,a_03277211,Kevin Costner  Modern West
ac_9904ad83,0,a_7aa2cbde,Charlotte Cornfield
ac_33405146,0,a_f346d61f,Rocco Raimundo
ac_3f7cc3ee,0,a_0640e21d,Giuseppe Verdi
ac_3b874446,0,a_82035f16,Camper Van Beethoven
ac_a75c878c,0,a_16019ccc,Marc 4
ac_e8845126,0,a_a47c31db,Bobby Peru
ac_f05384db,1,a_2327570b,Eric Hammerstein
ac_f05384db,0,a_6933c04a,London Promenade Orchestra
ac_ab78581b,0,a_26386326,Milieu
ac_8e3ad61b,0,a_c3d8540d,Yö
ac_b3e65ece,0,a_97e2a6c7,SansFin
ac_54746eeb,0,a_8beb438d,Space Master
ac_017b6b83,0,a_c14d645a,Paddy Noonan and His Grand Band
ac_ffa2f30e,0,a_21fab1d7,The Gentle People
ac_cdb609d8,0,a_e73c3297,Pit Baumgartner
ac_c6bbe4a1,0,a_3c90b850,Gossos
ac_3c5ca591,0,a_3be67775,Hurriganes
ac_71b685aa,0,a_9f463436,Heinrich Lübke
ac_68ee871a,0,a_44633691,The Flirts
ac_e9509dc9,0,a_28fe9c1a,Irwin Goodman
ac_be8e4a32,0,a_67c618a5,Roberta Miranda
ac_510b8219,0,a_c4625f9e,Philippe Robrecht
ac_59721a47,0,a_a799166d,GRICE
ac_8a39403f,0,a_f4875dab,John Valby
ac_ed30d3bb,0,a_77ed3697,Dead Ghosts
ac_eb63b7b5,0,a_e80e6015,Russian Love
ac_6c316000,0,a_facbd9d0,Cock and Ball Torture
ac_eb1947c2,0,a_0e0e1a37,The Whigs
ac_bc63ae2d,0,a_65ec0e74,Rob
ac_ea8284c7,0,a_9dce39d0,Hugh Moffatt
ac_a146d460,0,a_a0a44724,Xenoscapes
ac_5935bccf,0,a_cb8d323f,Indigolapsed
ac_963ca327,0,a_d06ddf6e,Игорь Фёдорович Стравинский
ac_6470da1d,0,a_eb37a28d,The Speaking Canaries
ac_db65334d,0,a_dcef8c59,Psy 4 de la Rime
ac_8b1dd275,0,a_3a539af3,Gen Rosso
ac_5a5cd420,0,a_768ecf63,Johann Nepomuk Hummel
ac_243f6778,0,a_2ad36366,Back to Earth
ac_c30c5faf,0,a_98167130,Hilary James  Simon Mayor
ac_7f86b600,0,a_cf456714,Die drei 
ac_86a30234,0,a_74be6d85,Pianoheadz
ac_7a45df76,0,a_4dabe504,The Similou
ac_b9eecc92,0,a_299ae57a,Yardbeat
ac_3ad73bb7,0,a_cdcca659,Tom Lagana
ac_d5863638,0,a_b472a872,Remulak
ac_01484ef2,0,a_f2938a4e,Brad Walsh
ac_fcdeccec,0,a_a776bf1d,Hanagorik
ac_fd9f4244,0,a_e6660cf2,Swiz
ac_f84ab6fa,0,a_98548e16,BrazIll
ac_444e5f65,0,a_1601600e,Blasé DeBris
ac_048c028b,0,a_16ba3609,Halogen
ac_e4840b3c,0,a_a5379eb8,Junior Brown
ac_f2e18c38,0,a_0e87072f,Tobias Stephan TS
ac_0d8715e7,0,a_8c93cced,K J Yesudas
ac_997516b1,0,a_599334eb,The Notes and Scratches
ac_3d3c21c8,0,a_14a7b9e1,Kula Shaker
ac_b4604d54,0,a_49cf4215,Rosario Bléfari
ac_96271402,0,a_1d113770,Sertab Erener
ac_96271402,1,a_4a8fb825,Voice Male
ac_47634329,0,a_eb3d4985,Secret Silence
ac_1b9f0609,0,a_4bbdc8f0,Necrodeath
ac_da09d219,0,a_8f363c86,Jack Trombey
ac_95f829ac,0,a_c4b97d85,Пропаганда
ac_59d1cbf7,0,a_f081e34f,Annikki Tähti
ac_3bf48313,0,a_863a25c8,Kaosloge
ac_3cdf0d59,0,a_7ffdfcb1,MaJiKer
ac_440cf3d0,0,a_d91bd503,Joy Division
ac_234c9685,0,a_feadfd5f,Hany Shaker
ac_ad120977,0,a_1a31e6f1,Chantal Goya
ac_3deaea1c,0,a_c8d6d673,Stare Dzwony
ac_2af6a226,0,a_09d2cd8c,Al Capps
ac_f6336b52,0,a_e72021b9,African Head Charge
ac_ee464556,0,a_f9dddabe,Alexander Curly
ac_387b577d,0,a_3c89884e,City Comma State
ac_052874cc,0,a_e505bd92,Wingy Manone All Stars
ac_e1c791cc,0,a_67d7be8a,Trikot
ac_5e32f620,0,a_47c7f7da,Juno Reactor
ac_6dc41183,0,a_031084b4,XTC
ac_7e908c43,0,a_04ec3d9f,光田康典
ac_0a18de86,0,a_5357f89d,Gefilte Fist
ac_a15fded0,0,a_674f73e9,Junior Kelly
ac_aa9625b1,0,a_723325bc,Chuck iNDigo
ac_41876c42,0,a_6927d43f,Taktici
ac_b0e7f846,0,a_6c940e2a,Christian Smith  John Selway
ac_69c98743,0,a_91473e65,CATACOMBZ
ac_a43b836b,0,a_66c37659,Athlos
ac_82afe5c0,0,a_93279281,Rainer
ac_3dd271a6,0,a_67f3ad0e,Antonio Vivaldi
ac_481f1275,0,a_2ad7b998,David Bazan
ac_087089b6,0,a_95cdb897,Steven Wray Lobdell
ac_891d804e,1,a_3b6bde06,National Philharmonic Orchestra
ac_891d804e,0,a_75612e92,William Kraft
ac_22609131,0,a_94d60a9e,Triumvirat
ac_3c018926,0,a_27e444ec,Cyberaktif
ac_4ace1f7f,0,a_7076c023,projectDelta
ac_7747be66,0,a_3dbd7633,迪克牛仔
ac_19611d27,0,a_b0e96060,Barbara Casini
ac_19611d27,1,a_cc0d182d,Phil Woods
ac_19611d27,2,a_9cb67ddd,Stefano Bollani
ac_74cfb51e,0,a_f7fe0795,Mikko Innanen
ac_74cfb51e,1,a_776a9a83,Mika Kallio
ac_987443a2,0,a_c618cdbe,The First
ac_784f6b87,0,a_2ca5f91d,Nine Minute Snooze
ac_8fc8a79e,0,a_b52ee899,Sway
ac_aa105632,0,a_11fee470,The Forester Sisters
ac_e73f339a,1,a_72bffb5a,Xande de Pilares
ac_e73f339a,0,a_967a308a,Diogo Nogueira
ac_413685fa,0,a_c3f86f45,佐橋佳幸
ac_66dcb100,0,a_9a696178,Sin Eater
ac_734bf028,0,a_0b717e60,Muddy Waters
ac_734bf028,1,a_5cf2e865,The Rolling Stones
ac_3bcb6585,0,a_ce467cc8,Pop Levi
ac_87bff406,0,a_33a8d281,Simon Webbe
ac_b9e80615,0,a_1075829b,Rachelle Spring
ac_c7619a8e,0,a_ab0710fc,Taliándörögd
ac_a0e5dad3,0,a_2e7b54b6,Robert Leiner
ac_eb5166c4,0,a_90fc79d2,Bluatschink
ac_4a273c15,0,a_b4b25b56,Nick K
ac_ac2ee0e7,0,a_0aa8ad46,三遊亭金馬
ac_7b50f1e9,0,a_0735450a,Ingrid Jensen
ac_e6f36904,0,a_9b0463ca,Gary Lamb
ac_8b0cc423,0,a_71988176,Fairport Convention
ac_66a6f90a,0,a_841226b3,The Magnetic Fields
ac_a3c5eb50,0,a_81ca2a7c,Fst
ac_c501eb57,0,a_b0745958,Dear Reader
ac_5fcb2d7a,0,a_739624af,Erci_E
ac_2e72f381,0,a_7d974da7,The Smallgoods
ac_76a4bad9,0,a_c79efbfd,Khuli Chana
ac_ca8c3c4f,0,a_70d41f8e,Acid_Lab
ac_ca8c3c4f,1,a_562613aa,Akinsa
ac_fc2ce505,0,a_d5acdfb0,Joan of Arc
ac_9baddbb3,0,a_8c2fcc15,Salamander Crossing
ac_7bad993e,1,a_36b77c8b,Jason Lescalleet
ac_7bad993e,0,a_6878d50f,Jason Kahn
ac_942502e9,0,a_c6bcefb6,Mo Scott
ac_6d92ebfa,0,a_7db54b4c,Only Thunder
ac_953c60d7,0,a_284d351d,Ferrara
ac_2dfb04cf,0,a_47b0b2cb,The Radio Band
ac_29f34915,0,a_9ff42d3e,Vulgaires Machins
ac_d2424641,0,a_6a4ae6f2,Christopher E Hajian
ac_d2424641,1,a_30b38d43,William Franklin Lee
ac_813dffb5,0,a_2719ba2a,Spencer Dickinson
ac_9086d3fe,0,a_47f21f71,Hux Flux
ac_0fdc85d0,0,a_65ad08b9,Muziek Piet
ac_bafde72c,0,a_fea1d8ec,The Klezmer Conservatory Band
ac_9f02d047,0,a_7a01e395,James Last
ac_345615cb,0,a_3b314747,Mia Martini
ac_6cb29a5b,0,a_38953073,Black Ox Orkestar
ac_f7af1b82,0,a_8b5f68c0,Damu the Fudgemunk
ac_731e3ef9,0,a_62e5317e,Harem
ac_82295188,0,a_466dcbca,Anael
ac_3913573c,0,a_73377af0,Mountain Heart
ac_f597542b,0,a_2ba32fc7,Psychoterror
ac_6f5740d2,0,a_e931183b,DJ Rap
ac_6f5740d2,1,a_32f079b4,G Squad
ac_b4943718,0,a_e04d95fb,Alex Mauer
ac_5214751f,0,a_26f30740,Big Country
ac_4c1092d6,0,a_a218202d,Marcus Peppiatt
ac_019c2d51,0,a_ff1fcc0a,The Japanese Popstars
ac_b87eb951,0,a_4337fc87,Calexico
ac_c5a23a9f,0,a_4512e368,Hot Buttered Rum String Band
ac_6efbbbbd,0,a_59b8a9c2,Harmonie de lAFREUBO
ac_c011efb0,0,a_9c291653,Don Moen
ac_a5238526,0,a_8c492d8d,Francis Poulenc
ac_ae4e15b2,0,a_d5b23792,Arvingarna
ac_925069a1,0,a_2eaf2960,Persiana Jones
ac_1fc1709c,0,a_3ac857ba,Chris Weeks
ac_0e071a9f,0,a_f6ef5009,Toires
ac_2b4c0bb5,0,a_52f78583,Les Basses Réunies
ac_4d554757,0,a_46ced014,Bethany Curve
ac_52a1ee62,0,a_ddfc004b,Meth Teeth
ac_09b55704,0,a_f9dde261,Jacek Kaczmarski
ac_d562e4b0,0,a_40e89708,Suffocation
ac_5112e020,0,a_abd4f501,Thin Lizzy
ac_a60d23fc,0,a_edf7ea9f,The Squires of the Subterrain
ac_f57a87f1,0,a_0b469329,Irena
ac_e8d2d352,0,a_6eaf4bfe,A Certain Ratio
ac_02303fd1,0,a_cdd0c5e4,My First Days on Junk
ac_cab1ad35,0,a_9ec025ea,ESG
ac_3417cd41,0,a_c9cb74b0,Thieves Like Us
ac_ddcdc139,0,a_786fab6b,Jenny Wilson
ac_b6e7dfad,0,a_28cf57f0,Rorschach Test
ac_4d593b7c,0,a_c9947d30,Iconoclast
ac_529b8529,0,a_41d64f2b,Alien Sex Fiend
ac_cd365edb,0,a_ae79bfa5,Voyager
ac_97964f82,0,a_2cf7b630,Earle Hagen
ac_066d04f0,0,a_f051373d,Majai
ac_f697278b,0,a_418df346,Beat Service
ac_43867fc0,0,a_e1820081,Los Fabulosos Cadillacs
ac_820ca009,0,a_28fb01ad,NICOTINE
ac_eabdcfdb,0,a_57eb46d1,Sterac
ac_a9396ee6,0,a_02b082b2,Indoctrinate
ac_1f2b14e3,0,a_3b03fda5,The BBC Big Band
ac_03a3e1e6,0,a_93e7594e,The Gladiators
ac_0c45fba9,0,a_f7b92a18,Orhan Gencebay
ac_c46d7714,0,a_c58e1a79,Mince Pye
ac_9b79c68b,0,a_97bc77ba,Chernabogue
ac_7fc16e86,1,a_9ee9013f,Elia Cmiral
ac_7fc16e86,0,a_7426d754,Jeff Danna
ac_6c8b94f3,0,a_1e05b24c,Turbopótamos
ac_aa648c8c,0,a_1bd0d017,Bloody Tears
ac_2063d653,0,a_fc01281c,Alice Tlustos
ac_3d50b42e,0,a_7f0935f0,Devin the Dude
ac_64c99ec0,0,a_a9fc3bff,Debbie Wiseman
ac_4b1286e1,0,a_d839ce1b,Eero ja Jussi
ac_4b1286e1,1,a_6157636c,The Boys
ac_7dfef639,1,a_2a597b66,Shoboat
ac_7dfef639,0,a_9d342d7d,Ampichino
ac_7dfef639,2,a_d60ac8e1,Bird Money
ac_aba6703a,0,a_936ac23f,Lars Lilholt
ac_19b8cf8c,0,a_d3565dfd,Halia Meguid
ac_f9dadf3e,0,a_94ed71c2,Wolf Ram Heart
ac_0e00f0c2,0,a_440c2bcc,Dance Club Massacre
ac_65cbeaa5,0,a_f2141434,Johann Bley
ac_277c4f73,0,a_a4fc109d,Junior Murvin
ac_3693591d,0,a_2be9fba8,sam
ac_02fa54c7,0,a_2825176e,Orquesta Uribichá
ac_cfe8a0b7,0,a_c0be9945,Boom
ac_cfe8a0b7,1,a_3825e7cb,Peak
ac_193569ee,0,a_9c18002b,Under
ac_2133ed67,0,a_66ece48d,Ayn Rand
ac_a7b7e8fe,0,a_f5c1ce92,Gold City
ac_f0d708e7,0,a_66f28578,若原一郎
ac_657ba73d,0,a_ee138727,Martin Mull
ac_6fa7d323,1,a_fb39caca,eMU
ac_6fa7d323,0,a_4eeafa8d,Scheibosan
ac_6fa7d323,2,a_2067b18f,Stereotyp
ac_cd29ab66,0,a_9bc3d980,Jason Bradley Livesay
ac_589f5ad6,0,a_64134e07,Matthias Reim
ac_ffde473e,0,a_ce99d82c,One Hundred Steps
ac_0495acd6,0,a_2f69617f,Fear Condition
ac_a7ce39aa,0,a_c4b27488,Feathermerchants
ac_ab4b81b0,0,a_a0615cb4,BeeBee
ac_44acfad0,0,a_c10d4fba,李泉
ac_a8c8a694,0,a_fa3a94f1,Porous Orchestra
ac_768ef90a,0,a_eec6f084,עפרה חזה
ac_d4613953,0,a_83136b34,Aquarium Rescue Unit
ac_3688f70a,0,a_056df612,Bill Jones
ac_58db75fc,0,a_2804e75c,Gisèle Favre
ac_d387356d,0,a_c61213e2,CygnosiC
ac_0d9c8a55,0,a_4a139cf8,怒髪天
ac_0f7af149,0,a_d16c2c9a,BlackBud
ac_7253b846,0,a_6a6a61dd,Foreigner
ac_d5cb979d,0,a_bb96fd97,OLamm
ac_a3885a8b,0,a_515fcc10,Young Mozart
ac_5bcdf5ed,0,a_34baecfa,Cirius
ac_189f3533,0,a_52abfd02,James Luceno
ac_5e4d7003,0,a_74197a3a,Deuce
ac_c19ca1d5,0,a_27ff9fdf,Denison Marrs
ac_10c2585d,0,a_77933bda,Benjamin Wallfisch
ac_a710f77d,0,a_d80e6719,John Waite
ac_4dde70d5,0,a_deda0d29,The Hollies
ac_1cfeee23,0,a_df22fab4,白鳥英美子
ac_764c8a69,0,a_6c17ebc9,Blues Mobile Band
ac_07a399d3,0,a_913f3172,Xolotl
ac_d66b3a06,0,a_033fb291,Elegy
ac_d1100a4f,0,a_74f07647,Tracey Thorn
ac_bcdbf4d0,0,a_1a7d7015,Timm  Gordon
ac_e8915883,0,a_3175da76,Dwight Yoakam
ac_c3b7fc18,0,a_1752007c,Cyclefly
ac_740c2b5c,0,a_8bce38e7,Richard Ashcroft
ac_084eba13,0,a_ea0245c9,Jamey Aebersold
ac_d09b61ca,0,a_32cadd6f,Die Apokalyptischen Reiter
ac_02e227d1,0,a_37b22051,The Countdown Mixmasters
ac_fa3afabc,0,a_073d1a93,劉若英
ac_2b82bd1c,0,a_b4ded617,Trio Irakitan
ac_869c3091,0,a_4d916eb8,J Wheeler
ac_869c3091,2,a_0c035a9f,A Warda
ac_869c3091,1,a_da6ad745,Damir Price
ac_05b276ac,0,a_2668cd8f,Rashad
ac_05b276ac,1,a_ba6787a0,Confidence
ac_eada0093,0,a_f7feb102,Marco Antonio Solís
ac_a8370555,0,a_e731f6c7,upStructure
ac_6b919bf2,0,a_a2b7486f,Päivi Paunu
ac_3cba556f,0,a_4f037807,John Peel
ac_3cba556f,1,a_4467f752,Maureen OBrien
ac_3cba556f,2,a_3b28e2e1,Nicholas Briggs
ac_2a55203f,0,a_c4fd46e8,Avey Tare
ac_0a926003,0,a_aa1c809c,FEWS
ac_be694e7e,0,a_5c50fa18,Mammoth
ac_cb3ba91f,0,a_02018f2f,Male or Female
ac_a4d04f09,0,a_e233a292,Deventter
ac_0356351d,0,a_87f63abf,Anatomi71
ac_13a263ac,0,a_a578ca32,Megadeth
ac_502fced6,0,a_dd996133,Shu•bi•dua
ac_9674a141,0,a_84a87cab,Celestial Aeon Project
ac_4b1d0077,0,a_069fa687,After Meridian
ac_ab7c6a64,0,a_cc4cec30,Strange Angels
ac_cedfd330,0,a_dc28f6d3,Way Out West
ac_49e8bafa,0,a_1a89598a,Nacho Rodríguez
ac_bc05be85,1,a_71aadc31,Pete Mason
ac_bc05be85,0,a_336c8f1e,Goldham John
ac_a8115cdb,0,a_68be0d34,Smilers
ac_2c44496c,0,a_e1d5da1a,Tynator
ac_770c4dc6,0,a_d54bdc1a,The Skatalites
ac_7854a96b,0,a_19ab2415,Coen Bais
ac_0d137589,0,a_70939c4a,Brandon Miles
ac_de4345ad,0,a_25982a6c,たかな
ac_2a40c437,0,a_5ab83cee,traditional
ac_df6f6c01,0,a_ee76d8ed,Mysteria
ac_00040ede,0,a_eea4ce4e,Dream Theater
ac_00c30f23,0,a_3a2fde99,George Brooks
ac_1a24074c,0,a_7e0eded4,Manikin
ac_3d02fc48,0,a_db1ba141,The Itals
ac_4c4c04a9,0,a_b48f3d7a,Malcolm Arnold
ac_d046c138,0,a_2047f390,Boppin B
ac_d881b782,0,a_65a374a7,Shandon
ac_3214d4f0,0,a_5d28bbcf,Jean‐François Dandrieu
ac_066160f1,0,a_6841efc1,Γλυκερία
ac_efd907d5,0,a_d21b715b,Nick Jagger
ac_06cefc46,0,a_e2442219,Daco
ac_41e2e2e2,0,a_b6c20a0a,Frontier
ac_6c5f3aa7,0,a_b2a5e744,Sharon Lois  Bram
ac_00d8e8c5,0,a_a7a24a56,Tim Janis
ac_9c289afa,0,a_3b6b48f1,Deep Dish
ac_3f62d2d6,0,a_4df9e8ff,Marvin Etzioni
ac_db7e5f82,0,a_fb1b66b0,Fryderyk Chopin
ac_b69b7ce6,0,a_8b0e8bd8,Paul Shaw
ac_b69b7ce6,1,a_ee897308,David Rogers
ac_6dbdfce5,0,a_3ccebafc,Lesser
ac_09f01647,0,a_e966c99c,Fishtale
ac_94b39545,0,a_f0ef54e0,Andrea Polli
ac_4d3267cf,0,a_f7e217f5,Thyrfing
ac_cd1cd044,0,a_231f540f,Luxus Leverpostei
ac_a5a5a6a0,0,a_8bb3b1e9,Mad Mav
ac_b0c48c2c,0,a_a1dfb622,Rolfe Kent
ac_81c849de,0,a_275208ab,Bitch
ac_d66f79e2,0,a_b50c18a9,Green on Red
ac_76f282a1,0,a_8b026464,Son Volt
ac_05ae4b0f,0,a_0691a833,Caravan
ac_a095a478,0,a_028098af,Slayer
ac_1b996612,0,a_81eb2086,Društvo mrtvih pesnikov
ac_a8b5e2f5,0,a_b31675f8,Sean Hughes
ac_a1bcd13d,0,a_29b402cd,Svensk standard
ac_e8a3dd27,0,a_0d014aa8,Suede
ac_1de794c2,0,a_3c6788b7,Electronic
ac_4faccd6b,0,a_c86a47f5,Livingston Taylor
ac_6ed37687,0,a_db342071,Stephan Sulke
ac_6ce72590,0,a_bc608ffe,Борис Гребенщиков
ac_6ce72590,1,a_03bd40ef,Андрей Макаревич
ac_395ff6a3,0,a_62f3a15d,The Open University
ac_2f3c1c66,0,a_cba144b0,Andrea Jürgens
ac_0106035a,0,a_787c3af9,Secret Mommy
ac_a0dc67b4,0,a_66e4433f,Lento
ac_e5d45483,0,a_47c7790a,Fats Domino
ac_6713c42b,0,a_7eb855cb,Carlos Di Sarli
ac_a8b9d6af,0,a_749e2eea,Erol Parlak Bağlama Beşlisi
ac_9d52a5fa,0,a_df6fa5a2,Uzi
ac_154b621e,0,a_fc4a1a76,Fondo Flamenco
ac_0d30489b,0,a_9185bd45,Clubworxx
ac_b3ae52cc,0,a_b8f13fea,Kate MacLeod
ac_38828790,0,a_bc63a30d,新垣結衣
ac_1c436a85,0,a_13d50323,Gabriel Fauré
ac_68b73110,0,a_a59f3c9a,The Vichy Government
ac_60ee9dea,0,a_72cbdc1a,Ada Milea
ac_e9300724,0,a_9da0b7d2,Tre allegri ragazzi morti
ac_fa15717f,0,a_0af46605,Yakup Ekin
ac_9fc2663f,0,a_1ae372aa,Blueprintmusic
ac_7d55bac3,0,a_362afe93,Cadillac Angels
ac_9b163a3f,0,a_3b75adfb,Dennis Brown
ac_b1b90c6c,0,a_09233903,Dream of Eden
ac_3bd96d89,0,a_7a91691c,Tripod
ac_48ea1d5c,0,a_3f5ffae3,Denez Prigent
ac_791e6c83,0,a_b5ba4089,Kai Lüftner
ac_865f4e33,0,a_5fa2ecbf,Calibre
ac_2f534eaa,0,a_d6412b8b,Бригадный подряд
ac_328be3d1,0,a_6525f7d6,Hanan Harchol
ac_a218eb7e,0,a_7ce6f871,DJ Pagan
ac_b5b148ce,0,a_5e5ea3dd,Dashboard Confessional
ac_2f172dcd,0,a_74b83466,Racy Grace
ac_8cfcf232,1,a_ba255fc8,Rant
ac_8cfcf232,0,a_8aff519e,The Panacea
ac_99e51e9f,0,a_e49caf81,All the Madmen
ac_52e7fc61,0,a_b6653b1b,Darius Brubeck
ac_f706c931,0,a_83fbd05d,Spangle call Lilli line
ac_71b291c3,0,a_c2833a52,John Pizzarelli
ac_9786318c,0,a_c44c9f9f,Movietone
ac_3d499aef,0,a_f884bc38,Julian Cope
ac_56ec8ad6,0,a_c0efb407,Inepsy
ac_f8fbcbc3,0,a_75ad0c96,Råd Kjetil and The Loving Eye of God
ac_aa6205c9,0,a_ee5b7c63,Ed Gungor
ac_2d653f3f,0,a_82c4f8cf,Mike E Clark
ac_2c8096d7,0,a_9f9832b3,Savage
ac_c9dbc833,0,a_5e955034,Cradle of Spoil
ac_f7a4f09e,0,a_bd9cbde8,Cauzndefx
ac_ae048f34,0,a_e4e36e7d,Rachel Hughes
ac_1a619060,0,a_f8e344a3,The Supremes
ac_1a619060,1,a_33991372,Four Tops
ac_b084fc26,0,a_15e54314,Cripple Mr Onion
ac_77b19bab,0,a_202e8f1c,Internet Forever
ac_9fdaf001,0,a_a37020f8,The Godfathers
ac_a898e756,0,a_6430a90b,Carlos Gardel
ac_279a2daf,1,a_aeddaafa,George Mraz
