release,name,barcode,status,packaging,language,script,quality
rl_5071cc38,Ultimate 80s 1980  1984,5099798795729.0,Official,,English,Latin,1
rl_836e2049,Complete Mozart Edition,28946466025.0,Official,Other,Multiple languages,Latin,1
rl_ff7f32f8,Ambient Chillout Mix 1,,Bootleg,,English,Latin,1
rl_90bab66c,Figure 8,600445022522.0,Official,,English,Latin,1
rl_fbcbcbd2,The Braun MTV Eurocbart 08 Volume 12,724382781226.0,Bootleg,,English,Latin,1
rl_aebaba7d,Im Original Glenn Miller Sound,,Official,,English,Latin,1
rl_6b62a73a,Angels With Us,634479563461.0,Official,,English,Latin,1
rl_71fbb858,Hark How the Wild Musicians Sing The Symphony Songs of Henry Purcell,34571167503.0,Official,Jewel Case,English,Latin,1
rl_b03f34d3,Tap the Red Cane Whirlwind,,Official,,English,Latin,1
rl_2a3428eb,Élő 2008,,Official,Other,Hungarian,Latin,1
rl_0092d273,SONOIO Bkue Demos,,Official,,English,Latin,1
rl_33cb0999,Giving Somethin9 Back,791022007022.0,Official,Jewel Case,English,Latin,1
rl_52a85eb1,Radio Lupo solitario,,Official,,Italian,Latin,1
rl_83506e54,FINAL FANTASY TACTICS Original Sound Track,4988601460446.0,Official,,Multiple languages,Multiple scripts,1
rl_abd5173c,The Times They Are A Changin A Tribute to Bob Dylan Volume 1,,Official,,English,Latin,1
rl_4aa9294d,In the Name 0f Love,,Official,,English,Latin,1
rl_84acfa9f,シングルV「Ambitious 野心的でいいじゃん」,4942463519995.0,Official,,Japanese,Japanese,1
rl_8d1b2b43,Bauern und KaffeeKantate,4001408436312.0,Official,Jewel Case,German,Latin,1
rl_50a025a2,Reggae,,Official,,English,Latin,1
rl_3fd05ed8,Mehr Jazz sagten die Frauen,9783906547374.0,Official,,German,Latin,1
rl_5b173b9e,OxCompilation 95,,Promotion,CardboardPaper Sleeve,Multiple languages,Latin,1
rl_70b8ddb4,Rolling Stone Rare Trax Volume 23 Funk Off Black Grooves From the 70s,,Promotion,,English,Latin,1
rl_0e6e63ba,Asking Abby,,Official,,English,Latin,1
rl_ed74a018,Logical Progression,42282873927.0,Official,,English,Latin,1
rl_2c704939,Personalldade,,Official,,Portuguese,Latin,1
rl_ad194a8c,Horrorous State of Anatomical Decomposition,,Official,,English,Latin,1
rl_787b14f6,The Terminal Original Motion Picture Soundtrack,602498628751.0,Official,,English,Latin,1
rl_6fbe62aa,My Lost City,506007960908.0,Official,,English,Latin,1
rl_50437051,Shorts  Links  Stings 1,,Official,,English,Latin,1
rl_d20e6c82,DLK,,Official,,Swedish,Latin,1
rl_637739cc,19981027 Fox Theater St Louis MO USA,,Bootleg,,English,Latin,1
rl_6c55cabb,36th Annual Christmas Concert,,Official,Jewel Case,Multiple languages,Latin,1
rl_7f267d4a,Hän lähtee tanssiin,6417924112025.0,Official,,Finnish,Latin,1
rl_20b64a96,Get the Picture,,Official,,English,Latin,1
rl_7e602b09,We Might Coloide,,Official,,English,Latin,1
rl_462602ff,Αντικατοπτρισμοί,,Official,,Greek,Greek,1
rl_4dac94a3,Retail Beds 2,,Official,,English,Latin,1
rl_4c05d263,A Series of Unfortunate Event5 Book 11 The Grim Grotto,,Official,,English,Latin,1
rl_de8ff181,Oro incenso  b:rra,42284112529.0,Official,,Italian,Latin,1
rl_3a84ef8b,Experiments,4260170636478.0,Official,,English,Latin,1
rl_ad48925e,Winterweihnacht mit Panflöte,9002986542940.0,Official,Jewel Case,Multiple languages,Latin,1
rl_57ae6561,Wenn der weiße Flieder wieder blüht,4049774280481.0,Official,CardboardPaper Sleeve,German,Latin,1
rl_e99b497b,The Playlist Volume 1,,Official,,English,Latin,1
rl_188b6c29,Boogie Man  Boogie Chillun,,Official,,English,Latin,1
rl_7aeebf9b,Into Red,,Official,,English,Latin,1
rl_ba87242d,Laying Silks and Satins on My Heart Volume 2,,PseudoRelease,,English,Latin,1
rl_14955a47,Mine  A Miriecraft Parody,,Official,,English,,1
rl_37195e31,Black Mahogani,689781205028.0,Official,,,Latin,1
rl_f74be15f,Das magische Baurnhaus Folge 51 Der König der Mayas,9783867427814.0,,Jewel Case,,,1
rl_03a518d8,Donkey Kong Country 2 Diddys Kong Quest,,Official,,English,Latin,1
rl_4e6377c8,Lavin in Wait,,Official,,English,Latin,1
rl_5d91fb5f,Rum  Rodeo,,Official,,,Latin,1
rl_0a64a347,Empty Rooms,,Official,,English,Latin,1
rl_1291b4e5,Badmen Butchers and Bleeders,,Official,,English,Latin,1
rl_28dd398e,The First Last EP,,Official,,English,Latin,1
rl_626db5e7,Junior High,715187778320.0,Official,,English,Latin,1
rl_7394c0cc,Wuthering Heights,,Official,,English,Latin,1
rl_fc6fe4d7,Featuring Carlo Brunner  Gäste,,Official,,German Swiss,Latin,1
rl_ca8ac938,Doctor Who Daleks The Chase,9781408468357.0,Official,Jewel Case,English,Latin,1
rl_ad8a7705,Golden Classics,,,,English,Latin,1
rl_0b0e1e62,Do Not Tailgate,5033197231327.0,Official,,English,Latin,1
rl_fd37a230,At the End of This Road,,Official,,English,Latin,1
rl_9d2a58b6,Polonaises 19,28942070424.0,Official,Jewel Case,English,Latin,1
rl_ab1d898c,The Ruby Braff  George Barnes Quartet,,Official,,,,1
rl_d54238f1,Swinb  Sweet,,Official,,English,Latin,1
rl_740f00b7,All the Lovely Losers,,Official,Jewel Case,English,Latin,1
rl_fca27398,Nightvision,5413356824728.0,Official,,English,Latin,1
rl_7f413a2a,Citizen Kane,91772178820.0,Official,,English,Latin,1
rl_d5cab028,Star Wars Cloak of Deception,,Official,,English,Latin,1
rl_e56a59d2,Gangrene Tambourines,,Official,,English,Latin,1
rl_0defac6e,San Francisco Jazz Festival CD Sampoer 96 Volume 1,,,,English,Latin,1
rl_d8e4f76b,Pale Witcbery,,Official,,English,Latin,1
rl_12c1ee34,Sound D3sign,,Official,,English,Latin,1
rl_490bc52a,Więcej żagli,,Official,,Polish,Latin,1
rl_d48f40f2,And All That Could Have Been,4988005292780.0,Official,,English,Latin,2
rl_ad30d2e6,Iri C,,Official,,English,Latin,1
rl_0cc1c4da,The Porter Street Tapes,,,,English,Latin,1
rl_b4ec5da3,Meus Momentos Volume 2,,Official,,Portuguese,Latin,1
rl_ec53e8e9,BD Blues 19481951,826596071824.0,Official,Other,English,Latin,1
rl_4a453dd9,19940903 Folky nefolky Helfštýn Czech Republic,,Bootleg,,Czech,Latin,1
rl_06948389,The Works,,Promotion,,English,Latin,1
rl_1a3dde00,Vaknållt in Di,,Official,Other,German,Latin,1
rl_3f2ce848,Vision of Eden,600028430225.0,Official,Digipak,English,Latin,1
rl_8e4692a7,September 22nd  Avgust 3rd 2010,,Official,,English,Latin,1
rl_1ea6ac2d,New A9e Music Vol 4,8711913293657.0,Official,,English,Latin,1
rl_3bb7f55f,New Age Mus:c Vol 4,8711913293657.0,Official,,English,Latin,1
rl_a9082473,Promo5 5 Kidz Stuff,,Official,,English,Latin,1
rl_ebad178f,Doc Powell,,Official,,English,Latin,1
rl_6db2afca,Gone Co7ntry,4260170634566.0,Official,,English,Latin,1
rl_023e3cf0,Gone Covntry,4260170634566.0,Official,,English,Latin,1
rl_5cbf9496,The Trailer Collection Volume 1,,Official,,English,Latin,1
rl_36731dd5,The Element of Surprise,728028149241.0,Official,Jewel Case,English,Latin,1
rl_5a1b62c7,Shooting Stars The Dollar Collection,,Official,,English,Latin,1
rl_3f5cdcb2,My Life Part w,,Official,,English,Latin,1
rl_af3c704d,The Gold Coast EP,,Official,,English,Latin,1
rl_dd860f6e,¡YA,5051442902723.0,Official,Jewel Case,Spanish,Latin,1
rl_ec6f100c,Smile  Shine,,Official,,English,Latin,1
rl_fc234e7d,Sound Concierge 403 Air C0nditioning,4945817143518.0,Official,,English,Latin,1
rl_4c0a9622,Light Em Up,,Official,,English,Latin,1
rl_77441f2b,I Spy,,Official,Jewel Case,English,Latin,1
rl_01426aa2,Nicht hoch im Himmel,,Official,,Multiple languages,Latin,1
rl_1af8b61b,Libre Como Mi Alma,,Official,,Spanish,Latin,1
rl_023667ca,You Are All I See,5099967845620.0,Official,Jewel Case,English,Latin,1
rl_f1350763,Rockin the Joint,4547366022674.0,Official,Jewel Case,English,Latin,1
rl_facbd118,Broken,743211204422.0,Official,Jewel Case,English,Latin,1
rl_eb034a94,Kaltenberg Arino MMX,4046661198423.0,Official,Digipak,Latin,Latin,1
rl_2603c717,Obligations to the Odd,,Official,,English,Latin,1
rl_f8ebfa91,Stomp 442,4988002366484.0,Official,Jewel Case,English,Latin,1
rl_d6268614,Cirius,,Official,,Finnish,Latin,1
rl_60969a74,Colours in Life,,Official,,English,Latin,1
rl_cdfe8cf9,The Reckoning,,Official,,English,Latin,1
rl_7c6fe712,19991127 Pilgrim Tour Burokan Tokyo Japan,,Bootleg,,English,Latin,1
rl_8b7c2f2c,Send Me Some Snow,,Official,,English,Latin,1
rl_859e726f,Mind The Step,,Official,Jewel Case,Multiple languages,Latin,1
rl_1984cf90,Millennium,731454747325.0,Official,,Portuguese,Latin,1
rl_31df64eb,Classicos Do Funk,7891430074623.0,Official,,Portuguese,Latin,1
rl_75d7f78f,Walk on the Wild Side The Best of Lou Reed,,Official,CardboardPaper Sleeve,English,Latin,1
rl_8bba5863,The Complete Capitoo Live Recordings Of George Shearing,,Official,,,,1
rl_febbdd0a,Summing the Approach  SelfTitled,,Official,,English,Latin,1
rl_37608cde,Karjalan Sissit,,Official,,Multiple languages,Latin,1
rl_a551c895,Rude Boy,16351451026.0,Official,,English,Latin,1
rl_859086c5,The Original Guitar Hero,696998683426.0,Official,,English,Latin,1
rl_8eb488a9,Quiéreme mucho Placido Domingo canta boleros y más,724355729422.0,Official,Jewel Case,Spanish,Latin,1
rl_b5c145e3,Blues  Rhythm Series The Chronological Elmore James 1951–1953,3307510508222.0,Official,Jewel Case,English,Latin,1
rl_48063a91,La Charmeu5e de serpents,5099746754228.0,Official,,French,Latin,1
rl_578fbb24,Screaming Again,,Official,Jewel Case,English,Latin,1
rl_163d842a,Studio Sessions 1974,,Bootleg,,English,Latin,1
rl_862c16ae,Alien Duwt 1,,Official,,English,Latin,1
rl_514a019f,Small Lights in the Dark,886976467326.0,Official,,English,Latin,1
rl_15e8b9ea,Quiéreme mucho Placido Domingo canta boletos y más,724355729422.0,Official,Jewel Case,Spanish,Latin,1
rl_d9f31a90,The Djihad Has Just Begun,,Official,,English,Latin,1
rl_8b6f66cf,Vergunden durchs Blut,,Official,,German,Latin,1
rl_50faab8d,One Tqo,732115003927.0,Official,,English,Latin,1
rl_78d464f6,Vibes Frpm the Tribe,608401003325.0,Official,,English,Latin,1
rl_63569d0d,Finelines A Primer,,Promotion,,English,Latin,1
rl_e97486a0,Asian Garden 2 The World of Asian Grooves,4260036280579.0,Official,,Multiple languages,Latin,1
rl_4e7431e4,Such Unlikely Covers,,Bootleg,,English,Latin,1
rl_7c733bc1,Filtered Through Friends,7033662020225.0,Official,Digipak,English,Latin,1
rl_61b6dc2e,Movin,8013780011588.0,Bootleg,,English,Latin,1
rl_c3b7075b,RBG Revolutionary but Gangsta,696998905023.0,Official,Jewel Case,English,Latin,1
rl_331d359a,Mudlarking,,Official,,English,Latin,1
rl_3340fce2,Ghosts and Ewkimos,656605948027.0,Official,,English,Latin,1
rl_35434e56,Cowboys Western USA,,Official,,English,Latin,1
rl_fde872d4,Bombardiranje New Yorka,,Official,,Croatian,Latin,1
rl_f5fdbe9c,Above Yovr Existence,,Official,,Multiple languages,Latin,1
rl_d0e08d7d,Aasman,,Official,,Urdu,Latin,1
rl_8736207a,Spark 2 Young Womens Band Project,,Official,,English,Latin,1
rl_b7ffa81b,What a Fine Mes5 We Made,,Official,,English,Latin,1
rl_81cf8dad,Wichita Lineman,724353522926.0,Official,,English,Latin,1
rl_d38ae6a8,Concrete Jungle,75992441926.0,Official,,English,Latin,1
rl_2a51e94d,Classifal 1,,Official,,English,Latin,1
rl_ce6e35cf,The Compact Collection,5014818900624.0,Official,Jewel Case,English,Latin,1
rl_e7efeaa3,Fat Beats Compilation Volume 1,99923820321.0,Official,Jewel Case,English,Latin,1
rl_7ba14a3f,Sony Sound Series Loops  Samples On the Jazz Tip,,Official,,English,Latin,1
rl_a4098cb8,FinnUnPlug9ed,,Official,,Finnish,Latin,1
rl_3e2ca5b4,Ngvtp,5059487276526.0,Official,,Russian,Cyrillic,1
rl_b4961980,Der Lyrikwürfel,9783898162258.0,Official,Other,German,Latin,1
rl_324c7065,Midnight Candy,,Official,,Korean,,1
rl_962c0bdd,Into the Light,,Official,,English,Latin,1
rl_a07c82af,Pärlor och svin,,Official,,Swedish,Latin,1
rl_92f75a58,Blut,,Official,Jewel Case,English,Latin,1
rl_425fad53,Freedom 2 Dance  Dont Give A Damn Remixes,,,,,,1
rl_532d4ae3,Supercnarger,745058124024.0,Official,Jewel Case,English,Latin,1
rl_b4a9ed1c,Distant Fields,917715028.0,Official,,English,Latin,1
rl_805fb115,Greatest Hits,,Official,,English,Latin,1
rl_81add7f8,Ligo Akoma,,Official,,Multiple languages,Latin,1
rl_051977b8,Youn9 Money Empire Part 3,,Official,,English,Latin,1
rl_69a9ecd3,Young Money Empire Part 3,,Official,,English,Latin,1
rl_71162c7d,Consonant,820992002222.0,Official,,English,Latin,1
rl_e247eb31,Violent Nun,,Official,,English,Latin,1
rl_b7d1b01b,Static in Stereo,,Official,,English,Latin,1
rl_f41bc111,Combustible 07,,Official,,English,Latin,1
rl_eca6c810,Mind The Step,,Official,Jewel Case,Multiple languages,Latin,1
rl_324cc3ef,Up On The Lowdown  Driye You Home Again,805772623026.0,Official,Jewel Case,English,Latin,1
rl_ea0d3ac9,Musiques de trarise,794881332526.0,Official,,French,Latin,1
rl_feba5074,Mental Floss for the Globe,724384092429.0,Official,,English,Latin,1
rl_74bf306f,21 Godnathistorier,,Official,,Danish,Latin,1
rl_22b653d7,Trance Central  Retum To The Classics Vol 4,808287020427.0,Official,,,,1
rl_5c1cfea7,20080811 The Ambassador Dublin Ireland,,Bootleg,,English,Latin,1
rl_5e125150,Birth School Work Death,,Promotion,Jewel Case,English,Latin,1
rl_751e7025,The Gold Coa5t EP,,Official,,English,Latin,1
rl_32e54dfc,Blood  Vomit,822603108729.0,Official,Jewel Case,English,Latin,1
rl_d581df06,The MostwakOriginatpr est 2009,6009701572018.0,Official,Jewel Case,Tswana,Latin,1
rl_982469a7,World Abomination,,Official,,English,Latin,1
rl_5aa64417,mwvm,,Official,,English,Latin,1
rl_f8bb440d,Satahs Poop,,Official,Jewel Case,English,Latin,1
rl_f1dce98c,Painting a Burning Building,,Official,,English,Latin,1
rl_044402b8,Sing Our Owri Song,,Official,,English,Latin,1
rl_c5951ec9,The Ultimate Jazz Archive,4011222228000.0,Official,Keep Case,English,Latin,1
rl_cf0a07c2,The Voice of Music Volume II,4002587100834.0,Official,Jewel Case,English,Latin,1
rl_ab9b11e0,Through the Looking Glass Indie Pop Plays the Monkees,,Official,,English,Latin,1
rl_7915be05,The Complete Good Time Jazz Recordings,25218440929.0,Official,Jewel Case,English,Latin,1
rl_a5285ff5,Go Crazy  Kids Alive,,Official,,English,Latin,1
rl_9e664385,Prima Voce Volvme 2,710357789526.0,Official,,Multiple languages,Latin,1
rl_e0ddc20a,Mundharmonika spielen – mein schönstes Hobby,,Official,,German,Latin,1
rl_105ae3bc,Napoleon Dynamite Original Motion Picture Soundtrack,780163381023.0,Official,Jewel Case,English,Latin,1
rl_c60855ef,Extendemo,,Official,,English,Latin,1
rl_5d8cf2ab,Bvron Get One Free,,Official,,English,Latin,1
rl_9647c4f4,The Curse of Chali9n,9780786186921.0,Official,,English,Latin,1
rl_15cbf638,20th Century Rocks 60s Rock N Roll Tossin  Turnin,,Official,,English,Latin,1
rl_c41f8bee,Look At Me,,Official,,English,Latin,1
rl_0a3ef0cf,Antimatière,7611745657355.0,Official,,French,Latin,1
rl_cb6bbb46,The No1 Trance Classics Album,5026535517924.0,Official,Jewel Case,English,Latin,1
rl_71596219,Orquestfa Mediterrânea,7898444700067.0,Official,Jewel Case,Portuguese,Latin,1
rl_153b1321,Margins,,Official,,English,Latin,1
rl_3c710111,ブレイブ フロンティア オリジナルサウンドトラック,,Official,,Japanese,Japanese,1
rl_3e0a2741,Ω Γλυκύ μου έαρ,,Official,,Greek,Greek,1
rl_8d39cb19,No One Gets Out,,Official,,English,Latin,1
rl_764c1746,ScheißKapelle L8ve,4015860200244.0,Official,,English,Latin,1
rl_6c062795,Inna de Yard,,Official,,English,Latin,1
rl_e92e84e7,Willi wills wissen Folge 9 Bei den Pfadfindern  Abenteuer Schnitzeljagd,9783785736487.0,Official,,German,Latin,1
rl_3e77cf1c,Modern Dance Drum n Bass Ambient,,Official,,English,Latin,1
rl_cfd92b27,Waltz,,Official,,,Latin,1
rl_6fdbe2ca,The Birth of Tragedy,,Official,,English,Latin,1
rl_299cccbc,7910,602537589487.0,Official,Other,Multiple languages,Latin,1
rl_d565c401,The Curse 0f Chalion,9780786186921.0,Official,,English,Latin,1
rl_888ae157,Alive in America,,Official,,,,1
rl_a2aa248e,19740119 afternoori show Hollywood Sportatorium Hollywood FL USA,,Bootleg,,English,Latin,1
rl_a6ea35eb,Замок Теней,,Official,,Russian,Cyrillic,1
rl_3562e47a,The Archive Collection ColosSaal Aschaffenburg Germany 16th February 2002,,Official,Gatefold Cover,English,Latin,1
rl_bcec3ba6,Happy as Larry,9326709001003.0,Official,,English,Latin,1
rl_da8eb41c,Imagery of Ecstacy,601171111429.0,Official,,English,Latin,1
rl_5e521260,Theres No Slcy Oh My My,,Official,Cassette Case,English,Latin,1
rl_90636843,For Our Hip Hoppers,,Official,,English,Latin,1
rl_5dabae42,Crawl Inside Your Head,,Official,,English,Latin,1
rl_5e145160,la grandw roue,,Official,,French,Latin,1
rl_cf24da9c,Master Série Volume 3,731455862829.0,Official,Jewel Case,French,Latin,1
rl_69c7e0c6,Bossa a La Mode Reborn,,Official,,English,Latin,1
rl_02d13d62,Chill Out,720841025726.0,Official,Jewel Case,English,Latin,1
rl_99947c1e,The Silent F0rce Tour,828767602295.0,Official,,English,Latin,1
rl_a9f94336,Original H8ts  Rap  Soul,5099962914222.0,Official,,English,Latin,1
rl_27e36aa1,Koomurri Dreaming,,Official,,English,Latin,1
rl_e39cd3c8,The Life and T:mes of Mike Fanning,791022147629.0,Official,,English,Latin,1
rl_0dea8d8b,Bessere Zeiten,4023136005127.0,Official,,German,Latin,1
rl_4819b2da,Carry Om,,Official,,English,Latin,1
rl_6f1d651e,Ancona Open Ballroom Volume 3,,Official,,English,Latin,1
rl_9ba0e227,Slow Down,5060161950007.0,Official,,English,Latin,1
rl_0c76ec71,19810315 Reseda Country Club Reseda CA USA,,Bootleg,,English,Latin,1
rl_b2cf971c,Turbulent Resurgence,25392011120.0,Official,,English,Latin,1
rl_ecc3a97c,Turbukent Resurgence,25392011120.0,Official,,English,Latin,1
rl_f563bd6f,In The Summer Of The Mushroom Honey,,Official,,,,1
rl_51ddd4f8,All You Pretty Girls,,Promotion,,English,Latin,1
rl_2ab00b3a,Fat Beats Compilation Voljme 1,99923820321.0,Official,Jewel Case,English,Latin,1
rl_96e7de7f,Raisin a Ruckus,14551491927.0,Official,Jewel Case,English,Latin,1
rl_0a619707,SUPER ROBOT WARS Z III ORIGINAL SOUNDTRACK,,Official,Fatbox,Japanese,Japanese,1
rl_1295138f,Brainville,93624376927.0,Official,,English,Latin,1
rl_37a878dc,Savana,,Official,,English,Latin,1
rl_cacff261,Rien à perdre,,Official,,French,Latin,1
rl_26db8bd6,Fold,,Official,,English,Latin,1
rl_9fc7ac9c,Death 0f a Player,,Official,,English,Latin,1
rl_05e60907,Death of a Poayer,,Official,,English,Latin,1
rl_9bad7196, And in the Darkness Bind Them,,Official,,English,Latin,1
rl_3d8277c6,Remixed Abstract Beats,9789077215197.0,Official,Jewel Case,English,Latin,1
rl_9d8aae40,Twisted Memorabilia,,Official,,English,Latin,1
rl_d4fdaa4d,All Star Jaz2,,Official,,English,Latin,1
rl_d9e8d97c,Mind On The Run,,Official,,English,Latin,1
rl_7ef71979,Swedish Beatballs EP,,Official,,English,Latin,1
rl_8f66e6b0,Year of the Monkey,,Official,,English,Latin,1
rl_e2cf6691,Re9gae,,Official,,English,Latin,1
rl_0eb6c6fb,Live at Namba Bears,,Official,,English,Latin,1
rl_c7dbf8ee,Nipple,,Official,,English,Latin,1
rl_5a26f63d,No More Love  Build a Little Home,,Official,,English,Latin,1
rl_be1bbcb9,Portrait of Eldwih,,Official,,English,Latin,1
rl_603b9bc0,The Best of the Early Years,,Official,,,Latin,1
rl_d7ac67ff,The Benefit for RAINN,,Promotion,,English,Latin,1
rl_65613948,Lepaca Kliffotb,727361621629.0,Official,Digipak,English,Latin,1
rl_e023ad2c,SPORT,5904378390044.0,Official,Digipak,Polish,Latin,1
rl_4c8a84f4,Annihilator,5055006538922.0,Official,,English,Latin,1
rl_9b8c0605,Mind and Mother,,Official,,English,Latin,1
rl_8ca05f5a,6 Richtige,4046661053623.0,Official,,German,Latin,1
rl_a26ddbb2,Storyteller 1,5700776600842.0,Official,,Danish,Latin,1
rl_1835b581,Yggdrasil,4016342001533.0,Official,Jewel Case,Multiple languages,Latin,1
rl_b2db03cd,Bh,,Official,,Spanish,Latin,1
rl_88fd8d60,Manuel,3358950000814.0,Official,,French,Latin,1
rl_af2e3ac8,Змеелов,,Official,,Russian,Cyrillic,1
rl_c1303909,Sails of Silver,,Official,CardboardPaper Sleeve,English,Latin,1
rl_5c519e01,CD Sampler,,Promotion,,English,Latin,1
rl_f2beaa14,Descendo o Morro nº 3 e nº 4,,Official,,Portuguese,Latin,1
rl_a570a9ba,The Blues Aint Nothing,,,,English,Latin,1
rl_2f149bed,9 Piano Suite Number 7,634479299384.0,Official,,,,1
rl_c31be698,El dolçainer,,Official,,Catalan,Latin,1
rl_6572d861,LIVE Final Attack At Budokan,,Official,,Japanese,Latin,1
rl_260e555e,Rock n Roll Children,5051865127024.0,Official,,English,Latin,1
rl_ba1e25ee,Musica Negra in the Americas,785965103026.0,Official,,Multiple languages,Latin,1
rl_4a5f1917,Your Highness,4005939707125.0,Official,,English,Latin,1
rl_c46d3df6,20130309 A State of Trance 600 Beirut Lebanon Part 5 Armin van Buuren Beirut Lebanon,,Bootleg,,English,Latin,1
rl_662e59b6,Crawl Inzide Your Head,,Official,,English,Latin,1
rl_e2758f3a,200 Original Mega Jukebox Hits Hot Dogs Hits  Happy Days,724382480624.0,Official,,English,Latin,1
rl_d617b896,Kaltenloerg Anno MMX,4046661198423.0,Official,Digipak,Latin,Latin,1
rl_4b159b11,St9ll,42283068421.0,Official,,English,Latin,1
rl_5b35240a,Electronic Evocations A Tribute to the Silver Apples,,Official,,English,Latin,1
rl_7c9b9570,Romāna varonis,,Official,,Latvian,Latin,1
rl_9e142f7e,鏡面の波,4988104102690.0,Official,Jewel Case,Japanese,Japanese,1
rl_4ab60c10,MakinAMuns0n,,Official,,English,Latin,1
rl_1f5a5889,A New Day Yesterday,8712399707720.0,Official,,English,Latin,1
rl_9b4f7478,Gone Country,4260170634566.0,Official,,English,Latin,1
rl_290c145d,Dance House,,Official,,English,Latin,1
rl_e6611ac8,Tales 0f Trust,,Official,,English,Latin,1
rl_ce34c289,Natural Selection,,Official,,English,Latin,1
rl_b4d92e7d,The Voice,,Official,,English,Latin,1
rl_2a3b9d69,scattered haryest ep,,Official,,English,Latin,1
rl_b12440bf,Phoenix EP,5056580800795.0,Official,,English,Latin,1
rl_f72e4bdf,Post Apocalyptic Love,,Official,,English,Latin,1
rl_0d0c4230,The Drama Sutra,,Official,,English,Latin,1
rl_d1b55250,疾風乱舞 EPISODE II,4515793101491.0,Official,Jewel Case,Japanese,Japanese,1
rl_5bef68ef,Gershw'ln Great Composers  Disc B,,Official,Jewel Case,English,Latin,1
rl_5463f1e8,The Great Little Richard,,Bootleg,CardboardPaper Sleeve,English,Latin,1
rl_5c21482b,Voice of Heart,,Official,Slim Jewel Case,Japanese,Japanese,1
rl_8f0caf61,20 años,602517760936.0,Official,Jewel Case,Spanish,Latin,1
rl_1a9c7dfb,Too Fast f9r Love,4050538781557.0,Official,,English,Latin,1
rl_f21efa9f,A Haunting Sun,,Official,,,Latin,1
rl_5763e0cd,The History of John Fred and the Playboys,97453900025.0,Official,,English,Latin,1
rl_b6f4018b,Hostel,30206671025.0,Official,,English,Latin,1
rl_4618d0a7,The Baroque Guitar,,,Jewel Case,English,Latin,1
rl_8a184fdd,The Guards Themselves,9416339997279.0,Official,,English,Latin,1
rl_58cc1652,Lige,5099704818924.0,Official,,English,Latin,1
rl_ddb32f36,Multiverse,7290010123858.0,Official,,English,Latin,1
rl_f94ee009,The Bigouac,884860069120.0,Official,Jewel Case,English,Latin,1
rl_5e2ed845,Calking Planet Earth,31397761229.0,Official,,English,Latin,1
rl_49114a57,Repercvssions,600116822123.0,Official,,English,Latin,1
rl_fc90358c,Pianos Solo,,Official,,English,Latin,1
rl_fc6369f3,Tales From the Lotus Pod,,Official,,English,Latin,1
rl_eed95d7c,Industrial Complex,858684002229.0,Official,,English,Latin,1
rl_74bcdc74,Obligatipns to the Odd,,Official,,English,Latin,1
rl_7e52a9cb,From Which No Light Escapes,,Official,,English,Latin,1
rl_c69322f3,Reflect on This,5020667690128.0,Official,,English,Latin,1
rl_78ac23ab,Alive in Ametica,,Official,,,,1
rl_36c852f2,Doomed  Stoned in Chile,,Official,,,,1
rl_0787b166,Neonowe obietnice,,,,,Latin,1
rl_49b5642c,Move,698458820723.0,Official,Digipak,English,Latin,1
rl_7baa6663,Golden Cleaners,5018766903324.0,Official,,English,Latin,1
rl_53c55d65,Osti bi,,Official,,Basque,Latin,1
rl_ec963c04,In the Mood for Life,3596972089022.0,Official,,English,Latin,1
rl_89c95b7a,Por mirarte,886974152620.0,Official,,Spanish,Latin,1
rl_adf777ba,Guitar Textures,,Official,,English,Latin,1
rl_433c888e,Red Dragon Final Film Score Mixes,,Bootleg,,English,Latin,1
rl_409065a1,Camin0 a la Luz,,,Jewel Case,,Latin,1
rl_20b422cd,The Terminal Originql Motion Picture Soundtrack,602498628751.0,Official,,English,Latin,1
rl_0070f913,Margins,,Official,,English,Latin,1
rl_2f102d77,Sabuha,,Official,,Turkish,Latin,1
rl_ee23273c,白線～スタートライン,4988002488803.0,Official,Jewel Case,Japanese,Japanese,1
rl_e14a1ece,World Tour,,Official,Jewel Case,Multiple languages,Latin,1
rl_bd9e5427,Dusty Rainbow From the Dark,,Official,,English,Latin,1
rl_5c9b8dd0,The Last Days Of Chez Nous,,Official,,English,Latin,1
rl_92d640d4,Black Coffee Chapter 2 Potpourri Fusique,807297006728.0,Official,,English,Latin,1
rl_34180449,National Anth4ms disc 1,,Official,,English,Latin,1
rl_cfc6ee0e,19740119 afternoon show Hollywood Sportatorium Hollywood FL USA,,Bootleg,,English,Latin,1
rl_f479395e,Bedtime Song5,,Official,,English,Latin,1
rl_37510e30,Bedtime Songs,,Official,,English,Latin,1
rl_20c789a1,Artifscts III,,Bootleg,,English,Latin,1
rl_6e0d21b8,REINCARNATION 冥途,3616408855233.0,Official,,English,Latin,1
rl_1c9aa4d0,見て,,Official,,Japanese,Japanese,1
rl_a741ed6a,Blut Trilogie des Blutes  Nachblutung,,Official,,Multiple languages,Latin,1
rl_bb8af19b,The Surviving Elements From Soul Survivor II Sessions,730003904028.0,Official,,English,Latin,1
rl_043d4c4e,Time After Time,,Official,,English,Latin,1
rl_fa8da914,Laynerkast,,Official,,Multiple languages,Latin,1
rl_29257bbe,King of New Orleans Rock n Roll,805520021388.0,Official,,English,Latin,1
rl_dfc66810,20060206 The Dame Lexington KY USA,,Bootleg,,English,Latin,1
rl_ad3a0ae7,Ping Pong Pinguin,,Official,,German,Latin,1
