release,release_group
rl1534,rg2853
rl1535,rg2845
rl1536,rg1231
rl1537,rg1982
rl1538,rg4370
rl1539,rg1889
rl1540,rg945
rl1541,rg2334
rl1542,rg3896
rl1543,rg1803
rl1544,rg1251
rl1545,rg690
rl1546,rg2176
rl1547,rg192
rl1548,rg2497
rl1549,rg490
rl1550,rg242
rl1551,rg692
rl1552,rg2962
rl1553,rg2297
rl1554,rg1756
rl1555,rg996
rl1556,rg3784
rl1557,rg4292
rl1558,rg3767
rl1559,rg982
rl1560,rg3022
rl1561,rg1114
rl1562,rg2723
rl1563,rg232
rl1564,rg3372
rl1565,rg2009
rl1566,rg2443
rl1567,rg1988
rl1568,rg1333
rl1569,rg1422
rl1570,rg1228
rl1571,rg3455
rl1572,rg3411
rl1573,rg2916
rl1574,rg4073
rl1575,rg3132
rl1576,rg731
rl1577,rg110
rl1578,rg3693
rl1579,rg3022
rl1580,rg1173
rl1581,rg372
rl1582,rg656
rl1583,rg1988
rl1584,rg906
rl1585,rg897
rl1586,rg2437
rl1587,rg2988
rl1588,rg2583
rl1589,rg1040
rl1590,rg295
rl1591,rg644
rl1592,rg477
rl1593,rg1366
rl1594,rg1057
rl1595,rg575
rl1596,rg1221
rl1597,rg1399
rl1598,rg2804
rl1599,rg4228
rl1600,rg1593
rl1601,rg1749
rl1602,rg3098
rl1603,rg2671
rl1604,rg362
rl1605,rg3680
rl1606,rg2467
rl1607,rg387
rl1608,rg2040
rl1609,rg71
rl1610,rg1960
rl1611,rg1696
rl1612,rg1705
rl1613,rg1052
rl1614,rg1580
rl1615,rg4034
rl1616,rg3070
rl1617,rg4
rl1618,rg2163
rl1619,rg476
rl1620,rg1420
rl1621,rg1420
rl1622,rg2180
rl1623,rg1684
rl1624,rg3520
rl1625,rg60
rl1626,rg620
rl1627,rg1734
rl1628,rg4426
rl1629,rg1901
rl1630,rg3913
rl1631,rg873
rl1632,rg637
rl1633,rg603
rl1634,rg3886
rl1635,rg1460
rl1636,rg3039
rl1637,rg3098
rl1638,rg1994
rl1639,rg2876
rl1640,rg1145
rl1641,rg834
rl1642,rg834
rl1643,rg2913
rl1644,rg435
rl1645,rg314
rl1646,rg743
rl1647,rg2106
rl1648,rg2281
rl1649,rg3149
rl1650,rg1152
rl1651,rg867
rl1652,rg1340
rl1653,rg1889
rl1654,rg1899
rl1655,rg959
rl1656,rg4363
rl1657,rg4363
rl1658,rg2256
rl1659,rg4104
rl1660,rg2504
rl1661,rg599
rl1662,rg4204
rl1663,rg4098
rl1664,rg1096
rl1665,rg4253
rl1666,rg4171
rl1667,rg2759
rl1668,rg85
rl1669,rg2545
rl1670,rg743
rl1671,rg2513
rl1672,rg1045
rl1673,rg1289
rl1674,rg4363
rl1675,rg2616
rl1676,rg430
rl1677,rg1410
rl1678,rg1306
rl1679,rg3055
rl1680,rg769
rl1681,rg1932
rl1682,rg3310
rl1683,rg79
rl1684,rg1176
rl1685,rg1976
rl1686,rg1094
rl1687,rg2051
rl1688,rg1030
rl1689,rg3851
rl1690,rg523
rl1691,rg4217
rl1692,rg3509
rl1693,rg1754
rl1694,rg2060
rl1695,rg3374
rl1696,rg1213
rl1697,rg2861
rl1698,rg1480
rl1699,rg1755
rl1700,rg4399
rl1701,rg1852
rl1702,rg69
rl1703,rg2632
rl1704,rg2791
rl1705,rg2279
rl1706,rg1537
rl1707,rg4356
rl1708,rg1055
rl1709,rg1055
rl1710,rg3926
rl1711,rg4412
rl1712,rg568
rl1713,rg2737
rl1714,rg1387
rl1715,rg724
rl1716,rg4167
rl1717,rg271
rl1718,rg1645
rl1719,rg1863
rl1720,rg347
rl1721,rg3826
rl1722,rg463
rl1723,rg4107
rl1724,rg589
rl1725,rg2321
rl1726,rg2425
rl1727,rg1136
rl1728,rg4016
rl1729,rg2741
rl1730,rg1754
rl1731,rg85
rl1732,rg1356
rl1733,rg1540
rl1734,rg4175
rl1735,rg2142
rl1736,rg2447
rl1737,rg3314
rl1738,rg3015
rl1739,rg1949
rl1740,rg2998
rl1741,rg1042
rl1742,rg924
rl1743,rg924
rl1744,rg874
rl1745,rg1629
rl1746,rg3922
rl1747,rg2059
rl1748,rg1193
rl1749,rg3333
rl1750,rg841
rl1751,rg2224
rl1752,rg3640
rl1753,rg764
rl1754,rg1831
rl1755,rg2249
rl1756,rg2008
rl1757,rg3067
rl1758,rg1538
rl1759,rg787
rl1760,rg4370
rl1761,rg3282
rl1762,rg3561
rl1763,rg1779
rl1764,rg801
rl1765,rg409
rl1766,rg1333
rl1767,rg924
rl1768,rg150
rl1769,rg295
rl1770,rg3814
rl1771,rg667
rl1772,rg2967
rl1773,rg3832
rl1774,rg1561
rl1775,rg3945
rl1776,rg367
rl1777,rg3339
rl1778,rg540
rl1779,rg3534
rl1780,rg1814
rl1781,rg478
rl1782,rg3888
rl1783,rg3373
rl1784,rg2174
rl1785,rg2373
rl1786,rg574
rl1787,rg2186
rl1788,rg2186
rl1789,rg2731
rl1790,rg1321
rl1791,rg2553
rl1792,rg3445
rl1793,rg1751
rl1794,rg3247
rl1795,rg1473
rl1796,rg953
rl1797,rg789
rl1798,rg3749
rl1799,rg3517
rl1800,rg527
rl1801,rg4391
rl1802,rg1187
rl1803,rg831
rl1804,rg3669
rl1805,rg4354
rl1806,rg1099
rl1807,rg3061
rl1808,rg2029
rl1809,rg541
rl1810,rg1533
rl1811,rg3497
rl1812,rg1268
rl1813,rg884
rl1814,rg1602
rl1815,rg3973
rl1816,rg894
rl1817,rg3597
rl1818,rg3776
rl1819,rg821
rl1820,rg2398
rl1821,rg3795
rl1822,rg2536
rl1823,rg4286
rl1824,rg632
rl1825,rg580
rl1826,rg1004
rl1827,rg1002
rl1828,rg1076
rl1829,rg4050
rl1830,rg2728
rl1831,rg735
rl1832,rg1495
rl1833,rg2300
rl1834,rg57
rl1835,rg2603
rl1836,rg2596
rl1837,rg561
rl1838,rg3101
rl1839,rg744
rl1840,rg4354
rl1841,rg2109
rl1842,rg3445
rl1843,rg592
rl1844,rg3887
rl1845,rg273
rl1846,rg2205
rl1847,rg4282
rl1848,rg3646
rl1849,rg150
rl1850,rg3894
rl1851,rg728
rl1852,rg1031
rl1853,rg2496
rl1854,rg3296
rl1855,rg3791
rl1856,rg3894
rl1857,rg4281
rl1858,rg1187
rl1859,rg4439
rl1860,rg4439
rl1861,rg3312
rl1862,rg3911
rl1863,rg4141
rl1864,rg3538
rl1865,rg2781
rl1866,rg2986
rl1867,rg2382
rl1868,rg3099
rl1869,rg702
rl1870,rg1982
rl1871,rg2785
rl1872,rg1862
rl1873,rg2240
rl1874,rg2240
rl1875,rg1080
rl1876,rg2926
rl1877,rg3504
rl1878,rg3491
rl1879,rg2806
rl1880,rg2063
rl1881,rg3157
rl1882,rg2079
rl1883,rg1888
rl1884,rg110
rl1885,rg2404
rl1886,rg742
rl1887,rg2982
rl1888,rg4278
rl1889,rg2950
rl1890,rg3162
rl1891,rg3931
rl1892,rg1788
rl1893,rg2971
rl1894,rg2760
rl1895,rg706
rl1896,rg3462
rl1897,rg3974
rl1898,rg2793
rl1899,rg4364
rl1900,rg2199
rl1901,rg2417
rl1902,rg154
rl1903,rg4280
rl1904,rg2251
rl1905,rg2354
rl1906,rg71
rl1907,rg1269
rl1908,rg484
rl1909,rg3326
rl1910,rg941
rl1911,rg3439
rl1912,rg657
rl1913,rg4451
rl1914,rg4451
rl1915,rg3263
rl1916,rg3214
rl1917,rg3130
rl1918,rg556
rl1919,rg201
rl1920,rg1452
rl1921,rg824
rl1922,rg2780
rl1923,rg2016
rl1924,rg325
rl1925,rg2135
rl1926,rg2152
rl1927,rg2193
rl1928,rg985
rl1929,rg985
rl1930,rg2958
rl1931,rg2628
rl1932,rg1400
rl1933,rg434
rl1934,rg1266
rl1935,rg725
rl1936,rg1931
rl1937,rg2413
rl1938,rg2666
rl1939,rg4063
rl1940,rg3952
rl1941,rg1639
rl1942,rg71
rl1943,rg4416
rl1944,rg2160
rl1945,rg4185
rl1946,rg1284
rl1947,rg1903
rl1948,rg2565
rl1949,rg1461
rl1950,rg3998
rl1951,rg1638
rl1952,rg4254
rl1953,rg3074
rl1954,rg1218
rl1955,rg332
rl1956,rg1930
rl1957,rg2442
rl1958,rg1364
rl1959,rg1930
rl1960,rg4224
rl1961,rg2603
rl1962,rg1612
rl1963,rg281
rl1964,rg2518
rl1965,rg746
rl1966,rg1118
rl1967,rg140
rl1968,rg1131
rl1969,rg298
rl1970,rg4368
rl1971,rg2082
rl1972,rg120
rl1973,rg1977
rl1974,rg2304
rl1975,rg3303
rl1976,rg4160
rl1977,rg1953
rl1978,rg2904
rl1979,rg2430
rl1980,rg894
rl1981,rg1376
rl1982,rg2144
rl1983,rg0
rl1984,rg3889
rl1985,rg3390
rl1986,rg2466
rl1987,rg1250
rl1988,rg2841
rl1989,rg1426
rl1990,rg3292
rl1991,rg3339
rl1992,rg4271
rl1993,rg1951
rl1994,rg712
rl1995,rg2874
rl1996,rg3615
rl1997,rg4314
rl1998,rg2419
rl1999,rg1509
rl2000,rg1472
rl2001,rg315
rl2002,rg1191
rl2003,rg3184
rl2004,rg2061
rl2005,rg3963
rl2006,rg1686
rl2007,rg3863
rl2008,rg3024
rl2009,rg3582
rl2010,rg2181
rl2011,rg4052
rl2012,rg3694
rl2013,rg1681
rl2014,rg2427
rl2015,rg4252
rl2016,rg626
rl2017,rg314
rl2018,rg1344
rl2019,rg2071
rl2020,rg467
rl2021,rg346
rl2022,rg529
rl2023,rg707
rl2024,rg2968
rl2025,rg795
rl2026,rg1997
rl2027,rg1238
rl2028,rg1934
rl2029,rg1934
rl2030,rg782
rl2031,rg3455
rl2032,rg3787
rl2033,rg3492
rl2034,rg1783
rl2035,rg586
rl2036,rg2742
rl2037,rg1146
rl2038,rg359
rl2039,rg1095
rl2040,rg3025
rl2041,rg1438
rl2042,rg1875
rl2043,rg3186
rl2044,rg369
rl2045,rg550
rl2046,rg4211
rl2047,rg1765
rl2048,rg3123
rl2049,rg3123
rl2050,rg3081
rl2051,rg1496
rl2052,rg1155
rl2053,rg406
rl2054,rg1077
rl2055,rg4064
rl2056,rg3276
rl2057,rg3057
rl2058,rg1156
rl2059,rg2344
rl2060,rg87
rl2061,rg4261
rl2062,rg4411
rl2063,rg3838
rl2064,rg459
rl2065,rg641
rl2066,rg4049
rl2067,rg250
rl2068,rg2997
rl2069,rg3644
rl2070,rg166
rl2071,rg2677
rl2072,rg4300
rl2073,rg1941
rl2074,rg1852
rl2075,rg1564
rl2076,rg1564
rl2077,rg1867
rl2078,rg358
rl2079,rg1609
rl2080,rg1095
rl2081,rg3943
rl2082,rg3632
rl2083,rg1727
rl2084,rg1200
rl2085,rg2440
rl2086,rg290
rl2087,rg2124
rl2088,rg2900
rl2089,rg1360
rl2090,rg68
rl2091,rg2576
rl2092,rg2978
rl2093,rg3967
rl2094,rg4194
rl2095,rg4341
rl2096,rg1859
rl2097,rg2816
rl2098,rg2747
rl2099,rg3948
rl2100,rg3094
rl2101,rg4123
rl2102,rg2225
rl2103,rg205
rl2104,rg2820
rl2105,rg2837
rl2106,rg531
rl2107,rg552
rl2108,rg179
rl2109,rg3430
rl2110,rg2034
rl2111,rg2538
rl2112,rg2538
rl2113,rg143
rl2114,rg1071
rl2115,rg234
rl2116,rg1832
rl2117,rg4084
rl2118,rg210
rl2119,rg908
rl2120,rg2450
rl2121,rg1492
rl2122,rg1807
rl2123,rg1807
rl2124,rg2683
rl2125,rg1010
rl2126,rg1924
rl2127,rg4326
rl2128,rg1204
rl2129,rg3778
rl2130,rg1566
rl2131,rg3498
rl2132,rg583
rl2133,rg3528
rl2134,rg4291
rl2135,rg3292
rl2136,rg3574
rl2137,rg847
rl2138,rg3596
rl2139,rg215
rl2140,rg2049
rl2141,rg3166
rl2142,rg3144
rl2143,rg2466
rl2144,rg4402
rl2145,rg3277
rl2146,rg2560
rl2147,rg2040
rl2148,rg3982
rl2149,rg3928
rl2150,rg565
rl2151,rg2562
rl2152,rg3935
rl2153,rg3235
rl2154,rg1277
rl2155,rg1277
rl2156,rg2532
rl2157,rg1828
rl2158,rg994
rl2159,rg2660
rl2160,rg2036
rl2161,rg2612
rl2162,rg4273
rl2163,rg3256
rl2164,rg800
rl2165,rg2518
rl2166,rg2715
rl2167,rg915
rl2168,rg3340
rl2169,rg1154
rl2170,rg45
rl2171,rg3192
rl2172,rg4394
rl2173,rg1708
rl2174,rg873
rl2175,rg3458
rl2176,rg2026
rl2177,rg3351
rl2178,rg1133
rl2179,rg627
rl2180,rg1809
rl2181,rg1847
rl2182,rg3598
rl2183,rg2703
rl2184,rg1771
rl2185,rg3291
rl2186,rg1763
rl2187,rg1350
rl2188,rg2284
rl2189,rg3629
rl2190,rg363
rl2191,rg1330
rl2192,rg1330
rl2193,rg734
rl2194,rg279
rl2195,rg2957
rl2196,rg3190
rl2197,rg1657
rl2198,rg2432
rl2199,rg3922
rl2200,rg3824
rl2201,rg3271
rl2202,rg2088
rl2203,rg1867
rl2204,rg170
rl2205,rg3072
rl2206,rg4190
rl2207,rg2610
rl2208,rg1173
rl2209,rg1695
rl2210,rg2444
rl2211,rg4114
rl2212,rg1523
rl2213,rg2733
rl2214,rg3447
rl2215,rg3279
rl2216,rg692
rl2217,rg3372
rl2218,rg2540
rl2219,rg3440
rl2220,rg300
rl2221,rg300
rl2222,rg1467
rl2223,rg4039
rl2224,rg3344
rl2225,rg2727
rl2226,rg3850
rl2227,rg2183
rl2228,rg2618
rl2229,rg2962
rl2230,rg3295
rl2231,rg284
rl2232,rg2527
rl2233,rg2783
rl2234,rg4371
rl2235,rg2960
rl2236,rg221
rl2237,rg3788
rl2238,rg125
rl2239,rg125
rl2240,rg702
rl2241,rg1462
rl2242,rg1462
rl2243,rg1692
rl2244,rg2267
rl2245,rg222
rl2246,rg3630
rl2247,rg579
rl2248,rg4301
rl2249,rg62
rl2250,rg3089
rl2251,rg3583
rl2252,rg2942
rl2253,rg3323
rl2254,rg3388
rl2255,rg3117
rl2256,rg1532
rl2257,rg1312
rl2258,rg1314
rl2259,rg1528
rl2260,rg2083
rl2261,rg3958
rl2262,rg489
rl2263,rg2510
rl2264,rg93
rl2265,rg2930
rl2266,rg2740
rl2267,rg1218
rl2268,rg498
rl2269,rg1320
rl2270,rg2161
rl2271,rg650
rl2272,rg2509
rl2273,rg2001
rl2274,rg1395
rl2275,rg3957
rl2276,rg670
rl2277,rg3148
rl2278,rg4245
rl2279,rg4245
rl2280,rg2122
rl2281,rg4335
rl2282,rg3546
rl2283,rg576
rl2284,rg188
rl2285,rg2638
rl2286,rg3849
rl2287,rg3376
rl2288,rg2451
rl2289,rg3616
rl2290,rg616
rl2291,rg1790
rl2292,rg399
rl2293,rg2550
rl2294,rg598
rl2295,rg2961
rl2296,rg2947
rl2297,rg4155
rl2298,rg3110
rl2299,rg3718
rl2300,rg208
rl2301,rg3120
rl2302,rg2507
rl2303,rg3487
rl2304,rg1345
rl2305,rg3626
rl2306,rg4073
rl2307,rg3992
rl2308,rg465
rl2309,rg2663
rl2310,rg3443
rl2311,rg2091
rl2312,rg3368
rl2313,rg1449
rl2314,rg1041
rl2315,rg1469
rl2316,rg539
rl2317,rg456
rl2318,rg4424
rl2319,rg4242
rl2320,rg3645
rl2321,rg304
rl2322,rg1025
rl2323,rg299
rl2324,rg4019
rl2325,rg3954
rl2326,rg4440
rl2327,rg3587
rl2328,rg1739
rl2329,rg1799
rl2330,rg785
rl2331,rg3790
rl2332,rg4257
rl2333,rg2764
rl2334,rg3415
rl2335,rg1482
rl2336,rg3475
rl2337,rg2835
rl2338,rg3422
rl2339,rg3435
rl2340,rg4293
rl2341,rg1996
rl2342,rg2595
rl2343,rg2595
rl2344,rg334
rl2345,rg1127
rl2346,rg2523
rl2347,rg3929
rl2348,rg2519
rl2349,rg1178
rl2350,rg2921
rl2351,rg2921
rl2352,rg841
rl2353,rg2535
rl2354,rg2937
rl2355,rg4187
rl2356,rg1855
rl2357,rg2074
rl2358,rg2414
rl2359,rg3604
rl2360,rg2977
rl2361,rg1697
rl2362,rg1697
rl2363,rg639
rl2364,rg1694
rl2365,rg2667
rl2366,rg1526
rl2367,rg1087
rl2368,rg4080
rl2369,rg1433
rl2370,rg1407
rl2371,rg2563
rl2372,rg4222
rl2373,rg985
rl2374,rg4128
rl2375,rg2326
rl2376,rg1362
rl2377,rg359
rl2378,rg356
rl2379,rg3761
rl2380,rg904
rl2381,rg1491
rl2382,rg1368
rl2383,rg751
rl2384,rg1435
rl2385,rg1741
rl2386,rg939
rl2387,rg4404
rl2388,rg4262
rl2389,rg537
rl2390,rg1644
rl2391,rg1279
rl2392,rg1065
rl2393,rg569
rl2394,rg569
rl2395,rg2169
rl2396,rg1027
rl2397,rg2366
rl2398,rg1917
rl2399,rg1510
rl2400,rg2901
rl2401,rg1716
rl2402,rg2044
rl2403,rg2881
rl2404,rg4085
rl2405,rg922
rl2406,rg1705
rl2407,rg2392
rl2408,rg469
rl2409,rg4041
rl2410,rg425
rl2411,rg3103
rl2412,rg1208
rl2413,rg2045
rl2414,rg343
rl2415,rg3833
rl2416,rg920
rl2417,rg1964
rl2418,rg1261
rl2419,rg978
rl2420,rg392
rl2421,rg1786
rl2422,rg3617
rl2423,rg3871
rl2424,rg3653
rl2425,rg3548
rl2426,rg2494
rl2427,rg863
rl2428,rg141
rl2429,rg4044
rl2430,rg936
rl2431,rg578
rl2432,rg1950
rl2433,rg2383
rl2434,rg152
rl2435,rg152
rl2436,rg968
rl2437,rg968
rl2438,rg1488
rl2439,rg3971
rl2440,rg2805
rl2441,rg1781
rl2442,rg2428
rl2443,rg3472
rl2444,rg2699
rl2445,rg3228
rl2446,rg154
rl2447,rg1367
rl2448,rg891
rl2449,rg1489
rl2450,rg2368
rl2451,rg2665
rl2452,rg893
rl2453,rg3614
rl2454,rg2651
rl2455,rg1043
rl2456,rg728
rl2457,rg494
rl2458,rg1380
rl2459,rg4078
rl2460,rg1677
rl2461,rg721
rl2462,rg58
rl2463,rg4329
rl2464,rg2832
rl2465,rg3666
rl2466,rg3666
rl2467,rg2578
rl2468,rg2578
rl2469,rg2262
rl2470,rg3654
rl2471,rg1100
rl2472,rg1004
rl2473,rg1296
rl2474,rg3847
rl2475,rg3950
rl2476,rg3178
rl2477,rg3261
rl2478,rg3508
rl2479,rg2627
rl2480,rg3215
rl2481,rg3238
rl2482,rg4362
rl2483,rg1505
rl2484,rg3829
rl2485,rg3830
rl2486,rg2070
rl2487,rg3486
rl2488,rg3883
rl2489,rg2774
rl2490,rg344
rl2491,rg1786
rl2492,rg3431
rl2493,rg2300
rl2494,rg3717
rl2495,rg550
rl2496,rg439
rl2497,rg2941
rl2498,rg1301
rl2499,rg2836
rl2500,rg3662
rl2501,rg1420
rl2502,rg437
rl2503,rg1813
rl2504,rg1480
rl2505,rg3399
rl2506,rg100
rl2507,rg2886
rl2508,rg1277
rl2509,rg1018
rl2510,rg1175
rl2511,rg3109
rl2512,rg3007
rl2513,rg595
rl2514,rg595
rl2515,rg4096
rl2516,rg3657
rl2517,rg877
rl2518,rg3698
rl2519,rg3810
rl2520,rg1024
rl2521,rg1024
rl2522,rg2539
rl2523,rg2266
rl2524,rg2033
rl2525,rg1053
rl2526,rg3862
rl2527,rg2012
rl2528,rg2635
rl2529,rg744
rl2530,rg3859
rl2531,rg2552
rl2532,rg3891
rl2533,rg938
rl2534,rg144
rl2535,rg2179
rl2536,rg2783
rl2537,rg2218
rl2538,rg973
rl2539,rg909
rl2540,rg3330
rl2541,rg3493
rl2542,rg385
rl2543,rg2480
rl2544,rg1158
rl2545,rg769
rl2546,rg2958
rl2547,rg397
rl2548,rg3503
rl2549,rg1864
rl2550,rg3235
rl2551,rg794
rl2552,rg928
rl2553,rg2557
rl2554,rg3336
rl2555,rg3893
rl2556,rg4138
rl2557,rg3331
rl2558,rg2923
rl2559,rg1042
rl2560,rg2828
rl2561,rg4067
rl2562,rg1701
rl2563,rg1647
rl2564,rg3658
rl2565,rg2557
rl2566,rg1085
rl2567,rg3983
rl2568,rg2152
rl2569,rg958
rl2570,rg2700
rl2571,rg538
rl2572,rg2824
rl2573,rg1024
rl2574,rg4318
rl2575,rg733
rl2576,rg3333
rl2577,rg3886
rl2578,rg1470
rl2579,rg3183
rl2580,rg2724
rl2581,rg450
rl2582,rg3321
rl2583,rg3179
rl2584,rg2269
rl2585,rg4287
rl2586,rg91
rl2587,rg3485
rl2588,rg3242
rl2589,rg3821
rl2590,rg3839
rl2591,rg2418
rl2592,rg1414
rl2593,rg4327
rl2594,rg1679
rl2595,rg1019
rl2596,rg1623
rl2597,rg3207
rl2598,rg1403
rl2599,rg4390
rl2600,rg2656
rl2601,rg1785
rl2602,rg1314
rl2603,rg2837
rl2604,rg3287
rl2605,rg1328
rl2606,rg2418
rl2607,rg2068
rl2608,rg3722
rl2609,rg3687
rl2610,rg1384
rl2611,rg4379
rl2612,rg1687
rl2613,rg1816
rl2614,rg4258
rl2615,rg272
rl2616,rg472
rl2617,rg1928
rl2618,rg4065
rl2619,rg610
rl2620,rg3378
rl2621,rg2932
rl2622,rg610
rl2623,rg928
rl2624,rg4239
rl2625,rg988
rl2626,rg775
rl2627,rg3907
rl2628,rg2428
rl2629,rg2290
rl2630,rg2817
rl2631,rg2447
rl2632,rg4427
rl2633,rg788
rl2634,rg4021
rl2635,rg2819
rl2636,rg950
rl2637,rg3906
rl2638,rg534
rl2639,rg2146
rl2640,rg3714
rl2641,rg531
rl2642,rg4010
rl2643,rg4214
rl2644,rg4063
rl2645,rg10
rl2646,rg2191
rl2647,rg872
rl2648,rg3084
rl2649,rg508
rl2650,rg3093
rl2651,rg3994
rl2652,rg2221
rl2653,rg3422
rl2654,rg1006
rl2655,rg3813
rl2656,rg1303
rl2657,rg165
rl2658,rg4170
rl2659,rg4150
rl2660,rg3261
rl2661,rg717
rl2662,rg3012
rl2663,rg2126
rl2664,rg2606
rl2665,rg1959
rl2666,rg311
rl2667,rg475
rl2668,rg4054
rl2669,rg907
rl2670,rg1373
rl2671,rg2041
rl2672,rg3536
rl2673,rg2365
rl2674,rg3944
rl2675,rg2999
rl2676,rg2527
rl2677,rg2527
rl2678,rg4302
rl2679,rg2551
rl2680,rg3852
rl2681,rg2101
rl2682,rg3924
rl2683,rg4164
rl2684,rg4164
rl2685,rg4445
rl2686,rg2506
rl2687,rg3689
rl2688,rg771
rl2689,rg118
rl2690,rg4066
rl2691,rg1138
rl2692,rg2357
rl2693,rg2542
rl2694,rg1877
rl2695,rg2792
rl2696,rg1377
rl2697,rg2241
rl2698,rg3678
rl2699,rg3646
rl2700,rg3456
rl2701,rg3398
rl2702,rg862
rl2703,rg66
rl2704,rg2388
rl2705,rg493
rl2706,rg3357
rl2707,rg4144
rl2708,rg4144
rl2709,rg536
rl2710,rg2687
rl2711,rg1924
rl2712,rg1317
rl2713,rg1893
rl2714,rg323
rl2715,rg3542
rl2716,rg792
rl2717,rg827
rl2718,rg3173
rl2719,rg1823
rl2720,rg4256
rl2721,rg3997
rl2722,rg3394
rl2723,rg248
rl2724,rg2741
rl2725,rg2036
rl2726,rg3531
rl2727,rg3947
rl2728,rg4292
rl2729,rg4292
rl2730,rg4102
rl2731,rg1966
rl2732,rg1033
rl2733,rg1806
rl2734,rg3977
rl2735,rg2653
rl2736,rg541
rl2737,rg2931
rl2738,rg602
rl2739,rg2236
rl2740,rg2407
rl2741,rg1914
rl2742,rg254
rl2743,rg1527
rl2744,rg3718
rl2745,rg568
rl2746,rg3023
rl2747,rg2473
rl2748,rg1241
rl2749,rg2892
rl2750,rg1210
rl2751,rg2692
rl2752,rg920
rl2753,rg3090
rl2754,rg3680
rl2755,rg3680
rl2756,rg2364
rl2757,rg4433
rl2758,rg1784
rl2759,rg2298
rl2760,rg2298
rl2761,rg212
rl2762,rg500
rl2763,rg4031
rl2764,rg2493
rl2765,rg2508
rl2766,rg2620
rl2767,rg2605
rl2768,rg2637
rl2769,rg2484
rl2770,rg2546
rl2771,rg2573
rl2772,rg2681
rl2773,rg3503
rl2774,rg2544
rl2775,rg1587
rl2776,rg510
rl2777,rg3728
rl2778,rg4135
rl2779,rg1759
rl2780,rg362
rl2781,rg2928
rl2782,rg1524
rl2783,rg2449
rl2784,rg1879
rl2785,rg146
rl2786,rg4366
rl2787,rg3408
rl2788,rg54
rl2789,rg54
rl2790,rg2340
rl2791,rg2340
rl2792,rg166
rl2793,rg1342
rl2794,rg602
rl2795,rg64
rl2796,rg2430
rl2797,rg98
rl2798,rg3053
rl2799,rg2544
rl2800,rg734
rl2801,rg3146
rl2802,rg4036
rl2803,rg3062
rl2804,rg2985
rl2805,rg253
rl2806,rg1343
rl2807,rg1715
rl2808,rg1302
rl2809,rg3204
rl2810,rg26
rl2811,rg2776
rl2812,rg3840
rl2813,rg684
rl2814,rg691
rl2815,rg978
rl2816,rg2052
rl2817,rg18
rl2818,rg3240
rl2819,rg1804
rl2820,rg1067
rl2821,rg2956
rl2822,rg3192
rl2823,rg1092
rl2824,rg1192
rl2825,rg3208
rl2826,rg402
rl2827,rg4169
rl2828,rg1913
rl2829,rg2410
rl2830,rg526
rl2831,rg3227
rl2832,rg4209
rl2833,rg3627
rl2834,rg2566
rl2835,rg683
rl2836,rg3026
rl2837,rg3996
rl2838,rg1989
rl2839,rg1220
rl2840,rg482
rl2841,rg134
rl2842,rg1005
rl2843,rg4431
rl2844,rg1927
rl2845,rg4159
rl2846,rg1094
rl2847,rg155
rl2848,rg3715
rl2849,rg940
rl2850,rg42
rl2851,rg1430
rl2852,rg2809
rl2853,rg4201
rl2854,rg42
rl2855,rg4251
rl2856,rg80
rl2857,rg3016
rl2858,rg4255
rl2859,rg133
rl2860,rg857
rl2861,rg3102
rl2862,rg3529
rl2863,rg2317
rl2864,rg214
rl2865,rg4432
rl2866,rg348
rl2867,rg14
rl2868,rg2653
rl2869,rg1144
rl2870,rg3643
rl2871,rg3445
rl2872,rg4321
rl2873,rg944
rl2874,rg306
rl2875,rg3736
rl2876,rg2065
rl2877,rg845
rl2878,rg1336
rl2879,rg2548
rl2880,rg1747
rl2881,rg2936
rl2882,rg4305
rl2883,rg588
rl2884,rg115
rl2885,rg3449
rl2886,rg3713
rl2887,rg2184
rl2888,rg2184
rl2889,rg3319
rl2890,rg1047
rl2891,rg2064
rl2892,rg2512
rl2893,rg4275
rl2894,rg1004
rl2895,rg4147
rl2896,rg2834
rl2897,rg802
rl2898,rg1442
rl2899,rg3667
rl2900,rg194
rl2901,rg2522
rl2902,rg2442
rl2903,rg3785
rl2904,rg4055
rl2905,rg1591
rl2906,rg3104
rl2907,rg167
rl2908,rg3633
rl2909,rg1546
rl2910,rg709
rl2911,rg3356
rl2912,rg3258
rl2913,rg265
rl2914,rg738
rl2915,rg2575
rl2916,rg4004
rl2917,rg883
rl2918,rg1891
rl2919,rg4221
rl2920,rg1744
rl2921,rg3433
rl2922,rg4111
rl2923,rg2898
rl2924,rg1446
rl2925,rg1091
rl2926,rg885
rl2927,rg377
rl2928,rg407
rl2929,rg1952
rl2930,rg3150
rl2931,rg3343
rl2932,rg2865
rl2933,rg1058
rl2934,rg1543
rl2935,rg2086
rl2936,rg856
rl2937,rg2645
rl2938,rg419
rl2939,rg1559
rl2940,rg3167
rl2941,rg3489
rl2942,rg1797
rl2943,rg808
rl2944,rg3307
rl2945,rg2948
rl2946,rg3941
rl2947,rg3735
rl2948,rg3059
rl2949,rg2032
rl2950,rg634
rl2951,rg4246
rl2952,rg1421
rl2953,rg1792
rl2954,rg3338
rl2955,rg3774
rl2956,rg1479
rl2957,rg86
rl2958,rg3274
rl2959,rg932
rl2960,rg1168
rl2961,rg1479
rl2962,rg2145
rl2963,rg339
rl2964,rg1750
rl2965,rg651
