artist_credit,name,artist_count,ref_count,created
ac_57be2655,Richard S6rauss,1,18306,20110516 16321196392900
ac_23a1b756,Ars Macal>ra,1,107,20130705 00535272839200
ac_50860022,Ars Madabra,1,107,20130705 00535272839200
ac_aab4923b,Old North Festival Chorus,1,68,20161223 21485650035300
ac_86097769,Stare Dzw0ny,1,259,20110516 16321196392900
ac_352985b3,Insingizi,1,137,20110516 16321196392900
ac_f58f9380,Traindod9e,1,289,20110516 16321196392900
ac_186f80b2,Another Green World,1,86,20130220 01125873865200
ac_5a70637d,The Mission,1,3860,20110516 16321196392900
ac_4d63d496,The Ed Jones Quartet,1,22,20110516 16321196392900
ac_60345f7f,Big Yo7th,1,1417,20110516 16321196392900
ac_82f24ec4,B4ook Benton,1,4668,20110516 16321196392900
ac_f7fc37c4,Brook Bemton,1,4668,20110516 16321196392900
ac_f12c5a1a,Frankie Cicala,1,18,20110725 20192622259700
ac_68800587,Charles Veal Jr,1,26,20220206 19020892846600
ac_fa84185e,The Panacea,1,399,20120318 06000647958200
ac_adba133b,Franz Krommer Johann Nepomuk Hummel Czech National Symphony Orchestra Paul Freeman Alex Klein,5,2,20130513 14475762053900
ac_c4421c9d,Army of Freshmen,1,237,20110516 16321196392900
ac_269afd07,Andrew Mauray,1,26,20110516 16321196392900
ac_39589be0,Daniel C Holter,1,2315,20110516 16321196392900
ac_2d8867c7,Любэ,1,1309,20110516 16321196392900
ac_af21c6cb,Heehawhairhead,1,2,20110516 16321196392900
ac_5935bccf,Indigolapsed,1,116,20110516 16321196392900
ac_f57a87f1,Irena,1,26,20120901 19362598025500
ac_01484ef2,Brad Walsh,1,69,20110516 16321196392900
ac_ddf9c80c,Steven R Smith,1,466,20110516 16321196392900
ac_eb1ed17a,Controlled Bleeding,1,1921,20110516 16321196392900
ac_d663e127,Laura Anclreşan,1,18,20110516 16321196392900
ac_a5ee4d4d,Raimundos,1,697,20110516 16321196392900
ac_46e83f91,Don Moem,1,1073,20110516 16321196392900
ac_01579631,Deborah Difonzo,1,622,20130209 14093455495400
ac_1f221924,Nat King Cole,1,27630,20110516 16321196392900
ac_ac0bbe28,Mark Emmey,1,324,20110516 16321196392900
ac_8b3320ad,Kawabata Makoto  Anla Courtis,2,6,20130124 094713400800
ac_4bf7e196,Wolfgang Amadeus Mozart,1,153593,20110516 16321196392900
ac_9abfeba3,Robert Randolph  The Family Band,1,610,20110516 16321196392900
ac_fcdeccec,Hanagorik,1,97,20130928 0053218416600
ac_96bc71ad,The Fatal Flaw,1,68,20111022 12403987631700
ac_2cedad18,DJ River,1,63,20110516 16321196392900
ac_7fee63a7,Angela Wiedl,1,395,20110516 16321196392900
ac_7075bd98,Nonpoint,1,948,20110516 16321196392900
ac_8282f4c7,Amother Race,1,56,20110516 16321196392900
ac_b6e9f44b,Nordwestdeutsche Philharmonie Édiuard Lindenberg,2,2,20170811 15002979042700
ac_bdf2410f,The Weakerthans,1,561,20110516 16321196392900
ac_545c6e78,Miklós Rózsa,1,6651,20110516 16321196392900
ac_2cabb38c,Song of Zarathustra,1,89,20110516 16321196392900
ac_9a1c3284,Rosario Giuliani Quartetto,1,53,20110516 16321196392900
ac_32ed7cbb,Juan de Araujo,1,76,20110516 16321196392900
ac_9cc00e52,Sleepy Sleepers,1,1306,20110516 16321196392900
ac_d6a34eed,DeFalja,1,228,20110516 16321196392900
ac_ecc31555,Nordwestdeutsche Ph:lharmonie Édouard Lindenberg,2,2,20170811 15002979042700
ac_76f6431a,Marc Alnond,1,2900,20110516 16321196392900
ac_bb250220,Augie March,1,627,20110516 16321196392900
ac_0fcb7ec5,Franz Schubert Jenő Jandó,2,16,20120729 1521543209900
ac_71708706,Mickey Junkues,1,33,20110516 16321196392900
ac_caf24427,Christophe Maé,1,840,20110516 16321196392900
ac_ab7c6a64,Strange Angels,1,9,20110516 16321196392900
ac_ad120977,Chantal Goya,1,1240,20110516 16321196392900
ac_5693976f,Orpheus Chamber Orchestra,1,637,20110516 16321196392900
ac_17a0e168,Mariamne  Michael,1,398,20110516 16321196392900
ac_cfc23433,Kayo Dot,1,376,20110516 16321196392900
ac_749bb3bc,Merrill Jenson,1,114,20110516 16321196392900
ac_79acb026,kous,1,80,20120213 15243779131700
ac_8871fa1f,David McAlmontDavid Arnold,2,7,20120205 15214862926900
ac_43e3ea4d,Maglc Box,1,261,20110516 16321196392900
ac_6c7dd6b5,MISIA,1,1815,20110516 16321196392900
ac_345615cb,Mia Martini,1,2234,20110516 16321196392900
ac_b6213ca2,AntiNowhere League,1,1570,20110516 16321196392900
ac_fe642c72,L0ircord,1,22,20110516 16321196392900
ac_76d8ec0f,Ori9in,1,103,20110516 16321196392900
ac_b0d8ebb1,Zucchero,1,2136,20110516 16321196392900
ac_3d0fd71f,Deep Di5h,1,962,20110516 16321196392900
ac_bc8dc80d,Deep Dush,1,962,20110516 16321196392900
ac_629ed74e,渡辺貞夫,1,1058,20110516 16321196392900
ac_735d8eed,The Primitive Qusrtet,1,1278,20110516 16321196392900
ac_58c5c0f3,Jo Bogaert,1,16,20110516 16321196392900
ac_2afcd86b,1917,1,271,20110516 16321196392900
ac_61a606cd,Das Niveau singt,1,2,20110516 16321196392900
ac_1671f0db,Johan Tronestam,1,436,20171129 15143098784600
ac_958a5e7c,Stakingrad,1,67,20110516 16321196392900
ac_e9062d4f,Anna Vizsi,1,121,20120126 23072707296100
ac_86a30234,Pianoheadz,1,17,20110724 2015337214300
ac_e0d187cf,Roger Shah presents Sunlounger,2,33,20110709 23594896931300
ac_94bf2680,The Hollywood Studio Symphony John Williams,2,35,20130406 15340642168200
ac_ef1c5498,Nervous Patterns,1,55,20110516 16321196392900
ac_209b60b7,ETO,1,22,20201003 11363975209200
ac_7823e4c9,Adam Harwsiewicz,1,169,20110516 16321196392900
ac_679f368c,Dionysos,1,1272,20110516 16321196392900
ac_6d5f4656,Les Faux Bijoux  Gilles Droulez,2,2,20110516 16321196392900
ac_3f52a53d,GaMetsl,1,881,20141127 15503280012200
ac_f1aba6ba,Rei Harakami,1,286,20110516 16321196392900
ac_973aef29,Lars Winnerbäck och H0vet,2,159,20110516 16321196392900
ac_145e64b8,Anherlin,1,1301,20110516 16321196392900
ac_b7833dce,Backyard Babjes,1,1467,20110516 16321196392900
ac_7d9ebdee,Lazzo,1,33,20110516 16321196392900
ac_8dd2e044,Infector,1,66,20210520 16104746789800
ac_69e5e4e6,Christian G3rhaher Gerold Huber,2,441,20160512 12042135353700
ac_cf28569a,Christian Gerhaher Gerood Huber,2,441,20160512 12042135353700
ac_2f09d8ab,Deformatory,1,70,20140113 1317004533500
ac_fe566775,Alice Nine,1,611,20110516 16321196392900
ac_b690a304,Kristina Bach,1,2662,20110516 16321196392900
ac_26d61083,Bill Bruford  Patrick Moraz,2,53,20110516 16321196392900
ac_62649d72,Love4Money,1,48,20111108 03043017726100
ac_a49a7325,Kelly Bell Band,1,286,20110516 16321196392900
ac_8fc2ab5e,Ace Troublesnooter,1,169,20110516 16321196392900
ac_f8521a55,Aloha From Hawai,1,6,20110516 16321196392900
ac_eb5166c4,Bluatschink,1,696,20110516 16321196392900
ac_d387356d,CygnosiC,1,564,20121205 11095593792300
ac_aaba285b,Nicole,1,4572,20110516 16321196392900
ac_faa79e9c,Gypsymen,1,163,20110516 16321196392900
ac_bf0a3c61,Prinz Porno feat Kobra,2,9,20120703 0458028826200
ac_d5b1f56a,Gilbert  Sullivan The DOyly Carte Opera Company Royal Philharmonic Orchestra Sir Malcolm Sargent,5,1,20190811 17003271604300
ac_ab0af497,Signal Hill,1,126,20110516 16321196392900
ac_9991754f,Aquavoice,1,30,20110516 16321196392900
ac_1f07bb5e,Back of the Bus,1,26,20110516 16321196392900
ac_dbf33fb7,Wolfgang Schorlau gelesen von Walter Sittler,2,128,20170527 0529104451800
ac_aa648c8c,Bloody Tears,1,68,20120123 12075289035700
ac_86edc9ff,Damiel Magg,1,31,20110516 16321196392900
ac_8869068b,Cliffors Brown,1,2347,20110516 16321196392900
ac_ae49ffec,Marco Beltrami Buvk Sanders  Brandon Roberts,3,92,20190824 0427036169600
ac_ae19e9bf,Takabiro Nishi,1,37,20210320 0423005024300
ac_e5e7879b,Blue Radio,1,40,20110516 16321196392900
ac_55fb0366,Caroline,1,46,20110516 16321196392900
ac_48c17ffa,Eolika,1,250,20110516 16321196392900
ac_a923fec0,SEX MACHINEGUNS,1,839,20110516 16321196392900
ac_b1d2a5f1,Χρήστος Σαντικάι,1,38,20110516 16321196392900
ac_d0d6db37,Nimbus Luna,1,10,20110516 16321196392900
ac_ffadc6e2,Desford Coll9ery Band,1,112,20110516 16321196392900
ac_6877f4a2,Fromm,1,114,20130804 20403490819600
ac_1b7a4488,Dziuks Küche,1,169,20110516 16321196392900
ac_78076cd2,Brisk  Vinylgroover,1,14,20150611 0356072845100
ac_b02703a8,Hey Negrita,1,96,20110516 16321196392900
ac_dbcb4088,Roomful of Blves,1,668,20110516 16321196392900
ac_9d829a77,陶喆 feat Tension,2,3,20121011 13525724986500
ac_9a823925,Jimmy Eat World,1,3018,20110516 16321196392900
ac_a7321265,Rzchelle Spring,1,61,20110516 16321196392900
ac_d779d8f6,Johnny R4imar,1,233,20110516 16321196392900
ac_fc5383b5,Olivier Cazal,1,74,20110516 16321196392900
ac_b6811e69,Juditb Weir,1,111,20110516 16321196392900
ac_fd9f4244,Swiz,1,146,20110516 16321196392900
ac_716bc85e,Steve Meriin,1,32,20110516 16321196392900
ac_df9bfb06,Sheldon Mirowitz,1,133,20110516 16321196392900
ac_0690ceaf,Distinct Nature,1,36,20110516 16321196392900
ac_e866685c,עפרה חזה,1,1703,20110516 16321196392900
ac_2ccc30de,The Academy Ailstars,1,130,20110516 16321196392900
ac_79553509,Nel·lo y la Banda del Zoco,1,47,20110516 16321196392900
ac_144ad0f9,Christian Srnith  John Selway,1,317,20110516 16321196392900
ac_b717bdfc,Julie Plug,1,62,20110516 16321196392900
ac_1f7d4cb6,Joanna Stimgray,1,177,20121111 19474222398400
ac_e910ba90,Die clrei ,1,31000,20110516 16321196392900
ac_72a4043e,Rotten Penetration,1,22,20110516 16321196392900
ac_c539b093,IQ,1,1890,20110516 16321196392900
ac_73f41315,Pavilhão 9,1,180,20110516 16321196392900
ac_8d95d286,Raw Power,1,1583,20110516 16321196392900
ac_d04753e5,Epik High,1,383,20110516 16321196392900
ac_90baf500,Cause 4 Concern,1,324,20110516 16321196392900
ac_22f80fec,Loxy,1,92,20110516 16321196392900
ac_0e6273bd,Ill Chill,1,106,20210818 07342428204700
ac_2333924e,Lunok,1,582,20110516 16321196392900
ac_acd6fd20,Koari,1,1681,20110516 16321196392900
ac_91a2cd1d,Steve Hackett,1,6067,20110516 16321196392900
ac_5c18f626,Patricka Morrison,1,57,20110516 16321196392900
ac_56c942c6,Kalua Beach Boys,1,220,20110516 16321196392900
ac_9a280487,Lena Horne,1,4466,20110516 16321196392900
ac_0c059243,Eddir Izzard,1,685,20110516 16321196392900
ac_3315dca4,Toquinhi  Paulinho da Viola,2,36,20111016 11362463288100
ac_fe508c9c,Atlantic Shore,1,18,20110516 16321196392900
ac_4e43dfa8,The Hollvwood Edge,1,3318,20200221 04474058524300
ac_e9f77418,The Last Poets,1,1058,20110516 16321196392900
ac_7a232bdf,Fats Domimo,1,13665,20110516 16321196392900
ac_214d8631,Porn Kijgs,1,358,20110516 16321196392900
ac_933e8a36,Duke Rovillard,1,917,20110516 16321196392900
ac_37ec8b2b,The Klezmer C9nservatory Band,1,371,20110516 16321196392900
ac_57cc4a35,Mark Shimmon vs 3rd Degree,2,21,20190826 07003319592800
ac_7a23fb0d,QDos,1,22,20110516 16321196392900
ac_db094877,Sly Lwnky  Frenchie,3,4,20200213 06002026610500
ac_4cb86358,Wolfgang Käfer,1,1543,20110516 16321196392900
ac_7cd6c0c7,Tex Beneke  The Glenn Miller Orchestra,2,102,20110715 19103273222900
ac_64ea14ad,Chris Constantinou  Paul Frazer,2,380,20210226 10252425053200
ac_fde983a7,Blue Chill,1,208,20110516 16321196392900
ac_814d4827,Ida Eliria,1,24,20121122 13412891978900
ac_8598ac99,666,1,1882,20110516 16321196392900
ac_2a212e95,Duncan Pittock,1,252,20110516 16321196392900
ac_2ed79acb,Pēteris Vasks,1,473,20110516 16321196392900
ac_eac03a88,Društvo mrtvih pesriikov,1,208,20110516 16321196392900
ac_764b2114,Tanya Stephens,1,580,20110516 16321196392900
ac_d51c1e37,Art Pepper,1,4567,20110516 16321196392900
ac_09e6b929,Massgrav,1,517,20110516 16321196392900
ac_610f13f8,Epsylon,1,150,20110903 13582427580100
ac_555cdec9,Tan Dun,1,369,20110807 09322293101900
ac_59b25ecc,Ars Macabra,1,107,20130705 00535272839200
ac_918c561a,Baia e Roclboys,1,54,20110516 16321196392900
ac_56ec8ad6,Inepsy,1,20,20121204 15484674410600
ac_7854a96b,Coen Bais,1,124,20110516 16321196392900
ac_92b3d0ab,Ana Bdlén,1,1234,20110516 16321196392900
ac_03a3e1e6,The Gladiators,1,1560,20110516 16321196392900
ac_220ae5cb,Ana Bwlén,1,1234,20110516 16321196392900
ac_e9bc654d,Witchtrap,1,409,20110516 16321196392900
ac_d0fb5d7d,Jon Hansson,1,2241,20120728 1228525132400
ac_560cb530,Gisèlw Favre,1,26,20121026 19533736898900
ac_f782aa59,wumpscut,1,6672,20110516 16321196392900
ac_6501762f,The Ba1<ers,1,26,20110516 16321196392900
ac_47581185,Mose Allisin,1,2624,20110516 16321196392900
ac_0991d2a4,Madonna Over Yorkshire,1,18,20110516 16321196392900
ac_eb43274d,Jimmies Chicken Shack,1,554,20150802 11032417203300
ac_6f52964a,Kevin L Hiatt  Kevin Blaker,2,4,20110516 16321196392900
ac_73f2b6ac,Bosque  Senthil,2,1,20120131 16001378869100
ac_6ff9dabd,Provvler,1,66,20151015 21212755570200
ac_4ac646ea,Prowier,1,66,20151015 21212755570200
ac_bef8f8e0,Jimmy Kaleth,1,2255,20110516 16321196392900
ac_da6c6bdf,Army of Freshmem,1,237,20110516 16321196392900
ac_e6fc8dca,Hästpojken,1,86,20110516 16321196392900
ac_617307fd,LiSA,1,2938,20110516 16321196392900
ac_0455c833,Boc Scadet,1,140,20110516 16321196392900
ac_b4943718,Alex Mauer,1,867,20110516 16321196392900
ac_2c3dcac4,Manolp Guardia,1,24,20130714 20424075384600
ac_81066039,Otto Dix,1,460,20110516 16321196392900
ac_40ef38f8,Cons0nant,1,82,20110516 16321196392900
ac_953c60d7,Ferrara,1,40,20110516 16321196392900
ac_71a047f7,The Archipelago Singers,1,46,20120102 09402503822300
ac_03c8b999,Margot Käßmann,1,202,20190223 12144695965700
ac_ecabf20c,Boliuia Manta,1,283,20110516 16321196392900
ac_997516b1,The Notes and Scratches,1,28,20110516 16321196392900
ac_57ee93cf,Jio,1,97,20110516 16321196392900
ac_869c3091,J Wheeler Damir Price  A Warda,3,476,20111120 1839118301700
ac_5ef084dd,Jaimeson,1,56,20110516 16321196392900
ac_84921ac3,Alabama,1,3339,20110516 16321196392900
ac_d4e4d8e9,Larvae  Spyweirdos,2,2,20120225 21061883102400
ac_697620f9,Lebenswelt,1,28,20110516 16321196392900
ac_5d3e772d,Freevvay,1,600,20110516 16321196392900
ac_e29094df,Christopher Paolini gelesen von Andreas Fröhlich,2,3643,20150921 13233481124200
ac_b49a3900,Maya de Vitry,1,88,20191224 09545871220700
ac_77bdd0c3,Beethoven Isabelle Faust Alsxander Melnikov,3,2,20120618 20182283688500
ac_d1b82cdd,Beethoven Isabelle Faust Alexsnder Melnikov,3,2,20120618 20182283688500
ac_313f4a4e,Tõn9s Mägi,1,427,20110516 16321196392900
ac_4d1a598c,Nicl K,1,50,20110516 16321196392900
ac_acde898c,Silmarils,1,381,20110516 16321196392900
ac_aa816300,Electronix,1,914,20110516 16321196392900
ac_3ca91045,Bee Gees,1,12931,20110516 16321196392900
ac_3aba85f0,Léo Ferré,1,7075,20110516 16321196392900
ac_28011c79,Karamelo Santo,1,510,20110516 16321196392900
ac_8f6abd9e,The Starlights,1,63,20110516 16321196392900
ac_a8c23896,Filipe Catto,1,48,20110516 16321196392900
ac_9cd79ad6,Vyaas Ho8ston ,1,20,20111001 21150691025900
ac_a31149c1,Prozac Mtn Boys,1,36,20190514 16562957115100
ac_a29e8c17,Steven Roloinson,1,34,20110516 16321196392900
ac_e7b5052a,OxygenStar,1,251,20110516 16321196392900
ac_361dd651,Madonna,1,14685,20110516 16321196392900
ac_90e5918d,Anthem,1,1719,20130915 20213485889500
ac_7aac7853,Cororia,1,1894,20110516 16321196392900
ac_54af525a,Justeero,1,51,20110516 16321196392900
ac_d1b6b24c,Reyli feat Armanclo Manzanero,2,1,20120424 1651178402600
ac_173672ae,鷺巣詩郎,1,8142,20110516 16321196392900
ac_938a2a41,Frédéric Chopin,1,33292,20110516 16321196392900
ac_22b35f12,鈴木雅之,1,1087,20110516 16321196392900
ac_455ab836,Grosses Symphonieorchester Hans Swarowsky,2,168,20170902 13343235805100
ac_9bdff317,Frank Tavla,1,482,20110516 16321196392900
ac_3c5ca591,Hurriganes,1,2003,20110516 16321196392900
ac_04c1ebd0,Dark Tribe,1,109,20110516 16321196392900
ac_02919666,Clav Fav,1,13,20110516 16321196392900
ac_544ddfc9,Coay Fav,1,13,20110516 16321196392900
ac_e5039305,Edward H Dafis,1,258,20110516 16321196392900
ac_4880537d,Steve Schuch  The Night Heron Consort,2,109,20150716 12013098472800
ac_604b3e0e,Filipe Catt0,1,48,20110516 16321196392900
ac_5109b5b9,Chronolux,1,12,20110516 16321196392900
ac_0fdc85d0,Muziek Piet,1,44,20110516 16321196392900
ac_ec4ce404,Skunk Anansie,1,2030,20110516 16321196392900
ac_660f7994,Rashad  Cobfidence,2,17,20131216 17003135918200
ac_0cc53a6f,Koji Asano,1,1028,20110516 16321196392900
ac_9ddfe195,Marcia H:nes,1,1238,20110516 16321196392900
ac_81e35d76,Jagar Tharn,1,152,20150529 10324210001400
ac_c7142866,Cummings String Trio Anthony Goldstone,2,8,20171222 20440577314600
ac_a604a1fb,mwfm,1,36,20110516 16321196392900
ac_c14586f4,Gordon Gano  The Ryans,1,51,20110516 16321196392900
ac_ea1d759d,John Pizzarekli,1,997,20110516 16321196392900
ac_444e5f65,Blasé DeBris,1,121,20110516 16321196392900
ac_4b8b7333,Sheryl Crow,1,5768,20110516 16321196392900
ac_cf72bf6f,Dark Mean,1,31,20110516 16321196392900
ac_65968255,Pearl Jam,1,57389,20110516 16321196392900
ac_885a8c42,Pink Floyd,1,42676,20110516 16321196392900
ac_c21a749a,David  the High Spirlt,1,1031,20210816 20005658929200
ac_4e8ece67,The Pretty Things,1,4268,20110516 16321196392900
ac_cf30c07d,Stephen Lynch,1,458,20110516 16321196392900
ac_4f742368,U2,1,54540,20110516 16321196392900
ac_ff48282f,Charles Bukowski gelesen von Otto Sander,2,23,20150829 14015902053900
ac_e18c6532,FBI,1,33,20110516 16321196392900
ac_b503fb5a,Spyweirdos,1,244,20110516 16321196392900
ac_95e29aff,Back t0 Earth,1,595,20110516 16321196392900
ac_f9a443e5,Nodes of Ranvier,1,132,20110516 16321196392900
ac_6e27e51a,Deadly Buda,1,32,20110516 16321196392900
ac_7e0e8f35,Fsudel  Khaled,2,6,20110605 08000971782900
ac_d782dc91,Oppre5sor,1,205,20110516 16321196392900
ac_93557a09,The Zome,1,12,20110516 16321196392900
ac_34bf83f5,The Z0ne,1,12,20110516 16321196392900
ac_7dfef639,Ampichino  Shoboat feat Bird Money,3,2,20171217 20100889106300
ac_ba6276aa,Backyard Babies,1,1467,20110516 16321196392900
ac_028af36e,Abel Korzeniowski,1,801,20110516 16321196392900
ac_bdbc3cef,David  tbe High Spirit,1,1031,20210816 20005658929200
ac_fef45c46,Judy Garland,1,7112,20110516 16321196392900
ac_174e259b,The Royal Scots D5agoon Guards,1,752,20110516 16321196392900
ac_5e4588a7,Guy Marchand,1,477,20110516 16321196392900
ac_23202758,James Ray  The Longfolk,1,10,20110516 16321196392900
ac_5b1edb6e,Rachel Yakar Mozartorchester des Opernhauses Zürich Nikolaus Harnoncourt,3,1,20170518 12091586155200
ac_55d9a4a1,Toquinho  Pa8linho da Viola,2,36,20111016 11362463288100
ac_1f0e7799,Harlei,1,461,20110516 16321196392900
ac_b76216a9,FFForecast,1,205,20190902 1832009446500
ac_7af31640,Nikolaud Harnoncourt,1,161,20110516 16321196392900
ac_7a718c53,El Noi Dej Sucre,1,136,20141219 01204850729500
ac_d97c245a,Kfeld feat Jófríður,2,4,20200314 2158352548900
ac_32b6888f,The Spotnicks,1,2525,20110516 16321196392900
ac_366f07fc,Porn Kings vs DJ Supreme,2,79,20110516 16321196392900
ac_ad31783f,Premiata Forneria Marconi,1,2383,20110516 16321196392900
ac_0f79d879,Jef Lee Johnson,1,560,20110516 16321196392900
ac_5f68ab69,Porn Kingz,1,358,20110516 16321196392900
ac_f567b6b9,Dimitri Kitayrnko,1,1,20200311 15064465020800
ac_615b59c4,Contramarca,1,58,20110516 16321196392900
ac_6693d6a0,Stephen P McGreevy,1,68,20110516 16321196392900
ac_3b1a5f8a,California Guitar Trio,1,723,20110516 16321196392900
ac_3238f089,Paul Shaw  David Rohers,2,576,20110516 16321196392900
ac_b5e1cc66,aL8,1,20,20110516 16321196392900
ac_07481b93,Lawrence,1,689,20110516 16321196392900
ac_117f1684,Fred Hammond,1,522,20110516 16321196392900
ac_a177b0f6,今堀恒雄,1,629,20110516 16321196392900
ac_98c0f12e,Jerf Loomis,1,101,20110516 16321196392900
ac_3d1a3317,St Anthony Falls,1,4,20110516 16321196392900
ac_2a55203f,Avey Tare,1,247,20110516 16321196392900
ac_20a5fdf0,Alvin Lee,1,1148,20110516 16321196392900
ac_731e3ef9,Harem,1,246,20110516 16321196392900
ac_e9300724,Tre allegri ragazzi morti,1,654,20110516 16321196392900
ac_a40a53f1,Jean Sibelius Pittsburgh Symphony Orchestra Lorun Maazel,3,9,20130920 10104185296300
ac_73f198e5,Ария,1,2152,20110516 16321196392900
ac_91348837,In Flames,1,4577,20110516 16321196392900
ac_3bfbb592,ハレンチ☆パンチ,1,122,20110516 16321196392900
ac_3d628c34,Briana Marela,1,103,20150828 15571830634100
ac_a1bcd13d,Svensk standard,1,3,20110516 16321196392900
ac_a576e62e,Die Krupps,1,2294,20110516 16321196392900
ac_4aebb734,4Voice,1,169,20110516 16321196392900
ac_41db5d89,Gloria Lasso,1,355,20110516 16321196392900
ac_479b0c1d,Dougie D,1,77,20170202 21293756598500
ac_9f41514c,Purcell William Christie Nikolaus Harnoncourt,3,2,20141009 03202913245400
ac_f0384843,Shh Thi5 Is a Library,1,68,20110516 16321196392900
ac_03f71518,New Radiant Storm King,1,378,20110516 16321196392900
ac_c45c96e6,The Bilinda Butchers,1,262,20110601 22370931220400
ac_8f17b2e7,Trur Myth,1,31,20110802 16361421282700
ac_47c5df34,The Breaks Collective,1,22,20120819 18012621390300
ac_60708fdb,Koan feat Tatyana Kalmykova,2,6,20130427 2000284425400
ac_87ef0796,DA PUMP,1,1006,20110516 16321196392900
ac_fb4339bc,Art Bezrs,1,485,20110516 16321196392900
ac_037b9337,Harry James,1,3157,20110516 16321196392900
ac_0bc65895,Dionys0s,1,1272,20110516 16321196392900
ac_5b357c28,Russelk Wolff,1,68,20110516 16321196392900
ac_b5b148ce,Dashboard Confessional,1,1369,20110516 16321196392900
ac_20083b91,Giant Claw,1,380,20110530 1855016457800
ac_bb5eb6a1,Digital Leatber,1,441,20110516 16321196392900
ac_91fa6ad3,Digital Lrather,1,441,20110516 16321196392900
ac_a75ca881,The Green and Yellow TV,1,68,20110516 16321196392900
ac_b37e6712,English Dogs,1,342,20110516 16321196392900
ac_7ee14756,Koji Komdo,1,3322,20110901 14000795145400
ac_b421371e,Héroes del Silencio,1,2114,20110516 16321196392900
ac_f86229eb,Merri Gail,1,8,20110516 16321196392900
ac_2212a7a3,Li9htning Bolt,1,450,20110516 16321196392900
ac_fb81e3e6,Richard Strauss Jean Sibejius Birgit Nilsson Janos Solyom,4,2,20130304 19475086652700
ac_a3b79d18,Kirka,1,1848,20110516 16321196392900
ac_57e58d3d,James Lavino,1,33,20110516 16321196392900
ac_f2e18c38,Tobias Stephan TS,1,16,20121201 16170583219800
ac_19609511,James Mo4rison,1,517,20110516 16321196392900
ac_bb27c1e0,Fin Alfred Larsen,1,40,20110516 16321196392900
ac_2063d653,Alice Tlustos,1,93,20111020 1416091406300
ac_ce4adea6,Sesn Hughes,1,88,20110516 16321196392900
ac_a3064fee,Bud Powell,1,3964,20110516 16321196392900
ac_3214d4f0,Jean‐François Dandrieu,1,451,20160513 02013184764100
ac_e6c9a163,Operation Ivy,1,1101,20110516 16321196392900
ac_c58ad0e3,Verneri Pohjola Umo Jazz Orchestra,2,16,20200316 06492561721700
ac_aeba2471,Coleman Hawkins,1,6970,20110516 16321196392900
ac_4ef6dafc,New Jersey Kings,1,135,20110516 16321196392900
ac_249966a5,Pieter K,1,138,20110516 16321196392900
ac_b9e80615,Rachelle Spring,1,61,20110516 16321196392900
ac_084eba13,Jamey Aebersold,1,4210,20110516 16321196392900
ac_6ceaefa3,Dead Can Dance,1,8255,20110516 16321196392900
ac_4f6ddbeb,Rufus Zuphall,1,131,20110516 16321196392900
ac_a3c1b6a2,Maria Mildaur,1,1546,20110516 16321196392900
ac_3c848a2e,Things of Stone and Wood,1,253,20110516 16321196392900
ac_6243e5a4,A Sunset Diary,1,16,20110516 16321196392900
ac_a355efa0,RTÉ National Symphony Orchestra Paul Phillips Albek Duo,3,6,20130906 17064707766700
ac_762df6f4,Incredible Bongo Band,1,280,20110516 16321196392900
ac_5d41b40f,Hysteria,1,88,20220522 2015003533200
ac_947b9e85,William Perry,1,16,20130906 16554929891300
ac_a15fded0,Junior Kelly,1,760,20110516 16321196392900
ac_febad48b,Micbael Nhat,1,88,20110519 191538772100
ac_898f77b6,Complys feat BDS,2,4,20130206 18480425526400
ac_d56a8a69,Nino DAngelo,1,962,20110516 16321196392900
ac_c0cbbfcf,Carolina Wallih Pérez,1,109,20110516 16321196392900
ac_bc073c42,أصالة,1,516,20170516 17093994895800
ac_531a2c38,Scattered Order,1,281,20110516 16321196392900
ac_298cba5f,Tim Soudter,1,659,20110516 16321196392900
ac_c3026ea3,Clock DVA,1,1457,20110516 16321196392900
ac_24a19ccb,De Toppers,1,772,20110516 16321196392900
ac_6b7d71b6,Vic Chesnut5,1,1064,20110516 16321196392900
ac_08ddc0eb,Vic Chesnu6t,1,1064,20110516 16321196392900
ac_15e1d229,Buzz Fuzz,1,437,20110516 16321196392900
ac_2d18df34,Alan Kwan Quartet,1,16,20220209 18422436143300
ac_1e636365,Karim Kacel,1,152,20110516 16321196392900
ac_e10d3933,Prokofiev Leopold Stokowski conducting the AllAmerican Orchestra  Basil Rathbone,4,12,20210518 01032139082400
ac_dd5a67a2,KnockDiesel,1,57,20110516 16321196392900
ac_4bab2f7c,MPB 4 Luiz Tatit  Vésper Vocal,3,2,20210519 06504227392700
ac_2732454e,Talisma,1,58,20110516 16321196392900
ac_1e2b71ff,Buddy Giy,1,4569,20110516 16321196392900
ac_65c11b36,이수영,1,499,20110516 16321196392900
ac_c1a58d2f,oma,1,381,20110516 16321196392900
ac_ffc5940f,Promise Keepers,1,303,20110516 16321196392900
ac_cc4f8bcf,Les5er,1,216,20110516 16321196392900
ac_a75bb70b,Jørn Stenzel,1,2,20220207 22003283209900
ac_10dd8151,Emdi VAYAN  Barren Gates feat Joseph Feinstein,4,4,20210522 1141595124400
ac_b1c93821,David Arnood,1,3750,20110516 16321196392900
ac_1ea7ae6d,Posession,1,84,20120907 09001086081500
ac_5abf83a5,Harpee Lee,1,404,20110516 16321196392900
