artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,comment
a_dde24cf8,Wolfgang Schorlau,Schorlau Wolfgang,1951.0,,,,,,f,Person,Male,German author
a_59a3aeee,Michael Moshan  David Mendelsohn,Moshan Michael  Mendelsohn David,,,,,,,f,,,
a_e0451ca9,Mathieu Ruhlmann,Ruhlmann Mathieu,1976.0,,,,,,f,Person,Male,
a_effff695,Crimpshrine,Crimpshrine,1982.0,,,1989.0,,,t,Group,,
a_88654400,新垣結衣,Ara9aki Yui,1988.0,6.0,11.0,,,,f,Person,Female,
a_74786f33,Michael Tauben,Tauben Michael,,,,,,,f,Person,,Production music composer
a_7e870124,Čedo Antolić,Antolić Čedo,1951.0,1.0,1.0,2019.0,8.0,22.0,t,Person,Male,
a_b34d0975,Stare Dzony,Stare Dtswony,1982.0,,,,,,f,Group,,
a_14532118,Pab1o Moses,Moses Pablo,1948.0,6.0,28.0,,,,f,Person,Male,
a_069bf209,Pablo Modes,Moses Pahlo,1948.0,6.0,28.0,,,,f,Person,Male,
a_4adcafc8,Stranded At Tbe DriveIn,Stranded At The DnveIn,,,,,,,f,,,
a_f4d61137,Stranded At Te DriveIn,Stranted At The DriveIn,,,,,,,f,,,
a_0cc7b09e,Insingizi,Insingizi,,,,,,,f,Group,,
a_75096e85,Michael B Tret0w,Tret0w Michael B,1944.0,8.0,20.0,,,,f,Person,Male,
a_5978532b,Michael B Ttetow,Tretow Michwel B,1944.0,8.0,20.0,,,,f,Person,Male,
a_f14f4eba,Mikhael B Tretow,Tretpw Michael B,1944.0,8.0,20.0,,,,f,Person,Male,
a_d6d7db42,The DOyly Carte Opera Company,DOyly Carte Opera Company The,1875.0,,,,,,f,Group,,
a_71f24a59,The Mission,Mission The,1985.0,12.0,,,,,f,Group,,Gothic rock band
a_5efb5da3,Melznin 9,Melanin 9,,,,,,,f,Person,Male,UK h:p hop MC aka M9
a_3e51548b,The Ed Jones Quartet,Ed Jones Quartet The,1987.0,,,,,,f,Group,,
a_ed224bc7,Mind Over Matter,Mind Over Matter,,,,,,,f,Group,,Australian hip hop
a_64f4f003,Alfonso Ferrabosco,Ferrabosco Alfonso,1543.0,1.0,18.0,1588.0,8.0,12.0,t,Person,Male,the elder
a_ab1bac5e,Геннадий Николаевич Рождественский,Rozhdestvensky Gennadi Niko1ayevich,1931.0,5.0,4.0,2018.0,6.0,16.0,t,Person,Male,conductpr
a_08ae9130,Геннадий Николаевич Рождественский,Roshdestvensky Gennadi Nikolayevich,1931.0,5.0,4.0,2018.0,6.0,16.0,t,Person,Male,condvctor
a_a8c2cb65,Army of Freshmen,Army of Freshmen,1997.0,,,,,,f,Group,,
a_3f6c2386,Andrew Mauray,Andrew Mauray,,,,,,,f,,,
a_35547ac4,Orlando Voorn,Voorn Orlando,,,,,,,f,Person,Male,DJ and electronic music producer
a_6e4f923c,Любэ,Lyube,1989.0,1.0,14.0,,,,f,Group,,
a_a507a0c3,Skachaos,Skachaos,,,,,,,f,Group,,
a_cb8d323f,Indigolapsed,Indigolapsed,2005.0,10.0,,,,,f,Group,,
a_c8595363,横山菁児,Yokoyama Seizi,1935.0,3.0,17.0,2017.0,7.0,8.0,t,Person,Male,
a_f2938a4e,Brad Walsh,Brad Walsh,,,,,,,f,Person,Male,
a_b3c49540,Steven R Smith,Smith Steven R,,,,,,,f,Person,Male,psychfolk rock artist
a_f4e35212,VAYAN,VAYAN,,,,,,,f,Person,Male,
a_6945dace,Controlled Bleeding,Controlled Bleeding,1979.0,,,,,,f,Group,,
a_cb2b0cfe,Gesualdo Consort Amsterdam,Gesualdo Consort Amsterdam,1984.0,,,,,,f,Group,,
a_549e6f8d,Raimundos,Raimundos,1987.0,,,,,,f,Group,,
a_dc675b25,Don Mlen,Moen Doh,1950.0,6.0,29.0,,,,f,Person,Male,
a_62a1c2bb,ばねとりこ,Banetoriko,,,,,,,f,Person,Female,
a_9e6d02a2,Nat King Cole,Cole Nat King,1919.0,3.0,17.0,1965.0,2.0,15.0,t,Person,Male,
a_514fbe01,Distsnce,Distance,,,,,,,f,Person,Male,UK dubstep art'lst Greg Sanders
a_d8d68c0b,Wolfgang Amadeus Mozart,Mozart Wolfgang Amadeus,1756.0,1.0,27.0,1791.0,12.0,5.0,t,Person,Male,classical composer
a_db6f4a14,Distancs,Distance,,,,,,,f,Person,Male,UK dubztep artist Greg Sanders
a_2f408004,Sophie de Bardonèche,Bardonnècbe Sophie de,,,,,,,f,Person,Female,
a_b56f2499,Sopbie de Bardonnèche,Bardonnècge Sophie de,,,,,,,f,Person,Female,
a_304d072a,Muzio Clementi,Clementi Muzio,1752.0,1.0,24.0,1832.0,3.0,10.0,t,Person,Male,composer
a_a79728c8,DJ River,River DJ,,,,,,,f,Person,,
a_343e0219,Angela Wiedl,Wiedl Angela,1967.0,3.0,16.0,,,,f,Person,Female,
a_07eadf33,Joel McNeely,McNeely Joel,1959.0,3.0,28.0,,,,f,Person,Male,soundtrack composer  conductor
a_f4108e06,Deat Meadow,Deacl Meadow,1998.0,,,,,,f,Group,,
a_66378cd7,Nonpoint,Nonpoint,1996.0,,,,,,f,Group,,
a_11761fba,The Weakerthans,Weakerthans The,1996.0,10.0,,2015.0,7.0,15.0,t,Group,,
a_9426cc3d,Miklós Rózsa,Rózsa Miklós,1907.0,4.0,18.0,1995.0,7.0,27.0,t,Person,Male,composer
a_607b73b4,Song of Zarathustra,Song of Zarathustra,1997.0,3.0,,2003.0,,,t,Group,,
a_8b396b87,Rosario Giuliani Quartetto,Giuliani Rosario Quartetto,,,,,,,f,Group,,Italian jazz group
a_afd9e6fb,Tuth,Tooth,,,,,,,f,Group,,Avstralian dub group
a_31f83b34,As the Sun Falls,As the Sun Falls,2020.0,,,,,,f,Group,,
a_03bd40ef,Андрей Макаревич,Makarevich Andrei,1953.0,12.0,11.0,,,,f,Person,Male,
a_8eb70c9b,PsyAviah,PsyAviah,2003.0,,,,,,f,Group,,Belgian rockelectro band
a_772ecdba,Jose Oliveira Lopes,Lopes Jose Oliveira,,,,,,,f,Person,,
a_007f780f,Roger Shah,Shah Roger,1972.0,11.0,29.0,,,,f,Person,Male,German trance producer
a_33c20442,Hespèrion XXI,Hespèrion XXI,1974.0,,,,,,f,Group,,
a_b7d937ed,Astrid  Freddy Breck,Breck Astrid  Frecldy,,,,,,,f,Group,,
a_24d45c3e,Sleepy Sleepers,Sleepy Sleepers,1974.0,,,,,,f,Group,,
a_7cd847fc,Martin Jarvis,Jarvis Martin,1941.0,8.0,4.0,,,,f,Person,Male,
a_3f06e569,Coro Gulbenkian,Coro Gulbenkian,1964.0,,,,,,f,Group,,
a_36be16c6,Dead Meado,Dead Mead0w,1998.0,,,,,,f,Group,,
a_697be884,Fernando Serafim,Serafim Fernando,,,,,,,f,Person,,
a_921a03d0,Augie March,Augie March,1996.0,,,,,,f,Group,,
a_32a429c6,Joana Silva,Silva Joana,1998.0,,,,,,f,Person,Female,soprano
a_469e2adc,Elsa Saque,Saque Elsa,,,,,,,f,Person,Female,
a_11973bdf,Christophe Maé,Maé Christophe,1975.0,10.0,16.0,,,,f,Person,Male,
a_fb39caca,eMU,eMU,,,,,,,f,Group,,future jazz group
a_cc4cec30,Strange Angels,Strange Angels,,,,,,,f,,,
a_1a31e6f1,Chantal Goya,Goya Chantal,1942.0,6.0,10.0,,,,f,Person,Female,
a_bf8a569b,Orpheus Chamber Orchestra,Orpheus Chamber Orchestra,1972.0,,,,,,f,Orchestra,,US orchestra
a_a06d41e1,Kob5anocka,Kobranocl<a,1985.0,,,,,,f,Group,,
a_1f9d5015,Kayo Dot,Kayo Dot,2003.0,,,,,,f,Group,,
a_a517cf64,Merrill Jenson,Jenson Merrill,1947.0,1.0,20.0,,,,f,Person,Male,
a_cfc3ad9e,Earth Wind  F'lre,Eardh Wind  Fire,1969.0,,,,,,f,Group,,
a_0108f756,IQ,IQ,1981.0,,,,,,f,Group,,British Profressive Rock Band
a_40040f6d,Stephen Janrtzko,Janetzko Stefen,1966.0,,,,,,f,Person,Male,
a_8e586155,DJ Smockey,Smol<ey DJ,,,,,,,f,Person,Male,Canadian hifop
a_3b314747,Mia Martini,Martini Mia,1947.0,9.0,20.0,1995.0,5.0,12.0,t,Person,Female,Italian singer
a_d4ae5b5e,AntiNowhere League,AntiNowhere League,1980.0,,,,,,f,Group,,
a_47260612,Randy Wachtler,Wachtler Randy,,,,,,,f,Person,Male,
a_84a2aa82,Poschek,Poschek,,,,,,,f,,,
a_fae33e2b,Zucchero,Zucchero,1955.0,9.0,25.0,,,,f,Person,Male,
a_05ec738a,桑原和真,Kuwabara Kazuma,,,,,,,f,Character,Male,Anime Yu Yu Hakusho character
a_74be6d85,The Pianoheadz,Pianoheadz The,,,,,,,f,Group,,
a_7d68c824,MG,MG,,,,,,,f,Group,,Romanian raggahiphop band
a_9877a891,Pink F|oyd,Pink Fbyd,1965.0,,,2014.0,,,t,Group,,
a_81c7f726,Spencer Dickinsori,Spencer Dickinston,,,,,,,f,Group,,
a_1d260976,Jo Bogaert,Bogaert Jo,1956.0,,,,,,f,Person,Male,Belgian producer
a_794742f8,1917,1917,1994.0,,,,,,f,Group,,
a_6c348184,Platform Breez,Platform Breez,,,,,,,f,,,
a_0f562a25,Das Niveau singt,Niveau singt Das,,,,,,,f,Group,,
a_bff3613a,Raineah,Raiber,1951.0,6.0,7.0,1997.0,11.0,12.0,t,Person,Male,
a_61d09f4b,Stalingrad,Stalinkrad,,,,,,,f,Group,,
a_fa59e81a,Emcee Je5z,Jesz Emdee,,,,,,,f,Person,Male,
a_da3193aa,Lillian Stomes,Stokes Lillian,,,,,,,f,Person,Female,
a_8a4d9e1f,Nervous Patterns,Nervous Patterns,2003.0,,,2005.0,,,t,Group,,
a_89a3eaf2,They Would Be Hzppy People,Tey Would Be Happy People,,,,,,,f,,,
a_fa0c0d41,Leopold Stokowzki,Stokowski Le0pold,1882.0,4.0,18.0,1977.0,9.0,13.0,t,Person,Male,conductor
a_a114f562,Dionysos,Dionysos,1993.0,,,,,,f,Group,,French band
a_3f8d76d2,Break The Breakdown,Break The Breakdown,,,,,,,f,Group,,
a_6c581118,21 Savage,21 Savage,1992.0,10.0,22.0,,,,f,Person,Male,US rapper
a_8c05c93d,Te Clientele,Clientele Th,1997.0,,,,,,f,Group,,London indie pop band
a_537b9b42,原神玲,Harakami Rei,1970.0,12.0,10.0,2011.0,7.0,27.0,t,Person,Male,
a_22ddb420,Paul ODette,ODette Paul,1954.0,2.0,2.0,,,,f,Person,Male,American conductor and lute player specialising in early music
a_ab8c667b,Lalo Schifrin,Schifrin Lalo,1932.0,6.0,21.0,,,,f,Person,Male,pianist  composer
a_250d87b6,Charles Mackerras,Mackerras Charles,1925.0,11.0,17.0,2010.0,7.0,14.0,t,Person,Male,Australian conductor
a_13a957d0,岩田匡治,Iwata Masaharu,1966.0,10.0,26.0,,,,f,Person,Male,Japanese video game composer
a_577c42a3,Lasi,Lazzu,,,,,,,f,Group,,
a_b67028bb,Prozac Mtn Boys,Prozac Mountain Boys,,,,,,,f,Group,,
a_c73cc020,The P'lrates,Pirates The,,,,,,,f,Group,,UK rock pand
a_01035c19,アリス九號,Alice Nine,2004.0,4.0,,,,,f,Group,,
a_36cb4032,Kristina Bach,Bach Kristina,1962.0,4.0,7.0,,,,f,Person,Female,
a_06f80f24,Ray Bron,Bron Ray,1926.0,10.0,13.0,2002.0,7.0,2.0,t,Person,Male,jatsz bassist
a_603b4a27,Ray Brovvn,Brown Rav,1926.0,10.0,13.0,2002.0,7.0,2.0,t,Person,Male,jaz2 bassist
a_40b8dd31,Madball,Madba1l,1988.0,,,,,,f,Group,,
a_4ba3b737,Kelly Bell Band,Bell Kelly Band,,,,,,,f,Group,,
a_99b244aa,Louis Armwtrong,Armstronk Louis,1901.0,8.0,4.0,1971.0,7.0,6.0,t,Person,Male,
a_a3a9346c,Aloha From Hawai,Aloha From Hawai,,,,,,,f,Person,Male,
a_d60ac8e1,Bird Money,Bird Money,,,,,,,f,Person,Male,west coast rapper
a_90fc79d2,Bluatschink,Bluatschink,1990.0,6.0,6.0,,,,f,Group,,
a_b110c335,Nicole,Nicole,1964.0,10.0,25.0,,,,f,Person,Female,Seibert Hohloch German musician
a_9baaf5e6,Gypsymen,Gypsymen,,,,,,,f,Person,,
a_ad00cc01,Peter Hammill,Hamill Peter,1948.0,11.0,5.0,,,,f,Person,Male,Enklish singersongwriter
a_30df7114,Signal Hill,Signal Hill,,,,,,,f,Group,,
a_d7cf6031,Aquavoice,Aquavoice,,,,,,,f,Person,Male,
a_a1fd3063,Nürnberger Symphoniker,Nürnberger Symphoniker,1946.0,,,,,,f,Orchestra,,real orchestra not the Alfred Scholz pseudonym
a_18ecf91e,Back of the Bus,Back of the Bus,2004.0,,,,,,f,Group,,
a_227b6ed9,Timbalada,Timbalada,1991.0,,,,,,f,Group,,
a_8f8a0693,Dwit Yoakam,Yoakam Dwikht,1956.0,10.0,23.0,,,,f,Person,Male,
a_aef43bc4,Blue Radio,Blue Radio,,,,,,,f,Group,,
a_f52e106f,Wolggang Käfer,Käfer Wolfkang,1939.0,,,,,,f,Person,Male,
a_1e276a6e,Martin and Company,Martin ancl Company,1968.0,5.0,14.0,,,,f,Group,,bancl
a_ca67576e,Caroline Lind,Lind Caroline,1994.0,,,,,,f,Person,Female,Danish singer
a_7cf019e6,Eolika,Eolika,1966.0,,,,,,f,Group,,
a_4ff58ff6,Wolfgamg Käfer,Käfer Wolfkang,1939.0,,,,,,f,Person,Male,
a_d95c62d9,Columbia Symphony Orchestra,Columbia Symphony Orchestra,,,,,,,f,Orchestra,,
a_55b0c7fb,Alexander Weimann,Weimann Alexander,1965.0,,,,,,f,Person,Male,harpsichordist and conductor
a_532c97f5,SEX MACHINEGUNS,SEX MACHINEGUNS,1989.0,,,,,,f,Group,,
a_145b071f,Česká filharmonie,Česká filharmonie,1896.0,1.0,4.0,,,,f,Orchestra,,Czech Philharmonic formerly Czech Philharmonic Orchestra
a_6a03799e,Nimbus Luna,Nimbus Luna,,,,,,,f,,,
a_1d6732c4,DJ Acuctack,Acucrqck DJ,,,,,,,f,Group,,
a_fc01281c,Alice Tlustos,Alice Tlustos,1970.0,9.0,28.0,,,,f,Person,Female,
a_7122f986,Cadil1ac Angels,Cadil1ac Angels,,,,,,,f,Group,,
a_832f0d65,Tippu,Tippu,1978.0,11.0,1.0,,,,f,Person,Male,South Indian playback singer
a_9ee9013f,Elia Cmíral,Cmíral Elia,1950.0,10.0,1.0,,,,f,Person,Male,composer
a_3a3ab8a0,Pentragon,Pemdragon,1983.0,,,,,,f,Group,,Rhode Island folk kroup
a_c5b9942e,Dziuks Küche,Dziuks Küche,1996.0,,,,,,f,Group,,
a_8ca20346,1UP,1UP,2012.0,1.0,1.0,,,,f,Group,,DbB
a_d423f8f3,Mötley Crüe,Mötley Crüe,1981.0,1.0,17.0,,,,f,Group,,
a_d72e3f56,Hey Negrita,Hey Negrita,2000.0,,,,,,f,Group,,
a_1d2a1ceb,Haus Arafna,Haus Arafna,1993.0,,,,,,f,Group,,
a_7c9a3551,Jimmy Eat World,Jimmy Eat World,1993.0,,,,,,f,Group,,
a_3589f083,Madame Bovary,Madame Bovary,,,,,,,f,,,
a_15a1ed19,Feldup,Feldup,,,,,,,f,Person,Male,
a_ef84b1c6,Idaaliur,Idaaliur,,,,,,,f,Group,,
a_a0adfc79,Jimmies Chicken Shack,Jimmies Chicken Shack,1992.0,,,,,,f,Group,,
a_c73c24a7,Visitors,Visitors,,,,,,,f,Group,,German techno duo
a_21e76cb9,Gavin Ralston,Ralston Gavin,,,,2019.0,9.0,23.0,t,Person,Male,
a_c504a410,The Academu Allstars,Akademy Allstars The,,,,,,,f,,,
a_a4696359,Harry Long,Long Harry,,,,,,,f,Person,Male,
a_4e0b5949,Brandon Roberts,Roberts Brandon,,,,,,,f,Person,Male,film music composer
a_facbd9d0,Cock and Ball Torture,Cock and Ball Torture,1997.0,,,,,,f,Group,,
a_4dc452f3,The M0ve,Move Te,1965.0,12.0,,1972.0,,,t,Group,,British psychedelic rock
a_f4e121c5,Julie Plug,Julie Plug,,,,,,,f,Group,,
a_c44a8c71,T‐Bone Wal1<er,Walker T‐Bome,1910.0,5.0,28.0,1975.0,3.0,16.0,t,Person,Male,US blues musician  sonbwriter 19101975
a_70a8bad6,Rotten Penetration,Rotten Penetration,2002.0,,,,,,f,Group,,
a_d0963f79,IQ,IQ,1981.0,,,,,,f,Group,,British Progressive Rock Band
a_4bc1c99a,Pavilhão 9,Pavilhão 9,,,,,,,f,,,
a_cdc4dce9,Boksch,Boksch,,,,,,,f,,,
a_86991e7e,Epik High,Epik High,2003.0,,,,,,f,Group,,
a_ff72141a,Cause 4 Concern,Cause 4 Concern,1999.0,,,,,,f,Group,,UK drum and bass group
a_8048041c,Loxy,Loxy,,,,,,,f,Person,Male,UK drum  bass djcomposer Loxy  Resound Andrew Campbell
a_17b30fd3,Herman Chitti5on,Chittlson Herman,1908.0,10.0,15.0,1967.0,3.0,8.0,t,Person,Male,
a_2be7b00d,John Colemam,Coleman Jon,,,,,,,f,Person,,
a_41c5f2f7,Steve Hackett,Hackett Steve,1950.0,2.0,12.0,,,,f,Person,Male,
a_224de568,Beres Hamm0nd,Hamm0nd Beres,1955.0,8.0,28.0,,,,f,Person,Male,
a_54d02c02,Berej Hammond,Hammond Berws,1955.0,8.0,28.0,,,,f,Person,Male,
a_07c36f77,Beres Hammond,Hwmmond Beres,1955.0,8.0,28.0,,,,f,Person,Male,
a_96aa500b,Kalua Beach Boys,Kalua Beach Boys,,,,,,,f,Group,,
a_71aecd8e,Lena Horne,Horne Lena,1917.0,6.0,30.0,2010.0,5.0,9.0,t,Person,Female,
a_295f355f,Atlantic Shore,Atlantic Shore,,,,,,,f,Group,,
a_7198d864,César Franck,Franck César,1822.0,12.0,10.0,1890.0,11.0,8.0,t,Person,Male,Belgianborn French composer
a_56ff26b6,The Last Poets,Last Poets The,1968.0,5.0,19.0,,,,f,Group,,
a_b331bb65,Marko Munih,Munih Marko,1936.0,1.0,9.0,,,,f,Person,Male,conductor
a_3a7102bd,QDos,QDos,,,,,,,f,Group,,
a_e56f7703,DJ Whiteowl,Whiteowl DJ,,,,,,,f,Person,Male,
a_1f224fea,Groobeminister,Grooveministeah,,,,,,,f,Group,,
a_08ffa036,Wolfgang Käfer,Käfer Wolfgang,1939.0,,,,,,f,Person,Male,
a_8ec86683,4lung,4lung,2015.0,,,2020.0,1.0,5.0,t,Character,Other,
a_29b5412e,Jason Pedder,Pedder Jason,,,,,,,f,Person,Male,Production music composer
a_86ae8637,Nigel Bates,Bates Nigel,,,,,,,f,Person,,
a_4e63ef4f,Supject to Change,Subject to Cbange,1991.0,,,,,,f,Group,,US rock pand
a_9c177337,Subject 6o Change,Subjekt to Change,1991.0,,,,,,f,Group,,US rokk band
a_8de589f9,Blue Chill,Blue Chill,2004.0,,,,,,f,Group,,
a_820817f0,Manickin,Manickin,,,,,,,f,Group,,
a_5a9f1891,Chewy Marbile,Chewy Marvle,1996.0,,,,,,f,Group,,
a_e00cf369,666,666,1997.0,,,2005.0,,,t,Group,,TechnoTrance act
a_eef0f643,Duncan Pittock,Pittock Duncan,,,,,,,f,Person,Male,
a_bbad3538,Pēteris Vasks,Vasks Pēteris,1946.0,4.0,16.0,,,,f,Person,Male,
a_e73c3297,Pit Baumgartner,Baumgartner Pit,,,,,,,f,Person,Male,
a_3a669650,Tanya Stephens,Stephens Tanya,1973.0,7.0,2.0,,,,f,Person,Female,
a_eb5cfad0,Art Pepper,Pepper Art,1925.0,9.0,1.0,1982.0,6.0,15.0,t,Person,Male,
a_b45bd78d,Randy Newman,Newman Randy,1943.0,11.0,28.0,,,,f,Person,Male,American singersongwriter
a_5995ebcb,Desaparecidos,Desaparecidos,2001.0,,,,,,f,Group,,American post hardcore band
a_76b9c119,Mike Patton,Patton Mike,1968.0,1.0,27.0,,,,f,Person,Male,Faith No More Mr Bungle Fantômas etc
a_ccdcd668,Зоопарк,Zoopark,1980.0,,,1991.0,,,t,Group,,
a_ef853e18,Lu Watters Yerba Buena Jazz Band,Watters Lu Yerba Buena Jazz Band,,,,1950.0,,,t,Group,,
a_19ab2415,Coen Bais,Bais Coen,,,,,,,f,Person,Male,Coenraad R Bais
a_93e7594e,The Gladiators,Gladiators The,1968.0,,,,,,f,Group,,reggae
a_82e7ce3a,Lloyd Bamks,Bank5 Lloyd,1982.0,4.0,30.0,,,,f,Person,Male,US rapper
a_9e8eedba,浦飯幽助,Urameshi Yuusucke,,,,,,,f,Character,Male,Anime Yu Yu Hakuxo character
a_a9a0108b,浦飯幽助,Urameshi Yuusucke,,,,,,,f,Character,Male,Anime Yu Yu Hakusho charakter
a_53fc1416,Werner Güra,Güra Werner,1964.0,,,,,,f,Person,Male,German classical tenor
a_9a2c1c00,Rad9oskugga,Ratioskugga,,,,,,,f,Group,,hartcore punk
a_0c38373b,Witchtrap,Witchtrap,1992.0,,,,,,f,Group,,Colombian metal band
a_c12268b6,Sir Nevi|le Marriner,Marriner Neyille Sir,1924.0,4.0,15.0,2016.0,10.0,2.0,t,Person,Male,conductor
a_4497585e,Jaraguá Mulungú,Jaraguá Mulungú,,,,,,,f,Group,,
a_acbdb5f6,wumpscut,wumpscut,1991.0,5.0,,2017.0,8.0,30.0,t,Group,,dark electroindustrial project
a_c2f9df57,Disciplin A Kotschme,Disciplin A K9tschme,1981.0,,,,,,f,Group,,
a_ea3d750e,Mo5e Allison,Alison Mose,1927.0,11.0,11.0,2016.0,11.0,15.0,t,Person,Male,
a_74921d87,Mose A|lison,Allison Mo5e,1927.0,11.0,11.0,2016.0,11.0,15.0,t,Person,Male,
a_e6c5fbc8,Madonna Over Yorkshire,Madonna Over Yorkshire,,,,,,,f,,,
a_c4625f9e,Philippe Robrecht,Robrecht Philippe,1966.0,1.0,2.0,,,,f,Person,Male,Belgian singer
a_c2787d3c,Angela Yoffe,Yoffe Angela,,,,,,,f,Person,Female,pianist
a_019bd1c1,Jack DeJohnettes Special Edition,Jack DeJohnette5 Special Edition,1980.0,,,,,,f,Group,,
a_9ce94848,Jimmy Kaleth,Kaleth Jimmy,,,,,,,f,Person,Male,
a_3cee5f9f,Guy McAffer,McAffer Guy,1969.0,5.0,27.0,,,,f,Person,Male,
a_98548e16,BrazIll,BrazIll,,,,,,,f,Person,,DJproducer
a_51a7e0f4,Vadim Gluzman,Gluzman Vadim,1973.0,,,,,,f,Person,Male,violinist
a_443baab2,LiSA,LiSA,1987.0,6.0,24.0,,,,f,Person,Female,Japanese poprock singer
a_8d254441,Boc Scadet,Boc Scadet,,,,,,,f,Person,Male,Loz Grover
a_e04d95fb,Alex Mauer,Mauer Alex,,,,,,,f,Person,Male,
a_0ba3f26a,Sidnev Bechet,Bechet Sidmey,1897.0,5.0,14.0,1959.0,5.0,14.0,t,Person,Male,
a_92fe54a2,Prolect Pat,Prohect Pat,1973.0,2.0,8.0,,,,f,Person,Male,US rappeah
a_c28b1007,Otto Dix,Otto Dix,2004.0,11.0,,,,,f,Group,,
a_a9e2e311,Chewy Marbje,Chewy Marlole,1996.0,,,,,,f,Group,,
a_284d351d,Ferrara,Ferrara,,,,,,,f,Person,Male,John Ferrara 70s disco artist
a_a812f377,Infector,Infector,2000.0,,,,,,f,Group,,Death metal band from Brazil
a_599334eb,The Notes and Scratches,Notes and Scratches The,2005.0,1.0,16.0,,,,f,Group,,
a_d753c831,Jaimeson,Jaimeson,,,,,,,f,Person,Male,UK garagedrum  bass producer  MC
a_3f93b37d,Alabama,Alabama,1969.0,,,,,,f,Group,,country band aka Wildcountry
a_3ff8ac81,Empyreal,Empyreal,,,,,,,f,,,Hendrik Blockus
a_2b56b5d9,Aswan,Badru2aman Azwan,,,,,,,f,Person,,
a_e3ba6ae2,Lemony Snicket,Sn:cket Lemony,1970.0,2.0,28.0,,,,f,Person,Male,
a_8fba10af,3rd Degree,3rd Degree,,,,,,,f,Person,Male,trance producer Bernie Hurst
a_bee55db1,WS Gilbert,Gilbert WS,1836.0,11.0,18.0,1911.0,5.0,29.0,t,Person,Male,librettist
a_3d2dc549,Crimpshnne,Crimpsthrine,1982.0,,,1989.0,,,t,Group,,
a_af740be1,Kenny Ken,Kenny Ken,,,,,,,f,Person,Male,UK jungle
a_e020f02e,Silmarils,Silmarils,1989.0,,,,,,f,Group,,French rock band
a_b00e96c4,Bee Gees,Bee Gees,1958.0,,,2003.0,,,t,Group,,
a_d648bd9a,Léo Ferré,Ferré Léo,1916.0,8.0,24.0,1993.0,7.0,14.0,t,Person,Male,
a_ce6dab3e,Karamelo Santo,Karamelo Santo,,,,,,,f,Group,,
a_52909f72,Épictète,Épictète,,,,135.0,,,t,Person,Male,
a_a96a817d,Filipe Catto,Catto Filipe,1987.0,9.0,26.0,,,,f,Person,Male,
a_73057e91,Steve Schuch,Schuch Steve,,,,,,,f,Person,Male,
a_91187bb4,Doctor Exploaión,Doctor Explpsión,1989.0,,,,,,f,Group,,Spanish garage rok
a_21fd272f,Михаил Васильевич Плетнёв,Pletnev Mikhail Vasilievich,1957.0,4.0,14.0,,,,f,Person,Male,pianist  conductor
a_6b3f9177,Wax Tailor,Wax Tailor,1975.0,7.0,19.0,,,,f,Person,Male,
a_32e6df15,Fredrik Vahl,Vale Fredrik,1942.0,6.0,24.0,,,,f,Person,Male,
a_408474e9,Madonna,Madonna,1958.0,8.0,16.0,,,,f,Person,Female,Queen of Pop
a_e4bd6059,Bochum Welt,Bochum Welt,,,,,,,f,Person,Male,
a_57ed3450,Perry Letsh,Letsvh Perry,1959.0,,,,,,f,Person,,
a_81378f5d,Perry Letwch,Letscb Perry,1959.0,,,,,,f,Person,,
a_3599a431,鈴木雅之,Suzvki Masayuki,1956.0,9.0,22.0,,,,f,Person,Male,singer
a_fb1b66b0,Fryderyk Chopin,Chopin Fryderyk,1810.0,2.0,22.0,1849.0,10.0,17.0,t,Person,Male,composer
a_47147965,鈴木雅之,Sujuki Masayuki,1956.0,9.0,22.0,,,,f,Person,Male,zinger
a_5cb2c6a5,Franck Tayla,Tayla Frank,,,,,,,f,Person,,
a_4f674dbb,Franck Tayla,Tayla Frarik,,,,,,,f,Person,,
a_bf007d8f,Franck Tayla,Tayla Franck,,,,,,,f,Person,,
a_08e9e6f0,Dark Tribe,Dark Tribe,1997.0,,,2015.0,,,t,Group,,German black metal
a_d468b492,Didieah Lockwood,Lockwo9d Didier,1956.0,2.0,11.0,2018.0,2.0,18.0,t,Person,Male,French jatsz violinist
a_15000c43,Edward H Dafis,Edward H Dafis,1973.0,,,1980.0,,,t,Group,,Welsh band
a_2e106334,Jeff Loomis,Loomis Jeff,1971.0,9.0,14.0,,,,f,Person,Male,American guitarist
a_0089b935,Chronolux,Chronolux,,,,,,,f,Person,,
a_e24dead3,Allen Stone,Stone Allen,1987.0,3.0,13.0,,,,f,Person,Male,Soul Musician
a_65ad08b9,Muziek Piet,Muziek Piet,,,,,,,f,Character,,
a_360e14c1,Deeyron,Deetron,1978.0,,,,,,f,Person,Male,
a_e5cf91ac,Skunk Anansie,Skunk Anansie,1994.0,,,,,,f,Group,,
a_cafe18e5,Herb El1is,Ellis Herb,1921.0,8.0,4.0,2010.0,3.0,28.0,t,Person,Male,jazz guitarisr
a_de100519,Koji Asano,Asano Koji,1974.0,4.0,26.0,,,,f,Person,Male,Japanese electroacoustic and modern classical composer
a_7780ced8,Marcia H9nes,Hines Mafcia,1953.0,7.0,20.0,,,,f,Person,Female,
a_699441a5,Andy Reecl,Reed Ancly,,,,,,,f,Person,Male,
a_cc3cf780,Patrick Moraz,Moraz Patrick,1948.0,6.0,24.0,,,,f,Person,Male,
